,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2255394058.97,1772282323.21,1256927203.16,930892960.54,2121966609.34,1673793922.46,1179616895.98,895593873.57,2111873347.17,1559916080.41,1038271716.36,791229880.52,2520897586.14,1974947423.46,1462304701.61,1254233600.65,2706238122.26,2131644140.34,1573242344.91,1245653286.72,2702791629.97,2106764180.96,1533398185.82,1286123773.50,2632555406.49,2038620082.69,1474042467.75,1282364853.67,2137825084.78,1643939397.97,1151506211.93,921478192.88,1937309261.51,1394956750.64,962736711.33,804585305.32,1816438510.25,1421908014.84,980424727.66,845901740.25,1328680422.56,1025383450.97,698079213.89,563129455.75,1516792783.12,1189095161.20,907081522.76,740349344.99,1394118761.31,1088583003.47,825459800.88,654067187.74,1103347732.42,795527230.60,603381654.80,466201655.98,1187585736.88,895479511.42,641982354.89,486257985.14,959526490.92,695862653.59,454175384.84,297647673.33,1048930175.97,684353896.67,449794395.87,303414858.67,1075392412.14,721880644.75,548313342.67,310943680.15,998311149.94,438892157.46,823875816.88,400224700.98,739838803.70,405584797.47,560035649.41,282614808.57,530376710.04,276288047.00,184716070.00,122482181.00,0.0
2,营业收入,2255394058.97,1772282323.21,1256927203.16,930892960.54,2121966609.34,1673793922.46,1179616895.98,895593873.57,2111873347.17,1559916080.41,1038271716.36,791229880.52,2520897586.14,1974947423.46,1462304701.61,1254233600.65,2706238122.26,2131644140.34,1573242344.91,1245653286.72,2702791629.97,2106764180.96,1533398185.82,1286123773.50,2632555406.49,2038620082.69,1474042467.75,1282364853.67,2137825084.78,1643939397.97,1151506211.93,921478192.88,1937309261.51,1394956750.64,962736711.33,804585305.32,1816438510.25,1421908014.84,980424727.66,845901740.25,1328680422.56,1025383450.97,698079213.89,563129455.75,1516792783.12,1189095161.20,907081522.76,740349344.99,1394118761.31,1088583003.47,825459800.88,654067187.74,1103315883.71,795495381.89,603349806.09,466169807.27,1187585736.88,895479511.42,641982354.89,486257985.14,959526490.92,695862653.59,454175384.84,297647673.33,1048908111.01,684353896.67,449794395.87,303414858.67,1075392412.14,721880644.75,548313342.67,310943680.15,998311149.94,438892157.46,821111533.74,400372044.04,739642163.24,405639837.64,559941413.24,282614808.57,530009067.10,276288047.00,184716070.00,122482181.00,0.0
3,二、营业总成本,1628736416.07,1289660610.46,907448137.54,633287630.77,1577594003.05,1206655511.76,842483970.61,606327449.34,1560026134.81,1131501436.66,734089219.60,529341277.88,1902273638.07,1474847866.24,1087144095.73,918975449.62,2091380623.71,1662068421.02,1220686958.57,933145665.21,2116747503.99,1645928788.07,1179033686.37,957680946.73,2188223393.55,1673498862.22,1197965724.24,1028487439.80,1828756442.88,1403902056.42,968711803.09,776858963.33,1680037517.58,1197569612.40,818200928.21,669563899.34,1575398523.86,1213965025.47,813492004.18,693258647.07,1130614604.05,916113918.33,625846000.34,507666883.14,1362246635.80,1061625085.67,818567322.68,671260587.51,1234100490.88,999311282.38,762949757.37,594049123.38,982665409.56,726349087.86,555697150.77,423596537.19,1070728962.47,839403705.36,594240456.11,445914467.49,870346949.38,634223972.36,421583983.32,271190772.40,977360873.42,651786689.26,432196321.41,282012739.34,994024289.53,679954476.62,510299933.34,274670019.92,882077288.15,392976561.95,747126936.20,360982371.00,622490448.97,324293340.56,476435314.22,217682947.06,466595918.50,226730280.00,147933073.00,101396550.00,0.0
4,营业成本,1068706640.63,836588926.03,592335613.65,433939095.45,1044908139.32,802443515.27,561741769.28,421435140.95,1113965278.99,840546188.35,569799799.00,414563516.98,1413262509.88,1096080185.66,790950369.04,660136998.42,1529266554.21,1214810327.39,892421177.65,695049096.79,1580113895.53,1232232989.83,877180892.06,706096528.44,1627390148.21,1247893158.29,902969087.28,751903369.99,1320697300.47,1033762783.35,726722982.19,579307401.54,1286052752.65,926296134.73,621642258.04,497804112.79,1194819351.16,897685579.34,611930192.06,513380240.05,874981989.77,697491345.03,494301143.24,412612795.35,1077193414.70,826200333.59,636199703.67,508345947.25,967529540.59,796387349.90,617656687.99,461179947.59,743704022.10,534862390.40,403979087.51,307524253.35,829959021.44,629643403.39,445059082.79,336516330.84,651959202.55,468447029.08,307182709.14,197228348.16,697509296.48,461972356.96,306699119.11,200843838.14,786270239.33,550018837.07,414746826.38,230740746.66,690669201.97,314784933.41,584245670.64,290155213.89,508360685.12,280127839.95,403097762.29,196662927.12,385281544.16,207155387.00,135426385.00,91909307.00,0.0
5,营业税金及附加,25366749.97,22598742.29,16610618.33,12381641.69,24704374.85,22104627.79,15870977.53,12203601.82,23234002.87,19158012.57,11723023.26,8186807.72,24963084.03,17240389.97,13398016.04,12610727.62,23879293.65,19616880.86,14578022.84,13503917.69,22977850.42,19187237.23,15726920.10,13551839.94,19555327.56,16829989.27,12432793.79,12126043.29,18459039.72,16080996.97,12342872.79,10692473.56,11756668.65,10831791.91,8409113.95,7428907.02,11866665.24,11858903.64,8079840.60,8037882.60,10545371.59,8751466.28,6132246.56,5090617.15,9129090.92,8386796.31,6206947.07,7245912.86,9517554.76,8112125.71,6066721.47,5227697.07,8073813.05,6738121.13,5114243.83,4301475.74,7815407.37,5949347.28,4316821.09,3498813.42,6153410.29,6554610.23,3865096.01,3012067.30,6808511.57,4664942.96,3109091.11,2290254.07,7043374.23,4193787.81,3384154.34,1215330.25,5122149.18,2751271.21,5316366.79,2646732.14,4713908.59,3427905.52,2807452.46,2192454.21,3251158.01,2025145.00,1447194.00,801427.00,0.0
6,销售费用,478497528.40,389298188.43,264790072.48,164405644.09,478129130.99,355005312.48,243826005.83,158105559.39,377631067.09,245834298.07,135508487.15,98402476.60,421231459.47,326409456.22,256903617.29,233569555.61,483395752.34,384577747.58,283111434.26,207961097.70,457516803.57,357734511.65,256532721.43,222519672.82,489958748.19,368255056.93,251002382.97,245495514.88,428737317.78,311401474.50,197939385.75,170000601.97,330932546.20,222710534.17,162164375.77,149386251.23,312872474.56,268720673.33,169499658.36,157816369.41,190392796.07,178173420.08,102193605.47,74348507.79,191145690.35,173788718.77,134885369.68,137004179.74,172302925.83,153408442.15,112315856.79,108365125.13,158817671.74,135917503.23,114205805.83,89945903.98,165233720.36,158206898.45,120143912.22,91143229.75,156025936.56,115956635.50,84125540.53,58371268.93,215389486.27,148094787.50,100125527.93,64992806.70,159087406.63,109151355.21,82293994.68,38717941.95,166949602.34,69093876.50,140698685.16,61752383.23,101880299.09,38897249.83,58478763.22,13743796.92,51297956.89,7039695.00,4923817.00,3801435.00,0.0
7,管理费用,64360823.15,46578185.01,34700013.15,22779411.67,43296923.79,46883270.47,34275619.88,19925763.23,63612911.74,40048938.86,22460836.86,9356756.54,62244222.54,47674432.26,33778726.31,15243799.79,72035310.73,55053592.33,36088400.21,17743005.67,66938591.61,46033037.65,33571261.01,16556945.04,59837854.13,47702901.76,35533781.47,20208833.27,65845428.70,48061759.69,34163954.13,17373491.95,55956303.42,40288171.91,28149701.01,15890172.56,55091579.63,37529063.41,25530335.36,14687653.42,47811889.52,32661828.07,23579298.15,15571409.52,69247366.49,46836010.99,37189943.22,17279375.14,42904769.28,31098229.57,19859930.42,15836797.77,52414315.83,34460939.60,23620446.19,17669162.50,58132343.11,40000932.51,21603503.49,11908868.79,44106855.88,34267684.50,20510784.20,9638488.59,45251746.92,28762407.03,17625831.59,11442061.87,35439519.95,12989968.44,7532611.13,3816488.45,16349970.89,6267402.62,16042260.34,6283379.98,7517932.16,3552539.12,15076704.38,6254586.21,20028789.21,3579478.00,3047714.00,2054930.00,0.0
8,财务费用,-21882135.48,-17104688.90,-9984181.03,-4862369.17,-26390709.15,-19827700.08,-13276887.74,-5342616.05,-19026446.27,-14086001.19,-5402926.67,-1168279.96,-20246380.65,-12553897.87,-7883813.45,-2585631.82,-18640291.68,-11989627.14,-5511576.39,-1111452.64,-13071814.25,-9258988.29,-3978108.23,-1044039.51,-9156414.69,-7182244.03,-3972321.27,-1246321.63,-5701448.97,-5404958.09,-2457391.77,-515005.69,-5423642.86,-4424415.65,-2197160.14,-945444.26,-3478037.03,-2624050.63,-1314066.88,-657915.77,-1250982.55,-903088.01,-297443.60,43553.33,7566692.90,6529611.69,4139454.31,1462049.10,12351967.51,10305135.05,7050560.70,3439555.82,19655586.84,14370133.50,8777567.41,4155741.62,9588470.19,5603123.73,3117136.52,2847224.69,12101544.10,8998013.05,5899853.44,2940599.42,12401832.18,8292194.81,4636751.67,2443778.56,6183749.39,3600528.09,2342346.81,179512.61,2986363.77,79078.21,823953.27,144661.76,17624.01,-1712193.86,-3025368.13,-1170817.40,6736470.23,6930575.00,3087963.00,2829451.00,0.0
