,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3043783250.03,1974988624.91,1314698767.41,577410697.20,2947371480.29,1995649864.21,1266440971.87,503025543.19,1834340566.36,1171085099.82,750297777.74,355320662.22,1323317261.63,805174069.29,506141190.49,210170529.10,1524466261.01,1117019472.79,780011152.30,370716440.40,2061836155.10,1424366006.58,909868189.13,387780787.85,1819578484.20,1113718510.34,706067888.91,308600255.72,1618811821.36,1148945138.01,759684808.70,340958882.92,1875637826.40,1375181619.48,872660445.26,377263636.57,1356250042.12,921299899.99,560010065.94,251545187.79,1149201594.70,805781737.51,507449581.33,224750016.01,1232241444.93,891615477.37,600651089.38,301228291.27,1231791363.69,895942631.33,574595015.64,271830591.90,1056142006.87,718761677.61,413264797.92,180887661.28,924028331.03,629563911.20,400323576.46,186115281.13,971876618.26,688987066.81,463439484.64,225249020.05,864274833.06,600451473.69,392229062.60,184425355.63,716214039.03,493313907.85,318599773.32,135573649.41,585561454.24,259723624.85,544597352.07,245363167.43,596656690.62,238459935.22,347991832.79,151838219.57,363902053.80,151353934.14,348007038.95,154718771.26,373981565.68,182753966.22,382989760.00,187605329.08,393918394.81,228209987.97,0.0
2,营业收入,3043783250.03,1974988624.91,1314698767.41,577410697.20,2947371480.29,1995649864.21,1266440971.87,503025543.19,1834340566.36,1171085099.82,750297777.74,355320662.22,1323317261.63,805174069.29,506141190.49,210170529.10,1524466261.01,1117019472.79,780011152.30,370716440.40,2061836155.10,1424366006.58,909868189.13,387780787.85,1819578484.20,1113718510.34,706067888.91,308600255.72,1618811821.36,1148945138.01,759684808.70,340958882.92,1875637826.40,1375181619.48,872660445.26,377263636.57,1356250042.12,921299899.99,560010065.94,251545187.79,1149201594.70,805781737.51,507449581.33,224750016.01,1232241444.93,891615477.37,600651089.38,301228291.27,1231791363.69,895942631.33,574595015.64,271830591.90,1054662723.21,719108529.66,413779599.71,181118860.90,923847245.40,630004463.91,400595700.39,186010660.28,971769877.41,689151354.98,463529394.29,225228760.40,862463283.97,601535018.00,393100035.08,184951473.83,715306953.38,491279678.54,317249145.78,134768991.68,582648450.50,259367876.81,542123770.13,244631080.99,593244585.81,237378745.37,347452143.38,151389986.75,332491442.65,150164615.86,345460488.37,153574120.69,371891781.06,181359481.11,382753470.00,187554989.02,396684991.47,229528772.25,0.0
3,二、营业总成本,2293506899.20,1656383450.35,1064294149.03,479552413.92,2468157306.80,1594238854.95,1012577477.85,435009187.08,2102200096.40,1315563882.89,840081064.68,415602584.96,1649749426.27,1092788316.68,695377590.69,315717597.83,2107325713.43,1415497265.36,979009663.23,473119708.58,2067780810.46,1450158696.73,913140153.88,405473845.89,1921808876.69,1276944987.29,823162714.20,369711865.77,1854133814.24,1361705445.56,890477718.23,412388547.71,1768406039.26,1263548341.39,788950086.88,351111259.89,1411654814.42,1026121293.64,647854467.70,297800944.53,1361426973.24,946659671.52,603911131.08,278617536.49,1292356694.68,941876320.44,629804257.25,318599828.18,1176643728.60,844026678.60,541416890.09,257053786.63,1040857123.28,755612717.87,451532775.91,195139424.51,938404537.25,658442816.07,425299617.24,189473944.49,903881590.97,615196925.01,399514627.39,192998618.07,810241304.50,577852981.15,383665367.81,181098651.34,857369131.27,504821490.69,331982396.92,146453059.73,595922776.04,260929492.77,543581673.71,228133452.68,550569781.96,234610698.66,265666251.37,144168342.15,315088101.57,0,308563748.05,0,330235539.59,0,0,0,293297174.16,51596291.61,0.0
4,营业成本,1968216192.00,1443141355.50,924876745.29,412363121.67,1975263227.52,1325855298.02,834638388.02,354303299.15,1554402742.01,1047545933.23,668671472.07,329386409.44,1217715356.04,796783335.37,502422728.91,214475721.97,1491922892.57,1113954216.92,779236406.20,376236070.16,1719852318.16,1189292310.32,732703182.72,317436654.65,1600068087.77,1041760702.05,656189070.58,291642045.40,1486179757.70,1091243458.26,708062279.76,323006939.78,1455760621.88,1028478844.26,631407686.50,273887649.00,1091552340.65,798047283.99,497747897.34,222766661.64,1005359452.77,705494113.49,443784853.63,200597425.37,981757555.93,708401350.70,471099524.39,234173464.28,866361942.34,655876046.85,416835024.75,190868008.08,731134585.62,516156074.15,290715577.56,122390027.34,663877289.07,459958484.94,294693961.30,133008233.73,598748875.80,402730912.77,256461626.55,120200907.75,531745860.65,382969212.33,253799596.59,120754480.42,494003998.93,341911843.24,220765314.25,94437152.35,377168235.00,165235835.18,357770957.37,161790151.69,401854296.07,173625184.49,232437888.59,100574773.12,236212814.20,0,224295366.63,0,241246466.56,0,0,0,198557714.71,12015142.16,0.0
5,营业税金及附加,54753993.58,33049837.53,21474236.17,9729767.90,58411806.08,40419611.88,26658158.13,10739325.43,38492767.25,25352697.11,16678532.10,7801764.04,28754229.85,5485253.24,2836812.21,1130867.25,13470484.85,5998630.94,3196461.02,1576915.81,13644207.50,8702955.49,5664198.61,2269136.63,10012457.60,4636807.14,2814964.87,1012621.72,6356315.79,4449387.18,2650711.67,1036861.00,15863966.38,12972914.77,10139725.51,1893942.02,6431482.39,3606578.41,1837127.22,684674.35,6172094.83,4518284.64,2569570.69,707742.73,8144756.06,5887893.39,4221982.94,2440708.92,9729533.52,7081669.62,4745606.48,2327888.33,8354166.72,5693994.61,3085000.47,1167037.03,6877829.58,4383524.12,2538350.40,1094055.18,9583059.07,7038230.45,5095685.62,2570142.54,8374832.93,5627548.36,3642348.79,1847633.80,7603056.56,4379646.87,2668624.85,1337239.21,7816156.56,3054659.78,7652994.05,3534907.30,9270685.54,3385753.85,7654785.66,2843217.48,5307713.93,0,4842211.56,0,5068127.00,0,0,0,34756457.72,20720433.90,0.0
6,销售费用,49865109.87,37319498.00,25513408.84,12527548.57,59254235.80,42058109.91,28534233.60,13115528.97,45853350.43,31665430.26,20888914.76,10979868.92,35818119.07,24459254.07,15440337.12,7407731.46,51417734.41,44907229.00,32848086.80,14935870.82,58883643.20,41901098.50,26927515.40,12063618.80,51348256.91,33453825.74,20284492.74,8857444.35,46028256.43,33135953.25,21209683.72,10212425.19,40294315.39,25758796.99,17258416.14,9034508.99,93470884.63,67138336.00,42333796.84,20030220.42,125914376.79,90611726.47,59194707.50,27590283.22,129619504.05,95407793.64,64547579.98,34592972.15,125134347.03,93118971.55,61851525.98,32575205.26,152054780.42,112181481.59,68185683.40,32362625.96,151289551.71,96427633.61,63208314.97,26704492.96,131172527.82,84516521.85,54168260.73,25841482.98,126429707.82,95179451.40,62597379.27,26368989.25,126573465.20,80751055.35,50162530.62,22567858.80,109251355.58,50634993.99,81355359.88,32270623.30,68532456.84,31354287.05,42390193.27,19396628.14,31261629.14,0,42659913.82,0,42076293.22,0,0,0,31427418.10,0,0.0
7,管理费用,164320992.11,96852093.48,62384479.76,31656462.33,186805601.78,117675325.16,79026648.59,35836736.28,188587804.06,134817870.03,86614458.93,45516069.17,228799286.41,178948209.85,121368001.06,66046491.73,243885281.57,127547148.65,86842963.81,45397343.52,166987364.51,129315143.55,85970460.53,44075680.12,157991578.85,118991475.32,83559684.54,45458187.24,179053360.70,136275518.61,97002250.76,48098957.10,159443019.32,122908726.01,84823750.58,39139297.84,136596270.25,96694404.00,65763623.36,34509740.66,143814238.63,93510818.56,62942289.42,32146802.90,109060509.27,80433932.33,55256390.92,28851051.53,120631917.42,63741229.98,41439616.65,21124199.20,102913355.39,85556267.88,64434960.81,26636547.67,76176763.26,70074479.53,46213629.57,19753196.86,128545525.59,93412395.53,65557073.57,35652103.23,106128468.61,67515144.16,45950944.63,23252745.48,192665021.05,51181227.12,40594538.57,18979833.85,72921556.50,30883058.08,74265845.78,23261390.70,83428473.73,18945346.70,41482484.30,18449138.26,41520703.82,0,39919057.98,0,39650017.94,0,0,0,27227194.29,15180421.07,0.0
8,财务费用,56350611.64,46020665.84,30045278.97,16888021.40,85133798.53,68442004.83,43283689.15,20802356.07,104821355.86,73463175.21,44878343.31,20960689.09,116675459.78,89814099.29,57234719.49,27683241.98,144560941.97,112559130.50,73177214.46,35288325.82,90426743.07,75517150.03,56737537.89,29028089.71,101443097.92,77797443.97,59298424.85,22692942.09,132195321.76,98788524.38,63237056.92,29548763.68,98036630.49,72567278.91,44913658.14,24593399.57,83386773.51,59590802.20,39297146.67,19124388.09,70500907.97,51429635.25,34021319.37,17280127.89,70247044.84,51427771.39,33332047.05,17246024.25,58055740.40,40557562.40,27317361.09,13280152.17,46400235.13,36024899.64,25111553.67,12583186.51,40183103.63,27598693.87,18645361.00,8913965.76,35831602.69,27498864.41,18231980.92,8733981.57,37562434.49,26561624.90,17675098.53,8874802.39,36523589.53,26597718.11,17791388.63,9130975.52,28765472.40,11120945.74,22875460.10,7306735.28,-14612602.10,7300126.57,-58299100.45,2904585.15,785240.48,0,-3152801.94,0,2194634.87,0,0,0,1328389.34,3680294.48,0.0
