,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,88792895883.36,62209617942.70,39967343373.91,20070263753.80,83385262868.71,57839103485.87,38402459339.61,18846051333.00,77632476743.23,54447608636.37,34763204347.20,16629373423.96,67175343225.71,48498804572.09,32774836127.12,15408112570.93,64847813147.02,45958383343.43,29853897906.45,13713416220.35,59503900596.63,41284659010.94,27265370049.64,12530610020.39,58875274661.52,42050362565.78,28027672551.57,12988484849.02,52334149134.26,36809933858.56,23215875107.81,10880418794.15,52003328326.13,36166717665.83,22987997322.51,10537794096.74,41711808864.18,29306874318.97,18611953923.08,8821237554.59,31457999219.13,21734704800.83,13276929312.23,6056406931.53,27930220901.41,21466453824.71,14239460055.30,7104968235.30,23046832431.87,15828075008.12,10643140168.69,4969938731.85,18845645423.31,12237931584.11,7813944194.62,3790542405.54,15080157880.84,10305733991.54,7221558667.26,4033092206.57,11552259066.19,7779673330.46,5198227182.62,2776137794.20,14188875480.92,9564884472.54,5316427674.28,2472156774.39,12650931022.75,10412717465.35,6335026880.68,2523833403.38,9601501021.73,3864622975.71,10796131621.01,4609437954.03,10241157134.99,4557214897.47,11733174832.51,5179408814.70,15654734279.40,6025490048.38,10622321915.88,3474924442.58,6775121593.47,2194365669.18,4279949030.00,1769012161.05,2860203912.18,0.0
2,营业收入,88792895883.36,62209617942.70,39967343373.91,20070263753.80,83385262868.71,57839103485.87,38402459339.61,18846051333.00,77632476743.23,54447608636.37,34763204347.20,16629373423.96,67175343225.71,48498804572.09,32774836127.12,15408112570.93,64847813147.02,45958383343.43,29853897906.45,13713416220.35,59503900596.63,41284659010.94,27265370049.64,12530610020.39,58875274661.52,42050362565.78,28027672551.57,12988484849.02,52334149134.26,36809933858.56,23215875107.81,10880418794.15,52003328326.13,36166717665.83,22987997322.51,10537794096.74,41711808864.18,29306874318.97,18611953923.08,8821237554.59,31457999219.13,21734704800.83,13276929312.23,6056406931.53,27930220901.41,21466453824.71,14239460055.30,7104968235.30,23046832431.87,15828075008.12,10643140168.69,4969938731.85,18757318138.20,12204451159.50,7790093759.65,3780250249.21,15061115479.16,10237111076.68,7221158108.66,4020729413.77,11538698111.04,7734988703.29,5163221952.84,2764005409.59,14133195502.38,9545365219.36,5302903527.62,2457311380.02,12585184715.40,10384999423.64,6312635647.00,2510947761.42,9514618511.62,3817050152.34,10707213930.95,4526869007.26,10095155587.34,4422150132.02,11602666517.24,5160123764.03,15672963581.93,6010941004.22,10587654642.09,3467805597.21,6764373146.40,2189353208.83,4273980820.00,1765079338.37,2852807628.44,0.0
3,二、营业总成本,88612643451.35,61780055503.24,39656103728.00,19871041089.34,83205061549.12,57717709060.22,38201666683.35,18657401367.74,77036088871.01,53911296842.25,34336851320.77,16418335981.10,66574270514.23,47871002869.67,32285080029.14,15243994348.15,66129640748.07,46249160594.65,29881611487.52,13669223781.22,59897663106.87,41700485682.00,27453582454.35,12564299363.41,58276779700.05,41596938499.09,27673699095.98,12854981379.25,52331506633.13,36978020587.89,23311133228.07,10791805951.22,51861601403.14,36015637952.69,22809776114.65,10449999391.09,41834413078.09,29226791990.67,18645786573.28,8838103176.02,31037775485.97,21484519459.52,13167403239.65,6022440324.94,27692332986.80,21045043875.05,13983470406.12,6896392576.77,22984637382.72,15810498786.40,10541346333.72,4938742670.23,18529995362.43,12023931704.02,7681654990.15,3717344141.18,14771064386.08,10073096730.91,7008479646.71,3844967111.36,15059039263.35,7735528253.98,5176476365.30,2739682548.33,14006512340.36,9466101629.20,5262884426.22,2383097657.25,12523489185.96,10325892989.86,6272271224.81,2523470127.93,9579801290.61,3891370625.52,10552358426.88,4302415824.69,9605656892.88,4049119968.17,9448030460.76,4464021348.68,12614765572.56,0,8658646781.72,0,5418389553.58,0,0,0,2358527250.10,0.0
4,营业成本,78569479689.03,54779581354.88,35187176760.45,17608212773.27,72985786687.65,50767577826.13,33720563614.20,16418567659.73,67702233207.14,47380557274.95,29998785617.60,14385375928.33,57585475058.40,41298743278.45,27883172798.39,13186826721.03,56253356899.09,39889357138.69,25707111269.82,11793896783.31,50925117999.91,35393819650.99,23240181497.09,10772783933.06,49133947580.59,35354150380.03,23482914611.41,10931093348.73,43990238120.25,30991433432.20,19545149613.18,9297732291.71,43878358805.89,30697263100.79,19346765284.96,9074309832.71,34906106541.75,24890788742.04,15723133304.16,7403140834.73,25643428363.41,18004108480.53,11041662249.82,5004195363.15,23046526292.29,17760285335.53,11802834936.67,5911862858.18,19454950788.83,13637794342.89,9277724010.87,4251830676.08,15846546554.11,10262332586.28,6564233076.34,3158088832.35,12619063635.76,8623682776.96,6105289339.60,3425739134.64,9886619828.08,6607525621.96,4475758758.94,2385750513.12,12082643144.10,8171623311.67,4505557647.37,2023312609.61,10710749849.70,8919383063.97,5403977772.33,2189327775.17,8321104995.35,3354437596.85,9107927632.16,3713507502.95,8472900658.34,3413129767.27,8398122175.83,3964535511.39,11574734450.72,0,7753409542.43,0,4952654421.55,0,0,0,2045169803.11,0.0
5,营业税金及附加,506730763.89,362507394.13,234052168.90,117132588.58,559096608.69,323059171.60,218640264.51,95004972.33,452733257.37,324191638.19,216965909.64,98310687.64,477200501.00,295848631.70,207999566.34,110936730.70,436117121.83,300656217.62,179960383.02,97190486.50,440662619.33,294889216.76,226267069.61,76144338.99,485402950.93,279925955.47,204208228.60,112292522.71,368754068.42,247758852.64,185353510.09,53270880.18,305696915.64,172785296.50,150098743.67,28407793.07,196776058.16,110528313.93,61329474.52,20897816.96,140401124.27,98580873.57,65764685.56,48660349.64,96448361.89,66261929.95,46604026.49,18397269.71,34739400.01,23630515.20,14156881.45,8918071.13,47483850.43,23530852.22,9765158.65,8976094.75,32806460.68,24921043.21,19717697.16,11971508.04,18357941.44,17750602.53,7289261.33,116759.60,6959120.92,1740924.41,1617593.84,38174.62,25989916.64,8565331.01,288887.38,288887.38,57918168.00,27517168.00,51299134.32,28591772.82,50714210.58,22113951.81,43207214.92,24775750.71,36992172.59,0,32512384.61,0,32049895.74,0,0,0,152474402.20,0.0
6,销售费用,5730434224.33,4206577094.92,2676370664.65,1306115760.81,5901406014.14,3837170394.48,2517379734.84,1368011231.65,5846211448.88,4056841030.49,2733636254.99,1215213525.14,5248033737.11,3923752316.78,2691891857.36,1170556620.58,5010512142.29,3428049014.54,2346132904.85,931190142.84,4704514363.86,3632131623.41,2431881627.26,898613799.60,5190134470.13,3779089146.46,2424789348.87,986678942.18,4738934723.21,3448564113.33,2104740134.01,882845755.92,4952966095.88,3298238256.39,2016671298.76,863599097.59,4324269632.44,2696382328.59,1633744035.01,950297734.22,3617567717.58,2378516988.44,1375345665.43,613038871.62,2985539050.96,2227093897.18,1483379029.23,624126170.04,2276149777.78,1427116261.17,829982123.93,425180282.46,1884567822.70,1216755173.18,800132176.82,406784457.13,1665960047.13,1112457688.89,683137798.09,303737560.65,1110906218.26,837672926.43,518087492.23,246519996.76,1385800686.81,1055026856.55,601385489.37,282532630.75,1414260318.10,1159001657.92,694960232.06,251221233.49,1033540638.77,435692664.39,1127235896.35,491850761.60,971773564.71,442844272.93,774951792.40,346011626.70,516748579.05,0,357946786.57,0,159962392.91,0,0,0,25583145.65,0.0
7,管理费用,1689607150.11,1189549718.35,778378966.56,394316618.14,1555741097.41,1287718699.00,1293820855.77,639249332.99,2651616184.47,1913906101.48,1270439827.56,684070590.46,2730352911.27,1889294593.77,1244275332.15,682445776.00,2845720097.42,1875077619.76,1287534811.63,633939557.58,3013868855.36,1881462082.14,1213532956.69,563321858.55,2709518877.80,1764682913.36,1179941008.17,590676408.86,2263451074.33,1416012386.64,955914528.30,451577277.13,2066670177.57,1323609513.88,851692003.44,424408741.67,1618953461.58,1043234776.27,697480667.15,334633256.59,1295108214.07,851220125.68,582075491.55,250241606.03,1148006178.49,800231823.39,538933755.33,247514302.24,853347144.06,520776500.14,286878266.43,134228760.04,595992249.52,430188591.87,274107676.81,128265903.24,340435224.08,281368141.67,160037998.19,71947699.10,4021469662.83,277944866.50,181374871.59,103975011.90,460460831.49,216856400.28,143799198.34,71033972.68,356030602.60,238091941.89,163276450.06,91599065.63,245531967.42,104651025.15,254602412.62,89161222.45,187222989.26,123241682.37,210399755.47,85735101.01,196892490.28,0,328403114.05,0,152513481.80,0,0,0,85878127.99,0.0
8,财务费用,526926091.22,227267420.21,135902898.59,89869467.30,517766430.91,561408105.43,314890430.71,45328617.56,23426569.28,8119779.76,-64283702.05,-64697573.16,260141296.91,230607850.43,107478012.61,38264972.55,1038699288.50,544669246.44,184577490.20,142360503.91,201029052.39,49104363.89,70374852.50,72484443.54,119670894.29,10684318.87,95702557.03,109601597.87,256391315.33,334215050.60,184979319.92,26787034.44,64032260.78,27072132.57,16755877.35,22908974.56,131618043.81,97453159.47,98479906.39,93696568.59,91264933.13,77159169.63,62824446.67,79685806.06,174033725.68,252652022.37,135313371.70,105358123.16,195834324.94,184387097.45,102616804.04,44267591.75,155404885.67,91124500.47,33416901.53,15228853.71,112799018.43,30667080.18,40296813.67,31571208.93,21685612.74,-5365763.44,-6034018.79,3320266.95,70648557.04,20854136.29,10524497.30,6180269.59,16458498.92,850995.07,9767882.98,-8966833.74,-78294478.93,-30927828.87,-52411855.39,-20695435.13,19925706.71,47790293.79,21349522.14,42963358.87,289397879.92,0,186374954.06,0,121209361.58,0,0,0,49421771.15,0.0
