,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,710965212.68,461065069.29,239954991.34,3644769338.52,2799601123.02,2277009340.85,396404491.18,3294957299.48,1302816453.49,960457888.23,680927151.19,2335888273.97,1595432533.00,1192498298.00,306113654.00,2618861253.00,1508528387.00,784856196.00,618973635.00,1911575870.00,988495593.00,337484802.00,184903765.00,3299251176.00,954026785.00,709514601.00,171848878.00,4070526092.00,1504554925.00,634535964.00,122802230.59,4818451239.00,2050989866.99,734701388.00,269845613.89,3568396779.00,2321156108.51,536618570.56,275502877.68,2463991876.89,1498372737.55,607321663.79,280487054.75,4840697056.38,3069856299.23,2258612052.35,1494398206.91,2176210020.94,1656541100.87,1063435403.55,5791826.76,250713302.87,58937974.78,22712704.78,3684400.00,857954177.41,762508205.78,749705241.78,27082152.00,952311987.77,876781491.24,765361354.24,69997169.00,955902873.00,291087712.00,228574724.00,37588434.00,493156836.00,0,0,22800.00,143930564.37,88755567.01,194906087.06,91166255.99,122369175.66,103407194.14,108367195.11,0.0
2,营业收入,710965212.68,461065069.29,239954991.34,3644769338.52,2799601123.02,2277009340.85,396404491.18,3294957299.48,1302816453.49,960457888.23,680927151.19,2335888273.97,1595432533.00,1192498298.00,306113654.00,2618861253.00,1508528387.00,784856196.00,618973635.00,1911575870.00,988495593.00,337484802.00,184903765.00,3299251176.00,954026785.00,709514601.00,171848878.00,4070526092.00,1504554925.00,634535964.00,122802230.59,4818451239.00,2050989866.99,734701388.00,269845613.89,3568396779.00,2321156108.51,536618570.56,275502877.68,2463991876.89,1498372737.55,607321663.79,280487054.75,4840697056.38,3069856299.23,2258612052.35,1494398206.91,2176210020.94,1656541100.87,1063435403.55,5791826.76,250713302.87,58937974.78,22712704.78,3684400.00,857954177.41,762508205.78,749705241.78,27082152.00,952311987.77,876781491.24,765361354.24,69997169.00,955902873.00,291087712.00,228574724.00,37560084.00,493156836.00,0,0,0,141970446.03,87101678.03,189469844.47,89307606.13,121134247.00,102494817.60,107665693.54,0.0
3,二、营业总成本,795883247.30,591598220.84,234007459.29,3309349809.83,2468753294.45,2035744040.22,356995553.85,2788179479.00,1126202097.60,879017645.55,556598314.64,2392308964.72,1549121670.00,1115333570.00,276994371.00,3134060665.00,1384013535.00,722442754.00,531393478.00,1949116364.00,919788915.00,325314314.00,164196300.00,2931663775.00,998299196.00,702742624.00,184329313.00,3554651770.00,1312109705.00,546931666.00,138017976.82,4008235114.00,1839661138.57,664975787.00,243347916.99,3023127999.00,1991783012.72,507241341.68,247233063.47,2121591453.48,1291249403.11,514086221.38,201741440.49,3715018795.98,2235135585.92,1569391481.88,989980611.54,1788197786.95,1357538212.26,840743157.27,36767499.99,206143861.90,61544038.19,26144484.49,6424152.97,737534688.18,646747505.89,616308150.84,32887931.44,860460232.76,773068590.08,658642953.30,81584772.01,895031688.92,330389251.63,248014456.67,47517182.40,457502499.00,44646829.78,33894873.04,5525331.62,144864908.26,86510528.83,180075389.82,81876637.95,105008517.37,86746824.58,83851977.27,0.0
4,营业成本,329095346.74,235255932.25,126452199.47,2403526984.37,1847987441.52,1606227549.10,234253532.45,2151856339.73,641631983.99,519279618.70,338108167.01,1534946473.05,1043940724.00,746996484.00,134714548.00,1829113837.00,932193668.00,412549457.00,343487786.00,1357869604.00,596079740.00,122116107.00,75233114.00,2022470719.00,653271460.00,481268832.00,93452643.00,2749206199.00,871247547.00,298371242.00,45249110.06,2673960652.00,1314334547.48,388153422.00,130277755.33,2118369305.00,1533093944.62,292242001.22,141948651.85,1411670565.18,808183631.00,269846223.42,104309553.70,2736318307.11,1563829733.41,1066230180.95,676381590.79,1343050760.65,1061703343.72,642937461.20,3462032.94,151053800.59,35279931.01,11957742.51,1872615.74,608443975.14,544435085.57,533772782.73,21934127.44,738013474.54,670376643.67,577606030.06,60286919.93,755093194.34,263182581.09,204669693.36,26953054.50,355710681.78,0,0,0,129319722.48,78884026.03,162920002.06,74583878.67,94106646.69,79681002.72,78782179.09,0.0
5,营业税金及附加,203550462.15,182235200.13,19264204.77,456261860.75,318065153.55,242757368.92,23619269.62,229057688.58,191387829.33,162521726.36,142041277.57,335468224.40,139883481.00,118520794.00,42004703.00,273918581.00,171385348.00,120370778.00,92131187.00,155412343.00,79354812.00,20923899.00,7340794.00,462215054.00,102267300.00,68636315.00,20053355.00,415561623.00,187630385.00,101001557.00,20976397.12,723481077.00,257589673.18,118019737.00,48415025.13,469604067.00,227203606.51,81450368.56,38039946.65,377249621.77,258014222.05,149178292.55,48729512.26,635590378.39,472683765.54,364740148.48,268676272.12,248938398.96,187639333.31,130579964.65,538950.53,15720410.11,3501135.43,1266369.07,202642.00,55239185.40,54625972.81,53921633.73,1489518.36,54473756.81,58574689.82,47323279.04,3849844.30,57105319.77,16009824.16,12571609.82,2065804.62,27555699.13,0,0,0,950808.81,483870.85,775754.07,432550.99,448231.57,664674.81,903428.62,0.0
6,销售费用,55236095.67,36669239.63,15818810.42,121791875.89,74852038.89,45217904.38,30397682.20,155339578.31,94719959.57,63773654.65,11872654.69,105043510.49,60305497.00,31089414.00,11638008.00,85647483.00,51773191.00,33548947.00,15532575.00,137497085.00,82244069.00,55033141.00,23034513.00,128266650.00,73054764.00,43424022.00,19730807.00,122405093.00,72514577.00,33944998.00,13677973.50,149852893.00,80145563.14,47125039.00,14201618.79,148361848.00,82175596.09,39116525.57,16346628.66,119654191.04,78819899.67,47244786.29,18916013.00,122657112.94,83172968.71,51434378.79,16143669.43,100757592.16,51286870.80,36532783.60,14891168.45,15914233.78,7991725.58,4853419.21,2210057.42,26977730.63,18932684.92,13347157.47,2573051.05,32727199.92,24081437.03,19951700.62,10662212.31,57966592.12,35968284.33,20302043.01,11370411.95,52004846.27,31355661.23,27281912.14,3607589.96,2547223.44,1417721.13,4607085.95,1483648.08,2983587.55,1502445.89,984244.84,0.0
7,管理费用,99673730.73,58498186.79,25853846.55,130488728.40,83390499.54,47045277.30,19895379.97,136382292.76,82579101.00,56535121.95,26915689.04,146646490.11,86713539.00,52452354.00,23034585.00,147741471.00,97884410.00,66177437.00,34752520.00,174996417.00,108589842.00,72596015.00,33432261.00,169290303.00,100044399.00,62726523.00,27772518.00,173716421.00,111918714.00,71006092.00,32080690.44,186540277.00,113219543.67,66613385.00,28262638.15,195915514.00,83741757.25,51437858.91,29439563.66,119106687.33,71156854.83,42541069.29,21459644.54,156309434.86,109105930.26,79900564.07,30623223.73,111291065.22,61931442.16,36348209.23,15497092.00,32139126.37,22186839.61,12373401.15,4663033.28,37191432.61,21401988.52,13163288.71,5604728.03,32515512.06,18841992.05,12739544.71,5906197.98,24813428.10,15395037.97,10696654.86,6600366.84,20100197.94,11065234.85,6166657.47,2018996.95,7641145.58,2154602.83,4970379.70,2174097.13,4215379.33,2499514.35,1373508.91,0.0
8,财务费用,108327612.01,78939662.04,46689734.95,181746341.55,143206194.13,94414429.99,48672115.71,146118946.32,116668842.61,77513310.40,38117415.70,252217844.52,217091889.00,165165733.00,65168114.00,187215553.00,129718227.00,89072716.00,44860209.00,99602238.00,53312509.00,54547915.00,25030703.00,154249097.00,68986510.00,45460938.00,23398531.00,93394154.00,68791777.00,42535986.00,26060447.14,100149827.00,75319322.05,46093974.00,23209421.53,91358329.00,64559844.28,42847936.77,20563106.84,28566088.91,8520925.62,5196409.63,6491392.75,257799.09,-10541337.86,-7380341.96,-3268234.32,-12418242.10,-3997394.80,-1918372.71,-631300.50,-8683708.95,-7415593.44,-4306447.45,-2524195.47,9682364.40,7351774.07,2103288.20,1286506.56,2730289.43,1193827.51,1022398.87,879597.49,53154.59,-166475.92,-225544.38,527544.49,2131073.88,2225933.70,446303.43,-101255.29,4406007.95,3570307.99,6802168.04,3202463.08,3254672.23,2399186.81,1808615.81,0.0
