,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,229010833000.00,154519861000.00,96147021000.00,39667781000.00,219082641000.00,135365775000.00,86290902000.00,32922913000.00,211012560000.00,140666030000.00,88717014000.00,33592333000.00,229722154000.00,147059682000.00,94204936000.00,40330971000.00,241912636000.00,148554772000.00,93236072000.00,23387586166.00,119724268768.00,84890007670.00,50416076076.00,18449858000.00,97886299540.00,56520220000.00,36928585834.00,19795533000.00,90456242248.00,63522925000.00,42453643217.00,19203301000.00,80710806825.00,58664737000.00,40127324607.00,20115865000.00,64908918368.00,43098753000.00,28093742448.00,12446949000.00,46392668374.00,29363139000.00,18580316423.00,7374971187.77,35768147070.00,24478791864.28,14986207675.00,6725251170.00,27400964663.00,23529352383.00,20282032647.00,0.0
2,营业收入,229010833000.00,154519861000.00,96147021000.00,39667781000.00,219082641000.00,135365775000.00,86290902000.00,32922913000.00,211012560000.00,140666030000.00,88717014000.00,33592333000.00,229722154000.00,147059682000.00,94204936000.00,40330971000.00,241912636000.00,148554772000.00,93236072000.00,23387586166.00,119724268768.00,84890007670.00,50416076076.00,18449858000.00,97886299540.00,56520220000.00,36928585834.00,19795533000.00,90456242248.00,63522925000.00,42453643217.00,19203301000.00,80710806825.00,58664737000.00,40127324607.00,20115865000.00,64908918368.00,43098753000.00,28093742448.00,12446949000.00,46392668374.00,29363139000.00,18580316423.00,7374971187.77,35768147070.00,24478791864.28,14986207675.00,6725251170.00,27400964663.00,23529352383.00,20282032647.00,0.0
3,二、营业总成本,213439699000.00,142961992000.00,88983545000.00,37551278000.00,208955200000.00,127666224000.00,81345649000.00,31403071000.00,200422951000.00,132275029000.00,84106131000.00,32126685000.00,216263818000.00,136931104000.00,87783051000.00,37757504000.00,226800000000.00,137815639000.00,86993876000.00,21807743458.00,113386522376.00,79343788242.00,47613746948.00,17376191000.00,93324965202.00,53722453000.00,35466239173.00,19004507000.00,86052380903.00,60059835000.00,39901106865.00,17853619000.00,76472599215.00,55004975000.00,37497417632.00,18740397000.00,62247069085.00,40730604000.00,26627228433.00,11896297000.00,44757732179.00,28045791000.00,17775833199.00,7048068928.93,34357085160.00,23313947548.94,14106610266.00,6393810088.00,26661103379.00,22817732612.00,19740424214.00,0.0
4,营业成本,176149897000.00,119677875000.00,74544370000.00,30912382000.00,170526021000.00,104359373000.00,66221219000.00,25440878000.00,163152562000.00,108954917000.00,69169145000.00,26175386000.00,181964676000.00,113937450000.00,72449999000.00,30979256000.00,193021700000.00,115681213000.00,72888989000.00,18302254824.00,94630103808.00,67169000855.00,40656396443.00,15081158000.00,80468902209.00,46062700000.00,30518858587.00,16641606000.00,73944313802.00,51784221000.00,34254218602.00,15479927000.00,65305481200.00,47867961000.00,32751613007.00,16539836000.00,53477968496.00,35672787000.00,23371630407.00,10322940000.00,38768609566.00,24454692000.00,15509799061.00,6135536731.19,29676918230.00,20339178849.51,12104590520.00,5462685004.00,23265996386.00,20084305863.00,17425613818.00,0.0
5,营业税金及附加,1938170000.00,1171605000.00,730523000.00,348277000.00,2038395000.00,1177446000.00,812501000.00,340162000.00,2113897000.00,1375056000.00,907131000.00,355419000.00,1865970000.00,949084000.00,656226000.00,269837000.00,1309885000.00,765006000.00,500203000.00,73390306.00,652438518.00,430070962.00,269516608.00,57380000.00,539547943.00,223515000.00,164267152.00,77319000.00,457657037.00,268213000.00,187430811.00,84020000.00,409671413.00,288786000.00,197064784.00,112744000.00,239672528.00,140637000.00,105289607.00,60900000.00,184193803.00,113539000.00,84972921.00,34030745.26,164744503.00,101385903.44,80941103.00,43319253.00,117270513.00,107290976.00,69651144.00,0.0
6,销售费用,8516415000.00,5005391000.00,3016082000.00,1270095000.00,7745841000.00,4113707000.00,2512512000.00,1166107000.00,7217634000.00,4542486000.00,2815874000.00,1076257000.00,7249871000.00,4915228000.00,3178659000.00,1308502000.00,7953534000.00,5320120000.00,3372206000.00,961757380.00,5369221095.00,3267110702.00,1669724620.00,443071000.00,3085196875.00,1621566000.00,1043694414.00,458321000.00,3152751365.00,1836610000.00,1353535299.00,498803000.00,2734685800.00,1694260000.00,1213575472.00,512028000.00,1980347626.00,1087179000.00,693211257.00,291282000.00,1132661076.00,683315000.00,422141681.00,163159348.68,787350215.00,472069076.53,316388303.00,147788279.00,641066676.00,453034456.00,348034033.00,0.0
7,管理费用,14444854000.00,9517380000.00,5990813000.00,2849562000.00,13430881000.00,9303812000.00,6017113000.00,4335847000.00,23910600000.00,15728436000.00,9920894000.00,4355030000.00,21828673000.00,15288262000.00,9930679000.00,4692056000.00,22331608000.00,14632962000.00,9425231000.00,2415985200.00,11116277163.00,7444723607.00,4242713058.00,1524174000.00,8548029649.00,5230270000.00,3268626262.00,1641784000.00,7616844364.00,5652571000.00,3638028419.00,1649599000.00,6924350722.00,4422568000.00,2858510440.00,1398966000.00,5725588888.00,3418227000.00,2160395577.00,1124204000.00,4194991959.00,2574719000.00,1613864778.00,686903357.74,3341641279.00,2096015692.78,1307958895.00,581733620.00,2355717096.00,1920904804.00,1639107592.00,0.0
8,财务费用,373201000.00,445347000.00,313346000.00,272439000.00,1279396000.00,1164668000.00,768637000.00,271648000.00,1253773000.00,1107216000.00,632347000.00,236320000.00,1003641000.00,914470000.00,490023000.00,299723000.00,660324000.00,755396000.00,275507000.00,-56500221.00,480838697.00,363821065.00,288972928.00,151477000.00,458918705.00,432400000.00,264192256.00,142452000.00,492874681.00,390734000.00,278045347.00,110415000.00,946142398.00,604878000.00,375695058.00,120934000.00,354583206.00,258017000.00,182250043.00,77960000.00,201125871.00,130244000.00,65409560.00,21548659.55,258909477.00,237584900.57,228527165.00,134822554.00,239511378.00,252196513.00,137214963.00,0.0
9,研发费用,12017162000.00,7144394000.00,4388411000.00,1868436000.00,10896916000.00,6379466000.00,4026654000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
