,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1677232618.56,1104858959.48,521693465.57,2918494282.55,1763201102.54,1145931744.99,552332735.11,2616208430.02,1538538792.47,961289995.45,431372254.86,2311575474.59,1347750467.00,881149327.19,431129453.88,2092608347.29,1298349056.04,862619894.12,462472843.77,1969766903.82,1299438859.97,853989106.69,452252432.14,1863895419.51,1255433504.79,820683087.59,439128345.20,1776970381.24,1192443012.94,758478132.33,404312414.00,1453420015.48,944792894.37,607588062.33,332888930.77,1067301429.12,698071299.28,453223021.43,253170727.09,791785397.63,522453685.53,323155042.14,181748831.08,680763750.53,468344420.81,590236990.59,419082605.46,0.0
2,营业收入,1677232618.56,1104858959.48,521693465.57,2918494282.55,1763201102.54,1145931744.99,552332735.11,2616208430.02,1538538792.47,961289995.45,431372254.86,2311575474.59,1347750467.00,881149327.19,431129453.88,2092608347.29,1298349056.04,862619894.12,462472843.77,1969766903.82,1299438859.97,853989106.69,452252432.14,1863895419.51,1255433504.79,820683087.59,439128345.20,1776970381.24,1192443012.94,758478132.33,404312414.00,1453420015.48,944792894.37,607588062.33,332888930.77,1067301429.12,698071299.28,453223021.43,253170727.09,791785397.63,522453685.53,323155042.14,181748831.08,680763750.53,468344420.81,590236990.59,419082605.46,0.0
3,二、营业总成本,1442303038.59,969561284.07,436177284.41,2351477770.38,1468494072.87,956446199.17,445277576.03,2066374121.55,1263677888.12,782072795.91,343487592.83,1797360496.81,1067811959.60,683804413.92,326464845.14,1630037264.17,1006769093.62,646482814.79,337515343.88,1501406194.07,990145732.53,654657297.68,321502504.03,1464713157.70,999861685.07,642789889.49,322754989.61,1427335391.89,978276434.80,615346220.53,302238806.14,1189220333.66,778303252.27,495969192.40,255716600.98,905815697.64,609065042.05,391759643.07,206862531.61,690693853.54,462781773.51,281728274.60,150709226.51,600170641.28,412340318.59,527139278.18,381975756.01,0.0
4,营业成本,808714805.01,549112729.94,261906585.73,1464540598.93,871658015.64,565389051.57,271018096.26,1319117997.23,776346533.23,478577159.86,214613391.94,1150345166.79,663671186.95,429896966.41,211828510.17,1024309455.52,632417690.95,413716380.67,225173357.06,958861199.09,630604450.87,409625571.42,213115587.27,906310286.91,615070206.82,394895420.14,210348888.36,916028982.90,628905491.99,404692572.98,203424582.31,769766859.11,493964080.82,313039939.77,167922259.99,575141161.90,378433980.73,242880521.10,135032498.55,451407014.27,299938501.99,184462048.92,103831102.13,374453565.64,257326813.56,369113439.10,292783827.01,0.0
5,营业税金及附加,15980621.00,11487873.37,5280209.07,30452250.39,16286021.22,12989748.48,6696597.76,33667441.37,19050964.63,11347896.02,4513846.19,20735441.37,12050446.67,9016859.15,4118994.37,23120160.40,12180329.45,7217936.29,4155859.83,22426295.60,14699028.92,9938723.77,5423434.33,18195491.25,11744559.66,6679147.66,3729155.70,19667899.76,12722992.02,7466106.87,4382780.85,12991253.61,9153135.79,6294704.73,3615504.33,3688998.49,2322781.28,1605209.89,1056150.07,3304954.88,2289413.95,1466128.77,922576.46,1719118.97,1195729.94,2084069.41,1204449.57,0.0
6,销售费用,491271042.13,327899271.30,148236123.10,701413133.69,473656501.60,312198045.57,143830008.46,581949650.57,393266623.56,255118134.43,112944965.21,536781289.70,335317136.74,213710690.20,97758947.70,491041931.38,312344719.72,194756674.35,96178218.68,442693447.53,284599632.86,195834542.71,88016176.33,439227146.56,301442808.35,195111798.64,85078338.65,413803577.66,283123524.36,170618393.31,78539793.73,340169012.06,233425011.93,150712282.50,74504371.73,268082494.10,181510605.61,117079673.52,57242289.61,188788629.54,132282338.70,79110212.66,39204501.54,171925727.18,116247201.54,120843376.58,62971907.41,0.0
7,管理费用,72717583.39,47940209.03,18657667.21,107154138.22,110863938.05,75308848.23,29321470.00,126559110.14,82016754.30,43270541.90,19947799.87,80658096.33,59431122.41,37061621.44,17943622.51,94899743.44,63348789.40,39330804.80,16334024.81,79730769.57,65338429.77,41594882.10,15198942.51,102620474.59,73499285.28,49133728.54,23641232.19,82408828.53,55783278.27,34971674.07,15883026.97,67153285.50,47665010.13,28603162.87,10264823.18,66102719.81,46381059.09,30587505.18,13448068.67,44445569.06,25751927.52,14667022.72,7138177.90,44352647.75,32243544.09,28827438.10,20909040.25,0.0
8,财务费用,2742558.32,1593137.11,3648218.95,3582358.15,874602.01,-1216349.20,-1053539.03,-755791.85,-1299617.56,-711880.16,-876046.09,-3091853.27,-4039550.56,-3444611.51,-2888495.47,-17145302.33,-15629733.89,-9943631.56,-5617944.52,-8192542.01,-4382079.35,-2084692.56,-352460.91,-7878028.68,-4471473.38,-2641899.13,-811103.87,-7374026.35,-3477099.89,-2777557.31,-102103.65,-4975946.34,-7503780.47,-3665468.31,-1349899.45,-8012660.61,-1377524.48,-756194.33,-172378.34,4225905.70,3800333.88,3105181.44,912582.73,6874063.99,5302004.29,6007006.55,2839947.51,0.0
9,研发费用,50876428.74,31528063.32,7884860.11,39568740.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
