,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20050630,20041231,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,136180690000.00,103077172000.00,65313087000.00,32554019000.00,136774403000.00,102880095000.00,64242322000.00,31606754000.00,121362899000.00,92995787000.00,58154989000.00,28968982000.00,113963990000.00,85447650000.00,53524458000.00,26388811000.00,108929114000.00,82381027000.00,51115142000.00,25261513000.00,104825683000.00,78911498000.00,49117301000.00,24418843000.00,97628253000.00,73786988000.00,45858313000.00,22719031000.00,99840551000.00,76309837000.00,47560353000.00,22894905000.00,97139111000.00,73274530000.00,45130358000.00,21251095000.00,80962677000.00,59134049000.00,34307673000.00,14696368000.00,51095369000.00,36459360000.00,22405025000.00,11243520000.00,52969998000.00,39675827000.00,25760238000.00,12756278000.00,49738921000.00,37215758000.00,22744019000.00,10471000000.00,47330878921.00,35064809014.00,21008179654.00,40303243079.00,17767477221.00,34938509878.00,24791766142.00,25060086132.00,0.0
2,营业收入,136180690000.00,103077172000.00,65313087000.00,32554019000.00,136774403000.00,102880095000.00,64242322000.00,31606754000.00,121362899000.00,92995787000.00,58154989000.00,28968982000.00,113963990000.00,85447650000.00,53524458000.00,26388811000.00,108929114000.00,82381027000.00,51115142000.00,25261513000.00,104825683000.00,78911498000.00,49117301000.00,24418843000.00,97628253000.00,73786988000.00,45858313000.00,22719031000.00,99840551000.00,76309837000.00,47560353000.00,22894905000.00,97139111000.00,73274530000.00,45130358000.00,21251095000.00,80962677000.00,59134049000.00,34307673000.00,14696368000.00,51095369000.00,36459360000.00,22405025000.00,11243520000.00,52969998000.00,39675827000.00,25760238000.00,12756278000.00,49738921000.00,37215758000.00,22744019000.00,10471000000.00,47005820011.00,34805684892.00,20865759370.00,40081238004.00,17642196915.00,34845699600.00,24446735653.00,25625837318.00,0.0
3,二、营业总成本,131262308000.00,97469922000.00,62972412000.00,29587953000.00,131551015000.00,96633464000.00,61393260000.00,28230239000.00,111734574000.00,80858571000.00,53176419000.00,26455261000.00,104870795000.00,76332038000.00,49327777000.00,23149069000.00,102270939000.00,75599700000.00,46844764000.00,23172250000.00,101792744000.00,76168272000.00,49679505000.00,24537159000.00,94494352000.00,69110000000.00,44792048000.00,22575438000.00,94533156000.00,70901507000.00,46250083000.00,22711130000.00,89359203000.00,63848184000.00,40488416000.00,19422785000.00,72014732000.00,50825245000.00,31409104000.00,13500379000.00,50252179000.00,35940774000.00,22451474000.00,11023484000.00,55182134000.00,40138231000.00,25044479000.00,12039068000.00,46115465000.00,33790778000.00,21656634000.00,10435000000.00,45803559997.00,33651766944.00,20890744295.00,37911954685.00,17619399570.00,32241808579.00,24606836643.00,24619293581.00,0.0
4,营业成本,113245845000.00,83228254000.00,54776800000.00,26936042000.00,115131815000.00,84069227000.00,54252096000.00,26602726000.00,100298281000.00,72889066000.00,47663963000.00,23435307000.00,87202708000.00,64269665000.00,41160412000.00,20031270000.00,83694898000.00,61970696000.00,40110699000.00,19549141000.00,87841251000.00,65317714000.00,42299222000.00,20732739000.00,82645652000.00,60785053000.00,39530704000.00,19676482000.00,80774145000.00,60162745000.00,39385193000.00,19495874000.00,76692435000.00,56112880000.00,35803960000.00,17120177000.00,61004800000.00,44100892000.00,26951413000.00,11569857000.00,41947116000.00,30258540000.00,18975773000.00,9394323000.00,48606512000.00,36457808000.00,23134131000.00,11139496000.00,40307624000.00,29461244000.00,19111618000.00,9123000000.00,38969320898.00,28545920220.00,17659092978.00,32014850658.00,14772687176.00,26016601301.00,19175577433.00,18393953364.00,0.0
5,营业税金及附加,273635000.00,186750000.00,132990000.00,47161000.00,263108000.00,163086000.00,110032000.00,34984000.00,300574000.00,220290000.00,158882000.00,62818000.00,293972000.00,208970000.00,137426000.00,77502000.00,274190000.00,194168000.00,111247000.00,46089000.00,188016000.00,141343000.00,84407000.00,39761000.00,308512000.00,258278000.00,176571000.00,70082000.00,1728115000.00,1646562000.00,1092045000.00,530141000.00,2241459000.00,1682321000.00,1028098000.00,484386000.00,1607734000.00,1176649000.00,662104000.00,345707000.00,1505062000.00,902014000.00,543663000.00,271961000.00,1085137000.00,962509000.00,623796000.00,314813000.00,1205082000.00,905573000.00,546090000.00,254000000.00,1113751406.00,860170964.00,521200367.00,971425138.00,432494269.00,861075289.00,271594997.00,600716416.00,0.0
6,销售费用,6637239000.00,4901152000.00,3322392000.00,1655505000.00,6348107000.00,4750436000.00,3062586000.00,1498159000.00,6113427000.00,4674386000.00,3071635000.00,1528115000.00,5594956000.00,4239408000.00,2851253000.00,1453115000.00,6147913000.00,4932502000.00,3325192000.00,1683692000.00,7434299000.00,5497335000.00,3597085000.00,1721119000.00,7199337000.00,5334748000.00,3397742000.00,1643964000.00,6894474000.00,5070806000.00,3280207000.00,1601675000.00,6521025000.00,4887771000.00,3080587000.00,1493842000.00,5503427000.00,4132214000.00,2421755000.00,963789000.00,3812512000.00,2675877000.00,1640424000.00,812696000.00,3281648000.00,2372612000.00,1610461000.00,800449000.00,3290959000.00,2290993000.00,1370680000.00,586000000.00,2624428313.00,1882406506.00,1074901486.00,2232450843.00,877492390.00,1813692714.00,1446320857.00,1557849175.00,0.0
7,管理费用,4445259000.00,3189412000.00,2075287000.00,1052924000.00,4675651000.00,3351877000.00,2210718000.00,1092113000.00,4373106000.00,2984453000.00,1955709000.00,925965000.00,4031545000.00,2982468000.00,1896031000.00,963807000.00,4023522000.00,2823319000.00,1696158000.00,753710000.00,3218014000.00,2295603000.00,1496305000.00,732407000.00,3073329000.00,2214535000.00,1450566000.00,722258000.00,3177883000.00,2174951000.00,1414931000.00,689491000.00,3307241000.00,2040634000.00,1286222000.00,597286000.00,2340040000.00,1581768000.00,959410000.00,389968000.00,1620311000.00,1127805000.00,684816000.00,285477000.00,1574236000.00,1029935000.00,673303000.00,244274000.00,1311598000.00,760775000.00,501452000.00,255000000.00,2182502918.00,1472519567.00,896529350.00,1853179616.00,793380062.00,1744115889.00,1234270169.00,1230353506.00,0.0
8,财务费用,6168967000.00,5828398000.00,2587146000.00,-112936000.00,5276273000.00,4522277000.00,1900218000.00,-997160000.00,53178000.00,66338000.00,313551000.00,496915000.00,7493772000.00,4636962000.00,3290815000.00,616743000.00,7948531000.00,5662220000.00,1588941000.00,1137672000.00,3240915000.00,3020576000.00,2195246000.00,1311394000.00,776761000.00,498895000.00,218321000.00,462562000.00,2199538000.00,2076851000.00,1307906000.00,393949000.00,-1549773000.00,-1390784000.00,-730494000.00,-272906000.00,-539525000.00,-292693000.00,288192000.00,231058000.00,1205931000.00,976538000.00,606798000.00,259027000.00,375713000.00,-693543000.00,-996332000.00,-459964000.00,-52619000.00,372193000.00,126794000.00,217000000.00,913556462.00,890749687.00,739020114.00,840048430.00,743345673.00,1806323386.00,2479073187.00,2836421120.00,0.0
9,研发费用,491363000.00,135956000.00,87280000.00,22086000.00,107064000.00,61250000.00,40507000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,13389000.00,440000.00,440000.00,-583000.00,596008000.00,24038000.00,12679000.00,6141000.00,253842000.00,-5435000.00,-8160000.00,6632000.00,181885000.00,16795000.00,12527000.00,1946000.00,-129751000.00,-104299000.00,7240000.00,-261000.00,490761000.00,18491000.00,18144000.00,90000.00,-240999000.00,-230408000.00,-230199000.00,0,2146816000.00,515362000.00,20043000.00,0,2098256000.00,126415000.00,126230000.00,0,161247000.00,0,0,0,258888000.00,8910000.00,-880000.00,0,52821000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,60000.00,323000.00,2058000.00,4364000.00,-60000.00,304000.00,89000.00,82000.00,-279000.00,-47000.00,-110000.00,78000.00,5634000.00,6682000.00,3704000.00,2890000.00,7200000.00,4335000.00,-423000.00,-204000.00,310000.00,-3045000.00,-954000.00,-4011000.00,4603000.00,5953000.00,3544000.00,450000.00,33744000.00,77208000.00,39326000.00,94824000.00,1743515000.00,1095514000.00,576969000.00,938202000.00,2759580000.00,2074712000.00,1521078000.00,992284000.00,-7706894000.00,-979078000.00,84886000.00,19300000.00,133840000.00,195390000.00,253858000.00,257000000.00,0,0,0,0,0,0,0,0,0.0
12,投资收益,538357000.00,980874000.00,292163000.00,309911000.00,1368139000.00,974517000.00,378131000.00,133484000.00,-307817000.00,-252959000.00,-364021000.00,-141592000.00,87851000.00,518792000.00,292576000.00,330690000.00,1675988000.00,1164353000.00,651396000.00,190395000.00,877156000.00,652875000.00,246849000.00,44141000.00,825087000.00,583053000.00,170501000.00,73595000.00,382886000.00,192028000.00,-192177000.00,5140000.00,1336532000.00,1224028000.00,640101000.00,324378000.00,3572863000.00,2787920000.00,1890209000.00,406295000.00,610449000.00,460267000.00,311125000.00,-956790000.00,-1152139000.00,517066000.00,613770000.00,364270000.00,1235655000.00,906866000.00,354274000.00,221000000.00,3229836410.00,2978994683.00,-26212532.00,69538653.00,103822570.00,426444967.00,124962198.00,399142203.00,0.0
13,其中:对联营企业和合营企业的投资收益,475259000.00,933921000.00,257762000.00,297353000.00,748796000.00,772454000.00,192776000.00,124259000.00,-376263000.00,-306567000.00,-400848000.00,-153770000.00,0,467816000.00,259463000.00,315674000.00,1620197000.00,1133865000.00,648848000.00,189508000.00,873849000.00,648723000.00,244630000.00,43786000.00,822787000.00,579884000.00,168611000.00,73682000.00,428579000.00,189533000.00,-148193000.00,5140000.00,1331670000.00,1222528000.00,0,324378000.00,3405574000.00,2628954000.00,1739454000.00,404295000.00,606605000.00,460281000.00,311125000.00,-8951000.00,-1182141000.00,-327848000.00,-66458000.00,218854000.00,1131024000.00,904392000.00,352024000.00,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
