,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20071231,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,59704321649.00,43031133430.00,28351459015.00,14374359901.00,72379779186.00,53508407518.00,37200306472.00,19453976078.00,71574938891.00,51631428553.00,34765442916.00,16884710478.00,49417676151.00,34387204454.00,21429105872.00,10144337691.00,29418222736.00,18953812561.00,11449667141.00,5395314823.00,22375933918.00,15644191564.00,10766396746.00,4750406649.00,18824198521.00,12431769061.00,8247264594.00,4016919125.00,12963860422.00,8649561928.00,5481981982.00,2427613153.00,10984272515.00,7638782749.00,5116160446.00,2708808019.00,8742343934.00,6205600056.00,4132660785.00,2045956059.00,7056565261.00,4597251586.00,2750250391.00,1165164874.00,6931193596.00,32543953361.00,21471813221.00,42406678604.00,29743035068.00,20780939111.00,19351741400.69,0.0
2,营业收入,59233684226.00,42683890443.00,28122921286.00,14256048841.00,71514518876.00,52822420495.00,36705931721.00,19196534969.00,71143881235.00,51387900035.00,34658048191.00,16884710478.00,49417676151.00,34387204454.00,21429105872.00,10144337691.00,29418222736.00,18953812561.00,11449667141.00,5395314823.00,22375933918.00,15644191564.00,10766396746.00,4750406649.00,18824198521.00,12431769061.00,8097766253.00,3975819214.00,12874010550.00,8637868512.00,5475570841.00,2418767702.00,10980087271.00,7638782749.00,5116160446.00,2708808019.00,8742343934.00,6205600056.00,4132660785.00,2045956059.00,7056565261.00,4597251586.00,2750250391.00,1165164874.00,6931193596.00,32543953361.00,21471813221.00,42406678604.00,29743035068.00,20780939111.00,19186559991.55,0.0
3,二、营业总成本,65452687855.00,46312340004.00,30159039457.00,14711251122.00,70660027785.00,51016540229.00,34861534805.00,17655073186.00,68438988015.00,48594283538.00,32654272124.00,15026896998.00,48485594642.00,32936314110.00,20285911429.00,9436239360.00,30199854465.00,19924782933.00,12159324533.00,5810253482.00,23889846055.00,16577394918.00,11306531051.00,5087266934.00,19820423887.00,13301526591.00,8944352861.00,4539762630.00,14650684339.00,9765969203.00,6273041499.00,2775735654.00,12450378600.00,8501761097.00,5454033360.00,2779022546.00,9481155497.00,6383132155.00,4181752971.00,2158623589.00,7766158115.00,4975159203.00,2919862765.00,1233637848.00,7387876655.00,29356531696.00,19200004277.00,38249187818.00,27051212540.00,18653552737.00,16608879637.16,0.0
4,营业成本,55148022098.00,39344379312.00,25564443724.00,12494655154.00,58240715656.00,41742643255.00,28523515189.00,14488703976.00,54778008056.00,39486536250.00,26812263568.00,12862270132.00,39558354448.00,27347719283.00,16873403895.00,8060075230.00,24816152952.00,16603710072.00,10019652440.00,4747793058.00,18958992801.00,13528210792.00,9351601673.00,4216026540.00,16113010615.00,10864279733.00,7191824636.00,3553946331.00,11828665377.00,8041648355.00,5124514903.00,2266400479.00,10342117288.00,7152079040.00,4654040338.00,2441403237.00,7914155205.00,5686318268.00,3781121684.00,1894514687.00,6537141912.00,4231988260.00,2501103135.00,1041591302.00,6444442167.00,25193057688.00,16103468512.00,32584627232.00,22985491849.00,16268960023.00,14365870871.03,0.0
5,营业税金及附加,1355522908.00,967904619.00,680372049.00,340075427.00,2310885984.00,1768407660.00,1269452342.00,686158519.00,2547747880.00,1870144514.00,1269363690.00,646078157.00,1518835313.00,1008543948.00,639073642.00,305885605.00,923886426.00,570586724.00,355179009.00,179758563.00,784427567.00,515435464.00,351194165.00,177327138.00,669111689.00,413765302.00,286834182.00,209062226.00,361593771.00,187021535.00,95517811.00,37083202.00,169930921.00,102668186.00,70941095.00,37578002.00,45244345.00,21778175.00,14287190.00,7067487.00,34817578.00,20796209.00,14424842.00,6613451.00,20686573.00,1960175313.00,1331916275.00,2608287806.00,1749916502.00,1081979911.00,928206357.85,0.0
6,销售费用,4553401795.00,2702749077.00,1734589450.00,753394140.00,5073033368.00,4453300565.00,2902491732.00,1479668531.00,5199764618.00,3418310588.00,2010984141.00,897079851.00,3370018441.00,2084470371.00,1266681801.00,463851257.00,1855489735.00,1128929394.00,711918536.00,324142763.00,1827109633.00,970876134.00,596183787.00,273619929.00,1066261887.00,706800190.00,448664572.00,267792106.00,791580326.00,502154555.00,304634147.00,144721110.00,613294347.00,355947364.00,231332466.00,76681624.00,445761564.00,155155754.00,84212185.00,38478685.00,147819816.00,98735238.00,60102418.00,28479824.00,179458493.00,1036476050.00,898323712.00,1428945238.00,1016577338.00,602324627.00,601836699.99,0.0
7,管理费用,3243766082.00,1955549092.00,1297533131.00,926434477.00,4068185148.00,2402840023.00,1638970518.00,920246849.00,4007936612.00,2534432785.00,1484116023.00,572236420.00,2748892989.00,1838447315.00,1091829660.00,470644306.00,2047459221.00,1284568602.00,830937854.00,420258932.00,1898827267.00,1214136702.00,806536767.00,337894380.00,1730942461.00,1063558372.00,672373280.00,337910821.00,1363560488.00,918281351.00,613812474.00,269415616.00,1259493638.00,835578299.00,476279716.00,213699890.00,886936249.00,410817173.00,234725437.00,131736239.00,841210628.00,466218613.00,279519028.00,132367724.00,643338583.00,1252004867.00,878238599.00,1623300894.00,1372757518.00,676961741.00,766421873.25,0.0
8,财务费用,26294921.00,111318548.00,59462566.00,59026182.00,-150821166.00,-100589496.00,-22523162.00,55587764.00,315515401.00,232834384.00,129514327.00,36593789.00,306475405.00,286711472.00,175962739.00,125049539.00,281127993.00,365654600.00,271506237.00,144281019.00,303302531.00,332239776.00,197197304.00,82087830.00,160813393.00,214475077.00,159896274.00,64270107.00,198779478.00,100470168.00,124676965.00,51913892.00,57388546.00,78226377.00,38816892.00,10590415.00,136119729.00,109770861.00,66965882.00,95871516.00,166752885.00,157420883.00,62029809.00,24585547.00,68275915.00,-143421786.00,-72327523.00,-70129431.00,-124393474.00,-71684381.00,-53456164.96,0.0
