,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,855821413.23,531744650.77,381620895.30,209047412.66,810889023.31,489977842.47,323916250.89,155904424.38,718061932.25,493937286.99,325521562.17,155521005.69,514818728.74,334486568.81,226229617.12,91295660.27,513550440.82,347292293.70,226519884.12,96756716.73,756038254.97,472082094.90,311752507.00,140480027.18,1240325127.98,789939800.75,521643185.36,184117974.16,1228647824.73,717779318.86,508825703.32,206390531.41,1289484634.10,810789282.62,509919987.96,216964778.55,1171798224.78,804836134.49,504197710.40,265062851.55,1352736540.63,753626813.06,520481462.64,251778487.45,991584091.32,726756604.73,458573539.38,196335486.59,795946266.36,518287488.79,327799485.05,124645815.73,640007731.17,353275145.18,221634171.33,92582555.81,422142029.75,277424765.85,186506836.27,78346105.63,363381048.38,260591755.00,199203519.27,64280205.73,312027194.97,175027753.17,96429355.38,44230521.63,316784288.16,167458668.54,109174226.64,31911660.75,359624086.07,109567655.61,208485766.43,44981656.74,187267290.59,69981707.18,175994744.29,92852185.99,120626657.11,55047625.56,96551650.00,92480025.00,68301271.00,0.0
2,营业收入,855821413.23,531744650.77,381620895.30,209047412.66,810889023.31,489977842.47,323916250.89,155904424.38,718061932.25,493937286.99,325521562.17,155521005.69,514818728.74,334486568.81,226229617.12,91295660.27,513550440.82,347292293.70,226519884.12,96756716.73,756038254.97,472082094.90,311752507.00,140480027.18,1240325127.98,789939800.75,521643185.36,184117974.16,1228647824.73,717779318.86,508825703.32,206390531.41,1289484634.10,810789282.62,509919987.96,216964778.55,1171798224.78,804836134.49,504197710.40,265062851.55,1352736540.63,753626813.06,520481462.64,251778487.45,991584091.32,726756604.73,458573539.38,196335486.59,795946266.36,518287488.79,327799485.05,124645815.73,635067938.00,348500825.77,217474438.14,90362062.61,417589958.05,273090047.73,183667353.78,77123998.71,359582000.85,257663119.85,197182664.21,63383738.83,310686942.30,174846052.97,96542481.52,43820296.70,312377217.73,163673927.98,106679768.02,31036866.10,360048073.09,106260244.00,204681114.81,42720021.55,182332933.72,67760446.67,169695128.35,91184824.50,103842825.10,53687836.00,91131705.00,87478042.00,65106571.00,0.0
3,二、营业总成本,745782169.67,435422855.57,296415651.30,156490476.52,654838102.93,386284297.27,251644242.37,121915213.12,611239396.59,408969241.08,259074778.49,120554758.74,690999556.21,365109381.06,237992791.66,107575763.20,481958735.93,292877609.77,185573996.37,85003958.63,691461303.78,419955082.82,276410484.85,129105082.81,1149516547.28,725311743.18,464882312.30,175513301.99,1170638168.17,698628557.91,482805579.50,218019122.20,1190963004.82,758660383.91,467608251.43,209627904.44,1065464745.58,763483319.86,471690611.72,254318342.45,1195835122.33,712719617.96,478535845.83,243590583.26,923675377.54,680762779.67,423358156.81,183078626.82,720173438.55,471937470.81,293612526.93,111349523.33,576858568.96,319162945.87,195825615.24,84462186.66,397361978.72,259835484.20,171761830.73,76224374.90,360816220.96,260783437.13,197537109.68,71607276.12,322364819.05,199402277.95,117776397.45,53885670.48,307055649.55,180992070.98,105031028.40,38448025.57,318135481.50,93716979.73,181442935.91,33901930.74,128704186.85,51021280.99,102460076.64,52561984.27,49279628.78,0,29970449.00,22669179.00,21542028.00,0.0
4,营业成本,634718197.85,370039414.81,253263772.33,135386371.28,526902003.52,312748374.70,202229631.04,95117091.79,517236346.40,353519008.73,220131977.40,102449618.45,473300476.07,309817036.28,205074179.23,93238483.92,378558226.14,246077216.29,153021834.28,69338599.07,599322015.92,366737504.10,239677970.48,113409975.89,1052128711.84,661376244.26,427181761.73,160744236.03,1090422547.49,660008312.01,460693383.65,206942516.23,1110423741.07,717396874.54,442614256.23,197720086.08,989089155.16,721417938.02,443485976.71,241990067.29,1125027714.48,682046588.39,458347134.26,236440314.61,850813102.53,637114174.29,395419322.39,167998110.31,606269008.55,409323344.94,257332513.21,96812627.63,479124544.28,256375332.38,153676823.25,70127957.73,314146341.93,211436375.11,140350308.24,61562824.54,276531510.36,209924456.30,161210614.02,53541414.44,239539435.44,145098062.61,81653913.26,35124010.52,195584976.32,119894438.11,64773013.15,20763954.29,240768552.42,65235015.24,139277202.89,20628076.56,94174339.45,36214380.94,79036171.88,41499161.62,44725726.71,0,4548115.00,3790038.00,4523389.00,0.0
5,营业税金及附加,6465762.66,4407911.33,3814407.59,1984113.31,12151294.69,7692439.80,5486382.68,2438546.59,4362348.56,2719263.47,1833728.69,420816.16,5279405.63,3600440.34,3232675.13,1965183.76,8947147.52,6744389.00,3992070.83,1745353.30,10139077.16,7047703.03,4697886.34,1792663.48,24537757.27,18057481.35,11511485.85,4391903.57,29405837.13,17248293.04,11443444.09,4942901.76,24831852.46,11739601.94,7740383.06,2948872.37,24047130.21,12045938.25,8186742.63,3958654.49,28808080.18,9557810.38,8102961.52,2404267.18,23672551.38,16011212.25,9512298.33,4150259.96,31667263.48,19285039.15,11675450.82,3801376.93,23087439.43,13344929.51,8077245.52,3411287.25,18676334.53,11002603.65,8198023.17,3166239.27,18465665.66,12379800.10,9852559.64,2507895.24,16533470.79,7915658.41,4525796.50,1975348.52,17514644.34,8768094.94,5566962.74,1384112.21,18908081.09,5183883.59,9237293.80,1688810.46,8891636.18,3097724.12,7763193.77,4190090.18,4533079.22,0,4247847.00,3358796.00,2600942.00,0.0
6,销售费用,33948368.12,21806172.12,15304613.54,7774618.67,38503899.44,22997120.31,15735270.63,7611725.10,32911540.21,19450952.77,13367833.09,6870232.60,24202693.22,15575522.05,10417661.48,4894112.94,22167034.56,14627208.80,10066747.67,4839239.68,22330167.33,14419128.07,9990834.84,5370851.88,24906403.34,15393638.45,10290073.55,4753059.12,24014455.94,16090747.64,10567769.03,5837236.36,22662906.05,13809435.21,8761291.74,4339487.17,21194415.30,13396259.00,8919598.45,4268395.42,18471751.55,12317845.16,8057320.11,4088107.13,21508713.40,14119175.00,10015562.00,5845142.73,23596291.43,15189118.38,9225050.49,4327545.40,17970892.38,20641670.18,15557595.71,3182370.76,16593524.18,11810399.96,7745589.49,3837391.92,17867361.49,12182084.06,8383487.48,6099568.79,27109661.79,20168920.64,13479495.58,6684533.33,29895724.44,19080407.94,12113387.99,5497769.04,18651708.26,4572478.65,6668158.21,4760556.39,5014933.01,2171701.20,4759390.08,2044972.91,3175762.19,0,13785358.00,9557239.00,5220800.00,0.0
7,管理费用,77773313.10,43904388.03,27472706.64,12709891.30,70636135.43,37916912.52,24258908.58,10667537.59,57073372.20,31569336.65,22800140.39,9348384.08,54297924.98,30721695.15,18756547.15,8838066.33,54668596.83,32152469.63,19335712.71,9184623.16,56218675.81,32379061.42,20504068.50,9161698.61,58599626.43,40124885.52,25572389.60,9198502.95,54235816.15,30165396.61,20108283.74,8882444.89,48736480.24,29134340.18,17243085.51,7192666.47,41354890.83,24664169.23,15704529.61,6147236.36,45280255.04,27629570.95,17819443.40,6057084.58,40754660.18,23564344.29,13966452.00,6447351.00,39353389.74,27089026.82,14639015.66,6078160.78,53210179.38,25419174.55,16259790.59,7116513.79,44353806.33,22536866.92,14482306.13,6883023.89,45057902.02,23314695.63,17025644.24,8682779.84,36893557.96,24470858.30,16892560.90,9415110.62,60609941.31,30940065.57,21256592.32,10219546.84,38168790.89,19326835.61,30871927.06,11393849.99,24389304.77,10335294.49,20047971.88,9264607.86,8035350.10,0,7949710.00,6501778.00,9390864.00,0.0
8,财务费用,-7123472.06,-4735030.72,-3439848.80,-2423162.32,-6880354.28,-5240939.84,-3742690.06,-1017750.47,-6969783.20,-3440267.89,-2069708.31,-1298471.60,-8584189.82,-7152208.69,-5818439.75,-4975029.51,-13775693.29,-10188638.73,-4180265.11,-2342735.60,-8875997.40,-6025892.96,-3474450.52,-2277456.88,-18358532.80,-12658397.11,-9676769.00,-3574399.68,-28650275.84,-24884191.39,-20007301.01,-8585977.04,-19506903.90,-13419867.96,-8750765.11,-2573207.65,-10902996.66,-7940984.64,-4606235.68,-2046011.11,-23950350.21,-18832196.92,-13791013.46,-5399190.24,-14151107.02,-10046126.16,-5555477.91,-1362237.18,-897078.53,1050941.52,740496.75,329812.59,3465513.49,3381839.25,2254160.17,624057.13,3591971.75,3049238.56,985603.70,774895.28,2893781.43,2982401.04,1064804.30,775617.81,2288693.07,1748777.99,1224631.21,686667.49,3450363.14,2309064.42,1321072.20,582643.19,1638348.84,-601233.36,-4611646.05,-4569362.66,-3766026.56,-797819.76,-9146650.97,-4436848.30,-11190289.44,0,-560581.00,-538672.00,-193967.00,0.0
