,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,668160575.54,3599966583.00,2589730412.43,1652285585.73,884225178.41,3665524126.83,2689239763.97,1769996107.52,829862943.66,3397487073.94,2402135245.19,1609831677.69,903346466.78,3157920061.70,2120291510.26,1434083057.22,735440025.93,2787424215.69,1963595410.95,1339452297.78,635772563.05,2025766770.95,1396699652.16,933379660.64,463081684.16,1709885044.89,1165685515.18,762423642.07,375780722.67,1211690148.01,816727837.62,530837473.62,251811866.28,926237124.01,679754039.90,465227031.73,241605158.93,807400204.26,564521859.74,375239314.85,178420871.61,489589977.34,318206338.77,198130726.17,72745181.59,363540102.84,292471720.01,370798524.07,256720914.39,0.0
2,营业收入,668160575.54,3599966583.00,2589730412.43,1652285585.73,884225178.41,3665524126.83,2689239763.97,1769996107.52,829862943.66,3397487073.94,2402135245.19,1609831677.69,903346466.78,3157920061.70,2120291510.26,1434083057.22,735440025.93,2787424215.69,1963595410.95,1339452297.78,635772563.05,2025766770.95,1396699652.16,933379660.64,463081684.16,1709885044.89,1165685515.18,762423642.07,375780722.67,1211690148.01,816727837.62,530837473.62,251811866.28,926237124.01,679754039.90,465227031.73,241605158.93,807400204.26,564521859.74,375239314.85,178420871.61,489589977.34,318206338.77,198130726.17,72745181.59,363540102.84,292471720.01,370798524.07,256720914.39,0.0
3,二、营业总成本,608229405.82,3421090378.58,2481215352.30,1586684461.23,859643770.76,3610423698.29,2591877475.10,1675175159.08,777358597.54,3241484698.26,2259743771.11,1510143771.72,831081960.18,2847823349.61,1865705301.37,1255968220.48,625497061.22,2507057985.17,1747858395.94,1162660864.85,538531464.97,1814951287.78,1252675230.95,835362299.51,417977932.59,1502166141.81,1023980800.02,666731015.28,327315786.35,1036565925.05,706874709.59,454227620.46,215417259.20,834069969.63,611277673.64,411825637.58,212432071.77,696998916.31,482428505.55,316400408.18,150020830.69,385755542.24,245040947.03,148381320.85,55725971.92,322641569.64,260062905.19,331666402.23,237370218.58,0.0
4,营业成本,526020875.66,2910824805.97,2090889445.50,1334868939.80,732874116.45,3054060147.30,2199783277.97,1427678101.70,667072539.21,2781186366.38,1932744346.98,1300475904.37,724525979.01,2326480328.03,1558571965.94,1053512566.39,549535634.68,2126633422.36,1484142893.78,1019275399.48,474133316.22,1602551183.80,1137224798.00,761564853.66,375200780.50,1351262961.29,924825301.11,602995931.80,292126824.87,940594172.25,637220317.81,413216774.57,197947498.70,767210612.90,570178379.39,386028753.67,200156815.32,658650364.27,454436789.66,297800982.45,140885834.36,347841578.97,220844677.84,133323778.78,49054888.10,289331817.04,232269087.63,311252792.44,221463411.03,0.0
5,营业税金及附加,3628623.85,20150382.87,12776521.15,3846293.81,3427234.12,17654005.12,13940824.22,7968361.44,-1618997.00,13981648.06,9612363.80,5542688.25,2164425.15,29472038.86,9636924.66,6363193.57,2584177.84,8758538.01,5886452.86,3375390.57,708267.92,7390749.34,5216238.14,3440100.56,1294811.79,9384065.06,6545844.14,5031105.47,678215.33,5435398.41,2838400.10,596247.24,0,2270674.73,1417248.95,1412063.70,716994.23,1885633.53,1495816.88,1067490.60,54465.71,2336344.11,1519052.40,1218760.00,404620.68,1503003.54,775237.83,1061413.87,572851.64,0.0
6,销售费用,17521216.66,137393880.50,96163510.60,60471533.28,29129938.59,126278691.56,95754135.59,63616466.86,31983576.51,115263010.18,84874348.62,56553421.19,27516097.76,116694097.37,82126964.82,55766691.31,21990372.36,107121055.14,63646021.69,32065623.14,18297930.55,63706009.91,40717150.72,27418568.72,14511835.10,58632912.23,37489853.93,23394696.45,11710912.52,32142386.85,25528331.61,15705669.71,5111200.15,25963574.90,17502230.19,11884302.56,5422445.82,20287961.75,14683346.33,9304115.69,4129867.57,16352520.47,9244806.57,5964114.20,2205199.23,11352642.16,9017497.72,8057176.58,5524759.48,0.0
7,管理费用,22625682.86,115474795.68,68862776.44,45565557.40,18399001.62,105484588.43,68705972.11,143885517.21,65025555.72,278382060.42,202099873.21,124448897.46,67103599.81,241201613.55,162316406.22,107888469.25,45657080.62,189651819.70,143443518.37,87169926.64,37558737.51,120726828.46,57183749.46,34646509.36,24432371.19,74783895.79,49592355.14,31743345.89,20481623.25,55059819.77,39249436.34,24009867.00,12396921.89,40151426.97,26269329.64,15099149.49,7307643.48,27342030.05,20556025.65,13709694.79,4610744.40,17380877.71,12034133.91,7165276.43,3541507.42,15835416.34,14610026.29,8552747.97,8999828.87,0.0
8,财务费用,11155762.61,56752462.58,47781972.34,35689647.81,17810094.83,64114432.54,49585298.71,32847195.12,15575259.26,46740238.80,31083787.35,22842298.41,9908410.66,67156299.56,42293223.04,28191263.30,5729795.72,69098451.21,47943039.41,19158788.35,7833212.77,17578369.13,12374474.22,8333446.80,2538134.01,8906701.47,4584454.37,2622944.34,2318210.38,2263302.82,2619153.38,1636742.11,-38361.54,-4976015.30,-3908288.42,-2417405.73,-1171827.08,-11812979.15,-8766957.35,-5505359.73,339918.65,2211687.01,1398276.31,972332.14,519756.49,4552029.42,3391055.72,2351343.63,640094.39,0.0
