,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,438139662.69,90766160.60,82599406.14,7226647.51,357929318.71,185997529.28,121746845.57,67735965.80,513141023.37,428409333.98,302300164.48,97039586.71,620757228.92,171840423.63,122517432.24,32351799.80,413213720.92,224558590.41,184035355.36,36319283.18,511815321.40,262546943.97,192185388.44,86883298.47,563950315.71,364712728.86,249893025.99,143882123.88,421309533.93,117196093.99,81354252.00,44621802.00,399837689.40,228800599.69,177284023.32,48554201.49,735195751.46,429559111.03,405060564.94,324264617.68,693897549.17,470992766.87,323614033.67,53385849.97,312132092.20,26961455.23,20972217.08,8033313.16,185916192.68,71731735.22,49607830.52,20683643.81,340510188.29,314826987.95,266555990.76,144477928.25,441448689.79,339161983.14,259056300.41,97962331.31,497618215.95,238413121.00,163590277.29,65273367.66,298110403.75,187195912.47,104293011.43,55300184.19,477883297.97,345756807.60,270517453.01,100289302.31,467257289.03,152190000.00,93412579.03,80150542.80,54850598.69,169439344.55,47420761.76,151907654.19,68848593.85,241198347.38,166276590.08,313650269.86,187305970.37,539658838.71,265210200.00,439551828.51,313798900.00,481362755.68,109665600.00,166228134.93,90532776.47,0.0
2,营业收入,438139662.69,90766160.60,82599406.14,7226647.51,357929318.71,185997529.28,121746845.57,67735965.80,513141023.37,428409333.98,302300164.48,97039586.71,620757228.92,171840423.63,122517432.24,32351799.80,413213720.92,224558590.41,184035355.36,36319283.18,511815321.40,262546943.97,192185388.44,86883298.47,563950315.71,364712728.86,249893025.99,143882123.88,421309533.93,117196093.99,81354252.00,44621802.00,399837689.40,228800599.69,177284023.32,48554201.49,735195751.46,429559111.03,405060564.94,324264617.68,693897549.17,470992766.87,323614033.67,53385849.97,312132092.20,26961455.23,20972217.08,8033313.16,185916192.68,71731735.22,49607830.52,20683643.81,334827465.68,312752098.68,265208521.68,143807670.91,438849918.74,337218206.40,257768854.66,97317511.59,495311472.02,236672568.86,162531827.03,64742666.70,295641364.71,185349391.72,103051529.72,54660231.71,475792792.26,344173799.96,269467112.26,99769746.00,465637320.49,150980000.00,92869063.62,78183624.50,54124249.78,167786425.91,46419769.77,151349264.39,68551608.32,241198347.38,166382179.32,313441125.78,187339314.13,535897587.97,264717000.00,438684686.97,313962700.00,481330916.40,109665600.00,166028134.93,90532776.47,0.0
3,二、营业总成本,407893132.54,115345158.70,93961640.68,20364598.94,338812483.14,195803120.61,127803742.60,69612457.88,513450620.05,433669647.27,305155195.55,105484673.44,597881357.19,208515986.72,145588436.89,43910949.42,361924217.98,241706050.09,189894447.56,44460969.76,427414085.02,237569158.30,151325023.90,57281059.12,516469554.63,354179784.16,241518714.73,138916759.47,381395174.54,133637411.24,89052757.67,44519472.91,324603261.66,198578405.11,158599602.61,51306113.00,636879319.23,358062112.57,314426919.51,233734596.52,589347839.01,381177956.92,282380373.83,56838710.99,250065229.14,71439186.07,46168096.15,20307223.11,185436249.32,85942156.25,55329589.33,24917241.85,302796680.90,259873611.68,215122592.45,120312030.84,400255861.76,304998643.77,230147130.63,87973500.02,463312239.62,223906255.01,155283733.06,62864495.70,264247788.83,170933333.72,97114798.45,54166760.28,441705896.41,339786655.60,261117890.10,97223023.20,429526767.38,0,84987628.68,111704441.20,68872393.82,227130204.23,125672059.77,220179313.50,89683765.91,260274105.64,0,365776708.13,0,531764793.61,0,421386353.57,0,415791529.46,0,148660687.75,87215646.98,0.0
4,营业成本,307725653.67,65578596.59,59938078.12,5108859.93,252311594.87,136746022.77,89194414.76,50853083.81,414004454.48,362018496.56,257363634.99,84829970.67,490984758.46,140313316.05,98184449.25,23443971.42,237187952.66,153570622.75,128388413.34,21891225.52,240844899.41,120374453.56,75669749.00,21678949.72,337711070.24,237087214.35,165274738.51,100273039.80,229714587.12,47785505.26,31883266.10,15356476.28,182431790.69,114986253.95,99722243.45,24959351.00,427503205.96,207576379.67,191593125.47,145643243.68,345694583.12,221898125.00,168365445.68,27359478.35,121041249.69,14514553.70,11030714.67,3781212.51,105890856.57,33721997.82,21508442.97,10146718.88,215540135.48,203145327.65,173203548.73,98801309.68,301902919.18,244501469.35,186594207.13,71142253.47,373250238.83,164268022.41,116248194.34,46388511.98,195368064.47,119811729.47,64716521.61,38625712.92,372117513.52,280404917.68,220566860.76,77347860.54,352611450.25,0,56636880.31,66440777.99,46490343.66,155476462.57,39703958.36,133304486.28,62444734.49,201645990.40,0,274184820.58,0,427655030.22,0,354384088.11,0,365320427.22,0,123245760.50,81074347.60,0.0
5,营业税金及附加,25650132.32,2670841.33,2371004.21,174267.93,8695154.69,4790984.23,3390762.23,2188247.18,15229791.18,12424711.85,8092975.78,2581843.20,23907988.77,10083239.08,8878128.02,2610941.10,39771224.02,23823124.44,19319827.51,3106968.49,64126967.23,42935371.72,27383171.04,11808420.19,69254530.67,31176048.00,19757952.87,11448587.14,38340701.85,13093494.99,9471214.04,5632962.03,48955945.30,19609854.17,14739886.81,4009201.35,100905919.12,76361054.87,74194476.42,63533044.70,125348042.03,75091729.09,55354766.81,2939300.62,40089256.76,2025165.22,1546618.91,566573.53,11187005.54,3807899.66,2615514.18,1111456.46,18294054.67,17078677.69,13790752.02,7478466.15,22307458.07,17034569.43,13022377.16,4919584.34,25013229.34,11692069.89,7947962.43,3009609.83,15200177.21,9370539.93,5214498.10,2767732.77,23995503.38,17380920.88,13608232.99,5038372.15,23514684.77,0,4747885.91,38278.60,25268.06,62729.73,24174.11,32169.24,13830.77,0,0,21075.22,0,6536264.92,0,5843.51,0,2133688.36,0,784160.37,378656.17,0.0
6,销售费用,9521545.66,4010061.69,2293923.68,716463.68,15151020.93,8503417.22,5380602.48,2237057.32,24341901.76,14892134.11,10023704.84,4617389.37,24362690.39,12602589.83,7713670.73,3477200.22,17103908.89,10323045.65,6344203.08,2694138.17,25639856.34,15342377.86,11015021.12,4239508.60,25578941.73,18052680.40,12555494.01,7906738.51,20143820.04,10456457.58,5777707.96,1931177.31,17201095.84,12170273.15,9121241.43,4951652.24,23716018.68,15137151.28,10158849.21,4769224.36,28887442.20,22938999.76,15973268.51,5600670.10,24140724.89,15055510.83,6059713.28,2525124.35,8719386.93,6814056.39,4484629.90,1132617.82,10848440.05,5582445.00,4771550.59,2349313.19,17724497.01,10521668.44,9061361.14,3178057.50,28079852.05,20013210.66,11652658.39,4174978.28,21531838.45,15045255.83,9188323.38,5136214.40,24605892.38,19310722.50,11858905.29,5946944.47,22331765.15,0,7057409.80,3860643.24,2369569.10,5627030.39,3081758.53,5846779.60,3191808.85,8045291.11,0,8047071.23,0,24249000.21,0,25417900.70,0,25397457.09,0,8114466.58,2292722.91,0.0
7,管理费用,62863043.70,41254239.32,27987913.09,13748761.97,59138234.42,43009453.92,27948220.46,13785824.88,57411819.59,41121630.85,27321477.39,12832730.61,54302449.28,41761074.97,28040217.41,13452236.07,63829173.28,49092586.22,32409112.30,15556621.35,78190811.27,53167687.85,33334926.10,16736540.44,68711950.12,51048269.20,33253824.10,15039250.93,67373928.76,45745414.79,30638210.95,16013395.56,66082743.68,45709861.68,30955604.59,15383576.75,68672987.70,47019189.26,30056753.01,15183696.39,57253796.65,34438018.08,22440656.68,11086756.97,53449331.68,31564827.15,21657817.63,10502380.15,50845166.73,34764081.09,22210410.68,10499051.90,51262942.03,31394476.00,21022828.99,10284601.91,46444234.80,28816582.23,16063693.31,6622015.90,30842462.77,21644457.73,14321263.90,7002146.09,27507113.54,19041005.45,11682980.61,5639997.03,16035297.12,18149953.21,11178866.16,6429042.30,21236341.91,0,9702728.38,14394430.23,7261459.74,37829624.93,69898423.39,47321573.25,11918467.68,22859299.30,0,44785523.02,0,42149062.79,0,23280556.04,0,12332386.02,0,5891567.82,1562082.11,0.0
8,财务费用,2132757.19,1831419.77,1370721.58,616245.43,3150646.48,2371244.65,1507744.85,548244.69,3054067.93,2220664.97,1361393.62,622739.59,3933690.00,3048263.92,2064468.61,926600.61,5897129.70,4304710.76,2840931.06,1221617.73,9629826.33,7627021.56,5799910.89,2817640.17,14525139.27,16325839.94,10186972.97,4249143.09,20826907.22,16328552.97,11054372.97,5585461.73,9915698.01,6094203.71,4052667.88,2002331.66,14177574.56,11700531.09,8155909.00,4605387.39,33905230.35,28529273.50,19964424.66,9852504.95,10538504.20,8221059.74,5815162.23,2931932.57,9206386.20,6366956.36,4043426.67,2027396.79,6851108.67,2672685.34,2333912.12,1398339.91,11876752.70,4124354.32,5405491.89,2111588.81,6126456.63,6288494.32,5113654.00,2289249.52,4640595.16,7664803.04,6312474.75,1997103.16,4951690.01,4540141.33,3905024.90,2460803.74,9832525.30,0,6842724.28,26970311.14,12725753.26,23969240.83,11903201.62,29240821.33,12114924.12,27723524.83,0,38738218.08,0,31175435.47,0,18297965.21,0,10607570.77,0,10624732.48,1907838.19,0.0
