,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,8747955634.16,5700430253.64,2637363900.20,11258568834.70,7886882520.25,5308761591.75,2765615918.68,9162909459.90,7027731256.65,4884895149.31,2480088168.13,7391443496.99,4636714186.67,2708731575.70,1411354077.23,7128644928.89,5690403208.94,3931975864.62,1961776790.95,8676260258.11,6752950539.87,4550602259.27,2064805570.76,10843633000.00,8188061019.81,5743836381.79,9731121205.51,17279987380.44,26902370025.07,17772202170.27,4910367093.89,14417932479.23,9315626759.54,5842726638.02,2680409459.31,10453809987.39,7526728631.71,5164354489.93,2464628092.42,9494746899.01,6865452487.91,4536406925.91,2044540835.02,8395195960.08,6811224400.28,3991194776.74,1857342418.66,5109439173.69,3514269817.08,2320696109.66,1153004577.58,3896390702.98,2511870293.90,1593774982.91,3147693076.25,1584256635.44,2488932699.62,2028738170.53,0.0
2,营业收入,8747955634.16,5700430253.64,2637363900.20,11258568834.70,7886882520.25,5308761591.75,2765615918.68,9162909459.90,7027731256.65,4884895149.31,2480088168.13,7391443496.99,4636714186.67,2708731575.70,1411354077.23,7128644928.89,5690403208.94,3931975864.62,1961776790.95,8676260258.11,6752950539.87,4550602259.27,2064805570.76,10843633000.00,8188061019.81,5743836381.79,9731121205.51,17279987380.44,26902370025.07,17772202170.27,4910367093.89,14417932479.23,9315626759.54,5842726638.02,2680409459.31,10453809987.39,7526728631.71,5164354489.93,2464628092.42,9494746899.01,6865452487.91,4536406925.91,2044540835.02,8395195960.08,6811224400.28,3991194776.74,1857342418.66,5109439173.69,3514269817.08,2320696109.66,1153004577.58,3911653773.62,2520351981.42,1592279376.82,3146230296.69,1583418068.96,2487232348.05,2027248967.48,0.0
3,二、营业总成本,7060685908.53,4539528488.21,2118049361.34,9436968180.74,6259386172.18,4156745691.90,2161382487.34,7791952537.50,6033382139.61,4271500965.98,2223447958.68,7513489653.90,4931112934.99,2974669868.33,1650529053.49,8906223377.27,6520942441.03,4379059618.07,2153729899.87,8969653648.79,6893150457.68,4586326147.95,2142795796.02,11069110000.00,8149336962.09,5580877421.93,9782019276.84,15735598517.52,25673108008.59,16667038183.54,4447079767.37,11187579889.72,6856980301.14,4283012610.76,2014609086.49,7638115304.93,5724349973.23,3819172036.23,1797486937.86,6799712898.38,4966646336.29,3279049096.61,1222271303.36,4770353205.98,4362189886.58,2543505517.78,1461901736.70,4246223957.44,2919662809.70,1881880896.64,885307638.52,3149851465.30,2036211489.07,1241850633.61,2430654678.57,1189271422.07,1899659568.06,1684624964.46,0.0
4,营业成本,4028377121.25,2576226162.92,1270516978.77,5452123116.75,3444329989.35,2213672234.13,1097296401.48,4238111781.15,2856852947.80,1967662152.41,1019546789.74,3770064392.79,2390470509.47,1560436154.51,977198083.82,4590151357.05,3737344259.30,2585158319.39,1247316877.86,5420417734.84,4175028285.26,2820095957.04,1377450609.40,7228553000.00,5510568792.04,3812659126.30,9009918215.45,12442524573.36,23334536471.91,15159717844.54,3745117858.01,8677569134.54,5140770278.71,3154396870.20,1459839187.93,5621282885.03,4027109053.44,2645971632.14,1261421063.73,4623442110.37,3470086565.59,2223122168.84,741425741.84,3004871411.71,3031704704.47,1742029266.71,898755984.64,2756842201.64,1825049506.65,1115683574.49,527355493.57,1713917128.89,1078222794.51,685633064.36,1383777290.91,649368212.79,1097446022.93,801240940.28,0.0
5,营业税金及附加,544067969.81,357743414.41,164350861.08,728953076.53,502891431.06,340782354.45,163532023.75,569485026.14,408853112.99,283116447.52,145900447.33,426755547.26,234241750.25,100713972.81,49245016.26,373520763.48,306099384.70,228146717.46,114617073.56,198757871.42,132039046.41,89938659.47,43135385.45,229622000.00,178408329.84,124711458.88,55872868.43,310694505.42,241420162.41,161306743.33,69768771.19,278246198.52,196719240.08,126889171.34,57461994.32,222998225.70,162600230.28,117114314.95,55488674.85,212340661.09,157648744.63,104628648.84,38456499.17,153652765.09,128614756.80,81894127.19,38278151.64,104177321.38,72210669.23,49593303.36,23649354.75,82206606.12,55964737.08,29368254.05,57097981.91,28765533.85,45121369.23,29860047.13,0.0
6,销售费用,1807217005.77,1152961745.23,453085941.72,2015054648.12,1558436271.58,1073984358.91,668983607.64,1845758715.91,1742158828.42,1264666832.81,736627234.68,1875491330.89,1441352788.14,777838566.38,378644086.14,2302366517.22,1628157206.42,976918215.82,548231896.26,2178927100.14,1736620182.83,1117421675.91,511803871.04,2026324000.00,1465207624.12,944491704.04,446992161.13,1598920102.85,1197695140.35,738052799.17,339830183.31,1030263668.42,836857101.15,554476315.90,255742753.03,1019658887.04,816452417.57,577402167.21,273869667.88,1196159628.73,912403885.55,685960180.14,330255496.65,972388930.72,788775708.53,525796166.26,319650545.40,1069801617.43,762794107.16,518950221.10,254340641.27,947611847.63,642990969.51,379761916.85,654786088.14,357090297.32,518970015.25,669464109.31,0.0
7,管理费用,328715008.67,206577333.40,102932946.51,433262609.58,274523829.58,183985556.39,87497476.22,445719928.63,566157083.97,421119440.97,192907127.20,772170929.98,438690356.42,263653648.68,127725299.37,852870683.18,586905225.01,403901796.70,174866855.82,882976653.31,623867513.53,401301981.94,188428672.45,1185267000.00,837900736.63,560429772.45,246121427.35,1180465616.21,841467533.07,567273725.13,268459287.64,971736047.57,639292599.93,413005425.90,216057275.46,615287783.42,645873059.78,425810790.84,177152086.51,640617314.94,332081799.76,199716330.50,84948192.42,543768495.52,291800003.98,148491022.81,128870503.06,238949285.55,203432069.66,133504961.87,50812267.03,365406864.25,233567992.30,139721502.19,322948364.56,148099950.97,222346625.51,157747711.78,0.0
8,财务费用,352308803.03,246019832.25,127162633.26,624841007.24,427111713.95,293735301.62,144601278.25,538783904.25,366372412.43,259272358.74,128466359.73,565455968.82,399099716.37,268782754.12,117716567.90,400577528.33,213799414.36,136296617.46,68697196.37,184885378.51,127047419.87,59019863.81,21977257.68,68713000.00,46356048.87,27689929.67,23114604.48,73985685.17,57988700.85,40687071.37,23903667.22,44365285.14,43343894.97,34247641.12,25510689.45,63518027.90,72319358.15,52873131.09,29555444.89,96370795.07,94425340.76,65621768.29,27185373.28,93177215.57,120520622.77,44520844.78,76346551.96,74146767.91,56176457.00,64148835.82,29149881.90,40709018.41,25464995.67,7365896.16,12044953.05,5947427.14,15775535.14,26312155.96,0.0
