,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1023581621.88,782046179.79,511997205.44,256453069.11,1004814069.36,726660109.49,436587883.77,174364363.55,821179833.14,584731032.14,356143960.40,161977788.19,762144650.50,524558991.07,322711190.01,133803969.93,719940267.30,541963237.67,340499896.51,134045414.26,776833162.74,545733536.04,346721735.42,130473818.82,880087769.64,645403078.43,414945910.37,171052215.65,846980832.83,610756460.93,411517423.98,190347863.98,941004612.41,693088934.85,442439198.04,217002977.92,924216480.84,641311787.93,407721092.97,160101679.90,687746000.49,474774870.26,316091204.01,136625386.98,716075067.84,515088687.59,346022805.57,141582552.16,672637652.73,456786441.41,284914921.60,101975737.49,546819804.65,387513313.85,243855871.72,97005602.06,466500807.62,340039229.27,203052463.29,78100818.95,344784041.22,243111134.47,149009753.64,61035808.63,281949918.36,202846010.69,121730953.01,49958012.91,244131735.63,191895170.13,142938773.98,0.0
2,营业收入,1023581621.88,782046179.79,511997205.44,256453069.11,1004814069.36,726660109.49,436587883.77,174364363.55,821179833.14,584731032.14,356143960.40,161977788.19,762144650.50,524558991.07,322711190.01,133803969.93,719940267.30,541963237.67,340499896.51,134045414.26,776833162.74,545733536.04,346721735.42,130473818.82,880087769.64,645403078.43,414945910.37,171052215.65,846980832.83,610756460.93,411517423.98,190347863.98,941004612.41,693088934.85,442439198.04,217002977.92,924216480.84,641311787.93,407721092.97,160101679.90,687746000.49,474774870.26,316091204.01,136625386.98,716075067.84,515088687.59,346022805.57,141582552.16,672637652.73,456786441.41,284914921.60,101975737.49,546748262.07,387456718.17,243820456.07,96984950.11,466417389.42,339985356.41,203025526.86,78100818.95,344779482.29,243106575.54,149009753.64,61035808.63,281949918.36,202846010.69,121730953.01,49958012.91,244131735.63,191895170.13,142189460.06,0.0
3,二、营业总成本,966968773.28,744418780.68,493521279.83,250112875.07,971594156.62,674901850.90,410257803.91,170359169.96,801733545.91,560493128.01,343030630.88,158669240.93,732658866.00,507239881.11,317502841.91,131765080.98,707509397.12,534874713.39,336434925.63,133358805.32,784764728.28,556766792.65,361438479.41,141908442.02,899210655.20,660653782.35,426232083.03,181962954.72,915623816.35,669615932.55,447953661.01,219672445.74,981309193.26,706901460.20,444978016.34,208049802.65,861041260.88,596611699.04,380541329.73,155320422.27,677993311.80,470083723.35,314345020.76,141372734.51,701782620.35,495315044.14,332279271.21,133543342.28,645551847.17,427730687.64,267870734.07,98166493.35,491437217.21,344920954.07,218879608.96,90683872.03,410178677.84,296359847.00,178591138.04,70336837.12,298900336.40,216912753.23,133485820.55,54846152.76,239785471.06,172229356.44,104027659.38,44420711.62,208879714.01,167171444.28,125087731.90,0.0
4,营业成本,858523653.50,670847063.45,444477192.65,228151599.32,834809821.86,610086501.29,371738200.76,152713351.93,696133895.96,503144091.44,307948716.87,141736587.70,628704116.10,450869073.39,281396500.59,115994978.37,611856884.71,470146356.63,295764708.51,117476664.41,693071200.73,494910764.88,316487675.94,122448916.57,803880780.65,600216194.93,387802847.31,162047789.20,804460482.93,597456781.78,403487531.31,194416577.90,886678314.37,636728003.24,396835296.72,188516684.77,772294742.97,538660801.98,342534893.77,139184958.58,600271616.86,419243621.44,280536199.27,125320952.68,607875273.41,431326283.08,290826873.72,114942352.43,571463258.63,378225094.27,236641239.09,86745775.54,450629318.33,314811194.59,197479922.81,81200054.34,375308640.17,274234210.39,164613247.86,63692669.15,275040789.01,194102421.12,118728486.40,48489258.12,219892939.38,158945583.41,95207619.62,40229130.50,195295376.10,157540006.08,117603031.38,0.0
5,营业税金及附加,7755026.83,5441002.62,3190632.55,830380.92,6015578.38,4657950.92,2929196.89,735078.91,9730631.27,6253959.85,4145119.53,990889.42,6014579.98,2437157.65,1601946.10,595830.67,3925907.92,2779836.75,1852239.02,844335.16,4504334.72,2833040.30,1538567.84,442196.09,4726678.09,2769975.26,2015019.86,663309.82,4524240.06,3396066.55,2413128.77,1573668.24,2713560.06,1180194.69,915262.49,412515.03,2121035.55,1257141.07,518645.42,308463.33,1693267.72,1238789.50,689700.90,341720.26,1821337.49,927965.37,562279.44,112096.04,1010686.57,444038.29,223157.92,48856.26,296883.72,196627.16,115168.82,21351.74,231838.19,136048.03,93901.87,31008.72,225449.29,148336.24,77528.35,18052.91,113416.61,105172.37,61328.44,14960.37,148546.69,252750.24,468487.89,0.0
6,销售费用,28737633.51,19921132.35,12651369.55,4688147.11,25699260.60,15132776.58,8138216.56,2533679.50,22289202.39,13250763.13,6763271.96,2770664.56,18676756.69,11578946.87,7686341.70,3505628.14,15730160.14,10142947.85,6526376.74,2601136.93,16644517.41,11419179.46,8149282.19,3540660.05,18907650.09,13324037.72,8220283.33,3469136.11,20685514.18,15272979.59,10096751.80,4885452.90,22235677.59,16899992.73,10723680.63,5478261.75,22524282.48,15027628.06,9218566.97,3975245.99,15994391.89,12087004.86,7973295.74,3554921.58,18618868.11,12294817.76,7992087.82,3794243.21,16142462.57,11137024.48,6354333.18,2816035.17,12417867.99,9803087.51,8444287.07,3757826.24,9186245.94,6084011.59,3826239.98,1755910.59,6164509.49,4347818.79,2777439.09,1328724.58,3401743.08,2348190.87,1432929.40,589243.22,2668944.51,2524673.12,2017895.92,0.0
7,管理费用,36073584.91,26799083.94,17477092.55,8494118.68,37188335.69,23808218.33,23259849.66,10468750.56,44958554.05,30040158.36,17897591.43,8536301.87,45309511.82,26879625.42,17829933.41,8780136.08,46285434.29,35565230.34,22621448.92,9630836.12,38190439.76,28631090.13,19131160.41,9141206.76,40782544.46,29392025.45,18745874.88,9425275.02,43033149.13,31681500.13,21049386.46,10420256.01,41269948.93,30384367.05,20025202.07,9688754.92,37995781.07,26542163.97,16884860.44,7812748.12,33832708.53,23768595.00,15389835.44,7281530.29,32967282.40,23585694.68,14929004.29,7189255.45,33094720.69,22730792.18,15654658.25,5460468.71,21906714.65,15721582.70,10579217.16,4685014.14,19326088.15,11078428.03,7220094.92,3661110.95,18074400.15,14891182.85,8557504.57,2914742.41,10551448.69,6897883.36,4548272.46,2060980.64,7522999.33,3913664.63,2794319.86,0.0
8,财务费用,16256015.77,8599916.50,7473642.55,5119812.94,12635636.50,6483230.56,3451541.88,4028956.77,9923986.34,6501979.97,3722744.50,1060850.78,5316670.61,4601208.21,3144592.25,2799676.35,10816574.08,8415513.82,5853267.24,2932821.92,23686761.52,18243504.48,12140733.55,5440895.97,22870024.00,17394934.84,11018897.54,6947847.64,30696938.57,21982779.27,13759279.36,6608136.53,22747908.93,17278535.63,13102989.68,5731990.91,21766801.91,15005414.68,10086169.63,4426365.74,20017633.75,15026491.83,11021189.58,5558993.80,35287146.30,25607466.30,16390797.19,7510282.85,21120516.97,13595926.70,7215720.89,3095357.67,6186432.52,4388462.11,2261013.10,1019625.57,6125865.39,4827148.96,2837653.41,1196137.71,-604811.54,3422994.23,3344862.14,2095374.74,5825923.30,3932526.43,2777509.46,1526396.89,3243847.38,2940350.21,2203996.85,0.0
9,研发费用,19622858.76,12810581.82,8251349.98,3341926.60,19221707.84,12354918.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-513110.50,36023815.75,2378255.17,740798.16,-120647.71,18697275.90,1302175.26,2553186.59,3573946.60,28637230.80,10873869.57,5843527.86,88831.37,18894435.98,7824828.00,3816885.20,-126989.22,8667474.14,729213.40,3991059.48,894566.58,8042977.91,-2443385.85,-1570839.89,-590403.07,12223491.48,-174174.77,-2852416.69,1768354.16,5663783.38,4430366.86,3375584.75,-1778404.73,4338616.90,118549.28,1298193.50,-387359.49,6183693.05,-1280779.28,-1265200.17,-685384.10,5212712.64,1572816.95,1578228.75,-4887.70,2720201.74,1597811.72,1781624.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000.00,0,-58500.00,-8825.00,-8825.00,-8825.00,-8825.00,8825.00,-20000.00,100525.00,0,0,149500.00,2015250.00,-580400.00,1826.00,245847.88,-31864.00,710.00,-1826.00,-2152.00,0,0,-1502955.43,0,0,0,1502955.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,3183221.24,0,0,42606.85,2514037.66,2300000.00,0,0,11464753.50,0,0,0,32685704.48,0,0,0,0,0,0,0,2288083.93,2253289.36,2211959.78,995.00,6008086.40,6008086.40,1676133.07,1676133.07,3813997.33,3673773.93,3547495.90,217055.19,-1505789.43,-1571350.32,-5428305.32,-3503070.83,44102235.95,14853840.19,83775.90,5393.96,296332.82,350009.62,333006.61,0,-5848957.42,-7351912.85,-7351912.85,-7351912.85,4951142.71,1180538.65,988762.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-191014.11,0,0,0,-26041.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-498254.64,0,282718.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,39682079.56,41219922.48,23636835.98,8559278.82,43968344.97,60839239.57,32140780.86,7108194.59,34831371.26,24237904.13,13113329.52,3308547.26,62171488.98,17319109.96,5208348.10,2038888.95,12430870.18,7088524.28,4064970.88,686608.94,-5643481.61,-8761967.25,-12504784.21,-11492128.20,-13123624.16,-9251442.52,-9618864.59,-9243431.00,-64820161.19,-55205697.69,-32788216.13,-29107526.57,-41810370.28,-15234375.67,-5951873.62,4869704.44,107279281.91,59799776.96,27231675.14,4787361.59,10047195.51,5039004.53,2079189.86,-4747347.53,6940534.64,12421730.60,5893366.87,687297.03,33822622.08,30236292.42,18032950.18,3809244.14,56882204.44,43700076.78,25318979.76,6338030.03,56632129.78,43679382.27,24461325.25,7763981.83,45883704.82,26198381.24,15523933.09,6189655.87,42164447.30,30616654.25,17703293.63,5537301.29,35252021.62,27373725.85,17851042.08,0.0
16,加:营业外收入,50142.27,196309.03,195299.06,0,1821412.86,299364.38,242444.72,239940.55,405557.30,3827303.85,3258986.20,2377866.02,4708036.34,2530940.50,1908245.21,1787999.75,7511529.26,3012287.56,1437957.06,1217206.06,19971945.71,13728067.25,12939756.16,8798580.98,33785891.29,19225694.16,11995419.62,1917940.07,88940614.15,57025972.23,34380749.75,3682396.72,15926651.67,17905363.74,9746036.83,3023146.75,7038134.25,5815109.63,4637460.15,452010.98,14302661.10,7301749.46,5233685.92,655065.50,13153881.54,5821456.47,5636161.47,2309176.30,11684678.30,1686550.17,1561024.51,825808.05,52146.49,47954.54,0,0,427057.54,403945.78,0,0,0,0,0,0,1.00,1.00,1.00,1.00,35.81,579.20,56184.31,0.0
17,减：营业外支出,2721609.42,1524873.26,1519804.41,1019804.41,4893330.40,1475394.39,1252744.54,1143.86,2322232.65,4760833.04,2528909.59,26244.26,6939957.24,752681.31,503908.27,10716.34,829334.37,304497.74,296423.41,1211.45,125784.21,23891.65,20397.00,1290.00,3236972.34,745462.65,659148.95,373922.16,3259360.73,379247.90,344068.26,337938.26,480870.05,360360.06,22327.51,920.00,2099462.07,1627114.55,1494187.95,3610.00,773317.66,772200.58,160809.93,44409.93,13537738.56,340337.71,64071.02,51536.92,785556.17,776792.42,759212.18,686064.68,71614.95,64890.95,61922.20,36683.00,671245.86,520980.54,102141.84,20000.00,1965749.80,191221.37,131221.37,76096.37,3154692.73,561473.65,531473.65,0,372467.56,291581.71,225591.01,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,4690740.72,2493909.59,16244.26,6522712.47,450126.91,447750.00,0,524756.10,0,0,0,81144.18,2375.34,140.00,140.00,2865299.99,457611.79,466158.79,223110.46,3124936.09,308240.68,339068.26,337938.26,334933.32,279836.33,0,0,1333301.72,1355853.99,1355566.99,0,245915.96,102318.76,36209.93,0,58755.59,0,-146208.34,0,701553.68,0,0,673579.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,37010612.41,39891358.25,22312330.63,7539474.41,40896427.43,59663209.56,31130481.04,7346991.28,32914695.91,23304374.94,13843406.13,5660169.02,59939568.08,19097369.15,6612685.04,3816172.36,19113065.07,9796314.10,5206504.53,1902603.55,14202679.89,4942208.35,414574.95,-2694837.22,17425294.79,9228788.99,1717406.08,-7699413.09,20861092.23,1441026.64,1248465.36,-25763068.11,-26364588.66,2310628.01,3771835.70,7891931.19,112217954.09,63987772.04,30374947.34,5235762.57,23576538.95,11568553.41,7152065.85,-4136691.96,6556677.62,17902849.36,11465457.32,2944936.41,44721744.21,31146050.17,18834762.51,3948987.51,56862735.98,43683140.37,25257057.56,6301347.03,56387941.46,43562347.51,24359183.41,7743981.83,43917955.02,26007159.87,15392711.72,6113559.50,39009755.57,30055181.60,17171820.98,5537302.29,34879589.87,27082723.34,17681635.38,0.0
20,减：所得税费用,11057005.45,8368045.87,4628371.84,639548.82,10293129.78,12300238.00,6701022.28,1457344.06,8086862.87,6638109.11,3981353.49,1613197.59,3518656.14,4728931.99,1546738.55,944719.96,6115025.41,4001519.11,2417604.82,414018.71,4187345.99,1751061.27,-252903.42,-223641.65,3420828.17,2145840.72,368486.29,0,8772835.88,10725.24,10725.24,10725.24,-9586780.50,881283.00,2779103.94,2302463.29,18645034.86,11751063.75,5450924.04,1238131.17,4941474.10,1600557.13,835477.00,-110428.06,1630367.15,2530711.31,1281937.37,148888.83,7742986.17,5448416.36,3213013.65,531837.97,8580864.84,6544404.28,3901841.52,1141475.01,8362760.80,6534352.13,3653877.50,1161597.27,6741103.11,3901073.97,2308906.75,917033.92,5966877.28,4548499.26,2681378.35,830595.34,5385849.28,4218434.69,2718656.65,0.0
21,五、净利润,25953606.96,31523312.38,17683958.79,6899925.59,30603297.65,47362971.56,24429458.76,5889647.22,24827833.04,16666265.83,9862052.64,4046971.43,56420911.94,14368437.16,5065946.49,2871452.40,12998039.66,5794794.99,2788899.71,1488584.84,10015333.90,3191147.08,667478.37,-2471195.57,14004466.62,7082948.27,1348919.79,-7699413.09,12088256.35,1430301.40,1237740.12,-25773793.35,-16777808.16,1429345.01,992731.76,5589467.90,93572919.23,52236708.29,24924023.30,3997631.40,18635064.85,9967996.28,6316588.85,-4026263.90,4926310.47,15372138.05,10183519.95,2796047.58,36978758.04,25697633.81,15621748.86,3417149.54,48281871.14,37138736.09,21355216.04,5159872.02,48025180.66,37027995.38,20705305.91,6582384.56,37176851.91,22106085.90,13083804.97,5196525.58,33042878.29,25506682.34,14490442.63,4706706.95,29493740.59,22864288.65,14962978.73,0.0
