,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,26461703884.56,19473314751.43,7724724060.32,3327362303.56,11933180236.80,9424149971.95,6558474962.18,3427102123.95,10244834999.80,7162332037.19,4085752565.60,1738098405.47,5212623187.30,3405338689.48,2246108755.83,1055133962.67,3590603839.73,2675382079.22,1638178467.01,553534823.83,2114534702.93,1338664546.64,940278814.98,573663464.38,2223704061.76,1665674577.56,1240958875.78,685109953.69,4187340355.47,2649624070.54,1442803735.16,435514940.61,2056279180.13,1464063868.99,1003858323.07,470191640.98,1996420852.42,1347921869.56,759829120.07,386628710.87,1455442022.36,819931320.24,495203581.00,219237149.47,966001210.88,690675624.05,481611568.26,241262146.97,984685321.42,688781750.76,438135906.50,214387129.47,726207091.99,496623631.12,313921512.48,133252504.98,492794046.13,327909425.62,206540024.97,87392726.86,394044065.74,280479687.52,162526355.98,61060942.18,330030971.81,259864418.05,160634178.35,71190919.22,312769015.12,231562819.45,155460660.55,72499010.12,279806358.82,167330135.19,400131486.38,184507278.09,339147063.67,249770702.87,201866485.64,0.0
2,营业收入,26461703884.56,19473314751.43,7724724060.32,3327362303.56,11933180236.80,9424149971.95,6558474962.18,3427102123.95,10244834999.80,7162332037.19,4085752565.60,1738098405.47,5212623187.30,3405338689.48,2246108755.83,1055133962.67,3590603839.73,2675382079.22,1638178467.01,553534823.83,2114534702.93,1338664546.64,940278814.98,573663464.38,2223704061.76,1665674577.56,1240958875.78,685109953.69,4187340355.47,2649624070.54,1442803735.16,435514940.61,2056279180.13,1464063868.99,1003858323.07,470191640.98,1996420852.42,1347921869.56,759829120.07,386628710.87,1455442022.36,819931320.24,495203581.00,219237149.47,966001210.88,690675624.05,481611568.26,241262146.97,984685321.42,688781750.76,438135906.50,214387129.47,724811810.71,496175719.13,313615597.71,133102043.42,492130157.00,327338090.63,206121306.06,87102769.52,393931688.59,280228750.93,162450334.81,61053008.20,330003525.26,259839103.47,160628251.87,71188159.21,312758074.67,231554494.45,155454792.08,72496384.70,279808520.97,167327632.39,400136833.92,184504867.80,339147063.67,249770702.87,201866485.64,0.0
3,二、营业总成本,26257203949.65,19278366828.61,7600531442.37,3306581145.94,11894512135.24,9366407717.81,6515547854.15,3489689402.73,10313087335.10,7097046305.28,4065817352.13,1811009302.43,5126329581.32,3243720747.28,2101521286.70,1024758274.59,3763292540.75,2716327705.72,1710807204.38,614080135.58,2531597168.57,1304133675.60,932694526.96,600312460.53,2155612832.13,1563691633.20,1159761308.21,679240165.62,4076447361.20,2501059561.58,1344788234.22,421693287.38,1932177747.00,1320316649.68,876260677.80,443941419.09,1777736617.52,1196832474.68,670991942.85,379571558.13,1391270994.88,740683666.08,444272493.31,222026231.01,853243334.41,582324706.60,417737366.05,236871641.60,932317302.16,618718244.33,380311935.34,207135126.78,623234672.93,414028759.81,263285650.00,127386961.78,424467690.21,265284556.01,165816392.14,83309011.97,329064863.22,232837575.42,152711978.38,71543043.08,252919223.02,194990195.71,110051094.44,50439431.76,228188988.04,167751596.58,117684056.34,55730692.26,202434372.58,119432774.26,341875957.03,154910607.00,284270056.83,198459493.77,153044133.97,0.0
4,营业成本,25247778366.18,18735652246.24,7267610315.62,3155035399.85,11170075145.84,8879097647.88,6162969507.75,3312458070.45,9626423478.86,6660499558.47,3771348554.83,1667300112.89,4583042358.71,2875236924.23,1861379970.69,892566208.49,3045464309.43,2268396059.09,1400063805.52,515927625.91,1742282798.20,975295160.77,715338621.55,505321470.55,1779476113.20,1290362014.45,987489547.90,593753709.86,3694997740.72,2236503007.45,1177684267.18,350513590.71,1650738732.42,1114232602.62,743834241.46,379469070.29,1523950487.05,1015565165.81,562030863.97,326647499.22,1184578682.08,604356295.22,353433430.99,178179820.27,654521269.39,428655551.25,319430812.10,195458139.80,800369012.00,497073320.70,298536859.33,171734292.99,503595866.01,324228214.02,206474130.87,109380261.58,353095246.93,208645732.41,125621490.85,70686543.30,277861571.59,191951721.36,124032780.43,59592911.98,214901095.04,157075654.96,80576675.19,37001848.64,176120003.49,134360953.83,94283441.62,47949504.35,170340265.38,100428170.49,317526831.53,140459890.27,257584440.85,170102130.94,127301188.45,0.0
5,营业税金及附加,36259449.76,26710910.64,14365569.05,5411333.38,24522740.38,19654981.58,15299461.80,6244482.53,27367273.43,21822624.22,16071521.83,5724312.65,30452646.75,14594582.65,10334327.47,4530313.13,17465687.92,12991568.56,8015067.97,2472301.14,14177821.79,11456145.46,7030597.70,2882506.71,16138014.69,12427948.31,7632139.05,2486165.77,13276438.98,9566226.23,5365536.00,855231.86,10664390.83,8256800.32,5281498.76,2404900.59,11035908.88,8124580.55,3497743.14,365326.77,8307987.49,5426196.26,3302761.14,1292483.37,8150749.82,6298372.87,4064909.18,1251112.89,5573138.99,4826569.75,3361267.77,1421038.54,4968402.25,4029483.27,2387191.95,698896.91,3100963.17,2476803.26,1664896.07,263846.98,2977438.58,2328858.72,1442922.25,200455.92,2627186.94,2486591.00,1848087.94,758962.44,3270408.71,2165944.16,1451390.34,673598.27,2367142.01,1379115.95,2020533.71,1400609.59,1911449.96,1772341.95,1412821.38,0.0
6,销售费用,441759128.19,93411500.31,53027668.46,24591983.58,96075469.07,68330240.08,54477109.83,32135475.53,121021149.11,86559282.51,61749202.50,32795788.04,50017648.71,38475380.39,23432321.14,16564345.51,39256928.47,37406132.95,24315969.06,4549300.77,26767406.21,9377850.66,6744617.59,3793179.07,18072906.69,7613260.24,5411583.26,3056144.73,15421097.82,10739978.10,5085722.44,1857023.39,20147096.04,15667003.04,12511275.69,7016735.68,17884611.37,13535963.03,9809225.48,4569527.88,13443057.64,5080861.39,4165094.38,1667205.68,9070801.48,6824910.25,3958290.59,952890.28,6004389.30,4353956.78,3368840.36,1540713.31,3168857.84,2662559.72,1730853.98,751551.99,1770328.98,1387784.44,829575.10,429179.17,1852807.87,1483091.89,1074214.79,456205.99,1350596.44,981523.41,966320.70,317733.14,3489374.31,681618.69,434971.53,209845.30,467082.05,125099.10,813074.51,548001.23,456285.00,207430.00,119631.46,0.0
7,管理费用,183071188.94,118926502.23,76455518.74,38556742.78,181693536.62,119251672.35,80290989.82,35327152.00,164446352.53,106753102.13,68685011.87,34667742.44,172169975.31,115473588.45,76598341.87,36908563.00,193115463.01,129110056.05,73908384.73,33642906.09,158228664.85,110153238.07,70023053.82,32048376.73,149261273.94,109801728.84,70769957.42,35165405.68,155132261.67,108657672.43,66872679.95,32723289.63,145349669.69,110537487.53,64910831.68,30503175.01,108544462.47,71091164.23,41165017.05,20047815.80,79535780.64,56830145.50,35927991.42,17287613.25,72377826.26,51788607.54,35611236.60,15372158.86,53982839.69,40348161.14,27189682.74,14025041.36,55484215.28,42674008.86,26536573.21,10131929.31,41938096.95,34113728.50,25743154.40,7508921.89,29250518.01,24349512.72,17984201.83,8167243.22,28256757.43,30704239.41,24000077.63,11498661.83,41901522.29,29286830.12,19526155.38,5683800.53,28313464.91,16894396.21,16572964.00,9021209.93,15510601.97,13405914.08,9376612.49,0.0
8,财务费用,348335816.58,303665669.19,189072370.50,82995438.82,342749822.78,284441403.31,200798921.40,103327684.88,328500814.44,222045391.92,148330480.99,70256657.12,284641381.74,211909525.03,142338012.09,75661836.49,243275177.35,183560539.17,119385675.45,57382488.11,257664988.09,182764349.40,118068003.47,56263232.87,204529418.43,152042045.55,97107636.50,44809158.28,178725991.02,134008434.99,88095952.61,35737119.40,130822540.49,92787557.27,58908151.39,27152960.40,109233197.81,84467075.28,55134143.16,27941388.46,98944111.56,67437904.55,46392053.83,23599108.44,89549019.75,74378980.62,48836170.47,23837339.77,68925120.50,60459865.03,39276088.83,18414040.58,56017331.55,40434493.94,26156899.99,6424321.99,24563054.18,18660507.40,11957275.72,4420520.63,17122527.17,12724390.73,8177859.08,3126225.97,5783587.17,3742186.93,2659932.98,862225.71,3407679.24,1256249.78,1988097.47,1213943.81,946418.23,605992.51,4936291.92,3449736.93,8440464.84,12971676.80,14833880.19,0.0
