,报表日期,20191231,20190930,20190630,20181231,20180930,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,
1,一、营业总收入,422644271.27,299565104.19,204984271.77,323429252.59,223472629.35,250829742.00,174536238.68,0.0
2,营业收入,422644271.27,299565104.19,204984271.77,323429252.59,223472629.35,250829742.00,174536238.68,0.0
3,二、营业总成本,340246713.20,246726367.88,163379553.97,285206885.60,202789846.07,218264645.47,189741879.38,0.0
4,营业成本,166917440.46,117132107.37,82283380.13,130756652.64,92892698.36,97874946.75,69208674.40,0.0
5,营业税金及附加,5170854.93,2889597.69,2179361.00,4148745.11,2687749.81,3198146.53,2072869.57,0.0
6,销售费用,80250325.30,63306047.20,40799938.89,69885340.17,47887009.06,54467347.01,41378948.16,0.0
7,管理费用,18390792.58,13432958.19,8873678.28,12949127.48,8796968.49,11555309.99,33314804.31,0.0
8,财务费用,-8404415.70,-4698800.47,-3432375.91,-484719.59,-481644.52,227098.31,4194426.51,0.0
9,研发费用,77921715.63,54664457.90,32675571.58,66670727.73,51007064.87,49973453.81,39438139.24,0.0
10,资产减值损失,0,0,0,1281012.06,0,968343.07,134017.19,0.0
11,公允价值变动收益,0,881526.58,0,0,0,0,0,0.0
12,投资收益,5128171.60,2944585.16,2944585.16,14355383.28,6561317.65,7614715.07,4508804.38,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0.0
15,三、营业利润,113125786.49,76921689.36,58990958.22,89649398.16,53062400.41,63246133.92,-10696836.32,0.0
16,加:营业外收入,22857.34,18257.34,14407.30,413511.80,12079.80,66052.85,22902674.28,0.0
17,减：营业外支出,172254.07,23447.43,12525.60,393539.72,103884.16,16310.95,27374.09,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0.0
19,四、利润总额,112976389.76,76916499.27,58992839.92,89669370.24,52970596.05,63295875.82,12178463.87,0.0
20,减：所得税费用,12416674.17,10815222.05,8283857.52,8525350.39,8114905.50,6870925.74,1794199.19,0.0
21,五、净利润,100559715.59,66101277.22,50708982.40,81144019.85,44855690.55,56424950.08,10384264.68,0.0
22,归属于母公司所有者的净利润,100559715.59,66101277.22,50708982.40,81144019.85,44855690.55,56424950.08,10384264.68,0.0
23,少数股东损益,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,
25,基本每股收益(元/股),0.260000,0.170000,0.130000,0.210000,0.120000,0.160000,0,0.0
26,稀释每股收益(元/股),0.260000,0.170000,0.130000,0.210000,0.120000,0.160000,0,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,100559715.59,66101277.22,50708982.40,81144019.85,44855690.55,56424950.08,10384264.68,0.0
29,归属于母公司所有者的综合收益总额,100559715.59,66101277.22,50708982.40,81144019.85,44855690.55,56424950.08,10384264.68,0.0
30,归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0.0
