,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,372952996.54,1974453085.88,1496742215.56,1020638467.95,531853601.89,2052627902.53,1561287949.43,1050286173.25,557466906.41,1893959769.54,1381578763.32,933469666.73,514471151.40,2037593757.03,631865989.66,413804380.70,133905383.88,856731463.34,642391931.89,414985636.47,167153574.63,948271922.36,712572990.51,445604631.46,224303198.45,1119043899.41,812543623.94,545976617.55,265498523.63,1443618773.84,1117563806.02,756878916.76,333181938.57,1394210272.22,983919146.32,610210404.89,243278337.39,1028815109.61,713460231.73,477624769.07,214248963.72,854377285.97,643500149.83,413752876.06,172363777.93,835546605.42,668671099.54,407551272.89,171679508.91,667106783.18,469773339.82,315083779.52,150847938.80,682907864.32,509472387.45,311953695.74,163820091.75,494464470.95,439576698.48,350372941.67,0.0
2,营业收入,372952996.54,1974453085.88,1496742215.56,1020638467.95,531853601.89,2052627902.53,1561287949.43,1050286173.25,557466906.41,1893959769.54,1381578763.32,933469666.73,514471151.40,2037593757.03,631865989.66,413804380.70,133905383.88,856731463.34,642391931.89,414985636.47,167153574.63,948271922.36,712572990.51,445604631.46,224303198.45,1119043899.41,812543623.94,545976617.55,265498523.63,1443618773.84,1117563806.02,756878916.76,333181938.57,1394210272.22,983919146.32,610210404.89,243278337.39,1028815109.61,713460231.73,477624769.07,214248963.72,854377285.97,643500149.83,413752876.06,172363777.93,835546605.42,668671099.54,407551272.89,171679508.91,667106783.18,469773339.82,315083779.52,150847938.80,682907864.32,509472387.45,311953695.74,163820091.75,492522776.15,437855017.19,349428194.87,0.0
3,二、营业总成本,368168751.24,1798964623.76,1347843526.43,888584094.74,461014881.02,1744282991.92,1319196673.76,892631634.09,475651246.38,1659114046.79,1209874525.63,801414896.03,438144747.29,2023016691.49,713749650.04,457847220.28,161014068.70,986669799.83,731572582.85,469004829.05,192374154.35,1097482881.16,793964604.43,486786014.25,238708987.01,1103444870.20,790983300.50,524825819.27,254429928.43,1319269784.05,978283747.72,651657104.36,291492219.83,1190392949.15,828102754.51,521898610.96,213327142.89,917680256.57,635441511.35,415420610.24,183144654.46,749255916.35,563290262.48,361040266.42,152653680.16,633035354.39,489222628.31,325509221.40,148472757.66,554433570.55,400704002.84,264619207.47,127107570.42,576097042.74,426851251.22,262430554.26,137011756.28,391868312.29,372724448.32,315440605.31,0.0
4,营业成本,344416891.72,1692510145.57,1272962018.44,843625976.68,442475623.99,1586693013.78,1206319265.82,822090150.89,432176356.80,1545779955.03,1124932818.95,739483496.52,396355666.31,1769152229.90,588953703.32,378963396.10,127838976.38,800701672.15,598825715.34,382145926.85,148642796.61,898321344.42,660606174.02,398392125.19,197112618.24,907765499.68,647217117.49,429326595.39,205852161.08,1062041366.97,784713376.26,523794944.27,229444097.53,971987010.34,694515728.55,443071467.71,179593359.96,770617027.16,536625547.79,345765311.90,152593503.06,623640929.81,466461964.96,300846610.47,125080208.74,516124702.52,407903950.79,269673486.83,126813287.81,495258151.89,347107771.34,231393147.69,112601973.21,505263783.80,377824651.63,228871393.27,121492179.80,333459208.28,318587210.84,283001394.04,0.0
5,营业税金及附加,3130713.55,15402292.70,11771815.77,8224966.56,4869024.06,20917283.49,16663813.89,11377599.12,6694219.70,8720273.09,6422010.35,3641606.40,2104979.28,9570246.19,3455336.00,2193711.50,358981.54,4223980.87,3163296.16,1442108.56,33258.84,147935.13,85057.41,58399.39,27182.15,7207194.06,7153178.11,5337325.43,2639780.78,11689536.47,9135018.75,4851540.06,831285.32,10864945.53,7551942.44,4215096.04,1163592.28,4837187.04,2724987.97,1899919.81,128731.85,4798489.17,3370150.54,2279726.29,963793.84,7028870.77,6024572.22,3564339.64,1326621.33,5092673.97,3562036.02,2219247.61,657982.87,3893355.53,2666657.91,1874236.70,907417.25,2819394.19,1908501.48,1277556.48,0.0
6,销售费用,2037375.93,8268848.83,5972262.27,4257225.69,600322.33,2582176.95,1892308.19,1195187.78,627270.12,2666909.76,2258613.62,2003388.23,4054707.66,69542237.08,52438626.38,31700439.98,11808141.32,71096507.12,55701003.79,37083587.19,17303378.19,75538773.55,53374529.80,33337266.72,15575140.49,63268551.03,48346632.62,29799484.06,15219889.02,103176147.02,87829632.29,58104146.52,21754283.34,68033062.29,38328404.51,18814003.18,6046902.09,33241367.04,25690881.72,17617139.76,7463757.54,43794842.71,33126885.20,16944824.74,7517273.04,28304799.52,22122143.34,15799117.41,5186142.24,15496804.81,10738187.85,6059656.38,3127137.31,16300099.58,10913800.87,7586766.61,3705139.81,12189485.86,11675988.03,7812838.92,0.0
7,管理费用,16941510.30,71106005.51,50644844.99,28977788.52,15057848.21,68839519.03,52517798.00,32448707.15,19488647.43,53044760.90,40532700.90,31401736.14,21709051.36,98267383.64,47963862.07,29314576.63,14930731.64,75779946.79,51156169.71,34275828.95,19619578.52,95763754.61,71172661.84,49333014.28,22898582.72,110307670.92,77449929.24,52572106.03,25942104.97,126082400.65,84517319.36,56345284.81,33742975.62,122612736.20,75539431.00,47645604.89,19708381.23,95018710.72,60327482.26,40707050.54,18019406.00,62924822.16,49058957.59,34390687.78,14922717.47,66820251.43,40575962.39,26602871.64,11171329.59,31341947.85,29331964.31,18041228.16,6949802.06,36411525.15,24417574.57,16894940.49,7308066.31,30897290.36,29534630.43,14197618.73,0.0
8,财务费用,1642259.74,11677331.15,6492584.96,3498137.29,1422714.55,32551732.36,36124035.10,18499878.52,13242260.05,45114750.77,32770451.49,23278387.75,13117177.78,71596955.81,16152712.50,10885403.14,5622272.64,23175167.09,17742844.67,12169824.43,6262497.14,12709031.57,7671892.54,4537337.42,2035500.19,11914235.21,8971734.79,5680397.64,2861151.64,14293694.10,9945611.11,7880278.75,4726828.08,16417767.19,11832506.77,8080158.12,4071060.40,12243014.77,9159382.65,7993547.53,3836414.88,14591351.97,11099562.91,7232728.91,4114541.06,10886370.16,12710746.35,8190419.48,3482072.18,6359259.12,8746752.56,5445524.98,2332739.21,13679968.71,10743320.01,6943425.27,3339161.19,12502933.60,11018117.54,9151197.14,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,-3410652.12,32699266.31,5679452.76,7020110.63,3422492.28,3787397.24,2957930.32,1606280.99,803164.90,4887638.87,4785409.77,4789692.93,454965.18,11692525.81,4983553.18,1887553.07,512645.05,15002041.88,1054288.82,1127871.25,1059663.22,2981719.30,1844708.25,2109910.72,1914840.94,1986638.84,2142789.95,680909.95,992749.94,477427.60,334741.24,72281.02,2743846.93,1722949.84,913228.96,1437640.70,1102841.13,-494519.47,172741.28,-654311.77,55146.01,3870359.99,-114746.78,1678986.40,493304.51,884732.91,1217290.76,1460402.65,1437935.76,548309.97,285246.23,259791.92,259791.92,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,3996200.00,3996200.00,800000.00,0,400000.00,400000.00,400000.00,0,0,0,0,0,456.00,456.00,456.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34667.00,34667.00,0,0,-1362461.69,-4875957.15,599961.53,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,7114798.22,177020433.82,150779974.40,134908214.43,70838720.87,308344910.61,242091275.67,157654539.16,81815660.03,234845722.75,171704237.69,132054770.70,76326404.11,18573265.54,-77887460.38,-43242839.58,-27108684.82,-129538336.49,-88780650.96,-53619192.58,-25220579.72,-149210958.80,-81391613.92,-41181382.79,-14405788.56,15599485.21,21560779.44,21151254.28,11068595.20,124348989.79,139280058.30,105221812.40,41689718.74,203817323.07,155816391.81,88311793.93,29951194.50,111134853.04,78018720.38,62204158.83,31104309.26,105121369.62,80209887.35,52712609.64,19710097.77,202511251.03,179448471.23,82042051.49,23206751.25,112673212.63,69069336.98,50464572.05,23740368.38,106845488.58,82655803.23,49523141.48,26808335.47,101233696.97,61976293.01,35532297.89,0.0
16,加:营业外收入,0,2750049.55,8100.00,3000.00,0,4600.00,4600.00,4600.00,0,4000.00,0,0,0,57659985.07,18205594.06,3031661.63,357142.86,5505443.32,3684500.78,3286531.01,1638142.86,2759981.52,1661466.97,1257324.12,517855.82,51124619.20,30353676.65,29968843.80,2239188.86,36587096.58,17809232.48,17402089.63,369124.85,4798335.94,2878386.44,2518243.59,2121848.73,4598615.06,1681428.57,1324285.71,357142.85,1719111.42,1600063.82,820365.72,119047.62,2012220.42,1271138.71,714285.71,0,398536.52,1117715.00,660465.00,270465.00,2197369.20,1625968.20,1158258.20,1081482.20,846961.29,715159.00,634813.40,0.0
17,减：营业外支出,0,89210.71,89210.71,19210.71,0,6767110.26,324697.86,254697.86,0,107555.76,107555.76,107555.76,0,12649043.01,10856174.67,7505649.01,2780417.49,11813536.74,7927505.48,6521684.54,3894186.39,5334635.14,256295.19,252335.19,158445.00,674819.76,3405971.32,3405623.56,101733.60,5818744.72,6831220.75,6828526.65,187407.27,3216456.43,3197788.01,3117788.01,30913.00,2552815.54,113497.31,113497.31,37027.51,93992.18,88045.06,66390.08,15548.00,7575751.64,7295712.14,6633212.18,136926.57,229262.54,223094.44,223094.44,90701.66,974272.36,707729.74,694590.04,656943.66,2663941.16,837596.32,646459.07,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4986913.17,0,98445.00,0,0,0,36379.00,36379.00,5653104.04,0,449093.25,0,3060212.87,0,0,0,0,0,0,0,0,0,87452.00,0,5092496.51,0,5092496.51,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,7114798.22,179681272.66,150698863.69,134892003.72,70838720.87,301582400.35,241771177.81,157404441.30,81815660.03,234742166.99,171596681.93,131947214.94,76326404.11,63584207.60,-70538040.99,-47716826.96,-29531959.45,-135846429.91,-93023655.66,-56854346.11,-27476623.25,-151785612.42,-79986442.14,-40176393.86,-14046377.74,66049284.65,48508484.77,47714474.52,13206050.46,155117341.65,150258070.03,115795375.38,41871436.32,205399202.58,155496990.24,87712249.51,32042130.23,113180652.56,79586651.64,63414947.23,31424424.60,106746488.86,81721906.11,53466585.28,19813597.39,196947719.81,173423897.80,76123125.02,23069824.68,112842486.61,69963957.54,50901942.61,23920131.72,108068585.42,83574041.69,49986809.64,27232874.01,99416717.10,61853855.69,35520652.22,0.0
20,减：所得税费用,1501132.93,33532685.23,41658837.60,34446978.99,17521157.92,63551188.00,52238714.55,32238309.91,17478022.30,28329145.60,42042064.74,31884685.01,19310581.86,35415470.77,1131771.49,-333041.22,68672.11,-1190805.97,-405745.41,299645.69,309731.33,-1160449.28,77488.45,-62645.53,-166311.59,4545504.77,8136714.70,7788643.98,2475825.92,24689223.57,25292793.32,19747438.57,6593126.17,32505947.31,24154717.06,13667146.78,4841231.71,17459027.43,11928998.02,10048260.72,4483018.67,16259074.37,12452646.86,8302281.03,3187150.23,29674666.25,26392577.37,11474564.09,3325139.72,17424883.50,10929584.32,7820661.52,3522318.33,16354755.43,12293954.39,7498805.08,4183615.10,16771959.52,10091693.46,5511709.50,0.0
21,五、净利润,5613665.29,146148587.43,109040026.09,100445024.73,53317562.95,238031212.35,189532463.26,125166131.39,64337637.73,206413021.39,129554617.19,100062529.93,57015822.25,28168736.83,-71669812.48,-47383785.74,-29600631.56,-134655623.94,-92617910.25,-57153991.80,-27786354.58,-150625163.14,-80063930.59,-40113748.33,-13880066.15,61503779.88,40371770.07,39925830.54,10730224.54,130428118.08,124965276.71,96047936.81,35278310.15,172893255.27,131342273.18,74045102.73,27200898.52,95721625.13,67657653.62,53366686.51,26941405.93,90487414.49,69269259.25,45164304.25,16626447.16,167273053.56,147031320.43,64648560.93,19744684.96,95417603.11,59034373.22,43081281.09,20397813.39,91713829.99,71280087.30,42488004.56,23049258.91,82644757.58,51762162.23,30008942.72,0.0
22,归属于母公司所有者的净利润,5613665.29,146148587.43,109040026.09,100445024.73,53317562.95,238031212.35,189532463.26,125166131.39,64337637.73,206413021.39,129554617.19,100062529.93,57015822.25,28082357.45,-71255334.37,-46668197.25,-29321962.13,-134650538.29,-92807272.23,-57241500.58,-27884225.86,-151079421.39,-80326692.27,-40222963.24,-13880092.65,61034695.52,40374410.04,39996167.22,10743374.54,128660034.08,123547818.29,95303489.48,35253693.04,172892184.23,131342273.18,74045102.73,27200898.52,95721625.13,67657653.62,53366686.51,26941405.93,90487414.49,69269259.25,45164304.25,16626447.16,166089748.58,145848015.45,63465255.95,19122944.93,96678566.46,59923561.06,42948761.46,20388391.45,91506205.88,70907787.88,42892720.28,22981718.53,82510414.87,51760801.75,30008942.72,0.0
23,少数股东损益,0,0,0,0,0,0.00,0,0,0,0,0,0,0,86379.38,-414478.11,-715588.49,-278669.43,-5085.65,189361.98,87508.78,97871.28,454258.25,262761.68,109214.91,26.50,469084.36,-2639.97,-70336.68,-13150.00,1768084.00,1417458.42,744447.33,24617.11,1071.04,0,0,0,0,0,0,0,0,0,0,0,1183304.98,1183304.98,1183304.98,621740.03,-1260963.35,-889187.84,132519.63,9421.94,207624.11,372299.42,-404715.72,67540.38,134342.71,1360.48,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.005300,0.138800,0.103600,0.095400,0.050600,0.226100,0.180000,0.118900,0.091700,0.294100,0.184600,0.142500,0.081200,0.040000,-0.198800,-0.130200,-0.081800,-0.375700,-0.258900,-0.160000,-0.077800,-0.420000,-0.220000,-0.110000,-0.040000,0.170000,0.110000,0.110000,0.030000,0.360000,0.340000,0.270000,0.100000,0.480000,0.370000,0.210000,0.080000,0.270000,0.190000,0.150000,0.080000,0.250000,0.190000,0.130000,0.050000,0.460000,0.410000,0.280000,0.120000,0.620000,0.390000,0.280000,0.140000,0.760000,0.590000,0.360000,0.190000,0,0,0,0.0
26,稀释每股收益(元/股),0.005300,0.138800,0.103600,0.095400,0.050600,0.226100,0.180000,0.118900,0.091700,0.294100,0.184600,0.142500,0.081200,0.040000,-0.198800,-0.130200,-0.081800,-0.375700,-0.258900,-0.160000,-0.077800,-0.420000,-0.220000,-0.110000,-0.040000,0.170000,0.110000,0.110000,0.030000,0.360000,0.340000,0.270000,0.100000,0.480000,0.370000,0.210000,0.080000,0.270000,0.190000,0.150000,0.080000,0.250000,0.190000,0.130000,0.050000,0.460000,0.410000,0.280000,0.120000,0.620000,0.390000,0.280000,0.140000,0.760000,0.590000,0.360000,0.190000,0,0,0,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,5613665.29,146148587.43,109040026.09,100445024.73,53317562.95,238031212.35,189532463.26,125166131.39,64337637.73,206413021.39,129554617.19,100062529.93,57015822.25,28168736.83,-71669812.48,-47383785.74,-29600631.56,-134655623.94,-92617910.25,-57153991.80,-27786354.58,-150625163.14,-80063930.59,-40113748.33,-13880066.15,61503779.88,40371770.07,39925830.54,10730224.54,130428118.08,124965276.71,96047936.81,35278310.15,172893255.27,131342273.18,74045102.73,27200898.52,95721625.13,67657653.62,53366686.51,26941405.93,90487414.49,69269259.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,5613665.29,146148587.43,109040026.09,100445024.73,53317562.95,238031212.35,189532463.26,125166131.39,64337637.73,206413021.39,129554617.19,100062529.93,57015822.25,28082357.45,-71255334.37,-46668197.25,-29321962.13,-134650538.29,-92807272.23,-57241500.58,-27884225.86,-151079421.39,-80326692.27,-40222963.24,-13880092.65,61034695.52,40374410.04,39996167.22,10743374.54,128660034.08,123547818.29,95303489.48,35253693.04,172892184.23,131342273.18,74045102.73,27200898.52,95721625.13,67657653.62,53366686.51,26941405.93,90487414.49,69269259.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0,0,0,0,0,0,86379.38,-414478.11,-715588.49,-278669.43,-5085.65,189361.98,87508.78,97871.28,454258.25,262761.68,109214.91,26.50,469084.36,-2639.97,-70336.68,-13150.00,1768084.00,1417458.42,744447.33,24617.11,1071.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
