,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2333745630.97,1623250801.74,828482939.04,3030758905.79,2214974913.98,1373957799.53,592112386.81,2107385087.61,1404790521.39,868066561.62,394606437.67,1814658054.48,1302375149.70,890191726.23,436951538.42,2215867433.47,1662180535.23,1160198318.32,628211693.27,1920004834.55,1348500462.08,959473273.76,549887616.14,2106355242.42,1577973677.66,1114894424.25,607866880.73,1926491503.25,1169038075.90,848845229.80,487569254.06,1690319425.27,1212753376.95,854390970.37,458905475.54,1418906068.92,1006736422.74,707956338.77,378609592.88,1177714799.42,803334542.00,532130105.33,289975505.13,1076491539.05,750549854.31,525146323.54,294665964.27,799330696.32,517239083.44,327069830.49,184920503.80,822938006.95,503294955.59,315885245.04,179684498.72,614607973.85,404561913.50,280409176.46,142424595.36,657822704.80,411682193.70,283253728.66,137843030.45,573419444.40,282833235.75,196836599.06,100214085.14,635917345.94,399825756.35,289430473.07,0,523058311.75,222104612.39,454143608.56,203001064.62,359572750.83,137572730.21,316262997.98,169149731.98,366012427.19,188737250.00,301625986.86,209494630.00,146804700.00,0.0
2,营业收入,2333745630.97,1623250801.74,828482939.04,3030758905.79,2214974913.98,1373957799.53,592112386.81,2107385087.61,1404790521.39,868066561.62,394606437.67,1814658054.48,1302375149.70,890191726.23,436951538.42,2215867433.47,1662180535.23,1160198318.32,628211693.27,1920004834.55,1348500462.08,959473273.76,549887616.14,2106355242.42,1577973677.66,1114894424.25,607866880.73,1926491503.25,1169038075.90,848845229.80,487569254.06,1690319425.27,1212753376.95,854390970.37,458905475.54,1418906068.92,1006736422.74,707956338.77,378609592.88,1177714799.42,803334542.00,532130105.33,289975505.13,1076491539.05,750549854.31,525146323.54,294665964.27,799330696.32,517239083.44,327069830.49,184920503.80,781437944.81,477283505.35,300716312.59,168684569.39,582492303.96,384101929.70,265372730.96,133879058.29,609732252.63,387411569.23,264946782.87,129071127.97,538868715.96,259526483.71,179404575.34,89831639.23,617963391.94,388742210.73,283998605.25,0,507904206.98,216805193.97,448001619.49,201271459.27,346045269.21,127699616.89,307699589.67,161813149.31,365257814.63,188290310.00,293328945.75,204869320.00,142455820.00,0.0
3,二、营业总成本,2197791281.78,1518433629.20,766504614.71,2745048628.01,2030787022.41,1246924520.47,519243089.23,1850597227.66,1215806144.88,748089316.98,341531104.44,1563876556.18,1099087849.13,740907045.81,380308271.02,2084143503.11,1507472343.19,1040361966.96,566207408.06,1773359640.68,1233804761.26,877143820.02,495264924.89,1959481393.22,1471690802.78,1033545154.71,559636455.77,1771830651.31,1088707576.81,783484718.27,448431257.92,1591425087.63,1152491376.37,804451965.42,427013378.92,1386863251.73,984185817.08,692169099.86,371464410.61,1224372829.28,831283935.56,538605242.18,289058534.75,1076873209.92,748456979.07,520427351.12,293614545.04,809018006.05,523262219.59,325655305.46,182809431.80,816205091.29,497180852.49,312279874.07,178259985.20,699198338.00,426027944.44,281300918.83,135012983.30,635504621.61,379826203.41,260604217.56,125709403.72,549540507.45,263597299.14,172802347.22,84400653.08,575207509.58,345661072.82,250025638.58,0,457205346.52,190809144.37,385173734.43,173862746.86,299315675.02,132800620.55,296387065.54,156857375.46,339178601.11,179882760.00,270598238.41,188970040.00,131040810.00,0.0
4,营业成本,1985313670.54,1380592053.15,698431054.12,2430046759.01,1817702662.54,1112260307.98,467040538.16,1609028473.21,1069354046.41,662237145.74,293023486.22,1364855115.36,987964544.46,686022905.98,327178375.07,1721159970.50,1271196075.21,894691549.35,497651109.94,1506494963.64,1063526557.18,760593549.45,437582543.23,1717478823.55,1303862772.68,920836687.86,501053092.78,1515774425.24,926459599.09,670225744.02,388277474.66,1354442997.88,987687159.59,695273507.75,365491500.37,1179556577.74,819773721.37,582153038.97,318555710.49,968870074.51,641109080.61,432581881.64,240001686.32,849129456.04,576367238.22,406846393.66,236584750.07,606557941.13,387912455.18,244495326.66,145649538.48,654048720.40,371006224.08,232702132.94,137634285.84,480581336.02,286917908.68,195490910.94,99127317.20,418894670.97,241694290.66,165115671.08,88119114.86,357425120.83,170547100.46,113907236.81,56925084.81,406987296.87,253761659.71,187845135.17,0,335841338.00,138451974.02,303640900.67,131118258.49,224457162.16,104181297.01,256095975.87,134839805.75,295927187.70,158065790.00,236316179.72,165878410.00,114013260.00,0.0
5,营业税金及附加,5898409.31,4050251.83,2565347.94,12156303.00,6035783.81,4010162.78,1358943.61,8473843.57,4210511.96,2545243.97,849144.54,9073896.33,5933225.93,4525390.92,2338831.49,29080768.02,22277576.17,16804516.20,10660660.23,37491789.88,23618001.96,17222218.74,8896129.12,41304565.88,27088760.57,20257312.57,11248502.30,42794860.13,28221625.16,21653335.05,12582197.46,45945085.06,28306211.53,20340761.11,12349822.81,30780101.20,21891103.88,15286887.47,6803449.06,25804631.79,15188239.71,8984093.33,3966612.45,29030438.90,20824406.64,11528802.91,5306832.62,24815318.16,16952771.17,6841375.84,3466741.32,8699815.96,8339910.79,5062593.26,2832835.35,14566283.97,9136156.26,6700972.30,3198316.85,22056039.74,14647313.26,9666590.69,4202279.92,19903409.71,9128709.67,5946923.32,3101853.77,22255258.49,14315675.17,10496876.83,0,14986175.33,5082065.13,9336736.59,3578476.13,6458954.87,1464453.29,1872646.77,852582.96,2153185.90,973670.00,1341769.44,1049960.00,310490.00,0.0
6,销售费用,21729957.57,15213371.82,8115069.61,38323812.21,13272940.47,7012483.00,3090338.41,31624837.68,8763893.44,5601372.41,2648655.98,29877024.98,8362484.14,5368459.03,2334246.70,129055578.38,124348766.01,80426463.96,42229678.54,140700644.19,96750604.50,62188377.65,35119230.93,142030655.30,105991864.51,68491675.79,34068878.43,139287718.74,81533623.83,54472031.97,27643996.48,111976599.85,77500327.58,48749921.73,28517225.44,28645924.17,33851048.10,16276676.11,27411278.47,32775198.56,25802196.88,16355458.96,6354265.92,34127173.08,25136739.79,16784853.77,8805494.95,31631549.99,18854849.58,12066998.63,5967289.59,26735524.66,17801363.32,12017683.54,6387776.96,34582309.79,22026768.38,15156597.92,7131789.71,57188835.57,32314440.02,22114947.93,7758706.74,47263635.85,17421801.63,8212729.55,2999178.29,34928099.07,14826163.17,7684561.98,3443860.71,23175077.75,10156538.37,16190193.59,7392127.02,15032347.76,6000699.22,18694847.73,9485414.79,20011371.60,10087980.00,14414508.99,10118830.00,8138390.00,0.0
7,管理费用,90709121.13,61246772.25,29775557.53,129127412.31,99139320.39,103715694.03,48925691.79,189424930.08,125035634.96,67802321.93,46285271.86,177736268.03,122057117.00,69187790.41,47745571.44,163972756.32,96227325.38,54109885.97,16829235.93,65858824.65,36185285.90,23212385.70,13673818.34,56732174.06,34444089.37,23488418.24,12148190.27,58314473.98,38054865.07,28311835.03,15265198.55,57573107.09,44642213.91,30887119.91,14697266.69,128838060.84,89014275.45,66387657.20,13288513.99,149974448.60,119773942.66,59104791.45,29735927.09,126334693.44,96477130.25,66211992.20,33293661.67,109359800.03,71828805.35,42930381.25,18207705.22,92333292.22,75724928.26,46155940.99,21485573.68,133521638.35,86161126.75,53265048.07,21418594.09,105773134.23,72561002.46,51727764.52,19395335.24,98299991.21,55470346.83,35167201.69,17491097.80,89248708.86,50867124.56,36143965.70,20264699.40,69875138.09,32254018.35,48025763.14,24800928.47,43025140.11,18034571.30,18580034.57,10770553.27,19981127.78,8982610.00,14297784.99,9723030.00,6911990.00,0.0
8,财务费用,28337042.44,15088872.09,5948777.77,12552863.86,5561229.14,1838201.79,-1172422.74,-4279840.36,-1986571.51,-525396.69,-1275454.16,-1157351.54,-909758.71,122263.16,711246.32,-292494.73,-3093395.18,-2431909.03,-1163276.58,-1277871.32,-777537.52,-574610.76,-6796.73,443123.99,275087.81,442832.41,1117791.99,14236897.78,13802059.29,8185967.83,4662390.77,20263332.59,14195826.34,9041017.50,5968263.61,19917368.12,19317350.86,11671210.08,6052958.60,32268783.19,24557801.31,16734842.41,8992917.97,40673750.65,30713986.59,20109279.11,9623805.73,37525650.82,28048644.23,19656529.00,9518157.19,34387738.05,24308426.04,16341523.34,9919513.37,35946769.87,21785984.37,10687389.60,4136965.45,31591941.10,18609157.01,11979243.34,6233966.96,26648349.85,11029340.55,9568255.85,3883438.41,21788146.29,11890450.21,7855098.90,3851399.90,13327617.35,4864548.50,15273420.01,6972956.75,10332845.20,3119599.73,1143560.60,909018.69,1105728.13,1772710.00,4227995.27,2199810.00,1666680.00,0.0
