,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,30702451541.39,20850804944.34,10545449942.88,38380907262.30,27823789884.46,17550896091.49,9203779298.47,24939637653.31,16155155421.50,9221642780.74,4189066159.18,13605921667.98,10168529327.22,6359731832.14,3128196070.50,11117734985.59,8221318395.92,5395967380.33,2673635927.74,9802350831.77,7214181546.65,4693506381.97,2298863210.16,7993433971.65,5914157971.26,3765159034.29,1865145484.62,6418021706.24,4764470182.77,3122874508.84,1653468493.63,5305028948.52,3981390670.51,2616432716.32,1355434503.74,3999052353.44,3082034775.47,2016048687.26,915332735.20,2710042867.69,1986914645.14,1189295421.70,537291809.77,2211799530.87,1679922365.82,1077324174.57,549918992.61,2495001667.21,1807386901.04,1205593407.29,729316384.22,2694801246.57,2090019025.34,1389140455.60,799409627.63,2660246753.08,2319739001.28,1530783656.45,793972025.74,2328920481.34,1733040783.09,1064757917.89,514554027.75,1457772523.43,1041040557.01,579289555.50,184655684.43,829566241.22,539972300.12,326294805.84,0,786198337.05,236895825.74,199064259.00,100734934.57,88392314.33,53528825.75,64476697.17,36598410.59,62673289.49,77828998.52,49824557.59,0.0
2,营业收入,30702451541.39,20850804944.34,10545449942.88,38380907262.30,27823789884.46,17550896091.49,9203779298.47,24939637653.31,16155155421.50,9221642780.74,4189066159.18,13605921667.98,10168529327.22,6359731832.14,3128196070.50,11117734985.59,8221318395.92,5395967380.33,2673635927.74,9802350831.77,7214181546.65,4693506381.97,2298863210.16,7993433971.65,5914157971.26,3765159034.29,1865145484.62,6418021706.24,4764470182.77,3122874508.84,1653468493.63,5305028948.52,3981390670.51,2616432716.32,1355434503.74,3999052353.44,3082034775.47,2016048687.26,915332735.20,2710042867.69,1986914645.14,1189295421.70,537291809.77,2211799530.87,1679922365.82,1077324174.57,549918992.61,2495001667.21,1807386901.04,1205593407.29,729316384.22,2690784500.59,2085754890.71,1386180832.39,797424324.67,2657991886.38,2313455152.47,1527447834.35,792542726.17,2321947095.57,1730888049.11,1063270498.92,514335519.04,1456410012.04,1040716861.74,578993679.58,184660683.02,829427619.18,539822114.46,326288383.17,0,765051545.72,237149092.96,198977073.22,100659141.92,88391743.40,53528825.75,64476697.17,36598410.59,62673289.49,77828998.52,49824557.59,0.0
3,二、营业总成本,29770336538.43,20213578224.08,10257005335.54,37684969302.44,26990220186.19,16964017639.00,8903306604.03,23682965919.18,15404768446.49,8774749292.47,4006834246.75,12965687448.45,9817478083.14,6192459260.89,3049477204.05,10878377541.55,8094438936.99,5314199894.24,2611229183.79,9654918863.95,7069130645.47,4578531666.49,2235693597.60,7904688378.79,5831770708.91,3657235403.95,1812134065.44,6339881672.75,4661327128.59,3044346716.97,1610395715.31,5203208097.53,3883973350.23,2541253282.70,1302947199.12,3926214644.22,3035890686.01,1974851562.29,883695655.64,2741172956.10,1978084100.15,1190708016.39,537503404.95,2281581852.23,1695793473.02,1087362415.19,560153987.89,2501208409.97,1753238070.20,1164017806.87,719889696.04,2783815388.78,2068192682.41,1377901154.59,795214006.53,3166187965.28,2309890954.05,1522795700.17,794413026.27,2249345621.39,1720828611.18,1058427654.81,527427752.08,1378731591.35,1003235588.05,555934533.60,194208513.19,763006194.38,474443617.35,290448495.36,0,677863469.08,171081448.29,120792004.39,69069102.46,62744820.18,26789846.61,37937579.34,21912451.29,45390456.42,59768724.73,39360020.22,0.0
4,营业成本,26694240553.50,18187732572.64,9308839951.85,33340116083.08,24311285166.28,15343660677.66,8163575651.10,21344139067.45,14001175832.98,8026010980.22,3674217319.85,11582266719.60,8853230134.11,5545169264.67,2741944855.67,9489491978.14,7114848440.70,4662885750.42,2329503590.11,8371730930.99,6177273161.94,4010231203.23,1957026271.34,6782942194.40,5049425590.42,3201237215.48,1589760506.76,5447964869.24,4030334862.08,2629303606.43,1426572975.93,4424187559.78,3347273224.34,2195046239.23,1143153745.35,3342059619.01,2624035325.53,1724784496.65,773739762.02,2243731255.19,1676367516.57,1010771170.45,455767419.90,1861651828.91,1418121763.82,903219792.76,456957818.43,2143435107.69,1495827297.11,997166788.38,635295536.97,2329180850.36,1801444144.90,1201402570.94,701365160.73,2410828303.97,2024550306.20,1331365571.29,692729904.08,1846149343.28,1487575570.51,900608762.29,427350969.27,912065433.18,689902175.64,366008921.51,104503111.64,231300742.93,147158026.84,92362621.97,0,235006770.24,46179692.17,41866991.57,26315653.12,19963028.80,11431197.80,16429745.64,7695470.63,15544539.60,19640043.46,20600312.49,0.0
5,营业税金及附加,87411355.33,56096240.43,27147001.68,116175597.28,75601169.18,48590604.97,23390975.40,86361544.76,52952966.04,31614006.67,14377997.66,47837901.44,22746490.91,14268625.75,7510935.07,34104323.64,24131082.91,15826905.07,7764696.69,29098756.90,21029964.81,13090733.65,5961317.42,25393292.16,18198251.39,9985078.69,4541043.33,21639393.77,15682927.63,9255629.66,4209027.43,19475446.38,13690685.67,8212501.75,3796224.49,10230856.91,7333647.91,5270231.31,2639432.72,8775382.21,5395020.28,2942031.86,1646745.62,4912512.90,3233443.06,2278177.45,1479502.12,4762304.69,2885288.16,1872774.61,1034192.57,4434384.76,3327750.06,2312692.27,1004353.07,4917224.60,3899734.01,2744126.08,1319771.65,6478874.13,3610495.96,2512506.79,1236759.84,4162591.72,2918387.59,1556404.79,771538.39,4753392.49,2854995.29,1987152.88,0,5250945.24,1733033.95,871672.88,404961.72,750242.30,514483.03,884247.90,492382.60,794382.91,548048.62,281488.65,0.0
6,销售费用,1371007549.17,877272285.64,397281346.26,1770913512.20,1258081252.18,776315591.11,344650287.23,1248026150.74,690068863.64,339658551.89,146004695.64,705013515.52,459059954.74,291606105.14,121994657.48,638701794.15,435891590.97,300210650.82,123858264.60,643794774.01,435145121.49,280277778.08,125120839.96,572308143.80,410001832.94,206948698.89,101791314.96,421765777.79,292941729.26,189788336.30,73767561.10,399652605.47,265452204.12,165009038.58,71124681.96,272644353.44,199305923.02,111084398.66,43553513.97,237860650.69,120855653.55,67454013.22,30283583.40,193874599.26,109044426.27,67716158.19,41900385.75,149365140.41,96708443.54,62451343.63,30142413.15,178278249.18,110821911.87,70204766.55,39936174.83,226921195.48,154030605.67,102308572.14,54836739.19,277650830.79,123977490.68,86186484.87,60637018.70,308082785.14,245311112.03,160003617.25,55072814.84,359511921.39,245313119.68,152171896.48,70871049.07,309930522.22,84432133.09,32878201.65,16381319.98,24739335.29,14004420.37,11625280.02,9949459.11,15383301.41,31024533.43,12973862.94,0.0
7,管理费用,877380359.22,587304936.88,286473615.13,1174530881.70,762294189.27,493433351.27,225313631.17,664000609.57,468297901.48,282009307.02,132114320.18,457925783.64,335475405.36,219011861.30,117073417.01,467325696.66,338593835.67,214766298.90,98377212.23,392362988.00,289840136.81,186947053.62,96456005.68,340276010.37,234397203.56,157768873.72,77202838.56,296342478.26,211713723.41,141994502.00,71331078.59,234577092.30,169792833.91,111459393.09,55280665.82,207636501.36,138481635.12,88914446.67,43388751.18,166296315.61,127033992.47,80547164.39,37863736.41,150788852.96,104903387.53,68833701.58,39157566.13,156973276.08,99874324.02,67218445.32,35706698.89,200070034.78,115662418.75,75389422.51,41142317.95,446541543.12,93397652.80,62677353.21,34136235.67,74566735.44,78482402.18,50729421.19,29378043.52,94793877.71,34545617.80,10765541.79,26346067.90,136629709.46,59824406.34,34459051.07,23827374.62,100349821.91,29114149.59,20555955.30,15256502.27,11612263.09,174526.27,8930863.79,3817602.06,10782696.12,7391311.92,4974205.80,0.0
8,财务费用,713359222.16,482311732.34,226650239.26,903556233.46,545134916.35,300066913.72,147026768.21,317734604.70,183197715.30,92724764.93,37043904.74,161412988.53,143607138.16,119188422.52,61005025.29,217913768.50,175553352.13,115070134.80,52658836.67,188968018.32,139948994.98,84654591.82,50903573.83,162759527.54,117415668.04,79755830.41,38518010.42,148729010.16,107890819.14,71713668.80,34288066.80,111790211.39,83304397.22,57369569.08,29448849.50,85308462.73,60701536.85,39654799.85,20472272.65,65849281.44,47619124.27,28181620.39,11962659.80,70445272.72,54182096.95,39098646.13,19465728.40,60835641.68,56770295.41,34136032.97,17710854.46,71851869.70,36936456.83,28591702.32,11765999.95,76979698.11,34012655.37,23700077.45,11390375.68,44499837.75,27182651.85,18390479.67,8824960.75,59626903.60,30558294.99,17600048.26,7514980.42,30810428.11,19293069.20,9467772.96,7991602.04,27325409.47,9622439.49,24619182.99,10710665.37,5679950.70,665219.14,67441.99,-42463.11,2885536.38,1164787.30,530150.34,0.0
9,研发费用,26937499.05,22860456.15,10334180.91,44847510.81,27283537.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,279000.45,334829483.91,10539955.90,1950500.27,-650709.08,22703941.96,9075167.05,2731681.74,3076008.68,11230539.72,3358959.86,3214981.51,-51686.47,30839980.46,5420634.61,5440154.23,-933416.51,28963395.73,5893265.44,3330306.09,225589.37,21009210.52,2332162.56,1539706.76,320351.41,3440143.53,2763067.07,2290973.78,227005.46,13525182.21,4460004.97,4156540.97,143032.00,8334850.77,6032617.58,5143189.15,-98076.90,18660070.96,812793.01,812016.08,-20740.18,-91214.52,6308355.39,6215939.08,1192987.06,-14163060.58,1172421.96,1172421.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
