,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,232472000000.00,176293000000.00,118180000000.00,62100000000.00,212654000000.00,157832000000.00,101865000000.00,49099000000.00,196011000000.00,149716000000.00,103688000000.00,54885000000.00,193129000000.00,147301000000.00,103339000000.00,56033000000.00,193828000000.00,146413000000.00,96722000000.00,49405000000.00,177401000000.00,135169000000.00,90423000000.00,44728000000.00,164435000000.00,124222000000.00,84812000000.00,42187000000.00,147337000000.00,109665000000.00,73642000000.00,36515000000.00,126956000000.00,94195000000.00,61937000000.00,30239000000.00,104234000000.00,75969000000.00,49398000000.00,23936000000.00,80937000000.00,57439000000.00,36813000000.00,17865000000.00,76660000000.00,57409000000.00,37639000000.00,18023000000.00,62322000000.00,43568000000.00,27208000000.00,12796000000.00,43459000000.00,31593000000.00,20264000000.00,9647000000.00,26124000000.00,25167000000.00,16947000000.00,20904000000.00,17253000000.00,9855000000.00,21705907000.00,17687429000.00,11505286602.19,0.0
2,利息净收入,144083000000.00,106327000000.00,70062000000.00,34857000000.00,130908000000.00,95175000000.00,60658000000.00,30469000000.00,127366000000.00,94837000000.00,62708000000.00,31217000000.00,134871000000.00,100764000000.00,68148000000.00,34028000000.00,144172000000.00,107975000000.00,71059000000.00,35002000000.00,134776000000.00,102380000000.00,67211000000.00,32282000000.00,130658000000.00,97635000000.00,65008000000.00,32031000000.00,120126000000.00,89101000000.00,58394000000.00,28367000000.00,102601000000.00,75885000000.00,49288000000.00,23735000000.00,84995000000.00,61500000000.00,39896000000.00,19030000000.00,66564000000.00,47068000000.00,29680000000.00,14516000000.00,65636000000.00,50112000000.00,32926000000.00,16397000000.00,53742000000.00,26859000000.00,16885000000.00,10998000000.00,39803000000.00,21250000000.00,13733000000.00,8787000000.00,24130000000.00,23091000000.00,14942000000.00,21210000000.00,18036000000.00,11386000000.00,15383328000.00,12462652000.00,10812690692.55,0.0
3,其中：利息收入,367453000000.00,274701000000.00,181862000000.00,90024000000.00,348864000000.00,259938000000.00,170546000000.00,85428000000.00,317518000000.00,234988000000.00,154381000000.00,75988000000.00,289844000000.00,215750000000.00,144361000000.00,72481000000.00,305126000000.00,229177000000.00,152283000000.00,75094000000.00,288509000000.00,216849000000.00,143412000000.00,69806000000.00,259292000000.00,190781000000.00,125089000000.00,61214000000.00,240596000000.00,179495000000.00,118203000000.00,57591000000.00,190872000000.00,138693000000.00,88084000000.00,41836000000.00,141905000000.00,102250000000.00,65833000000.00,31491000000.00,116639000000.00,85437000000.00,55559000000.00,27674000000.00,116880000000.00,87297000000.00,56022000000.00,27190000000.00,90118000000.00,52796000000.00,33103000000.00,18841000000.00,64559000000.00,38726000000.00,24999000000.00,14338000000.00,42525000000.00,36143000000.00,23278000000.00,34425000000.00,27404000000.00,17388000000.00,25712246000.00,21800586000.00,22972205007.07,0.0
4,减：利息支出,223370000000.00,168374000000.00,111800000000.00,55167000000.00,217956000000.00,164763000000.00,109888000000.00,54959000000.00,190152000000.00,140151000000.00,91673000000.00,44771000000.00,154973000000.00,114986000000.00,76213000000.00,38453000000.00,160954000000.00,121202000000.00,81224000000.00,40092000000.00,153733000000.00,114469000000.00,76201000000.00,37524000000.00,128634000000.00,93146000000.00,60081000000.00,29183000000.00,120470000000.00,90394000000.00,59809000000.00,29224000000.00,88271000000.00,62808000000.00,38796000000.00,18101000000.00,56910000000.00,40750000000.00,25937000000.00,12461000000.00,50075000000.00,38369000000.00,25879000000.00,13158000000.00,51244000000.00,37185000000.00,23096000000.00,10793000000.00,36376000000.00,25937000000.00,16218000000.00,7843000000.00,24756000000.00,17476000000.00,11266000000.00,5551000000.00,18395000000.00,13052000000.00,8336000000.00,13215000000.00,9368000000.00,6002000000.00,10328918000.00,9337934000.00,12159514314.52,0.0
5,手续费及佣金净收入,43625000000.00,34458000000.00,23122000000.00,12056000000.00,41237000000.00,31393000000.00,21182000000.00,10844000000.00,40551000000.00,30608000000.00,21261000000.00,11279000000.00,36795000000.00,28898000000.00,20964000000.00,10772000000.00,35027000000.00,27428000000.00,19386000000.00,9875000000.00,29604000000.00,22984000000.00,15701000000.00,7639000000.00,25968000000.00,19501000000.00,13895000000.00,6934000000.00,20882000000.00,15543000000.00,10962000000.00,6041000000.00,19549000000.00,15044000000.00,10044000000.00,4956000000.00,14479000000.00,10665000000.00,7125000000.00,3469000000.00,11399000000.00,8533000000.00,5476000000.00,2414000000.00,8837000000.00,6814000000.00,4653000000.00,2059000000.00,7188000000.00,5135000000.00,3098000000.00,1208000000.00,3021000000.00,2156000000.00,1362000000.00,621000000.00,2025000000.00,1428000000.00,878000000.00,1626000000.00,1227000000.00,720000000.00,1108478000.00,821782000.00,667642617.97,0.0
6,其中:手续费及佣金收入,47669000000.00,37445000000.00,25070000000.00,13096000000.00,44673000000.00,33880000000.00,22746000000.00,11685000000.00,44060000000.00,33236000000.00,23045000000.00,12202000000.00,39884000000.00,30995000000.00,22238000000.00,11406000000.00,38231000000.00,29903000000.00,20972000000.00,10595000000.00,32914000000.00,25397000000.00,17314000000.00,8462000000.00,29405000000.00,22015000000.00,15549000000.00,7735000000.00,24126000000.00,17867000000.00,12461000000.00,6799000000.00,22464000000.00,17083000000.00,11343000000.00,5584000000.00,17076000000.00,12512000000.00,8310000000.00,4075000000.00,13414000000.00,9860000000.00,6237000000.00,2737000000.00,10121000000.00,7633000000.00,5200000000.00,2305000000.00,8156000000.00,5977000000.00,3629000000.00,1451000000.00,3718000000.00,2551000000.00,1620000000.00,763000000.00,2396000000.00,1687000000.00,1048000000.00,1935000000.00,1434000000.00,861000000.00,1393713000.00,1066538000.00,900056968.42,0.0
7,减：手续费及佣金支出,4044000000.00,2987000000.00,1948000000.00,1040000000.00,3436000000.00,2487000000.00,1564000000.00,841000000.00,3509000000.00,2628000000.00,1784000000.00,923000000.00,3089000000.00,2097000000.00,1274000000.00,634000000.00,3204000000.00,2475000000.00,1586000000.00,720000000.00,3310000000.00,2413000000.00,1613000000.00,823000000.00,3437000000.00,2514000000.00,1654000000.00,801000000.00,3244000000.00,2324000000.00,1499000000.00,758000000.00,2915000000.00,2039000000.00,1299000000.00,628000000.00,2597000000.00,1847000000.00,1185000000.00,606000000.00,2015000000.00,1327000000.00,761000000.00,323000000.00,1284000000.00,819000000.00,547000000.00,246000000.00,968000000.00,842000000.00,531000000.00,243000000.00,697000000.00,395000000.00,258000000.00,142000000.00,371000000.00,259000000.00,170000000.00,309000000.00,207000000.00,141000000.00,285235000.00,244756000.00,232414350.45,0.0
8,汇兑收益,2629000000.00,2171000000.00,877000000.00,-125000000.00,3636000000.00,3259000000.00,1112000000.00,-1386000000.00,-1052000000.00,-674000000.00,-103000000.00,547000000.00,4520000000.00,789000000.00,557000000.00,669000000.00,4376000000.00,2915000000.00,155000000.00,562000000.00,4480000000.00,3372000000.00,1740000000.00,1611000000.00,546000000.00,-404000000.00,-217000000.00,64000000.00,1491000000.00,1495000000.00,1127000000.00,739000000.00,857000000.00,590000000.00,727000000.00,293000000.00,650000000.00,858000000.00,832000000.00,468000000.00,483000000.00,226000000.00,266000000.00,-59000000.00,927000000.00,-353000000.00,-326000000.00,-335000000.00,867000000.00,636000000.00,531000000.00,0,433000000.00,385000000.00,250000000.00,0,338000000.00,0,0,574000000.00,0,0,536392000.00,380620000.00,327267685.32,0.0
