,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,13265430498.21,8392577234.11,4677035972.67,19334190300.77,13662236510.11,9070206020.77,4139709892.93,17448877298.21,12203709916.45,7785755658.46,3737844510.78,13565499633.00,9393210888.80,6023272074.56,2920470989.87,10975218667.98,8156814873.74,5759165644.67,2468928201.26,8879174823.61,6534780017.03,4229554507.95,2035379862.72,11291254031.35,8835522635.33,6338987641.48,3500728373.13,12496834803.13,8515585856.19,5636413264.59,2736155455.74,11667991554.08,9227774726.16,6093655628.86,2924550754.10,8296490195.97,5479998451.85,3393830326.93,1386686207.69,6378893340.25,4442252224.77,2460096578.91,1093101379.12,7620306123.28,6398107884.63,4417319543.94,2079559457.73,7176379790.55,5050557917.53,2933776231.70,1346847210.59,4608885058.77,3252899704.08,2048419439.98,965157480.61,2876420954.55,1964381747.55,1263224752.59,575893702.26,2378793722.98,1753404774.37,1088300127.27,531434759.04,1386561498.54,971267533.88,585038445.23,225486572.39,1006368396.77,706039942.12,470985419.41,227667235.19,752674101.36,321843330.05,439218294.85,441162086.80,0.0
2,营业收入,13265430498.21,8392577234.11,4677035972.67,19334190300.77,13662236510.11,9070206020.77,4139709892.93,17448877298.21,12203709916.45,7785755658.46,3737844510.78,13565499633.00,9393210888.80,6023272074.56,2920470989.87,10975218667.98,8156814873.74,5759165644.67,2468928201.26,8879174823.61,6534780017.03,4229554507.95,2035379862.72,11291254031.35,8835522635.33,6338987641.48,3500728373.13,12496834803.13,8515585856.19,5636413264.59,2736155455.74,11667991554.08,9227774726.16,6093655628.86,2924550754.10,8296490195.97,5479998451.85,3393830326.93,1386686207.69,6378893340.25,4442252224.77,2460096578.91,1093101379.12,7620306123.28,6398107884.63,4417319543.94,2079559457.73,7176379790.55,5050557917.53,2933776231.70,1346847210.59,4600085735.90,3250487182.42,2047217375.08,964300210.90,2871017533.79,1959995806.20,1259815122.61,575633965.78,2375724981.57,1751250007.97,1087222141.34,530804347.14,1383100538.81,969625325.28,584563349.08,225409196.45,1005990475.64,704898035.86,470612212.40,227468978.99,748055228.13,320617748.77,439180571.39,441182506.81,0.0
3,二、营业总成本,13129306944.88,8327415013.47,4609031160.36,19322816998.04,13643390045.36,9065231229.06,4149926411.98,16982666152.02,11990274275.86,7748427242.84,3710445525.92,13309818767.77,9207748298.17,5915388459.51,2846202837.78,11403717865.26,8589585781.74,5977282025.13,2598958422.96,9130258451.01,6748978276.24,4396117675.09,2139640191.70,11989183004.30,9350775399.83,6723910618.20,3583001404.23,12520643369.77,8447464257.19,5660120534.44,2673564893.57,11568471798.81,9059681560.44,5955360004.13,2841819553.65,8122340204.59,5395861967.94,3356373137.67,1347909049.03,6303198403.85,4401410714.89,2452353598.70,1089842190.42,7676820154.04,6317519160.66,4345344828.96,2035446846.08,6970972534.81,4857580693.10,2821789455.86,1292273652.33,4404024572.26,3112938979.86,1960847495.76,921917391.79,2735540619.04,1854759077.36,1186686266.61,535402724.52,2236588198.24,1637421579.40,1012161464.22,484003897.73,1294284367.88,914348265.34,554136125.73,212315037.13,956781956.28,666591892.42,442277223.54,213719940.98,705050479.85,295333676.20,399875827.89,413148712.40,0.0
4,营业成本,12664328392.36,8032086111.00,4486725590.83,18535524837.02,13128251413.28,8705991495.28,3997253122.21,16369076279.79,11620123688.14,7423521533.14,3573463374.51,12720353469.76,8876097021.49,5704138139.67,2756553637.68,10761804615.12,8123009564.49,5670974408.24,2484576475.19,8502505516.90,6331044893.21,4078258106.47,2001625398.00,11205774395.18,8926324037.14,6403285187.58,3449169969.13,12010108720.01,8023540510.88,5316910917.56,2580647831.40,11073464396.47,8783660132.73,5810193630.82,2777161136.90,7845542086.35,5169285880.04,3185146337.49,1256154585.09,6152385426.80,4324949008.69,2420492033.80,1140523014.65,7271260272.66,6088582205.05,4204426606.46,1973394813.17,6683243913.64,4697445827.42,2715858529.72,1240293937.66,4219264783.79,2976946785.53,1876112736.63,889961796.39,2598420206.83,1769629478.45,1130370123.30,516374155.42,2141837329.99,1569393589.00,970169193.61,463747494.10,1229356139.33,865484377.06,523894093.16,198761031.28,904690918.68,628955865.53,416812827.60,200521945.26,656611424.71,272948739.12,364241330.44,382187476.01,0.0
5,营业税金及附加,70925297.10,50164019.64,24118960.70,105259907.17,78284081.09,52046524.24,22566622.17,107051454.24,74054857.12,43552678.22,23574671.76,61000935.41,21147926.30,12706383.69,3463430.17,27135991.52,22302573.94,15590555.18,5828886.71,25443914.88,17634374.97,10656337.80,5292457.32,18479534.90,14181554.60,10203426.42,2910178.31,10005190.13,7709753.74,6354102.80,3433779.20,23584187.63,20388725.82,13865349.68,3171854.72,25853634.88,17753012.55,9596351.02,2785507.14,20382932.64,18378337.58,11197467.19,3443089.80,62216723.06,60470274.48,49763519.62,23385462.30,76069374.92,28246810.33,8663463.53,6621263.32,19717081.69,10640941.05,7992586.75,1450405.49,12325763.25,5707787.55,3238817.74,267309.99,1547480.90,918131.48,108688.12,108688.12,181183.85,72726.76,1746.39,0,0,0,0,0,861958.80,649187.13,985526.45,1461007.04,0.0
6,销售费用,27908004.17,17614868.14,10215103.59,34057150.82,22237805.15,14271322.99,7360562.98,47059152.07,33291196.54,26581426.43,8852883.94,31672340.28,15667763.41,9403609.04,4866174.34,24083422.01,14253554.52,10217637.37,6793230.73,17064715.73,10910160.29,6130316.06,2933926.49,8658252.50,6181189.59,4294499.24,1893460.24,6711691.94,5408717.73,3974571.73,1872203.01,11003091.50,7702076.31,4178527.15,1557579.24,13594337.92,10206733.07,7284010.26,4259733.66,11007411.42,6330497.95,4166438.74,1767007.13,16308991.07,6724676.94,4548912.75,7194082.06,22298608.57,24526326.03,22223303.02,10834376.00,33077164.74,37504277.50,27517749.35,12240628.07,33612022.94,25106042.10,16631147.34,6075605.49,33938856.02,26578236.06,15285907.44,8726237.26,22798480.51,18389111.21,11444879.21,5421941.07,17379561.30,12138585.88,7627802.52,3787590.40,14100616.77,5873721.00,8863856.77,6081528.85,0.0
7,管理费用,73369967.15,45642196.51,19582097.01,115858649.77,67524634.02,50559443.13,18900535.83,100115015.67,72392941.29,42368768.45,20431133.53,107859060.36,73343436.45,47631480.14,21096596.39,100179088.94,78953425.10,54337103.39,20985800.45,81719498.97,59639574.36,39309257.91,20676676.75,92633073.07,63865447.31,42557478.25,21887797.20,93451004.65,68090455.96,43430416.38,18927335.47,90355710.67,62426756.03,41624052.01,19617511.30,83234032.00,67697429.92,47984742.64,20635544.20,65582945.64,48481791.29,32391157.81,12024374.04,61162292.43,47173550.64,30300179.77,15549940.86,60875078.48,40611284.78,31739981.35,11722065.11,68654161.08,47665495.80,27089689.51,9598166.04,56518252.59,36328271.53,24680655.81,7148764.80,37132055.50,24759364.11,16619392.73,7107021.57,27649798.40,18506087.82,11139168.56,4418129.74,20601919.94,14439043.13,10186450.32,5553757.60,19232624.99,9500246.29,13436834.60,10014774.81,0.0
8,财务费用,275393453.46,175680591.77,72024235.03,449382474.43,267817764.32,178089301.96,68584623.54,211154221.00,168444136.41,114228577.89,51111135.60,318072136.48,204144854.67,136977456.88,62631615.45,396846592.16,322461243.37,169235504.98,63742161.57,276032448.51,182665939.37,128812141.89,62381346.23,179747611.18,132145508.00,84482306.95,46254514.30,208269614.37,166530919.90,113237358.25,49505385.49,126891311.76,89097979.28,62284841.64,32440297.85,87405464.51,67221991.75,46541674.35,19710107.15,82689585.12,63674241.23,44348602.02,22088017.83,78525833.88,52850651.19,25240754.30,13502738.14,90545720.33,63409128.02,37353192.01,18996266.55,63311380.96,40181479.98,22134733.52,8666395.80,34664373.43,17987497.73,11765522.42,5536888.82,22132475.83,15772258.75,9978282.32,4314456.68,14298765.79,11895962.49,7656238.41,3713935.04,14109556.36,11058397.88,7650143.10,3856647.72,14243854.58,6361782.66,12348279.63,13403925.69,0.0
