,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,14092067194.26,9416947166.87,4571368885.97,17989536240.19,13024655821.15,8475946342.93,3952350207.34,16094149975.89,11161802454.97,7264469169.33,3347663813.62,13945496952.20,9610351002.30,6398922286.17,3144742516.48,13227512204.95,9383403746.56,6235060952.20,3078212059.97,12577701539.25,9219379338.59,6114479410.89,3016291408.38,11108065914.35,8093533780.25,5406630628.28,2722566394.79,9301455771.87,6464223854.32,4173217457.04,2128841318.42,6569664575.38,4761055734.40,2993477083.89,1373223379.47,4651591064.18,3366193264.93,2148049468.02,994182691.43,3992645337.10,2861468793.15,1836775054.76,846413373.72,3434215527.41,2432125830.25,1588486519.29,756067331.09,2794905779.38,1984992513.48,1297486766.90,639695561.32,2417087011.74,1667379917.10,1135236281.15,539709934.20,1466083791.91,961390050.16,618656711.79,219525937.21,1301777633.10,856496534.88,533009393.07,197303438.88,1055805295.84,630085188.91,407983798.32,187036689.28,929791653.95,611855899.91,365149224.54,684568793.01,391582788.63,253023785.58,0.0
2,营业收入,14092067194.26,9416947166.87,4571368885.97,17989536240.19,13024655821.15,8475946342.93,3952350207.34,16094149975.89,11161802454.97,7264469169.33,3347663813.62,13945496952.20,9610351002.30,6398922286.17,3144742516.48,13221666800.84,9377556675.30,6229998037.95,3074821898.50,12566901919.13,9207035226.50,6108631367.70,3012181595.07,11097870213.22,8086525102.10,5402485231.21,2720624029.92,9300215116.81,6464223854.32,4173217457.04,2128841318.42,6569664575.38,4761055734.40,2993477083.89,1373223379.47,4651591064.18,3366193264.93,2148049468.02,994182691.43,3992645337.10,2861468793.15,1836775054.76,846413373.72,3434215527.41,2432125830.25,1588486519.29,756067331.09,2794905779.38,1984992513.48,1297486766.90,639695561.32,2414345404.64,1666646547.38,1134710391.11,539532459.90,1465866925.04,962621760.91,619357790.04,219952529.35,1301841253.53,856739720.98,532751857.09,197229873.86,1055761424.52,629603530.44,407798635.88,187030821.35,929786247.76,611853026.59,365148751.22,684555834.51,391617892.31,253013499.42,0.0
3,二、营业总成本,12739512350.07,8354497799.95,4072514682.49,16236946888.04,11470025723.12,7426671853.42,3515008427.83,14385700592.97,9799404222.75,6348383640.26,2950121841.60,12469241414.50,8358444476.88,5545538923.25,2812805152.84,11485881730.97,7913218218.33,5255076677.88,2675684588.69,10867729829.66,7757393427.61,5132436801.48,2606988594.37,9710527233.58,6997189165.83,4671024758.27,2465037417.16,8370292319.70,5731490640.42,3705149322.16,1966361342.09,5910706258.12,4237410286.63,2657475705.63,1256976773.31,4121635455.55,2981980491.29,1913358095.19,909591038.11,3608107339.92,2602962967.19,1679382886.03,783819381.30,3117350006.34,2226960863.03,1459707386.66,704025240.66,2583184651.85,1861032526.26,1219218794.76,621897350.78,2156629769.91,1520431492.40,1040157219.52,503401571.83,1233358765.98,835680309.56,537303059.23,190125549.60,1084188161.44,735401047.91,464579185.40,170748135.74,877448434.49,537994834.61,350266474.48,163520649.25,782950707.25,511520153.14,300809653.52,554323043.45,298081115.52,163558375.33,0.0
4,营业成本,9670234573.31,6294421888.90,3017887096.62,11477510339.77,8421854148.11,5500413697.95,2595492594.15,10253524892.41,7416222297.87,4873192113.61,2251442394.80,8853624678.01,6338765233.22,4188102926.32,2171858696.91,8101596504.69,5696828322.61,3778462689.79,1844468356.99,7856880565.23,5788719615.86,3815641018.33,1931246559.18,7042657699.14,5184094547.48,3482667957.14,1903815778.93,6448950790.49,4478005114.62,2880231468.90,1485253546.60,4601326024.48,3332362107.40,2067460030.72,954574850.88,3084270243.84,2282863978.49,1444976819.84,688535745.11,2687390062.11,1935768238.94,1248750254.91,607781496.59,2295739830.66,1617066036.93,1068897542.24,550945778.71,1875260707.65,1336617645.01,871092910.36,463867014.61,1567088742.59,1102096880.59,748723202.23,396985640.85,674201294.91,425363910.45,282975208.75,94099811.72,509239751.23,320362662.36,198515438.04,68324790.56,291248733.66,197350180.76,149761827.61,71022680.11,202277369.84,136630859.84,75747138.04,153932019.04,83228125.70,32487638.29,0.0
5,营业税金及附加,98029462.00,75425347.09,33759628.11,179900122.98,127827914.21,84265572.21,36754193.60,189143979.95,119823604.54,79735885.12,31388990.98,151364969.47,76976541.65,52369313.79,24527215.86,121348157.68,89603662.16,60325017.02,32163813.52,101597678.43,72867618.14,49638740.55,22950380.91,95422291.28,68390122.67,44989811.50,19092235.11,63971335.09,47124267.55,30845215.68,14875402.71,44965390.13,32967370.85,20672917.83,9115543.91,31147685.38,21582018.89,13487032.44,5900822.58,25785464.85,18230410.65,11314328.78,5028347.65,23206538.10,15765658.67,10162219.96,4260541.20,20850450.29,13620321.34,9238797.62,3948230.66,18892172.21,12032311.94,7792241.00,2465291.25,19230925.50,11299559.40,7314071.24,2446599.03,16904611.51,10803678.13,6863655.80,2582523.83,14216241.67,8323139.16,4829808.89,1995408.85,13625599.54,8901944.34,5829963.39,9694125.81,1107768.57,1109230.04,0.0
6,销售费用,1817256720.48,1209789301.51,593547208.89,2790392668.32,1736398750.48,1092749427.36,509546728.89,2534861128.61,1346881415.84,829257974.23,376818045.17,2362302985.36,1180110609.37,805227021.17,337882190.37,1990927117.01,1372315703.99,898905299.58,489448834.12,1821896676.29,1299571328.53,863537322.81,454257606.55,1552777919.20,1172904935.85,754267211.10,366184117.31,1185551781.93,811983989.18,523997358.25,295411078.12,786394257.27,579311089.37,368209650.27,200252965.40,631623973.76,432054721.97,277371450.78,135166969.34,565828760.62,442700101.32,288266016.11,106542598.18,496046268.87,378104477.79,243388762.55,85694177.50,408303622.45,306874145.92,198926793.91,73387786.99,352772413.37,250345339.61,173911518.49,56989177.58,317556447.37,231607098.23,142456213.61,52615302.87,325899260.64,230512304.75,161911237.04,69251660.71,385803027.61,199003275.43,104232852.56,46756000.90,381323904.89,235247650.76,138568998.47,261852687.78,141826722.00,80436810.73,0.0
7,管理费用,411852209.11,277987992.92,140969563.73,574221974.39,372659183.91,485717758.52,248562013.91,1012652165.58,648035635.05,397540415.44,202827897.28,868763710.43,578463306.58,376932610.32,205220542.31,959145071.64,531650430.86,376490832.19,224692942.96,810087320.74,430835126.68,332425416.92,200120983.87,814249542.70,422265450.11,296603922.71,126905924.16,484399948.65,275236959.54,193496238.28,119829046.27,389550963.09,229353830.07,166018319.32,78273189.75,305512919.75,195293227.82,145482546.53,63294511.64,281275319.61,172952916.09,116565736.41,54884044.10,229865824.78,161490996.88,101255037.96,48075405.25,224739883.79,174488924.86,121189904.63,63173003.12,171486417.50,120470405.72,88996146.78,37852335.27,178323490.69,138795911.63,85570726.30,32570438.53,209472773.08,162102617.74,91466217.74,27967348.64,180834667.87,132616855.77,89119852.31,43504082.56,174695482.79,120643063.89,72803101.20,119024315.00,67364668.62,49042107.05,0.0
8,财务费用,360522497.02,240587581.21,119860516.49,494184679.48,376845943.43,232574267.71,106821908.24,318009512.89,220718497.34,131968474.34,58448840.59,228068400.91,173740033.72,120489315.40,57205497.60,260569238.64,193249424.57,125896958.17,70307007.49,291116483.69,211336219.22,131149465.11,62699416.53,147615389.48,102392130.96,61146676.99,24788988.20,92573711.67,67468809.44,41826271.49,19009714.38,65037089.64,41923525.76,21240773.95,6422285.80,61567714.47,42731809.50,26723981.58,14491951.80,42065311.11,31337742.22,16306434.96,7664036.01,70781213.09,51653595.07,32542812.70,11924861.03,41432944.50,33304459.78,21832923.86,8546107.67,46390024.24,35486554.54,20734111.02,9109126.88,44046607.51,28613829.85,18986839.33,8393397.45,22671764.98,11619784.93,5822636.78,2621812.00,5345763.68,701383.49,2322133.11,242476.83,11028350.19,10096634.31,7860452.42,9819895.82,4553830.63,482589.22,0.0
