,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5733443986.90,3593070927.63,1638024012.88,8470591084.10,5014192806.60,3124033574.34,1400070934.32,7290128453.42,4227841452.93,2518849921.46,1280519945.97,6476747733.49,3591708111.32,2167578637.26,1052992013.47,5629416583.02,3118736753.98,1680184805.10,952411162.10,5171048660.00,3152527293.70,2000586376.45,885132730.64,4422914442.35,2531409336.30,1739454180.05,743853035.93,3491378131.16,2062326530.41,1383511529.31,574021056.45,2586386846.58,1606056451.02,1096102012.41,444766197.44,1870161269.56,1259224765.53,859076179.22,356592448.65,1548936840.66,1049963202.92,710385824.94,279405645.32,1158921730.08,809815567.04,570280342.90,209336938.45,798165205.59,526015377.52,359634121.39,128229382.94,591152387.53,392343563.77,270833827.76,100003214.21,462411088.04,314660489.37,209081256.50,324042136.23,217110055.24,0.0
2,营业收入,5733443986.90,3593070927.63,1638024012.88,8470591084.10,5014192806.60,3124033574.34,1400070934.32,7290128453.42,4227841452.93,2518849921.46,1280519945.97,6476747733.49,3591708111.32,2167578637.26,1052992013.47,5629416583.02,3118736753.98,1680184805.10,952411162.10,5171048660.00,3152527293.70,2000586376.45,885132730.64,4422914442.35,2531409336.30,1739454180.05,743853035.93,3491378131.16,2062326530.41,1383511529.31,574021056.45,2586386846.58,1606056451.02,1096102012.41,444766197.44,1870161269.56,1259224765.53,859076179.22,356592448.65,1548936840.66,1049963202.92,710385824.94,279405645.32,1158921730.08,809815567.04,570280342.90,209336938.45,798165205.59,526015377.52,359634121.39,128229382.94,585032199.20,390198161.54,268776500.76,100003214.21,459110964.08,312552576.20,208773925.78,322741741.74,217109149.00,0.0
3,二、营业总成本,5020948687.21,3252628953.19,1487873736.45,8016869938.54,4387981974.43,2809902703.30,1289473644.88,6973433186.11,3660922978.05,2254379001.76,1144320412.65,5709303909.51,3089538522.61,1917927143.00,877618260.03,4683415070.95,2716383733.90,1470831548.94,796221522.81,4101003064.73,2584348405.84,1641744270.68,745619474.98,3623876002.33,2060639140.82,1426932420.51,629271299.98,2925707794.75,1728348495.67,1179818716.57,509495149.04,2142420623.29,1335501978.86,929595623.11,389065345.33,1543737073.33,1047310616.83,727591278.85,307497508.31,1322502446.46,905345902.53,622326112.73,244967556.34,986630074.04,683977648.32,489182952.84,176237446.68,705567258.84,462152875.20,318913733.81,114021396.98,521795472.90,340245937.30,235513093.85,87364911.61,407434977.54,276780173.90,183566388.88,282310641.87,182963614.76,0.0
4,营业成本,3727590097.15,2385485086.05,1133299795.45,6203435633.63,3367380355.12,2119038369.74,963473906.49,5125265454.37,2815676576.25,1706087497.19,867187687.25,4332617552.36,2329716927.02,1422927025.48,628167742.79,3743725785.01,2120392166.94,1083722828.50,598737951.29,3346333644.90,2085527317.50,1303156603.68,561909696.06,2920373312.09,1631983707.91,1148056860.53,504893982.72,2397313527.30,1389925227.64,958444639.14,403527860.25,1783385712.80,1097875857.85,773686539.98,307795802.06,1313406516.15,889087324.29,621219413.05,256505170.74,1139128718.44,774907861.75,537143387.85,203052746.66,865173515.45,607259417.01,441369108.09,151755464.27,628872647.93,409308621.77,281225618.32,99547014.75,473800278.67,311287681.85,214867873.23,77851995.60,357756556.94,242890919.91,159205541.18,238968679.23,167572640.42,0.0
5,营业税金及附加,16097821.57,12703982.25,9237345.33,17325473.28,8641180.65,6184818.79,2116913.12,21868912.64,9483970.91,5350729.41,1528779.30,17258908.79,7406435.64,4947951.81,2447755.61,27196192.39,8298002.74,4910612.88,2293587.87,12308243.11,6837511.85,3635668.86,1581815.90,12935777.97,8512658.68,3862531.42,2001364.09,19901241.37,15471792.41,11105044.86,4824191.93,25883316.19,13895986.05,8292297.72,3944100.78,18427940.00,9929360.08,5711977.44,2984538.11,13014050.75,6648447.94,3834210.86,1791186.72,11287925.90,5605076.77,3516062.71,1386944.92,5679914.64,2624877.60,1608546.58,762751.03,3519733.70,2451847.87,1529950.47,739801.27,3227491.92,1974154.23,1476981.11,2991727.49,1764064.45,0.0
6,销售费用,245829640.70,162203502.19,96193910.84,293566960.81,214018471.59,149274161.69,80413295.81,289066827.51,219507112.37,149368374.02,86112423.98,278216520.20,189600030.05,124181328.46,63160489.05,234241472.83,151972637.19,97727859.54,52916410.35,195292367.87,120510468.54,85285490.50,44939375.15,170424839.44,125040486.60,74616734.71,31577602.63,146401199.28,103606041.60,68355763.64,32153723.63,113226852.27,83376802.42,55923051.77,29497282.55,64826771.38,47220627.73,29967018.75,13488987.96,54311797.98,39203706.30,27382172.83,14887770.89,35885423.29,23410163.96,16025622.93,7360941.15,24720570.50,18863701.54,14430811.65,6469474.10,21752568.75,15737399.09,10700910.11,4638903.78,27308486.94,18209077.03,13351850.16,18612863.71,5702536.74,0.0
7,管理费用,400386322.49,264002394.34,125499857.30,599530467.67,515520916.36,523804007.46,232487106.82,900853104.60,593481798.74,382161475.40,182168322.94,746691079.81,538698031.92,353558351.91,176728308.76,609815931.68,438958955.97,287209113.36,140373198.60,500132149.65,381442278.18,254446693.63,136181833.43,443369995.19,287943531.59,187746497.59,88545137.26,336731888.97,214019225.58,139685811.94,66345564.12,194186414.52,135668382.15,89555773.41,47093710.62,136910799.70,99264098.33,69154690.84,34464654.53,107598445.10,83089674.63,53373782.87,24818739.27,67989559.51,45420504.11,27082452.76,15726188.08,44523720.83,30719743.82,20047469.56,8131720.28,22089562.98,9995167.41,7671840.03,3790182.82,18121241.30,12945096.17,9022222.14,20685460.90,7571983.92,0.0
8,财务费用,68820220.49,36673575.45,10625073.57,98972856.49,46659975.57,19899688.43,10982422.65,42106099.02,25630554.64,14260962.29,7323199.19,37024319.24,27858280.79,16174209.18,7113963.83,17183032.85,3068233.50,3567397.10,1900374.70,7702874.65,-3907936.20,1274314.39,1006754.44,37735740.53,7603891.56,4988090.56,2253213.28,13995935.51,8597418.20,5466369.75,2643809.11,7484169.57,4684950.40,2137960.24,734449.32,183788.20,-1163700.75,-1434728.39,54156.97,2832067.23,1496214.80,592558.32,417112.80,2713147.37,2099845.90,999375.99,-176422.10,-165902.67,-1005647.96,-91360.41,-889563.18,633328.80,773841.08,742520.01,344028.14,1021200.44,760926.56,509794.29,1051910.54,352389.23,0.0
9,研发费用,562224584.81,391560412.91,113017753.96,416928963.49,244059417.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,387109583.17,-8298342.81,-8298342.81,0,594272787.97,-2857034.86,-2850036.54,0,297495529.11,-3741182.81,-3861723.83,0,51252656.19,-6306262.43,-6306262.43,0,39233784.55,-6061234.03,-6054500.38,0.00,39036337.11,-445135.51,7661705.70,0,11364002.32,-3271209.76,-3238912.76,0,18254157.95,0,0,0,9981257.90,2972907.16,2972907.16,0,5617366.96,-2.89,0,0,3580502.52,182640.57,190330.36,184330.36,1936307.61,1641578.43,1692648.11,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,12854095.87,10816359.19,-3877230.01,-15499661.72,-7448431.79,-4425594.65,-265284.91,375682650.55,373646317.43,373849467.11,373887327.31,130651963.23,133407575.40,71953431.99,-458252.31,203409805.53,203470402.21,203470402.21,0,11282432.53,10855321.29,10855321.29,11275820.36,0,0,0.00,0,1914750.00,1914750.00,1914750.00,1914750.00,49535.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-779.82,15843.91,0,-43692.81,12054.08,0.0
13,其中:对联营企业和合营企业的投资收益,12854095.87,10816359.19,0,-21705793.05,0,-4425594.65,0,1039974.01,-15913.35,187236.33,0,406308.24,-606392.11,-606392.11,-458252.31,-591555.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,790863850.53,401784305.20,158611155.22,520785747.92,681614854.51,348106637.86,130656987.31,758741335.99,940564792.31,638320386.81,510086860.63,898095787.21,635577164.11,321604926.25,174915501.13,1149411317.60,605823422.29,412823658.37,156189639.29,1081328027.80,579034209.15,369697427.06,150789076.02,799038440.02,470770195.48,312521759.54,114581735.95,567585086.41,335892784.74,205607562.74,66440657.41,444015758.44,270554472.16,166506389.30,55700852.11,326424196.23,211914148.70,131484900.37,49094940.34,226434394.20,144617300.39,88059712.21,34438088.98,172291656.04,125837918.72,81097390.06,33099491.77,92597946.75,63862502.32,40720387.58,14207985.96,76437894.76,57326516.76,38182571.67,12638302.60,62336056.76,43334930.26,29942558.38,43860956.33,37015241.13,0.0
16,加:营业外收入,1998599.37,1175109.04,336707.34,308095676.47,11280930.77,5481081.39,5588625.37,14531885.30,57527575.81,43819239.53,9792902.34,104062746.30,54640398.99,35126221.10,15146535.47,90894183.62,59767115.78,41843687.37,27869229.73,44707697.19,31244263.75,25737159.46,17822062.66,54895669.98,31487971.99,23161115.74,14017865.76,48557616.41,39791064.38,35496530.95,28429491.99,16986384.75,20913354.06,19459029.43,19024869.43,20405940.64,12365418.60,10188089.09,6597079.03,27846777.50,20104722.03,16682637.96,6907080.39,16278106.43,9137210.33,5697534.54,2182151.65,10529668.02,6796628.49,4806637.68,1171658.07,0,0,0,575038.62,12345.00,12345.00,0,0,0,0.0
17,减：营业外支出,985492.07,136584.95,417724.25,2781928.70,1928365.19,566596.48,528225.65,12308156.98,2823013.78,2768773.36,2712005.37,2345402.27,1663376.76,677930.60,309805.76,942500.26,866331.53,786476.33,778817.89,1197299.63,240255.39,47367.06,36500.84,193240.42,5774.87,3476.48,2001.88,70936.45,54698.36,53185.27,153.23,189550.19,67089.19,60000.00,0,656327.03,304560.00,94560.00,79560.00,17754.00,9554.00,4468.76,0,1358.29,649.90,0.75,0.75,223263.32,213263.32,10782.12,10782.12,10772.75,0,0,0,247.00,247.00,247.00,705.98,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,267640.18,214689.70,0,802378.11,0,0,0,87272.46,0,0,44178.85,312.90,0,0.00,11898.56,77259.42,0,0,0,293.04,0,0,0,210.00,0,0,0,249767.03,0,0,0,2200.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,791876957.83,402822829.29,158530138.31,826099495.69,690967420.09,353021122.77,135717387.03,760965064.31,995269354.34,679370852.98,517167757.60,999813131.24,688554186.34,356053216.75,189752230.84,1239363000.96,664724206.54,453880869.41,183280051.13,1124838425.36,610038217.51,395387219.46,168574637.84,853740869.58,502252392.60,335679398.80,128597599.83,616071766.37,375629150.76,241050908.42,94869996.17,460812593.00,291400737.03,185905418.73,74725721.54,346173809.84,223975007.30,141578429.46,55612459.37,254263417.70,164712468.42,104737881.41,41345169.37,188568404.18,134974479.15,86794923.85,35281642.67,102904351.45,70445867.49,45516243.14,15368861.91,76427122.01,57326516.76,38182571.67,13213341.22,62348154.76,43347028.26,29942311.38,43860250.35,37015241.13,0.0
20,减：所得税费用,53602436.76,24419382.50,9585845.91,28290830.97,45597066.64,25443255.68,4985478.18,95670412.66,93467920.83,67096948.11,51425393.45,109354186.32,63507545.09,32648969.16,19264837.49,100420114.76,63042952.59,44742932.36,16660285.31,86218926.03,56040484.98,41840433.36,17644953.03,82903807.21,44260753.21,29313081.70,11190469.76,46940594.70,24206769.96,15453680.94,3572088.87,39907216.35,22949787.63,14341271.14,4769031.52,28839684.45,18837268.36,11418570.25,3584569.03,13243533.75,9017323.86,5014292.83,1701012.66,10879789.06,18351607.70,11925178.22,5972707.07,8139960.10,5876203.13,4036462.34,1314956.75,4379577.45,3907322.02,2649055.08,950172.97,4209370.96,2841023.66,1913615.07,3233480.63,0,0.0
21,五、净利润,738274521.07,378403446.79,148944292.40,797808664.72,645370353.45,327577867.09,130731908.85,665294651.65,901801433.51,612273904.87,465742364.15,890458944.92,625046641.25,323404247.59,170487393.35,1138942886.20,601681253.95,409137937.05,166619765.82,1038619499.33,553997732.53,353546786.10,150929684.81,770837062.37,457991639.39,306366317.10,117407130.07,569131171.67,351422380.80,225597227.48,91297907.30,420905376.65,268450949.40,171564147.59,69956690.02,317334125.39,205137738.94,130159859.21,52027890.34,241019883.95,155695144.56,99723588.58,39644156.71,177688615.12,116622871.45,74869745.63,29308935.60,94764391.35,64569664.36,41479780.80,14053905.16,72047544.56,53419194.74,35533516.59,12263168.25,58138783.80,40506004.60,28028696.31,40626769.72,37015241.13,0.0
22,归属于母公司所有者的净利润,753467837.45,386826235.91,154795109.80,806409576.38,654351416.32,333691347.09,134535330.82,663799645.53,900340485.57,612617358.19,466758800.88,899647231.24,631819332.11,326219277.90,173664102.08,1141878403.18,601709917.02,409186498.25,166633722.43,1038654013.57,553997762.60,353570999.69,150930444.83,770870494.95,458006776.74,306402447.46,117414472.73,569175307.73,351451006.11,225625852.79,91297907.30,420955251.13,268483928.69,171597126.88,69989669.31,317334381.80,205166017.46,130188137.73,52061515.56,241020384.55,155766205.58,99774275.93,39658252.82,177696600.50,116676729.34,74899103.84,29322130.22,94747323.50,64599380.76,41509497.20,14080681.98,72047119.77,53419194.74,35533516.59,12266235.23,58138783.80,40506004.60,28028696.31,40626769.72,37015241.13,0.0
