,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,677541355.35,3699941990.20,2638440901.59,1402608966.25,695786897.01,3216898722.53,2035902754.03,1201143339.17,561886177.52,2368176569.28,1666195575.88,1012840969.12,538019685.38,1934669663.01,1406280739.76,856555643.94,411330873.00,1471763308.20,1110657455.46,657102177.77,298070108.06,1243487961.40,967776288.11,528915698.12,278440387.76,1117611999.48,848670508.60,505481372.45,292469257.21,972460215.39,673968499.22,438101638.01,274065826.40,961395932.25,738447615.67,469843168.80,264902185.29,1261620656.52,962719970.32,615120992.46,367920652.08,1220493429.97,434146560.80,200101329.42,104306016.21,475162798.40,324924949.47,197227700.72,78741481.13,351137848.46,273533404.27,171331860.41,76078592.24,353430298.50,264540544.88,176465128.67,90189535.76,362553156.93,260369546.95,174361349.58,89602754.34,320819241.82,238250404.98,163889775.25,81893998.40,253002329.63,185524262.79,121310087.85,172701145.93,124365851.28,0.0
2,营业收入,677541355.35,3699941990.20,2638440901.59,1402608966.25,695786897.01,3216898722.53,2035902754.03,1201143339.17,561886177.52,2368176569.28,1666195575.88,1012840969.12,538019685.38,1934669663.01,1406280739.76,856555643.94,411330873.00,1471763308.20,1110657455.46,657102177.77,298070108.06,1243487961.40,967776288.11,528915698.12,278440387.76,1117611999.48,848670508.60,505481372.45,292469257.21,972460215.39,673968499.22,438101638.01,274065826.40,961395932.25,738447615.67,469843168.80,264902185.29,1261620656.52,962719970.32,615120992.46,367920652.08,1220493429.97,434146560.80,200101329.42,104306016.21,475162798.40,324924949.47,197227700.72,78741481.13,351137848.46,273270589.16,171331860.41,75915100.79,352991929.31,264449068.94,176493720.32,90175670.48,361277009.56,259399786.12,173729390.53,89589421.01,320787821.34,238243200.74,163882581.98,81878452.46,252905460.23,185423906.21,121235220.77,172660434.73,124369887.18,0.0
3,二、营业总成本,388639962.08,2213555523.73,1536440474.31,849451691.09,400942825.28,2028280246.30,1236852193.21,727192567.09,339855461.99,1530621539.67,1016386078.59,570986392.78,288467186.43,1139672679.22,769407373.66,444622594.72,201840196.17,849672993.26,623010558.44,348125620.66,155144347.99,715195295.39,547026513.45,260456478.43,118018874.60,628720824.29,482927518.13,249805047.17,149029483.86,651284305.77,384036436.09,202647944.81,101893074.96,515508595.18,363505122.70,204419949.04,101728121.31,461789083.23,337871725.61,201165369.41,83954161.58,451299456.29,217191603.31,113030499.87,63877046.45,261640574.07,185459810.06,109858861.37,46646666.25,225402666.53,176601814.92,117793168.84,57507333.02,258869090.14,187008650.90,126429983.14,69506443.44,302001672.14,211817359.01,147223991.93,80738944.89,275627598.21,207617268.58,139537646.22,73171831.07,210591397.56,156287071.36,99734437.96,138691982.30,106005665.84,0.0
4,营业成本,261141945.52,1296699766.29,965513517.05,571631828.75,232710062.97,1126596952.64,788326182.94,479351484.84,217134341.61,890031352.51,618481997.81,360559557.27,185305644.83,763511772.83,541072343.12,310859778.92,146787567.22,618940293.90,437974325.76,248876648.26,106479792.40,474351207.47,357149389.69,177510165.40,76494294.82,438560369.16,325844285.78,180696093.75,124574087.23,390134533.76,239957214.04,133228643.75,67277945.88,286254787.85,209022875.39,134335868.67,68465491.18,294110570.16,221406123.43,131031779.98,61870794.84,292836882.49,156223266.36,74362381.03,38710508.61,189432377.31,142599541.26,83712818.00,35398123.35,162312353.18,129827042.57,89439633.53,44590424.18,216113701.27,153100543.32,103833329.77,56688864.86,241200449.38,174207535.15,123040224.11,66289806.34,222599885.73,163279409.46,110736369.89,57096056.16,162887324.86,117706952.63,75792495.27,114298438.19,86144635.76,0.0
5,营业税金及附加,5817989.17,31517837.14,21958187.85,13344416.80,6019881.54,28073638.07,19052665.68,12187918.65,5114844.65,25104329.65,17325633.92,11547745.90,5024660.34,17546092.38,7195906.19,4583273.51,2340336.04,8513506.00,5954211.41,3451491.14,1553782.06,8975739.91,6760675.83,4769885.94,2361847.75,9649720.94,6763335.07,3599470.98,1679910.73,14324725.10,10904789.60,7143268.03,4117360.15,15777639.07,12732422.49,8498361.04,4730862.31,4553809.09,2630212.22,1550249.45,556074.12,2775600.92,1807064.27,930413.62,465135.16,1630941.34,992326.32,631844.53,186785.87,702827.30,306188.31,91468.69,5473.36,50915.15,30646.46,18440.99,6696.17,1713.48,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,销售费用,35239741.00,520429807.19,293494455.22,100524558.19,78663930.98,537830764.97,224528744.24,103533238.93,57157546.14,267698770.89,161036614.97,58221361.13,33074341.61,68442884.66,51488040.83,15195083.46,4315809.03,20232197.14,43133186.50,10344095.24,4978728.40,47366680.24,47998896.11,6934078.75,5865175.68,25716349.32,40527236.60,6782009.22,2717503.73,77870772.29,53021788.26,14140635.30,8823453.54,63777875.95,47271665.99,14950844.43,9575240.85,21260153.69,16067364.54,10767738.32,1393462.11,25705809.93,11247206.84,8486331.32,5865746.54,7084780.07,4175545.78,1958436.53,593788.59,24992921.04,16947893.26,9618958.05,5985777.11,25385913.14,19338126.98,13076372.56,6588404.65,36542856.78,25800232.65,15039764.57,7729149.78,33309941.82,28737814.44,17971023.12,12459743.30,29133796.52,24896721.77,13834788.89,11755470.12,8451363.17,0.0
7,管理费用,54521072.30,217579866.05,154468647.94,97992123.44,50278434.31,181834729.61,125317647.30,132951675.85,63138003.47,288392940.60,215265994.83,133113780.03,70736238.66,273693471.60,184047722.16,125502531.81,58157738.64,218858812.56,161397227.36,96558494.09,48039452.83,181793596.03,136976519.90,80132106.38,40348125.24,162888269.47,106792764.95,73789054.77,30886927.64,172235830.92,93543355.56,59886186.14,26679274.66,156063746.22,103213655.72,51564121.39,21647781.13,128707410.58,91052134.92,59693968.83,21434162.41,102009442.14,50577545.02,31819861.80,19014434.34,47757046.59,29243671.14,17549352.74,8874694.89,34803547.08,26398646.75,16461890.46,6698990.90,18149215.37,14286951.52,10279811.64,6106750.26,23304450.88,11096885.94,8370487.45,5790120.25,13591520.91,8721311.42,5404993.32,1118574.41,12792466.64,9155097.51,6385094.21,8831817.99,6644797.55,0.0
8,财务费用,-1011219.88,3788591.56,-4071967.77,-2241412.95,-138918.97,555328.41,-1366776.00,-1619937.05,-2689273.88,-7428930.60,-10818917.28,-7550805.89,-5673183.22,-15762040.91,-20214089.57,-17335523.91,-9753881.98,-47453803.60,-28673847.46,-16604544.17,-5907407.70,-19713175.83,-22125239.31,-16248738.33,-7050568.89,-27500471.21,-19922790.30,-20263713.94,-10828945.47,-20202517.22,-16409014.41,-11111931.07,-5004959.27,-13058699.89,-13654245.57,-6870715.20,-2465472.21,-6080467.51,-5098686.84,-2547350.98,-1300096.90,-195647.72,-802932.71,-708091.43,-178222.30,8230176.98,7622716.77,5179880.62,1594608.55,3277284.01,1389481.53,635553.09,136831.98,-830654.79,252382.62,-777971.82,115727.50,952201.62,712705.27,773515.80,929868.52,6126249.75,6878733.26,5425259.89,2497457.20,5777809.54,4528299.45,3722059.59,3806256.00,4764869.36,0.0
