,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1088490958.63,640440276.63,240702268.57,1292798476.86,1040006607.00,696119374.24,345099633.15,1157964829.79,755808347.61,492701986.20,226936867.59,444879514.05,205677162.96,120368849.18,120307471.84,13687663.36,49332.45,31424.52,26087.85,10625808.97,48167.57,37414.24,4634.45,10543166.54,3298427.83,923605.08,877265.43,18606803.91,2721940.04,2699359.66,2593240.53,568424736.22,554480569.18,394895823.00,160139328.83,757466674.92,543334576.96,345094316.13,150875063.35,571612875.60,396658217.57,259115399.66,115145675.49,683884850.77,556489918.89,365746776.58,169949326.32,534957898.41,368251878.27,283907199.21,133935698.10,504056102.06,392240322.24,267078024.79,120318185.56,507125852.66,373279924.54,230414735.43,106969743.00,370759372.57,270113855.81,165911867.68,73872746.52,363209877.09,262618424.78,176902064.28,69707347.89,325787406.35,259659028.48,172560574.68,88068294.23,460988056.96,232171926.28,412769167.76,186601969.15,295304888.92,109121846.45,209329915.07,92523184.51,286675967.99,121431758.26,316842713.28,282806848.19,212862389.84,279802321.38,0.0
2,营业收入,1088490958.63,640440276.63,240702268.57,1292798476.86,1040006607.00,696119374.24,345099633.15,1157964829.79,755808347.61,492701986.20,226936867.59,444879514.05,205677162.96,120368849.18,120307471.84,13687663.36,49332.45,31424.52,26087.85,10625808.97,48167.57,37414.24,4634.45,10543166.54,3298427.83,923605.08,877265.43,18606803.91,2721940.04,2699359.66,2593240.53,568424736.22,554480569.18,394895823.00,160139328.83,757466674.92,543334576.96,345094316.13,150875063.35,571612875.60,396658217.57,259115399.66,115145675.49,683884850.77,556489918.89,365746776.58,169949326.32,534957898.41,368251878.27,283907199.21,133935698.10,497915152.69,387074891.76,265488992.61,118935368.81,506266758.38,373596358.89,230560383.71,107029944.25,370582100.14,270010258.37,165908101.28,73872705.32,360176773.89,260962779.47,176921632.65,69727701.74,324861697.11,258762594.13,172328131.13,87997794.23,460007248.13,232130118.72,412769141.46,186602069.15,295308503.59,109120432.50,208237809.90,91450303.72,286680159.99,121440214.72,317586588.85,283082400.22,211638785.34,279621887.87,0.0
3,二、营业总成本,1178528898.42,719773558.21,295413804.46,1333896869.58,1051418044.68,698744010.09,344767388.31,1270526901.88,866474561.25,567478093.84,277410185.95,547909228.62,255846875.02,142906289.30,132517722.82,35886301.92,12932315.43,11849179.67,2747610.61,23845727.86,7056200.22,4218929.44,2014788.28,18050383.51,10808196.28,5987676.36,3593797.49,29965834.37,4126733.46,3803400.94,2770922.63,616782196.69,585078962.71,406842692.98,166907391.72,770180098.92,551561005.60,350848337.98,160509640.01,637404894.07,444514095.80,290664029.63,124633370.87,700362908.72,554804297.14,365687886.24,172291526.61,623198590.79,417916252.57,313501195.46,145090895.16,569481486.18,429720950.01,295266750.23,128039157.69,501724572.24,369002514.13,226786952.62,105345500.80,362442578.85,257932632.62,157280836.49,70800196.27,355814840.47,269157592.91,189121998.46,82756945.08,395344215.85,278605837.21,181881084.73,91215424.22,441258111.56,219706491.07,395554462.32,190331988.43,289983827.03,108034469.04,205289899.02,89677509.71,255454249.27,0,286201860.35,248091997.11,194726764.48,245377850.90,0.0
4,营业成本,990006355.85,596201481.67,237669210.69,1083121802.04,868705691.29,575599326.85,283577126.70,1053944101.04,696036362.77,453384917.89,225185707.59,434850420.19,196966487.07,120084158.51,120058801.50,13956663.42,77109.97,49598.50,25740.58,10320374.25,77790.51,48870.45,28826.90,10105441.87,2929428.55,591323.85,849039.90,16803185.06,2547448.29,2538077.74,2655592.61,555221895.74,532193603.96,373224487.56,148460185.15,695915825.34,504162096.72,321895783.84,145743142.98,561533353.54,401620182.51,261044284.20,110857608.61,641273280.94,514262594.16,339389287.89,160166491.69,548017281.40,369206664.36,284477106.76,129983360.81,490601671.48,375124177.14,254637835.89,110939441.26,436893520.49,314120120.48,189737603.91,87678709.85,311765313.18,213690932.29,131477929.09,59289559.78,305179381.63,228816430.09,160116450.73,66093929.93,309785863.38,231632802.66,152062232.85,78063110.38,358030016.05,187663515.25,338631466.89,162464103.93,239258034.06,95468736.89,171760524.00,70134229.29,218774931.11,0,236617565.70,224182703.14,171815270.91,215482691.41,0.0
5,营业税金及附加,9591767.62,6333505.67,3176778.58,13125782.91,9839126.52,7200551.34,4276716.00,10040086.43,6142728.77,3836423.34,1911553.55,5146723.35,132362.23,43799.12,8176.00,0,0,0,0,0,0,0,0,2699.62,2699.62,2699.62,117.75,67783.32,44620.73,44620.73,44023.49,1580667.86,1363621.67,1198927.73,741764.35,2665736.46,1962778.68,1036441.26,389456.53,1650640.84,1836809.12,1505187.73,774212.15,3157595.32,2949221.57,1710136.18,743219.03,2375168.37,1724191.18,1277763.78,525729.09,2245055.98,1796894.79,1329921.46,419918.87,3401818.08,2602498.47,1529877.19,551431.22,2233289.56,1434650.58,900097.39,271885.77,2299987.56,1366893.31,998936.51,517651.29,2265597.91,1458148.40,1502842.22,869802.69,3750489.42,2234840.16,3303109.38,1892840.92,2766428.75,1078142.30,16187.10,0,3038943.08,0,2065375.82,1884226.36,2354216.23,11805373.29,0.0
6,销售费用,42437870.11,24395852.04,8480188.97,42243951.60,33370216.95,22486807.68,10403784.73,49903447.43,33134875.91,22063156.50,7701799.04,15254301.44,2378181.32,0,0,28000.00,28000.00,28000.00,28000.00,405073.31,405073.31,357489.31,287553.31,286947.38,187439.38,161731.38,110932.18,277684.68,9600.00,0.00,0,15757845.05,14451020.34,9027095.06,3741892.14,17388418.91,12345230.12,7087446.67,3226919.06,14997042.02,9750086.09,5934145.78,2487118.39,13560491.47,9497581.63,6106324.40,3133361.55,21404919.25,14919659.07,11488315.00,6083539.70,27273717.78,17126641.71,10685673.42,5300104.54,13509117.37,10088969.44,6625753.77,3613159.82,9493162.27,7064215.14,2839379.43,839983.54,3750032.16,1549097.89,992784.90,500190.43,4849348.45,3444831.37,1829210.67,1088083.94,8950137.03,3862281.03,5422777.15,2195443.05,2837636.63,905005.00,1007124.65,231460.55,644826.95,0,446570.49,568715.10,296945.40,244101.22,0.0
7,管理费用,55585063.33,36067673.03,17508609.92,68271018.21,49272964.70,33762384.02,17899094.45,50994860.21,43283103.11,28052855.03,14569717.23,37718521.56,28737615.91,16169752.23,7964608.15,23913740.29,16977761.93,7176879.45,812227.15,6013165.03,1499677.76,1013967.13,383074.70,2871646.21,1485801.34,1082853.72,543434.06,2162740.54,1326689.10,1022327.13,71306.53,33705481.97,29445781.56,18018232.38,11408108.22,40217111.57,25787219.30,15791353.10,8650475.21,38739194.48,27014983.10,19279203.49,9012371.81,25878850.59,21084545.15,13191372.91,4957861.92,41434175.20,25214301.06,12400321.13,6333309.41,43923641.92,28771519.48,20022667.36,8803288.80,37641598.91,26431553.28,18259474.12,7728171.94,18489006.93,17389817.47,10842644.50,5139194.53,18157735.18,16116616.50,12033020.64,7748586.28,47829542.95,19561105.33,12517298.68,6529296.41,36616688.29,9765876.45,19317056.72,9645976.31,11521743.56,4961961.87,9797197.15,5048732.03,8371528.45,0,13644904.50,11760512.86,8541104.77,11660487.70,0.0
8,财务费用,80718782.27,56585986.56,28390337.06,116965773.96,88933662.43,58398557.41,28610666.43,106283236.84,84786757.58,57050007.97,28041408.54,55468821.04,29083969.52,8060320.47,4486137.17,-3142291.14,-4358340.40,4386917.79,1881642.88,8079307.28,6091339.41,3716283.32,1835333.37,6999005.55,6304784.47,4251024.87,2090273.60,11086538.85,0,0.00,0,11199584.93,7624935.18,5373950.25,2555441.86,11266109.34,7303680.78,5037313.11,2499646.23,7189217.83,4292034.98,2901208.43,1502059.91,8754169.13,7010354.63,5290764.86,3290592.42,9617984.79,6851436.90,3857688.79,2164956.15,5437399.02,6901716.89,8590652.10,2576404.22,10278517.39,15759372.46,10634243.63,5774027.97,20461806.91,18353017.14,11220786.08,5259572.65,26427703.94,21308555.12,14980805.68,7896587.15,30613863.16,22508949.45,13969500.31,4665130.80,33910780.77,16179978.18,33282957.79,14133624.22,32192938.07,5620622.98,22708866.12,14263087.84,24624019.68,0,33427443.84,9695839.65,11719227.17,6185197.28,0.0
