,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1041419720.51,757473634.57,470568494.92,256253031.49,1182076383.63,868174463.13,558625288.03,270517357.84,1065883410.14,762413195.73,473389000.60,243696907.47,976756001.72,683704427.39,425894731.06,209816550.72,996268826.97,765513772.64,520842696.28,251876565.40,1113745053.32,811083001.95,540309013.42,257875947.26,1324972283.68,970657841.38,652503899.80,322056553.86,1495281651.80,1085350015.85,694799716.07,344457145.77,1527651202.25,1121779155.53,728766850.05,361073198.32,1303132066.61,914690112.23,584147324.32,262957268.55,1090688146.59,705824256.59,453279826.12,215151023.08,972829870.81,720058710.98,490918080.13,248341714.49,1333894634.16,1017699900.36,666297672.53,348841215.24,1336905859.44,964752264.84,625650243.46,294419307.52,1174032274.40,835678528.34,526172116.54,266682149.50,940952744.13,663171534.16,419637293.33,176837046.16,787434861.35,554869389.59,348132210.01,150802891.37,608050696.86,425910522.59,269729720.02,624027291.82,564230317.29,0.0
2,营业收入,1041419720.51,757473634.57,470568494.92,256253031.49,1182076383.63,868174463.13,558625288.03,270517357.84,1065883410.14,762413195.73,473389000.60,243696907.47,976756001.72,683704427.39,425894731.06,209816550.72,996268826.97,765513772.64,520842696.28,251876565.40,1113745053.32,811083001.95,540309013.42,257875947.26,1324972283.68,970657841.38,652503899.80,322056553.86,1495281651.80,1085350015.85,694799716.07,344457145.77,1527651202.25,1121779155.53,728766850.05,361073198.32,1303132066.61,914690112.23,584147324.32,262957268.55,1090688146.59,705824256.59,453279826.12,215151023.08,972829870.81,720058710.98,490918080.13,248341714.49,1333894634.16,1017699900.36,666297672.53,348841215.24,1335651331.53,963674967.70,624934087.34,294044957.20,1172336953.21,834489497.30,525670731.92,266471363.17,940417821.05,662968841.85,419606823.24,176832345.30,784701384.40,552135912.64,348132210.01,150802891.37,608033057.53,425892883.26,269712080.69,623918297.46,563589485.20,0.0
3,二、营业总成本,927077474.57,664572954.89,416196415.03,231754666.04,1089553459.30,784841712.58,503170601.16,251832229.33,970050777.25,681096612.49,416537817.64,217872017.44,892850910.11,605192527.30,366840725.65,184843501.65,949556476.59,713083826.07,484387526.27,231999849.88,1075668525.83,777879722.24,516407419.88,241814198.64,1283345519.53,929343404.87,617382370.14,306066647.43,1453897553.19,1056262516.42,681779164.65,339248618.66,1484800820.15,1066336456.01,684283215.80,335432986.49,1223940825.06,864829074.93,564228761.83,262759586.96,1045816309.45,681537938.11,437807549.63,209284292.08,960685352.00,701527038.58,463127174.24,229747086.82,1250144708.00,945219342.27,615458821.11,323723232.85,1222654472.74,889199936.62,572893514.24,273023834.85,1073789349.28,757049080.13,471997594.28,241825241.39,840242219.47,585691957.38,373949734.20,159460613.86,727948829.46,511233837.41,325251072.37,137267228.83,549049560.96,382146504.89,241989003.22,565788133.24,509694691.71,0.0
4,营业成本,886410697.67,637097655.05,396115688.86,226228424.97,1039380985.72,757852354.02,487149867.26,242768812.95,915592818.89,646910520.32,398786279.63,211972559.03,834821633.50,580929154.43,347492857.10,176073371.22,888267060.43,686002375.57,469034151.29,225576870.54,1009591386.35,745006789.15,498298498.56,239183303.01,1212198136.57,881120270.32,588177428.87,295863270.22,1379474080.16,1012433939.09,654212581.36,329974486.95,1402344698.39,1011212246.00,650467283.92,323460259.22,1161252686.78,827985117.87,542829514.86,257699656.30,994212772.97,653973384.30,422959780.44,204178001.56,938209344.13,685355047.53,452380201.50,223611065.05,1222431132.89,923959784.69,601643721.66,315839117.79,1195322383.98,870511300.07,558719923.15,263887807.34,1050092147.37,741516544.95,463321965.08,233385781.80,802339515.53,562667370.71,360008846.22,154301560.36,691422795.76,495020095.82,315902936.20,132034069.64,529455160.20,367147313.57,231176572.47,547859930.48,509499520.54,0.0
5,营业税金及附加,6466787.23,4891702.44,3496386.19,848853.21,7248077.69,5211152.54,3959140.15,386475.34,6627130.95,3949509.02,3484258.12,433652.74,6603138.85,3049165.52,2402141.58,751035.68,4612465.59,2674122.50,1581199.31,685668.10,7816152.18,5145082.48,3759383.91,1039359.65,7107828.89,5250596.61,3819229.25,1661972.46,9449088.65,6207372.60,3592758.31,1562974.56,9031683.23,4704207.50,3205921.57,1380469.69,6987048.99,4824058.40,3174654.26,1573616.07,3971286.95,2741888.96,1825370.84,657650.40,4718556.69,3997755.98,2471260.11,351534.16,6739961.76,1138089.53,843636.29,717678.05,2326512.64,1886636.54,1592377.70,1051179.35,2467015.02,565197.11,276569.91,236771.87,23902.38,0,0,0,0,0,0,0,0,0,0,490130.62,1103434.16,0.0
6,销售费用,8968086.09,5978417.25,3571304.82,1622730.02,11887762.38,7624943.34,4863758.93,1919428.66,9778765.48,6402254.53,4152068.60,2291541.36,10508842.74,6604156.32,4230150.46,2303358.28,11510755.62,6914762.72,4558464.48,1603357.12,10515608.39,4788313.31,3047174.99,896927.02,10621952.62,6241415.99,4466983.44,2130986.94,11305100.22,6944438.01,4491522.57,1900825.57,9793905.90,6041030.71,3740425.99,1803097.67,5237099.33,3722589.60,2575123.99,1157101.20,4203452.14,2610039.44,1740541.19,966872.53,4566401.71,3293426.11,2436748.81,1295446.39,5483093.44,4116899.24,3054695.02,1589248.07,5488877.78,3876033.77,2505802.04,1150349.77,5053773.74,3345281.09,2396803.03,1432656.53,6110807.44,4340390.38,3153303.64,1613187.71,7364089.53,4500309.77,3264897.25,1394399.91,6363664.10,4901943.56,3164660.30,6107047.75,2528363.49,0.0
7,管理费用,31681952.64,22718552.00,17635233.37,5135154.57,28064847.13,15228567.53,15824890.91,6891879.00,39938015.06,30888108.91,17240169.74,6798956.07,41848989.74,25923115.48,16824235.59,6365087.96,40776034.39,25395197.53,15627079.74,5092277.98,52469119.85,33746443.64,19994909.83,6364633.48,56738865.14,36936173.69,22843858.78,7157620.58,56732813.02,36382082.79,22861705.96,7571499.32,60869094.81,39517856.66,23831914.23,7459489.41,51303489.49,30516680.44,18034312.83,5473213.65,37355266.50,23548552.62,14018107.27,3835078.05,14678835.59,9544755.95,5991685.50,3132777.79,8886287.44,9145092.26,5458252.02,3693652.77,11618540.48,8679395.36,6404009.90,4795117.41,14535133.88,11871799.52,9105215.27,5094226.94,12344401.79,13106841.35,7954053.27,1782562.54,8871836.13,6999026.02,2518320.22,1521351.93,5056426.24,4262614.01,3731444.72,5427966.06,4590669.97,0.0
8,财务费用,-15917436.61,-12458158.10,-7926437.21,-17639.51,-15110797.73,-12985445.68,-8066695.39,2394839.40,-6149199.87,-4985310.11,-5290663.34,-2672060.63,-12016195.52,-12135431.00,-4050364.81,-1662599.29,-7736362.41,-5487314.67,-2317989.07,-1098837.03,-7196008.07,-7302927.40,-5708546.41,-1064276.71,-5304480.16,-2137240.60,-28464.75,267620.69,-5312654.19,-5881608.83,-2665371.25,-364303.63,-372249.08,1569202.83,1260948.25,332403.55,-257901.63,406538.07,29266.28,-128761.00,-2598491.07,-2493985.30,-2430752.62,-197595.96,-2139687.48,-510357.13,467884.89,1347300.04,6109099.25,6859476.55,4458516.12,1883536.17,7898157.86,4246570.88,3671401.45,2139380.98,1641279.27,-249742.54,-3102959.01,1675804.25,19423592.33,5577354.94,2833531.07,1763303.25,20290108.04,4714405.80,3564918.70,2317407.35,8174310.42,5834633.75,3916325.73,5903058.33,-8027296.45,0.0
