,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,560434141.02,332403928.49,137360412.25,995949335.63,556593320.23,308080951.34,89566098.41,841853410.05,495181009.30,325439019.17,134351872.80,687282669.21,305972687.62,195407461.21,64060016.59,448802538.17,164664758.23,67087371.04,17486015.00,195380407.86,116008396.75,70837179.43,26518944.40,310550768.23,212166311.64,138589014.01,60043246.00,342127475.05,190552654.33,119348631.76,46503222.40,242817851.73,145651658.23,98693979.84,43629423.84,181519177.25,85772065.96,44666631.90,8306188.62,125463562.31,72073752.61,52683168.18,21544751.23,112870708.72,61641732.95,110423728.93,93166162.31,0.0
2,营业收入,558375105.06,331073562.25,136745913.98,994066629.77,556593320.23,308080951.34,89566098.41,841853410.05,495181009.30,325439019.17,134351872.80,687282669.21,305972687.62,195407461.21,64060016.59,448802538.17,164664758.23,67087371.04,17486015.00,195380407.86,116008396.75,70837179.43,26518944.40,310550768.23,212166311.64,138589014.01,60043246.00,342127475.05,190552654.33,119348631.76,46503222.40,242817851.73,145651658.23,98693979.84,43629423.84,181519177.25,85772065.96,44666631.90,8306188.62,125463562.31,72073752.61,52683168.18,21544751.23,112870708.72,61641732.95,110423728.93,93166162.31,0.0
3,二、营业总成本,426430147.61,254672561.74,102107579.43,766447977.89,412108693.77,231407649.49,80266276.46,584666730.49,326593064.96,207405344.21,85678406.11,577536090.17,257901124.69,177200158.97,61917395.61,355595609.40,147947843.07,67876139.76,27711721.18,152032114.63,111555744.24,65177946.10,31116869.18,199872701.48,154661644.16,102078210.31,50922872.78,245370070.52,154536074.15,96624250.79,43402207.85,176292753.77,118713008.00,85367264.16,50553845.97,127812628.62,72506569.42,37813715.94,12751466.40,72445348.34,49663646.48,36550728.46,15318138.39,69492211.29,40632266.18,57788391.42,55091697.76,0.0
4,营业成本,214288839.72,119821302.43,43142836.16,418013779.88,211846294.89,104035498.59,25622925.28,297251800.74,155374343.86,96800214.46,37859374.78,302454680.20,111421863.49,78115269.31,17626780.41,215523570.41,70514200.39,27327957.61,7882926.24,73627145.03,46596008.26,27343388.81,11186850.94,102187945.94,71857666.39,46653845.72,17665028.58,109867632.42,59215204.37,36789600.40,16011864.04,89988275.50,58287165.05,45899242.23,29846465.67,70849656.21,33181663.08,13939038.72,1997703.64,27956309.04,16675060.56,12590503.82,5574434.54,25461050.39,14353866.81,30261830.48,42015326.47,0.0
5,营业税金及附加,5693144.58,3549111.73,1898605.34,9892598.67,5935554.54,3731559.82,1245541.77,11219122.90,7626602.76,4992108.42,2252603.55,8416309.60,3723633.02,2466332.36,1016685.86,4701593.82,2077279.62,919428.47,222117.52,2864610.51,1595312.28,982735.36,290259.94,4543715.82,2986653.98,2002812.49,973653.29,5763461.18,2891673.04,2098922.05,793352.73,3267027.01,1514330.93,986960.00,196427.46,2113197.98,830509.81,410659.65,52162.26,2512799.86,971786.78,808473.61,301732.39,1644883.17,827144.59,1650838.84,1052421.12,0.0
6,销售费用,67582805.63,39916658.75,16833468.04,93861441.55,53809898.57,35668601.84,14653283.85,87211047.13,51255344.29,32545820.59,12965465.42,77833899.86,44631305.67,29514346.25,13142378.35,52269166.71,25010142.03,13060072.20,7939769.45,38612051.21,25610271.95,15335160.95,6759831.61,37246151.00,27757714.68,18539141.01,9797044.92,41115031.98,28111058.56,18835948.54,8642573.68,26805659.43,17795068.92,12027884.82,5781056.99,14152999.38,9458840.01,5833077.84,2758297.64,9999632.84,7679273.23,6459796.84,2817250.82,9518674.61,7018167.59,6758101.38,5831322.36,0.0
7,管理费用,57911106.07,42485238.00,21839909.52,87289337.71,120384236.98,76667114.28,34275666.68,180544338.67,109144850.68,70016602.19,35016921.60,158938439.90,96382351.94,64008661.18,32494484.87,92677214.51,53653001.44,26398200.07,14628301.59,65206415.13,51226840.89,34926139.79,16669120.54,75872325.70,55081032.12,36814654.72,21566260.23,84383242.98,58920558.93,36610743.16,17500160.80,70669752.35,39863706.33,27118173.14,14495319.84,40993652.96,26940305.02,16696446.16,8467092.75,29371101.15,21237673.26,13936610.53,6320548.68,28192522.80,16644254.03,14874560.29,5880368.98,0.0
8,财务费用,5471746.15,4276909.03,2068819.23,4955099.99,2752552.21,725383.05,278443.51,-5288853.79,-4267170.96,-3527523.90,-2807846.44,-18056076.05,-6486140.48,-4394868.42,-2562120.95,-19859558.02,-6367177.71,-1197473.69,-858599.51,-28063023.97,-10343667.00,-9142387.29,-145433.47,-21593207.13,-4686016.40,-2533893.13,-476342.77,-3286077.03,-971581.46,-635782.21,-222544.09,-16850917.86,-1227334.19,-894913.40,-267847.63,-4736038.70,-1459496.78,-1047843.11,-359960.15,1659108.79,1886769.35,1639901.75,789264.52,2120036.99,1471565.66,2085123.07,881560.06,0.0
9,研发费用,75482505.46,44623341.80,19002424.18,106542911.73,61866689.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
