,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4908300995.86,2718925631.85,1099937381.46,5874357770.64,3939037417.96,2472708273.75,975254510.43,4777295690.69,3129624425.70,1937009821.32,781883580.96,3660045212.97,2453239756.26,1464766513.04,567698658.10,2770529879.66,1871274514.41,1111789948.76,454845718.65,2242550146.06,1593502411.42,1039649517.77,440863454.03,1725868253.80,1162662020.98,701498562.38,286905779.71,1193186614.10,860950935.91,528313222.70,213819647.39,1054026834.36,789887920.75,500680260.00,208255117.88,674603994.31,468210579.10,277082381.34,100846715.29,303928851.48,200812338.11,194847739.06,159393290.75,0.0
2,营业收入,4908300995.86,2718925631.85,1099937381.46,5874357770.64,3939037417.96,2472708273.75,975254510.43,4777295690.69,3129624425.70,1937009821.32,781883580.96,3660045212.97,2453239756.26,1464766513.04,567698658.10,2770529879.66,1871274514.41,1111789948.76,454845718.65,2242550146.06,1593502411.42,1039649517.77,440863454.03,1725868253.80,1162662020.98,701498562.38,286905779.71,1193186614.10,860950935.91,528313222.70,213819647.39,1054026834.36,789887920.75,500680260.00,208255117.88,674603994.31,468210579.10,277082381.34,100846715.29,303928851.48,200812338.11,194847739.06,159393290.75,0.0
3,二、营业总成本,4411439274.66,2414732792.98,993873805.23,4994600069.99,3322031024.67,2069507964.94,832353403.78,3987598703.13,2593979073.53,1642066755.25,684614646.76,2858018427.16,1879779298.30,1141389420.02,468090313.94,2072192632.51,1370939706.42,829910293.47,351497765.01,1628589635.61,1170571312.58,766455764.42,340702464.64,1211897203.53,804464218.03,486131500.09,205468141.55,882120859.75,626520229.30,394104382.21,165364417.05,701805922.96,498177781.40,308978312.55,132117517.08,455771350.09,310202313.10,183799488.72,74803160.38,209959008.45,142173181.09,144949484.75,113217017.79,0.0
4,营业成本,3030098531.15,1603641747.10,644430278.80,3418181342.37,2240082017.43,1366360882.17,531117978.06,2621932122.34,1712751545.66,1050210865.86,417769859.34,1899005726.80,1256938678.87,745482268.51,292177649.81,1427690944.49,934350358.87,561520186.76,231884880.62,1116024634.19,788776165.36,516042919.06,216217255.40,813887497.50,535800039.21,322113984.94,133253414.86,570395184.31,417994103.71,257196099.68,104592579.09,469104938.72,351104354.88,223806951.41,92961242.87,316693726.50,226460257.89,134043860.58,50823880.07,144744678.98,97112974.39,99061131.28,80833024.21,0.0
5,营业税金及附加,31190747.10,18843836.95,8496918.37,45672887.53,33020594.38,21668192.40,9196873.02,45918724.93,32242466.48,19574070.15,8560200.41,37279047.95,21353287.69,12858295.04,5250291.17,27106809.89,18369483.66,10626625.32,4309416.47,20084051.26,13578379.37,8685303.00,3737207.83,15462051.62,9973844.54,6045784.94,1997689.68,11411518.92,8535762.00,5498084.13,1892629.58,11443067.01,8870453.31,4709275.69,1939131.35,3010386.09,1737075.15,946881.40,352943.74,1167147.88,759108.23,718180.68,519545.19,0.0
6,销售费用,420083085.05,248806977.56,106405730.67,504462144.67,336030614.46,213780834.59,89813623.61,441161066.14,271591096.70,182443305.46,84020180.96,306240767.77,204700532.41,129831539.71,59929083.45,226214263.44,152826286.60,92863586.78,43529001.17,206945933.44,147240552.67,94740494.46,50794452.31,187016104.95,122467426.09,76545217.10,34496158.53,144804233.92,89194669.20,57125463.87,24729868.75,105319431.72,65236387.89,43087615.47,19456375.99,69997890.27,35801301.85,17924670.09,8093101.24,21995413.46,14271185.55,18512875.47,14488532.65,0.0
7,管理费用,286406210.01,160493270.71,69339376.56,292232805.69,211428994.54,487547925.45,220379209.71,847175191.88,587125360.82,395659977.69,184294384.31,584317497.61,401761994.51,251160553.86,115394611.75,408076925.30,290074395.51,180935148.83,83406021.98,343427542.70,255014797.42,166808570.97,83415858.35,250380734.33,179711753.57,108771145.80,51433390.22,208581543.91,148232281.74,97137867.78,48192038.84,158920198.75,102952855.07,56334531.49,29316048.05,78412651.19,45792322.39,29403638.92,15682819.57,41797350.86,28790055.05,26949457.09,17145932.64,0.0
8,财务费用,39554932.50,12291693.06,6091635.21,-12789984.38,-18438554.35,-24352234.16,-18122012.92,-26045143.41,-13299454.50,-12411836.28,-10028428.76,-8445544.77,-12390231.88,-9858273.80,-4661322.24,-44966855.23,-31132727.27,-22487163.27,-11631555.23,-69157945.49,-44984057.89,-30779444.72,-13462309.25,-66766344.87,-48850070.59,-32705857.90,-15712511.74,-58680499.49,-42715067.33,-28131613.23,-14042699.21,-47221002.96,-34023219.48,-22997011.24,-11555281.18,-13536404.88,-902260.03,-390537.61,-149584.24,-1382230.70,-643337.24,-898053.67,-329608.48,0.0
9,研发费用,604105768.85,370655267.60,158889457.60,711805836.12,515404993.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0.00,35035037.99,4502364.49,4502364.49,-32267.70,57456741.25,3568058.37,6590372.37,-1549.50,39620931.80,7415036.70,11915036.70,0,28070544.62,6451909.05,6451909.05,0,11265419.51,10945475.65,10957921.65,0,11917160.00,5361225.21,5361225.21,0,5608878.18,5278479.98,5278479.98,0,4239289.72,4036949.73,4036949.73,0,1193100.92,1313615.85,1870975.34,0,1636647.97,1883195.11,605893.90,559591.58,0.0
