,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1049609531.13,844691019.04,553934160.35,298088707.74,859110032.61,642722291.69,443600565.34,231281485.78,686969427.88,481042997.71,278929925.23,112921233.68,679847503.47,493190695.04,324460285.72,154540270.63,729761470.04,604597183.33,432809048.46,227916655.82,871491716.87,594570716.52,380911407.03,187202098.70,902804493.62,677900941.08,466609850.78,233574953.61,1091200516.09,718870998.90,424355987.49,199841977.70,1063088406.59,834217591.45,545285818.41,279082239.34,1376879927.36,1075762705.27,749799349.86,412276812.30,1366052247.61,897784286.97,562728093.00,266525042.58,982171058.79,720838725.08,458839483.66,217345634.55,768807889.51,545948010.80,357171943.52,179025403.04,750016846.73,544839871.14,359270688.93,179285774.81,597236199.74,412432905.34,257954870.15,117544228.17,459859868.72,359190617.10,239962489.15,121636594.35,545634334.98,398158132.90,289725509.20,135456598.32,492656192.64,392711929.52,264097349.62,126441762.58,440590477.28,215580729.82,349324218.56,201652982.53,291198070.21,151112069.33,302254800.24,147590772.63,283506953.55,129155322.63,363928339.06,172207584.04,347868420.85,166557800.00,277448270.00,152708574.98,234792420.00,142210029.00,89238318.00,0.0
2,营业收入,1049609531.13,844691019.04,553934160.35,298088707.74,859110032.61,642722291.69,443600565.34,231281485.78,686969427.88,481042997.71,278929925.23,112921233.68,679847503.47,493190695.04,324460285.72,154540270.63,729761470.04,604597183.33,432809048.46,227916655.82,871491716.87,594570716.52,380911407.03,187202098.70,902804493.62,677900941.08,466609850.78,233574953.61,1091200516.09,718870998.90,424355987.49,199841977.70,1063088406.59,834217591.45,545285818.41,279082239.34,1376879927.36,1075762705.27,749799349.86,412276812.30,1366052247.61,897784286.97,562728093.00,266525042.58,982171058.79,720838725.08,458839483.66,217345634.55,768807889.51,545948010.80,357171943.52,179025403.04,751907688.42,545371277.26,359585135.13,179677645.92,597422825.01,412132039.90,257740124.92,117355492.80,457611636.96,360311881.60,241081489.09,122284536.48,545818749.86,398389011.69,289894525.57,135609224.87,492423317.40,392588894.13,264030313.26,126460829.30,440054866.86,214877132.21,348874852.30,201184194.62,290103740.77,149746252.80,302088927.51,147552602.63,282549888.55,128632572.63,362832840.45,172222281.99,346556628.19,162796800.00,269603520.00,146650214.58,234772120.00,142210029.00,89238318.00,0.0
3,二、营业总成本,885524031.97,714145708.65,476159282.99,261103744.22,823452673.43,615825005.35,430246509.44,224747365.54,833015898.04,526452098.98,329640471.60,142323005.78,718404728.21,530158380.78,357209287.74,180036669.23,1098742668.63,746887415.89,527143811.42,273278958.62,1175368528.53,779843025.22,507048302.25,240893232.00,1164335203.73,896301462.63,624051305.19,297576523.44,1424989216.13,924765917.78,571798289.66,242748436.21,1147572229.50,841236973.30,541811391.28,255215018.91,1045765471.95,807288615.17,544872088.93,295633393.00,1141942214.54,810754281.86,520851934.26,259882560.21,969420220.29,707793860.82,447235510.36,211313481.44,857254570.88,538788262.81,353620347.25,173987600.34,720633217.68,525552685.16,349282584.19,173290512.81,574406604.31,398680278.95,249325406.83,114879303.16,407912117.08,318171861.29,207412039.43,101491008.87,457541111.18,333226165.69,240131964.66,115585827.84,393603066.84,334894161.75,226159786.97,111031298.88,373237667.79,189091548.21,264222212.00,159853042.22,217426755.55,114522481.24,228413803.58,96983301.64,219631405.79,99253188.80,331677890.50,0,326160813.59,0,0,137112585.18,219082570.00,117158443.00,72426913.00,0.0
4,营业成本,681341109.61,550323075.53,364720492.65,202880140.96,637102244.34,479645487.01,342668316.20,187777750.66,568377542.66,398645582.73,236684665.68,90153259.45,540964279.32,420332833.95,289929198.49,143499483.62,690525246.83,577654471.90,420237161.98,217776502.45,809915218.23,529692954.40,334786183.32,163083023.61,840541702.22,659685017.04,449015363.68,235476526.75,1067671866.69,728628622.88,428653809.74,184284139.81,867637255.06,655546345.68,408141697.61,197361813.09,821392448.31,632263669.50,421884579.10,220072437.40,890201306.77,627231388.12,407651094.68,200691921.97,776976209.97,598205599.12,376881145.34,177673725.82,633402754.04,442595159.44,287289892.27,134730207.82,581738132.04,425044739.75,283233645.98,138394585.11,480284113.70,334442866.38,210895694.16,96128964.36,343181480.95,273233336.45,176159770.76,82212280.25,358887682.44,255484784.08,180778726.47,90541406.25,305408880.54,270248447.90,186547649.23,96197775.37,285074192.26,158409136.00,219201798.44,138741568.71,177242791.77,97342989.94,184228638.85,77256524.84,168372338.24,77578558.58,279204324.88,0,272877010.55,0,0,116207177.45,219082570.00,105008115.00,64395576.00,0.0
5,营业税金及附加,11877257.72,9359747.67,6060161.50,3462201.27,10483552.40,8239846.16,5501893.88,2992431.77,8915057.70,6963637.26,3940776.72,1998908.58,6864516.31,2232341.64,1971622.02,1208201.34,2290072.96,1703552.87,1428279.75,868517.35,2232798.05,994084.93,760821.40,631508.99,5012474.58,1200825.14,578618.84,360531.49,4493328.70,4041438.60,3907093.66,716060.66,8461252.26,1330180.25,613027.07,480410.67,9604957.65,7218799.00,4518181.30,2224988.26,9575318.67,6167151.89,4208824.18,2387690.67,4664698.73,3179816.01,1980223.63,808940.05,3369224.88,2477536.14,1290459.12,554901.03,3578162.64,2192365.80,1086619.52,327124.82,2819557.84,1703239.12,780138.49,434806.38,3277588.04,2211172.82,1053159.38,769338.15,3646786.23,2733006.35,1983752.30,762992.64,4013661.91,3014338.27,1748754.51,697286.79,3445477.63,1525698.36,3977534.38,1711061.52,1894380.95,1058056.56,3815262.12,2230196.89,3995279.82,1822890.48,3791341.15,0,2774593.68,0,0,468316.77,0,12150328.00,8031337.00,0.0
6,销售费用,25124899.26,20406595.45,13639375.53,7626186.69,31288790.19,25194130.18,16685404.45,7030441.32,21065844.22,14178193.14,8674621.78,3453954.78,19626540.29,12912268.96,8177926.79,3688348.94,26604349.48,23336409.42,17770047.67,9652312.00,28619836.72,17351743.85,11927267.30,3260274.01,27380966.66,18865287.24,14301317.35,4760363.66,42737082.81,25303408.06,13631145.09,5258942.71,40847493.50,29012124.33,21363067.55,6543176.37,41033921.65,37266563.07,29621104.73,20005408.47,46360544.10,40442867.71,29678628.61,16775282.09,47534089.38,29783333.97,20728568.08,8925529.24,27855652.88,21587960.15,15593475.87,11005707.34,33259673.62,28742380.01,17725875.42,6634721.84,22773065.81,12933463.71,8417190.85,4022641.89,18710370.17,10992575.84,6793490.27,3302728.92,25783922.63,21136782.32,20203722.13,8991321.28,36832434.37,26530708.03,15690005.83,5211424.57,25136460.02,9768149.00,15600296.15,6860220.33,8987121.95,3810931.19,8889726.82,3888905.82,10950148.39,4856228.87,12576549.71,0,12410375.88,0,0,6505204.00,0,0,0,0.0
7,管理费用,102074537.31,90787043.33,63337760.93,28345180.03,74455635.93,52573670.42,50965457.41,20885896.64,111365892.96,86343685.69,63656126.48,36846414.23,98578344.64,69774610.93,41583287.97,19507937.47,139534417.45,93599512.42,52750449.20,25161936.19,153654036.06,104018301.60,67031401.39,31259617.03,151808344.75,121475129.10,83255737.74,38250606.70,188086922.24,124356412.02,85577024.32,43176087.28,177262708.95,128982457.60,94279034.81,39906617.05,155934267.43,116694411.37,79925550.39,46193930.00,172818324.06,125966811.15,66896007.48,32426726.61,107113917.48,48638938.29,29422952.36,14417639.54,69390048.58,52520608.85,36929061.77,22454018.36,79023151.19,53250897.07,36644030.17,22757804.27,62443430.26,46326834.89,27893115.27,13763257.46,40774427.38,30705340.70,22921547.97,14649549.70,64963823.35,50327457.59,34917313.98,14082860.30,39659590.68,29329232.77,18019439.18,7071850.99,44520632.98,15816275.32,22517470.42,10635387.39,23907620.30,9562122.08,20830023.76,8952425.44,23880242.16,8406645.01,22379393.37,0,20417300.90,0,0,8752688.34,0,0,0,0.0
8,财务费用,11555302.51,7724429.60,6036987.95,3892211.98,13816781.92,10178799.04,7833890.19,5130825.20,24735023.21,20293840.19,16203798.99,7551342.90,32403061.61,26351634.60,18782602.20,10119933.22,33469652.25,24430294.00,18185283.77,8637836.30,48643767.40,36261754.58,23783623.90,10768096.31,66037709.97,54691149.60,36293386.06,17818892.70,58177040.58,39862645.01,26421891.26,13687955.76,42274943.31,28749257.13,15207669.45,7921143.69,16166893.69,10395475.24,6452024.04,2860840.61,11956638.69,9211830.07,12598640.93,7600938.87,35519719.37,27670929.35,17907376.87,9487646.79,27899293.54,18763063.93,11673523.92,5242765.79,23034098.19,16322302.53,10592413.10,5176276.77,6086436.70,3273874.85,1339268.06,529633.07,1968250.54,1029435.48,484071.05,557111.85,4258896.53,3544135.35,2248449.78,1207247.37,7688499.34,5771434.78,4153938.22,1852961.16,15060904.90,3572289.53,5182053.53,1904804.27,5394840.58,2748381.47,10650152.03,4655248.65,12433397.18,6588865.86,13726281.39,0,17681532.58,0,0,5179198.62,0,0,0,0.0
9,研发费用,53550925.56,35544817.07,22364504.43,9421910.85,36467029.86,27540189.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,5475912.44,19838638.79,12452883.41,6591547.31,930019.95,98556537.29,27159.97,480481.95,2319125.84,19967986.04,-1445309.30,-3235349.73,2012764.64,206318929.66,26163175.28,16772589.05,11181854.33,132302872.07,91524185.86,68759004.94,31890712.05,73554005.55,40384054.51,40606881.52,909602.14,63822975.11,2573391.21,13607325.59,-4374750.01,11088576.42,-2383391.69,2206894.79,3001858.04,1632983.22,3449696.99,2470649.37,4275788.26,11030082.25,1734232.92,-181261.62,0,-2388414.64,315244.08,315244.08,0,95337596.96,843934.30,843934.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2256940.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,245256.77,245256.77,262706.77,-665030.00,-259693.83,-1229059.49,2685078.23,3919390.19,2080002.38,931372.25,-1340606.19,-1497937.24,-1587273.22,231426.57,-25253.95,10080.90,-173002.60,-171925.95,-78503.00,-11470.50,-393687.50,-292480.60,-206136.00,-92805.50,0,-53825.00,-207508.71,-40235.00,0,35200.00,0,0,0,0,-6477862.80,-238729.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
