,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,357500052.22,255202647.78,131913939.83,983403674.23,812014962.77,640707022.49,379570703.16,1516470286.93,1050821185.95,666293272.11,287565942.30,1230917244.05,855855982.96,545163419.72,252682416.22,497501063.19,299804926.47,209786087.81,116092134.83,460281866.50,250138588.52,160207947.14,99830600.97,382845897.62,263295143.59,182349841.09,91801528.08,742908539.30,452821398.48,324160075.11,216500714.71,862025249.23,583636496.16,404812091.43,200422098.93,760865917.66,507785334.12,358089551.64,171831803.62,658272032.86,432731882.96,322433340.96,148938174.01,516454097.77,343102197.84,249427910.91,111742280.11,268953296.64,166583657.28,105032532.27,41261269.50,200899671.65,128299080.15,92398930.57,47819746.62,188435996.93,140021868.78,158874072.59,132485060.38,0.0
2,营业收入,357500052.22,255202647.78,131913939.83,983403674.23,812014962.77,640707022.49,379570703.16,1516470286.93,1050821185.95,666293272.11,287565942.30,1230917244.05,855855982.96,545163419.72,252682416.22,497501063.19,299804926.47,209786087.81,116092134.83,460281866.50,250138588.52,160207947.14,99830600.97,382845897.62,263295143.59,182349841.09,91801528.08,742908539.30,452821398.48,324160075.11,216500714.71,862025249.23,583636496.16,404812091.43,200422098.93,760865917.66,507785334.12,358089551.64,171831803.62,658272032.86,432731882.96,322433340.96,148938174.01,516454097.77,343102197.84,249427910.91,111742280.11,268953296.64,166583657.28,105032532.27,41261269.50,200006785.12,126975053.33,91516246.02,47819746.62,186984006.44,139011220.57,158559533.07,132485060.38,0.0
3,二、营业总成本,299662544.75,198401362.89,107487258.85,953365621.68,755463804.28,569826457.78,326126783.38,1430534642.83,995838738.37,603780142.52,251961185.08,1210788922.10,825688989.18,516854891.59,221947987.86,487360099.21,280492472.19,188419002.15,95714682.38,445374972.11,238071609.87,145876056.67,70257429.90,344555638.70,224612868.97,142391448.40,62969386.06,680067181.49,395974720.32,271343106.70,176760907.22,732162858.12,462885334.82,313309868.47,145069743.99,649738441.49,417756434.44,289369001.24,133148924.45,544546894.50,347459854.24,256747493.73,114540739.79,410092099.65,258369232.30,180528230.41,74076367.28,212717518.56,126239236.29,79451163.82,28812177.55,159392468.79,100562652.29,69545153.42,34579612.48,150059768.03,117620281.52,129001921.99,106647562.73,0.0
4,营业成本,138579923.37,92658604.93,55304996.06,614857535.51,504796029.55,390003002.54,234935563.53,1018482216.40,720106176.35,418191481.12,168733439.03,892353433.38,612307664.65,375898639.58,155212514.29,210902532.87,102356476.44,70627174.34,36661683.16,167770102.98,65186492.77,35372903.45,17870982.82,96151305.24,62664024.29,37557864.58,14306757.14,397541320.99,213038380.05,158928593.39,123385556.00,489370891.38,301624552.42,206303457.11,93296072.73,440570109.26,272970357.39,191788297.91,86630821.09,353287669.22,221647262.21,172850109.97,74062514.36,258589226.56,164934274.65,119536466.52,47182404.39,145318092.38,82104037.18,50549034.04,14149484.74,114292118.95,69200556.85,47799022.57,23837801.28,113256404.07,92329014.04,98208484.74,85489898.98,0.0
5,营业税金及附加,9068127.75,5270910.53,2485126.99,57834634.41,53281355.67,43447848.34,25005788.10,82352029.07,47971750.22,33458807.24,12781905.80,8590459.13,4698751.32,3641541.01,2149594.88,6992828.79,2416858.45,1679845.47,578765.90,4785169.61,1614551.73,686549.59,218576.15,8449988.79,6304933.07,4726365.97,2238242.61,15555081.60,10309723.02,6613203.62,3540016.10,20832213.30,12808599.20,8386825.12,3734537.32,15684612.95,10141576.15,7109642.52,3272681.45,13197616.63,8485489.36,5858040.49,2574943.78,12395459.08,7938934.00,5309348.15,2477036.62,7212173.38,4338998.97,3150876.18,1338567.23,4606543.21,2521849.43,1917721.12,717745.00,4787547.19,2299605.12,2711040.16,1915491.17,0.0
6,销售费用,27086039.04,17740797.93,9223315.11,48392971.51,36010567.86,23859379.60,11901029.75,66363590.90,45844268.86,34900968.53,15586549.22,88915053.24,55331746.31,39683699.78,17883986.95,69349754.90,41071659.00,24995235.24,11652012.75,57404760.55,39188128.18,24623189.36,11165167.84,53327763.25,34582994.24,22047178.44,10069656.07,60173444.24,38284114.11,22378375.85,10297856.61,50339410.03,33351639.28,23607146.54,9580847.81,41306307.05,29020914.89,22216173.87,9235339.16,40608451.94,24423873.95,16427889.81,9321156.58,34229423.15,23623806.89,15555381.31,6783380.75,7313939.71,7880533.60,4686791.25,1989072.10,10398834.40,6754165.01,4523594.50,2237804.30,5014127.78,3600922.78,4004023.64,4082242.28,0.0
7,管理费用,82708472.88,54458538.65,24987723.76,124935977.85,85450798.09,79431754.16,37205525.26,200244286.73,137902922.33,88083156.91,42437997.31,181749021.93,123430468.26,77458341.73,35906096.03,158403532.12,103348437.67,69343742.84,33356093.32,166643765.01,104815990.93,67873037.88,30612777.71,156704846.35,103273812.61,67745232.56,32193573.08,188372356.15,124449957.23,78611260.32,38489443.77,170356241.05,110524266.07,69697934.46,32389765.49,140085129.07,93794550.79,60014916.42,28684326.14,126122087.36,83231535.13,54002066.82,26164805.96,97082595.30,57336714.88,34115773.77,16606497.08,53427347.65,32504707.31,21175963.13,11857605.44,30344798.48,22253532.10,15472524.66,7892844.82,26425362.72,18837817.22,22988043.36,15039686.28,0.0
8,财务费用,16155755.69,11296147.33,5813232.22,41796359.58,33856315.74,23337132.09,9362171.79,48035706.16,39042535.82,24310091.70,8551421.69,33498095.50,25281574.05,16155936.62,8363337.55,39072590.66,30890288.88,21164217.25,12126615.86,41664975.02,28720513.08,20367084.50,8689337.46,23796885.13,15996917.14,8659025.49,2698913.36,13415902.39,9663741.34,4278218.50,454380.89,-51473.23,-1091777.32,-2218291.23,-81487.40,7655433.34,5012495.47,2575578.38,1422039.89,6431056.71,4674490.37,2755116.87,1232576.14,6070411.67,3671708.32,1870447.92,-905467.15,-1948424.50,-1059370.10,-877414.80,-522551.96,-249826.25,-167451.10,-167709.43,-106582.92,576326.27,552922.36,1090330.09,120244.02,0.0
