,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,269797293.27,193565608.36,137739776.76,30895712.69,382866740.21,261537263.82,189706187.38,31857701.87,279081923.51,168637973.02,94171258.43,48213784.90,247764114.01,156473238.26,87218810.63,37946490.08,232451228.88,118226392.95,46178815.98,24827926.53,475668899.32,431023185.71,349559959.42,112320736.45,809349737.59,538716661.18,350842881.95,139857424.06,1851653126.72,1459726215.91,914866254.24,147299504.97,1636667610.03,1266978814.61,417692434.26,90012905.28,1182760252.21,731032968.83,337677335.69,63616726.63,607157210.81,296257064.88,140884677.15,26443880.95,349330149.54,179505158.02,75942970.34,17925429.74,275383356.83,117641322.10,39062764.26,14207220.76,219850340.87,142756089.85,107063897.88,0.0
2,营业收入,269797293.27,193565608.36,137739776.76,30895712.69,382866740.21,261537263.82,189706187.38,31857701.87,279081923.51,168637973.02,94171258.43,48213784.90,247764114.01,156473238.26,87218810.63,37946490.08,232451228.88,118226392.95,46178815.98,24827926.53,475668899.32,431023185.71,349559959.42,112320736.45,809349737.59,538716661.18,350842881.95,139857424.06,1851653126.72,1459726215.91,914866254.24,147299504.97,1636667610.03,1266978814.61,417692434.26,90012905.28,1182760252.21,731032968.83,337677335.69,63616726.63,607157210.81,296257064.88,140884677.15,26443880.95,349330149.54,179505158.02,75942970.34,17925429.74,275383356.83,117641322.10,39062764.26,14207220.76,219850340.87,142756089.85,107063897.88,0.0
3,二、营业总成本,345606815.49,230997940.06,155706015.70,42393510.58,390677023.37,279403791.39,202087762.43,39331218.91,248425793.83,171982180.30,100292549.96,49588493.28,247000902.66,154525521.73,84994297.75,36102842.09,220855947.33,133081999.75,73086322.43,35702199.71,583175777.19,508700592.70,412622631.34,128307170.19,866158705.79,539523522.83,356331314.67,144272991.25,1841599279.69,1452035765.89,911926630.77,158322865.32,1628148155.57,1264138560.88,416982951.77,97090607.98,1157661970.91,723464509.60,337787364.74,64542475.95,582085658.50,287009830.53,140070299.43,29084715.35,331833758.42,182416794.62,77678840.18,18242710.33,244514623.50,106523279.18,43173716.26,17848193.82,194638286.90,129116856.75,100866993.39,0.0
4,营业成本,221192924.72,165420518.13,115512712.27,24813199.61,303710834.43,216564207.96,158660758.29,17034808.93,162536046.51,117634448.25,64935528.46,31321916.76,168403803.43,102852337.46,52063828.99,19295213.85,151656546.16,72502978.32,26467980.59,15459250.98,451295140.83,414699120.57,345303523.05,108318694.39,720845588.24,460458304.34,304020322.95,125543687.97,1751438516.48,1386323303.19,871112999.65,140567027.53,1516034381.11,1187547182.35,369890053.52,80106842.46,1088867815.04,677153629.27,307586449.33,53034002.30,537647619.91,260902475.22,124054273.28,22073115.49,303547846.91,165146946.54,67357159.97,13985339.44,225007433.50,93814500.95,35091600.69,13668555.76,179069361.00,118122560.81,91631506.31,0.0
5,营业税金及附加,3860461.16,870954.59,742505.16,283965.69,3268342.72,1576831.90,1045629.31,684083.80,3556884.63,2398742.97,1706640.21,990582.32,3673911.98,910886.97,679002.60,429145.90,1340043.17,600438.96,389030.70,238621.15,741013.83,384838.50,51598.63,29614.18,2799155.65,2008238.46,1149095.08,378270.45,3221618.30,1935090.10,849842.52,230895.00,2509764.68,991491.82,603971.57,4130.45,1425021.01,109232.90,28575.80,13134.81,1242108.15,318447.94,156510.94,81632.24,638453.31,102744.38,92714.20,27046.88,1072369.56,710410.52,259649.12,77665.64,699074.11,755641.23,452194.24,0.0
6,销售费用,21515502.73,12565940.65,8432685.89,3447836.81,16956496.20,13550144.81,10167308.47,6255694.33,14843468.57,10042200.89,6348468.31,3078024.06,12155340.49,7657056.95,4386599.25,2153189.36,5307496.89,2289013.38,1482245.93,740512.75,6217120.86,5661867.82,4476279.08,312915.44,8779686.73,6682728.42,4861588.98,755569.85,4374023.80,3353044.08,1976759.04,1049344.97,9049764.76,5717349.66,3029676.75,1123377.15,7563025.18,6269899.52,4367529.82,969536.30,7608498.06,3998039.99,1994656.41,789138.94,2183097.51,1394779.05,391940.42,184598.51,2656362.74,1283012.63,981456.36,770351.67,3760727.72,1196939.35,1788703.82,0.0
7,管理费用,63988858.02,33524303.55,21485750.47,9608799.92,48483317.63,35063021.76,29998081.16,15014662.07,66218105.11,42598612.22,27612356.33,14790135.17,64138861.17,44678973.73,28138654.98,14277123.01,55131568.53,40715162.03,26616111.47,12903017.73,74127095.70,55474722.61,42481673.21,10017047.60,55031268.22,34383150.43,23681892.11,9715708.39,49165211.48,35168977.49,20684265.78,9778707.99,55632549.32,43107133.41,28501526.37,10854154.74,38182835.83,26866999.64,17476255.40,7866220.86,25785519.13,16538219.80,10742053.17,5073937.21,17661924.64,11516809.01,7588102.32,3071211.10,12674069.90,9309304.32,6262075.00,3205958.96,9710289.57,7926327.25,6619430.75,0.0
8,财务费用,7472406.25,5117515.57,2693097.23,1273569.55,1025754.30,709447.82,245523.05,70679.49,-666724.27,-1187430.39,-877137.59,-593246.19,-482135.78,-360219.64,-230703.88,-54374.73,11204035.41,11239354.18,13190777.78,7276023.23,42167334.71,32821457.29,22058434.94,9998168.57,43395760.44,31880321.28,20940094.94,7488803.23,38661263.99,27104265.99,17754083.44,7921273.23,39626290.85,24511111.12,14333738.94,5844358.10,21230419.82,14025439.10,8399960.08,3357126.29,8217544.00,5616119.80,3581383.66,1651588.12,6565365.43,4238394.45,2583592.03,968046.98,2173907.37,1183362.17,513855.84,125661.79,1264555.09,753746.01,732328.80,0.0
9,研发费用,27576662.61,13498707.57,6839264.68,2523665.80,17428896.76,11240895.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,442473.20,-196618.67,699241.49,1970462.15,271290.29,1938013.28,495606.36,566694.24,1081.16,-888878.63,-1213513.74,-43084.19,2544.70,-3783742.83,5735052.88,4940175.96,-915226.13,8628071.26,-341414.09,-1748877.57,-369269.99,35307246.51,4110779.90,1678320.61,390951.36,-5261354.36,-1848914.96,-452467.07,-1224383.40,5295404.85,2264292.52,623984.62,-842254.92,392854.03,-960690.83,-71405.69,-697544.61,1584369.25,-363472.22,-458578.03,-584696.65,1237070.62,17121.19,-334668.76,6467.42,930480.43,222688.59,65079.25,0,134279.41,361642.10,-357170.53,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-86138306.17,-15364106.40,-11188264.07,-9114271.26,-3245813.09,3481225.49,3465925.06,1829746.72,4097518.17,641861.64,474265.75,0,5882662.20,985262.59,957728.35,17178.08,0,0,0,0,5432713.71,5432713.71,5169521.93,0,0,0,0,0,0,-199877.31,-199877.31,0,0,0,0,0,570435.94,-244183.91,-444793.03,-317683.56,-858840.94,-738335.40,-377333.65,-221302.45,0,0,0,0,0,0,0,0,10619.99,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,-14884698.60,-15377092.70,-11201250.34,0,-5098647.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570435.94,0,0,0,-858840.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
