,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1617641301.40,1174279342.69,753237670.26,332884487.18,1439789044.56,1028243410.55,644500047.78,297185149.31,1171191341.13,812358352.26,119628688.70,58825851.98,247380252.64,167205409.22,121378328.81,52622583.94,230056809.46,151182040.82,110130953.04,46550895.79,273643289.35,211574642.82,157054977.84,53871913.31,262234824.69,197411895.32,148292347.35,68406407.56,331077628.33,220264752.32,152341068.19,64239937.91,409661686.04,332440711.12,249646748.41,86756181.46,464161241.32,332817777.99,244529963.59,95294931.41,408956180.28,286658921.49,164578452.25,62543499.01,286852054.23,234478824.65,146449577.08,53857318.45,180608401.73,135242801.81,97159187.60,46144053.01,199523301.73,116470138.83,86434545.15,39915783.42,131901535.93,99187905.26,67647232.68,27285468.80,122076240.71,82096666.45,53801692.49,25577879.31,85673100.54,61611339.11,42458564.26,18904823.98,63198730.80,42890914.83,29967945.86,11863262.71,52376495.58,25808349.60,81118633.09,38688793.45,101734362.83,53726204.29,120986464.93,49342145.27,115624515.84,57904444.65,114846679.53,108386465.75,77321020.94,0.0
2,营业收入,1617641301.40,1174279342.69,753237670.26,332884487.18,1439789044.56,1028243410.55,644500047.78,297185149.31,1171191341.13,812358352.26,119628688.70,58825851.98,247380252.64,167205409.22,121378328.81,52622583.94,230056809.46,151182040.82,110130953.04,46550895.79,273643289.35,211574642.82,157054977.84,53871913.31,262234824.69,197411895.32,148292347.35,68406407.56,331077628.33,220264752.32,152341068.19,64239937.91,409661686.04,332440711.12,249646748.41,86756181.46,464161241.32,332817777.99,244529963.59,95294931.41,408956180.28,286658921.49,164578452.25,62543499.01,286719938.13,234478824.65,146449577.08,53857318.45,180608401.73,135242801.81,97159187.60,46144053.01,199523301.73,116470138.83,86434545.15,39915783.42,130579949.22,98577252.93,67341846.99,27025487.76,119662111.79,80844622.49,53702859.61,25485698.52,81317010.18,58738351.75,40138259.47,18328054.12,62619977.01,42403380.48,29617032.64,11624517.84,51132768.87,26135357.47,79278310.53,37931299.22,99772105.89,53710380.44,118427982.31,47542442.92,113053607.66,56160926.73,112801215.22,107080571.61,76186118.88,0.0
3,二、营业总成本,1174697818.69,866881898.34,542621045.95,238440279.32,1108784350.75,751900989.94,471438854.75,218914759.43,899155543.01,637040837.36,146427875.71,72210895.58,281835471.61,191774323.77,135212928.46,59285823.32,270973041.56,177135621.26,125638425.99,55009577.85,309036598.96,233764224.87,170589399.59,58957430.33,272482769.54,204914404.71,151813534.77,69948029.85,330682194.70,220182979.56,152137016.87,64086435.58,409762360.99,331851472.92,249218669.18,86461430.60,454638683.21,325098877.64,237831184.60,92507783.76,400480890.38,281164401.73,160978694.94,61650639.85,288418119.25,237799897.64,148107407.76,54227206.25,194796012.21,138542771.64,98411788.28,47130490.71,199182662.98,117371065.28,86403943.65,39916756.37,148259186.51,100344190.24,68479141.04,28079192.06,126496280.28,83519240.73,55029502.53,25556202.20,88659248.40,61825641.43,42541823.48,20404038.11,117453525.32,58324606.49,39558000.37,15366292.75,96821414.55,34736785.82,77756846.83,37564345.55,86603428.29,45328247.95,95107717.74,45292744.54,89604125.42,0,92493435.74,86205184.13,59027989.70,0.0
4,营业成本,628802382.96,479963797.33,292601792.94,135610313.26,601284465.25,429016280.67,279352346.86,134353702.97,455259752.03,309762096.18,113467439.90,55246438.90,230634220.16,158031723.57,114211611.24,49040746.10,221690111.68,144178134.68,103645243.82,45074775.56,255370470.32,196025452.10,145377041.67,49720351.90,229426208.40,175962298.25,131792874.66,60673357.78,289349384.13,191473723.01,131747650.08,53771513.25,368704711.40,303242405.35,229589462.73,77137472.86,408919879.87,295226709.35,216926319.43,82120410.01,353773817.47,247999052.54,141610210.72,53502964.31,256920788.76,215271746.19,134008821.31,47550336.64,167111548.66,118692968.72,84963536.85,40499118.09,173996613.59,98021044.53,72791749.62,33268683.53,115240181.51,80735688.70,55127743.06,21881183.77,100091180.40,64843964.42,42901847.85,19892620.73,65669176.03,46149650.90,32392118.73,14849159.28,57235877.26,39347872.73,26941436.69,10483027.24,58725714.86,25446054.55,58579180.04,28754639.07,72151117.45,38145142.05,77336439.09,38141127.66,72773807.30,0,74757146.90,70982105.64,49101670.08,0.0
5,营业税金及附加,6277860.34,4081150.76,2748183.10,1156895.82,8986761.05,5186068.16,3185161.43,1300226.19,8213775.48,4368453.34,928249.16,93120.39,1159190.67,321757.16,252423.33,80518.56,443932.94,299753.20,254724.41,47400.72,745145.57,556802.78,413447.48,89044.34,916736.34,654298.17,462210.02,284186.26,1114299.12,762748.03,536639.97,270819.98,777104.00,589379.08,411140.12,154137.77,1237939.84,1151170.34,817083.00,380722.24,1717268.36,1346166.67,912503.61,440145.94,951799.03,707214.29,495639.02,201590.03,565303.43,479562.27,346969.03,152155.54,758888.55,505306.56,415497.52,250593.61,619124.52,434316.27,266466.05,90398.30,694038.88,451746.44,267975.01,108847.20,337601.47,315698.75,212578.41,78138.58,691435.21,350631.89,344671.37,135318.22,353310.88,114082.47,817480.78,11341.15,507193.18,210975.00,305492.76,241505.02,1015559.12,0,985976.38,761796.37,685148.23,0.0
6,销售费用,299040471.53,217182387.34,140453080.21,52569003.40,275225340.06,184527432.95,109817510.43,51458952.14,308642401.55,220987054.28,5361875.41,2874152.00,8856205.81,6779370.07,3961061.27,1920824.71,8178405.25,6420648.72,3774206.62,1877555.90,8028060.93,6282510.31,4043833.53,1873370.11,8179987.54,6360306.43,4657027.74,1993047.65,8788525.36,7006981.36,5070020.96,2522690.97,9671966.96,7936656.14,5778191.42,3120348.75,11667171.85,8956546.39,6445362.49,2740882.67,10198111.92,7326557.60,4634246.63,1981213.10,7473406.65,5556868.12,3109247.86,1275154.07,6456790.87,4972176.33,2844379.85,1742931.23,5904624.19,4588117.09,3271926.44,1614895.38,6519596.60,4999252.16,2995276.06,1453166.94,6279117.14,4377835.47,3078586.33,1417142.77,5024083.64,3831744.84,2462310.03,1285607.16,5676020.91,3582705.56,2426468.70,1099042.47,5025926.07,2574446.95,4804429.48,2218261.28,2967875.40,1290240.21,2843177.33,1377284.33,3357002.94,0,3407627.80,1648208.27,1008000.73,0.0
7,管理费用,121767231.39,83275098.88,54998712.51,23416960.60,112112448.68,73225317.05,78943857.69,34750360.77,124821489.61,102425106.26,23645107.31,13149268.43,33976663.56,21607284.08,12991158.93,7130802.57,36192260.20,22272873.56,14618119.89,6663816.55,33941848.56,24512113.79,17108443.95,6163224.57,28123798.80,18584067.57,12770824.36,6274037.15,27464809.12,18782040.63,12945041.64,6287122.32,25344525.61,17995190.78,12507742.48,5547686.54,28137651.34,17295922.06,11871393.16,5847054.31,22961966.68,18896093.79,9518478.61,4764142.06,16215992.31,12029315.74,7538882.32,3800611.63,12306767.88,10191323.62,7315914.77,3686147.48,14016319.83,10794328.25,7607757.53,3646250.76,20437539.04,9919333.42,6773858.01,3017751.71,13525283.25,9732529.64,6389748.82,2922185.34,10438823.02,6171046.94,3985160.49,2601404.95,45505089.65,7844290.18,5306741.05,2281917.66,28619113.59,5725285.57,12133462.91,5528132.09,8743314.55,4305499.67,9904745.88,4167789.67,10693319.69,0,11055637.34,11552559.75,7527282.76,0.0
8,财务费用,-693123.88,115793.33,-1619333.32,-875792.31,7432008.37,2705637.92,-268877.91,-4823547.44,-3422273.29,-2232772.59,1886818.87,847915.86,5026682.98,3166877.83,1929362.63,1112931.38,4128974.37,3700747.96,3082668.11,1346029.12,7745444.24,5930035.05,3187322.12,1127939.41,5568583.21,3578109.76,2353273.46,732901.01,2818888.99,2763028.55,2443206.24,1249039.06,4265990.88,2560398.24,1399439.10,510784.68,4022757.05,3246601.80,2549098.82,1428464.53,5520645.95,4094127.47,2800851.71,962174.44,5653447.93,4628195.03,3088027.06,1399513.88,5144939.07,3493679.66,2227926.74,1050138.37,4648352.79,3393246.92,2247990.61,1136333.09,5442744.84,4255599.69,3315797.86,1636691.34,5906660.61,4113164.76,2391344.52,1215406.16,7189564.24,5357500.00,3489655.82,1589728.14,8345102.29,7199106.13,4538682.56,1366987.16,4097349.15,876916.28,1422293.62,1051971.96,2233927.71,1376391.02,4717862.68,1365037.86,1764436.37,0,2287047.32,1260514.10,705887.90,0.0
