,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9922780841.19,6288901189.64,2525546566.03,14506210865.24,12400683516.00,9016603975.74,4524376639.46,15963172758.49,10120538670.43,6811347877.08,2836886457.64,16178638283.69,11084767648.42,6816529630.94,2748970145.23,5271291350.28,1702600415.19,180973304.68,94852829.09,405008346.48,303008175.56,208276959.37,98499253.15,388492901.55,292915246.78,204633825.95,92731262.75,427260132.94,332821391.62,225223877.30,120069559.47,339757165.14,263325965.83,185277813.86,92077318.27,353068308.64,266670447.04,186381139.82,87927638.49,306537215.61,228935939.14,150374512.06,61833830.18,253949974.26,202669893.52,139333813.72,71405640.99,280765729.75,167555694.83,109865037.45,53598057.10,231460673.55,153279858.75,103859935.23,58247086.64,351275952.93,239382497.86,160797129.76,76373776.05,348082556.25,223698823.30,150068482.10,66908708.20,226357666.55,134215285.43,86722078.16,34563148.87,243187284.96,175772177.04,91910970.14,28369440.59,122763379.68,57965973.51,175095368.24,97015566.67,193324651.53,61697916.36,159813665.92,61161849.35,65366202.65,47094650.43,85622108.37,68661419.00,49682388.00,0.0
2,营业收入,8813850407.65,5584302843.14,2276476877.22,13549967138.70,11909656868.20,8794669390.11,4436371444.08,15437428994.30,9692182423.03,6531409251.01,2695979917.09,15704089646.39,11084767648.42,6816529630.94,2748970145.23,5271291350.28,1702600415.19,180973304.68,94852829.09,405008346.48,303008175.56,208276959.37,98499253.15,388492901.55,292915246.78,204633825.95,92731262.75,427260132.94,332821391.62,225223877.30,120069559.47,339757165.14,263325965.83,185277813.86,92077318.27,353068308.64,266670447.04,186381139.82,87927638.49,306537215.61,228935939.14,150374512.06,61833830.18,253949974.26,202669893.52,139333813.72,71405640.99,280765729.75,167555694.83,109865037.45,53598057.10,227902696.56,152499748.60,103185016.78,57814281.21,348522576.46,237875253.00,159558546.62,76045440.00,345990231.68,222732642.75,149460948.46,66822683.48,225410366.12,133385416.57,85853543.60,34661713.46,243344056.18,176002245.99,91977137.69,28334926.89,120084122.95,55628357.75,175566642.06,96922927.81,193989546.94,61692934.36,159811388.67,61161849.35,65366202.65,47094650.43,85622108.37,68650642.00,49640388.00,0.0
3,二、营业总成本,9071337391.70,5747378125.39,2289523380.15,13521971314.16,11543266912.25,8471425467.16,4250038452.74,14770979058.98,9217881106.05,6236729094.53,2553612325.49,15270372169.42,10431988040.68,6439331289.42,2616067530.77,4997583869.47,1588422170.48,169471082.79,86522067.38,359211105.48,260717445.83,177444954.05,83304633.82,342224967.82,264827268.13,189701831.25,85180468.00,391617527.70,308592262.79,208025118.19,110447106.24,301141038.85,225280389.10,158066541.84,80649957.00,335639621.65,235716781.23,161391520.48,83288594.12,312315049.22,218763877.09,141637827.27,57363269.72,309620934.69,193472984.25,131247098.86,66633291.72,272799010.52,163515997.24,106613669.88,51872078.81,220069271.21,148940362.56,99958077.23,55966515.86,395348964.44,229593573.81,153621240.01,72657191.24,347460770.96,210130558.34,140229785.81,63057438.24,209334546.16,116142540.34,71913133.93,29701268.35,218619659.29,140139419.33,64462604.09,25433770.12,109436040.66,52422593.61,156975108.04,84694563.46,156394702.84,46378816.27,108723879.92,44714364.81,44412329.23,0,61705414.80,50000351.00,33880197.00,0.0
4,营业成本,8819306936.02,5578743400.78,2245042606.99,13138629069.00,11260286719.69,8274761192.77,4159525266.82,14404315034.70,8985763992.87,6084115713.64,2505010772.38,15009802778.00,10327172985.54,6375187326.67,2650743015.19,5060460924.20,1595388173.74,144072868.47,73395407.60,299318467.33,217553467.01,149285731.85,71337995.83,275573330.25,210951671.83,149461275.04,68972091.73,312640473.59,248000507.68,164534866.99,94334448.58,234365066.05,179686807.22,126403603.44,64074067.84,239212380.62,177163146.09,124218418.63,65557781.13,211554963.88,166732628.70,104111273.54,43571823.23,165782842.88,138943417.21,96434890.94,52055243.15,197505902.37,119255828.91,78745829.40,39374349.47,158070529.09,112915817.22,76231761.14,42970454.44,270805414.64,186047859.14,127447677.57,61088956.06,267614901.94,168044556.83,109872600.91,50155156.59,150025097.73,81370769.45,47913916.34,20320638.92,157550480.34,103211291.92,46412189.08,15429731.08,68144794.08,33763300.01,113800021.98,60489066.37,129971966.79,40358932.81,106105097.45,40516954.98,42322913.10,0,57063724.23,46724498.00,31054072.00,0.0
5,营业税金及附加,6254162.81,4718378.43,517155.82,15912626.98,10226482.15,7666656.29,3983534.81,18145630.25,6438025.81,5071572.52,1418396.90,22547762.14,12191867.79,9943764.41,5293118.91,17650423.00,9311751.05,663587.60,424922.70,1754870.36,1111537.07,1045442.11,832758.24,2134399.65,1824678.99,1339131.11,348290.81,2383310.64,1979352.00,1467821.79,845706.98,2934170.13,2048084.34,1262492.46,501636.20,3402050.41,2144744.36,1301138.79,775376.71,4741420.26,3111351.44,2221404.86,790788.19,3947772.22,2463147.28,1831011.71,960313.92,3241082.46,2106911.17,1414062.54,817866.32,2682278.08,1670930.20,1338784.51,667628.71,2684880.98,1768621.89,1226057.57,557761.96,2037831.79,1432739.39,973223.98,451375.11,617063.70,214705.39,198928.18,6634.84,1284075.06,849468.65,740360.68,112987.43,949653.46,359505.45,1667242.48,706588.60,1733557.50,421691.36,1692988.61,681302.52,421075.29,0,447031.27,378494.00,293988.00,0.0
6,销售费用,274758.60,60535.36,42064.04,5122622.15,3571463.80,2981188.34,1701014.34,7032404.09,5497377.35,1204724.38,455006.59,26079020.73,9999245.65,7441008.16,3272670.29,14323172.13,9144691.16,6442102.87,3661209.88,14483044.76,10793299.21,7013628.04,3159624.96,14990015.81,11016911.44,7590594.49,3587346.64,18056923.02,13328540.85,9485261.03,4336869.82,16097797.13,13833719.86,9500571.93,5666170.33,28776623.60,24303653.06,13556912.71,4940375.72,24369221.77,14305075.27,10677749.42,4291067.63,21199708.09,15383290.30,10428604.54,5149912.66,19782825.23,10180711.70,6793613.07,3234683.45,11005975.09,9530085.24,5889751.50,3461241.26,19656648.69,13441321.65,8443738.26,3220843.02,17873610.56,10635616.92,7674290.07,3162817.32,10972253.08,6956582.77,4170934.32,973841.54,5969291.19,3289561.12,986487.20,1025593.04,1946748.09,328305.49,1847269.02,2958555.60,2998092.68,599994.00,1905251.98,263660.03,655453.49,0,810087.50,0,0,0.0
7,管理费用,44914534.03,28432755.12,13695886.49,59935294.28,42785433.57,28846181.55,15878383.88,67514077.06,35369471.40,22190528.42,5938671.24,70243347.00,50224117.08,29030240.74,12526872.73,54138919.95,28512910.10,16220493.93,7831703.28,35436164.97,28522317.32,18286808.26,7166307.31,37437698.36,27566242.17,19786252.78,8903125.29,41159121.70,31581801.63,22529750.69,7548609.34,30978728.46,22449706.97,15939278.75,8617887.08,36552715.28,28762959.78,19961702.09,10460352.01,34685332.47,23428677.28,15917498.42,5892693.12,28619125.43,19608076.92,12413672.88,5566393.20,16627361.12,22536378.87,14844323.38,5600089.36,28935887.78,19667606.90,13201370.75,5948829.70,81732734.57,21356936.03,12743962.69,6462831.56,38706789.71,20035915.02,14793614.24,6090845.66,28399448.20,17644463.03,11753574.54,5173394.87,36127384.39,21561668.60,9698598.93,5873436.91,27495447.92,12552827.40,28886015.48,15610159.16,18134219.51,6551570.73,10091911.26,4250789.59,6020315.17,0,2475204.18,2354034.00,2231489.00,0.0
8,财务费用,92445742.96,61775531.39,24092721.77,99952918.04,91990278.19,64318912.17,24409485.49,86618152.90,65914660.88,38460369.99,10561935.93,385715.76,31355847.02,16684971.84,-55768146.35,-149579370.18,-53200055.13,2605244.51,1208823.92,6417207.41,2209021.70,1285540.27,807947.48,9977804.09,7554052.02,5562190.72,3369613.53,12004166.24,9899700.60,6205057.66,3381471.52,9899120.56,6615240.94,4313765.49,1790195.55,8716640.72,4282146.75,3293217.07,1554708.55,25689160.43,10587918.16,8111674.79,2816897.55,33408800.56,17075052.54,10138918.79,2901428.79,27540444.03,9436166.59,4815841.49,2845090.21,19374601.17,5155923.00,3296409.33,2918361.75,20469285.56,6978835.10,3759803.92,1326798.64,21227636.96,9981730.18,6916056.61,3197243.56,19320683.45,9956019.70,7875780.55,3226758.18,17688428.31,11227429.04,6624968.20,2992021.66,10899397.11,5418655.26,10774559.08,4930193.73,3512490.55,-1553372.63,-11071369.38,-998342.31,-5007427.82,0,909367.62,543325.00,300648.00,0.0
