,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,21509009121.49,16327110950.12,10545720205.16,4909606257.08,20222361955.88,14978986827.09,9677663815.45,4564552153.84,17067880799.46,11979060788.68,7553757932.27,3467843133.64,13227886191.44,9915313881.36,6189800108.08,2804527234.25,13669891603.18,10387007503.53,6739557068.66,3136833212.74,14056027013.90,10333339506.23,6725251493.54,3371800979.74,14524516126.58,11186728081.94,7241591493.09,3423736410.55,14869600075.08,11177791425.12,7400937349.74,3402749050.88,13328076902.63,9846832544.40,6017642284.16,2827149707.22,9174136809.76,6552472038.82,4361132895.78,2025688095.17,7279112433.69,5181916827.70,3085102113.62,1350917695.70,7231588302.06,5709311901.82,3648308090.05,1529103338.51,6571795414.38,5127580818.89,3832302042.50,512867198.55,2266844010.05,1411216445.49,829765014.96,309518812.50,1428562777.49,1017210560.36,614383708.69,235670449.01,1222710205.45,924437433.49,550125277.21,226371838.68,1045201688.88,747187251.11,435999012.65,166113825.23,1177216173.38,901751853.36,565385673.86,233400066.25,1043837531.16,500472347.11,926387513.46,481731295.54,749729956.34,359452592.89,671186782.16,645003682.98,528405889.30,0.0
2,营业收入,21509009121.49,16327110950.12,10545720205.16,4909606257.08,20222361955.88,14978986827.09,9677663815.45,4564552153.84,17067880799.46,11979060788.68,7553757932.27,3467843133.64,13227886191.44,9915313881.36,6189800108.08,2804527234.25,13669891603.18,10387007503.53,6739557068.66,3136833212.74,14056027013.90,10333339506.23,6725251493.54,3371800979.74,14524516126.58,11186728081.94,7241591493.09,3423736410.55,14869600075.08,11177791425.12,7400937349.74,3402749050.88,13328076902.63,9846832544.40,6017642284.16,2827149707.22,9174136809.76,6552472038.82,4361132895.78,2025688095.17,7279112433.69,5181916827.70,3085102113.62,1350917695.70,7231588302.06,5709311901.82,3648308090.05,1529103338.51,6571795414.38,5127580818.89,3832302042.50,512867198.55,2243520453.57,1393721914.82,821007236.02,305528732.40,1407026676.71,1000649031.81,603295928.18,230821817.19,1199653849.82,909455157.95,540677498.95,223059798.90,1027090655.00,732738751.04,429500279.36,160949346.49,1156946733.22,890654413.04,558755272.93,230892641.10,1034029861.60,496745262.12,918811533.43,478434188.69,745934334.89,358308888.82,669617686.42,644649946.54,527344211.77,0.0
3,二、营业总成本,19752338374.19,14859575596.46,9727051705.86,4628782566.94,18514698367.82,13226141362.00,8660827876.01,4157420368.82,14888327087.66,10362741090.48,6643361827.06,3148393771.69,11632229831.08,9351553305.47,5882512991.64,2695919381.84,12875289495.59,9593202742.39,6320141482.57,3005233468.51,12955301955.60,9605631297.15,6332327644.70,3261391137.88,13405207019.52,10483203460.50,6799183668.86,3269072511.44,13903610195.58,10429461048.89,6924871269.00,3151651601.63,11951377507.05,8790863767.30,5366473348.14,2540802505.63,8150514971.72,5899432516.30,3985569533.17,1850811343.93,6345562428.53,4627250532.35,2874092393.11,1278381021.02,6389792240.00,4905657000.86,2992442793.48,1175780603.35,4962329406.86,3900478408.30,2976701625.84,450418214.98,1982555284.98,1213244915.65,709603097.37,257117967.92,1220958317.40,847567124.02,503812750.48,189008850.72,1025512274.14,760027842.51,444069805.14,180667802.73,813666255.17,565294589.70,336272617.84,121065522.27,993781720.60,765390014.87,483459689.21,194503031.05,866236816.47,413965643.40,772294250.07,421806280.22,637472162.68,297661618.21,563067751.62,547528487.02,446713190.93,0.0
4,营业成本,16883333277.05,13371004756.77,8713768654.84,4091028970.85,16707366796.22,11885256635.05,7783887820.39,3690236223.91,13213394362.93,9203119397.92,5861149533.14,2765073753.21,10230988662.65,8577759732.85,5361163497.29,2433842388.41,11901840255.92,8875731344.56,5851044568.49,2755386174.76,11979837668.31,8883031921.06,5849314238.06,3005281372.94,12332139378.04,9717511074.43,6292080581.35,3007971314.92,12979218661.55,9791088248.53,6493730947.50,2964020831.88,11374341328.54,8366372757.66,5077299351.10,2376680039.87,7704402674.08,5560456842.43,3715440159.40,1723962248.67,5953856222.63,4473429771.42,2780441862.50,1234558421.70,5969112417.22,4516783286.57,2817609545.66,1105159068.96,4709749495.02,3721489444.30,2848153137.30,415234212.35,1832745158.14,1090062183.08,633988398.75,233608399.53,1115573238.24,779511886.49,460223497.13,171916869.63,928880336.01,696704113.74,401878982.60,159068679.28,738639055.61,512385688.39,295263722.77,104185451.22,899029096.35,687997537.07,433450138.34,170379239.50,785426682.10,376473836.96,711489036.98,389276328.35,561542804.92,263930403.48,486815916.94,458984398.79,404665716.08,0.0
5,营业税金及附加,220013735.54,169756912.51,110645804.54,53054804.71,251425012.13,192971549.49,116308984.20,59498916.49,258807180.39,189189829.46,122302412.04,67007699.06,185732338.06,41985310.31,25676618.92,11329949.08,41720454.33,23695906.29,12571214.06,9098637.51,17858753.03,17886190.40,24669192.32,14870611.57,72260207.89,63635750.70,41945510.56,20943546.95,54038102.74,48712210.88,23165005.59,12091016.32,48595267.55,30083768.38,30973755.92,25420047.41,21877590.61,7029260.33,7153434.85,5904810.94,9600031.13,15850420.97,11132723.29,9475938.08,17325739.89,21383301.43,12099810.89,4004887.50,41514955.46,36240492.69,30168614.64,5196124.14,15351468.99,10396404.95,5145494.05,1985636.75,10615362.76,8054060.81,4944498.09,1589435.96,8681726.29,6378832.24,3091903.22,945028.81,9087467.88,6636196.16,3862565.97,1437706.58,9843880.16,7618448.51,4956459.53,2259503.51,2667244.80,867237.13,7511313.46,4046829.57,6448136.38,3618144.37,5690064.93,4006322.56,3942110.03,0.0
6,销售费用,886551067.92,485557716.67,311171977.59,130735097.26,531510861.25,330887654.29,207390292.37,100489687.51,389670372.46,270418151.02,177487279.72,88759758.16,428105154.47,211686955.82,138260134.11,63533678.99,325243510.46,237348783.18,127990345.71,66434253.02,320057085.04,235051104.38,151685676.85,72148053.28,288802725.65,221253823.98,141718663.38,70506592.16,307888134.69,198073887.48,131936427.27,59804745.32,237834944.06,165560808.42,104075158.76,56494351.58,178805599.54,113899214.91,60495545.85,29951112.92,184351791.73,98750994.95,60731986.25,27793007.26,129847525.66,95062173.24,56466514.30,27515025.64,101640532.14,76393961.73,55472018.17,8601620.77,56692129.43,33676501.35,23551905.33,5809816.81,41119330.17,26020076.09,14095016.61,5151896.38,24670298.48,18543619.04,10354933.54,4754929.90,18592092.26,13003709.53,7315439.70,3785534.08,19316545.32,15776148.71,12245716.80,6373743.40,18282061.43,5253967.00,16040530.53,5647795.46,18920610.72,8154609.87,23789446.24,33562991.75,14529391.15,0.0
7,管理费用,649747662.03,494480095.20,340977287.09,196372533.29,732826388.71,479374664.54,372192688.91,192331995.07,681379707.26,462899693.28,306280747.79,142211174.22,579333897.26,366467382.54,252854595.46,118467970.46,488092151.50,362733175.31,266504683.32,112606131.77,537336683.47,301040206.77,206601697.65,107709498.44,439716301.85,293886192.85,177976396.73,90294214.57,400578859.74,295225972.68,186992879.28,78709591.80,251774458.81,204921122.97,123511272.91,57841667.27,192703774.24,140093688.40,103244087.87,61383385.12,142883654.49,99625734.20,68452225.82,44057524.93,84246189.45,58059032.65,41778380.03,21672296.62,58014012.55,48594821.31,32270632.86,14025774.91,57277118.00,56257975.59,31064611.07,8656954.52,33919066.98,20274973.56,16135982.68,5826301.28,42619559.78,24511583.12,19010245.73,11892066.84,26754081.43,17116719.92,18782063.79,6715893.66,37563800.71,33696446.91,19678374.48,9585751.61,38083482.86,19890406.11,19596657.61,14337958.16,31150865.07,11601550.82,24750710.33,18122383.75,14965272.31,0.0
8,财务费用,269403906.44,205591872.56,151619501.94,132999780.21,263705137.52,172251172.05,118697824.68,66114830.08,204976854.12,127507538.53,78987643.18,36623150.68,142622858.97,77706531.47,60492613.29,25868211.71,102781802.81,56928080.06,19394963.32,10558796.56,79691411.36,70676546.32,47636891.46,25913430.84,90062193.96,56454019.98,33329559.25,16669315.05,69854344.91,63992452.80,54059359.58,21519195.70,19948057.81,17381010.47,13568639.59,12086966.28,27801035.10,28766835.27,23543454.96,10584142.14,53846485.31,35524576.25,31022548.66,13878050.42,51929918.62,63652346.08,41406938.58,19278348.55,40555075.68,23665797.78,15398587.07,7360482.81,20489410.42,22851850.68,15852688.17,7057160.31,19731319.25,13706127.07,8413755.97,4524347.47,20660353.58,13889694.37,9733740.05,4007097.90,20593557.99,16152275.70,11048825.61,4940936.73,28028398.06,20301433.67,13129000.06,5904793.03,21777345.28,11480196.20,17656711.49,8497368.68,19409745.59,10356909.67,22021613.18,32852390.17,8610701.36,0.0
