,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,7032618014.28,5719988677.51,3479690581.02,1386100676.04,5921650579.62,4362905082.06,2745646877.27,1402247940.19,4531496188.64,3137950744.50,2086396324.55,864581095.90,2552670346.14,2139925148.32,997970349.25,600747214.20,1805549385.99,1735938596.23,1184944178.69,604204675.76,2126994651.77,1673459767.20,1218378509.01,549404343.07,1844630277.16,1311550159.86,754438862.08,308835597.07,1168692686.34,896427951.62,626659042.02,322864708.37,1188084096.82,901773229.79,568570047.01,256443097.42,863918071.24,662313165.64,484193707.69,232244591.06,738857322.93,524484641.71,336260094.08,143548216.24,792244518.13,621771170.82,402976545.88,177724222.32,526325602.86,377728162.82,254576440.72,122136655.91,482962355.89,366137344.77,259643784.13,133321203.99,513860024.68,406264730.83,285313007.43,141213258.64,480302878.25,376627200.05,234000214.91,101535307.92,411585716.17,323324865.00,217102845.00,105603270.00,386414053.00,242551059.00,162256125.00,75168805.65,288707540.00,160633722.00,305407149.00,138609736.00,319972807.00,154928404.93,180185659.00,136710565.00,208094196.00,187360076.00,103572566.00,0.0
2,营业收入,7032618014.28,5719988677.51,3479690581.02,1386100676.04,5921650579.62,4362905082.06,2745646877.27,1402247940.19,4531496188.64,3137950744.50,2086396324.55,864581095.90,2552670346.14,2139925148.32,997970349.25,600747214.20,1805549385.99,1735938596.23,1184944178.69,604204675.76,2126994651.77,1673459767.20,1218378509.01,549404343.07,1844630277.16,1311550159.86,754438862.08,308835597.07,1168692686.34,896427951.62,626659042.02,322864708.37,1188084096.82,901773229.79,568570047.01,256443097.42,863918071.24,662313165.64,484193707.69,232244591.06,738857322.93,524484641.71,336260094.08,143548216.24,792244518.13,621771170.82,402976545.88,177724222.32,526325602.86,377728162.82,254576440.72,122136655.91,475590727.93,359561413.41,255138005.85,130788371.69,508027697.04,403151116.53,282689675.67,140163368.50,475347133.60,374029741.07,232025631.25,100730844.13,406750590.99,320511432.00,215714724.00,105041921.00,384367602.00,241736850.00,159136183.00,73524295.89,286532272.00,159207622.00,304117165.00,131498550.00,316102001.00,152650577.28,177095236.00,134819694.00,189014276.00,185673300.00,91738905.00,0.0
3,二、营业总成本,6886870864.95,5593781887.52,3401306248.03,1347548846.40,5866567153.91,4309976731.46,2709850826.98,1386513873.80,4443565504.31,3077439209.61,2010329469.99,818555134.69,2609712888.28,2167397241.82,1010677096.28,586352658.17,1707588106.64,1620148618.51,1069924651.39,508449023.80,1969722477.00,1452650420.01,1030190337.42,450618076.78,1658628015.92,1142591744.50,660588397.36,264212610.02,1021345968.58,726459730.86,505766015.65,255429083.06,845760368.96,577910580.84,346006074.86,159377910.36,574592447.85,397403024.70,277624779.77,133440821.87,518229075.02,346129284.27,232641717.38,113139558.15,570838154.53,422539432.73,284210135.78,127851056.35,405287565.55,286672692.12,191317125.80,93572133.41,317678985.73,239057680.40,158390173.43,77583493.40,303643334.74,233982003.74,160139962.27,77617611.98,295575158.34,214518988.54,130557657.60,58040437.85,284882826.88,219594948.00,149117274.00,73772541.00,362201710.00,187654147.00,112107111.00,56726060.74,235945165.00,102611401.00,196678346.00,83284962.00,147986267.00,61255992.70,145814669.00,53890975.00,129527132.00,72371360.00,47407260.00,0.0
4,营业成本,6138835698.54,5060685942.65,3054382627.91,1181408179.71,5208947591.77,3868847401.89,2428320688.13,1257576249.79,3925890717.73,2738172375.66,1789053269.65,720100948.75,2269744974.82,1912134998.28,849444127.96,509703210.56,1367438226.98,1365390547.63,902885285.35,429341683.48,1608151670.51,1226230615.58,886046371.18,385180144.64,1323408742.49,909182082.10,508593854.48,190884745.38,754004419.20,528203244.31,374954308.04,191504382.93,632151692.81,427188917.88,251603078.91,116537258.68,411986077.78,280783511.88,195938242.85,98926856.17,323334856.82,220772670.72,143125955.26,66657708.72,362873373.25,270306097.47,186913395.75,81037559.10,248080229.29,174552792.56,120783265.38,59628098.81,181703048.98,134919139.33,88834599.40,44597077.63,182764413.06,138980044.35,98521019.01,47573715.10,190894122.05,133849781.39,79666262.79,35282111.69,178798593.29,138731393.00,94490775.00,47524216.00,225344819.00,118506880.00,78226855.00,38112184.97,150159558.00,67736418.00,127159348.00,57770432.00,99554797.00,43939653.91,85940322.00,35239337.00,71317863.00,53147540.00,31991925.00,0.0
5,营业税金及附加,24118705.03,16605509.22,11115181.23,7568663.78,28812306.03,19721098.85,11418924.75,5362787.90,23379515.89,17834175.64,12016370.17,9262094.09,28539966.82,7458521.83,6191785.94,2886478.22,6380475.77,4853153.24,2346131.57,1392490.05,7051338.34,5434519.52,3245266.64,748698.99,28080869.29,25241554.05,19839478.29,9302009.38,35183476.27,27554053.50,18960126.77,10224539.72,37472436.99,28738174.26,18688945.64,8932571.38,30388566.43,23191039.87,16806718.64,8013610.35,25929084.36,18406865.41,11836113.40,5152563.99,27883334.03,21695772.08,13977840.72,6127947.39,17618203.81,12670019.02,8422407.78,4091670.11,16516301.30,12541657.00,8886922.18,4541426.59,17784135.83,14126395.80,9896650.68,4909245.08,16889868.28,13257788.23,8036201.39,3477219.23,14064269.58,11039970.00,7358300.00,3574490.00,11557316.00,8310288.00,5484150.00,2543070.57,9684568.00,5447090.00,10691193.00,4649906.00,10855052.00,5232793.65,9151437.00,4718777.00,0,0,0,0.0
6,销售费用,26751879.90,14865983.92,9276043.81,4909435.78,26424972.07,13203541.01,9136397.92,4125851.81,21500711.21,12170822.76,7473918.17,4224975.50,10586208.00,7593523.29,4399261.55,1969317.90,8192159.14,5478329.51,3788442.24,2364855.61,10732749.26,6259243.99,4295600.35,2617486.26,14939739.00,8445677.83,5280084.98,2267262.06,8494470.13,9847756.05,4316410.08,1747193.86,8042695.52,5916296.85,3581030.33,1456907.09,5638708.69,3538304.19,2467502.56,935092.92,5473514.57,3318266.60,2013005.82,817815.95,5211404.23,3412075.38,2164788.36,807283.42,3580637.83,2308592.59,1394699.83,653476.58,2669931.74,1999262.14,1539418.15,506156.19,2382568.87,1726707.59,1318373.22,473066.56,1564026.00,1002039.96,629883.57,265074.15,1440529.96,1087169.00,531729.00,227342.00,1669525.00,1203995.00,674241.00,321663.33,1359854.00,553771.00,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,148850230.37,84809377.19,51479623.98,26869178.53,172205144.68,92936453.81,69431969.32,32430317.00,133269949.81,74084683.94,49984222.94,22137500.59,84781763.23,79194885.59,57734434.16,26772269.29,100219314.75,77422832.61,53328623.87,24748672.05,127506269.49,83700240.93,58782613.39,29741226.01,107275216.36,68160854.74,42523374.70,20257955.10,88933615.67,61092892.08,42581019.90,19407364.82,87339779.29,64046809.82,43415820.98,21460400.40,84864796.66,59647414.88,40542428.79,17654153.17,63558810.93,41985634.15,25989078.15,11768771.14,65363811.13,47300337.11,27163769.24,12145975.96,43323156.21,31097018.81,19902074.47,10051757.63,46266736.79,35704651.41,23695109.31,11175314.82,50479258.58,38322867.57,23937972.45,11669494.16,46067407.39,34341023.74,22041714.20,9160124.03,43708768.81,33820603.00,22705166.00,10352599.00,42670747.00,19334969.00,12894744.00,5985669.54,43348890.00,16328635.00,35658607.00,13695978.00,29683430.00,10505791.06,25802899.00,10552595.00,43386305.00,13594444.00,10754001.00,0.0
8,财务费用,548314351.11,416815074.54,275052771.10,126435362.73,430339066.64,315618697.73,191893308.69,87018862.30,342208310.85,236557235.57,153181773.02,62829615.76,212576949.06,160543139.42,92435313.26,45021382.20,223530330.69,167003755.52,107576168.36,50601322.61,215882283.25,131025799.99,77820485.86,32330520.88,187618500.34,135138887.28,87928916.41,41500638.10,136989908.07,99761784.92,64954150.86,32545601.73,80356935.78,52020382.03,28717199.00,10990772.81,40719755.18,29963498.30,21590631.35,7911109.26,67045750.09,60527996.91,48559714.27,28742698.35,109096718.18,79838706.33,54003897.35,27732290.48,92314294.40,66044269.14,40814678.34,19147130.28,70522966.92,53892970.52,35434124.39,16763518.17,50232958.40,40825988.43,26465946.91,12992091.08,40159734.62,32068355.22,20183595.65,9855908.75,46870665.24,34915813.00,24031304.00,12093894.00,80959303.00,40298015.00,14827121.00,9763472.33,31392295.00,12545487.00,22926890.00,7168646.00,7892988.00,1577754.08,24920011.00,3380266.00,14822964.00,5629376.00,4661334.00,0.0
