,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,50200740772.09,32718020949.13,15522813886.39,66026916002.87,48089014237.55,31060383452.81,14773537134.06,101525281035.23,78363309171.89,48604713407.01,23373929161.98,75752128778.21,50339374775.85,30706524144.73,11910937095.60,55366237955.37,39916577815.80,25296454453.57,10078344126.66,45638531783.19,34321722367.56,21881183991.44,9418462241.77,45194824224.16,32776997916.66,20387413777.42,8907952960.44,36307699656.48,25503696669.16,16176621644.44,6794051308.88,31318077508.87,23417907366.07,15315085387.97,5952725798.53,21187186225.21,15088108939.96,9772196477.12,4464271124.77,12987577018.22,8891928501.14,5639501603.01,2448557445.84,18188232189.07,15321192601.14,9814667991.78,4212493847.05,13050855695.33,9843882710.35,5962114865.07,2597370872.94,8525824961.18,6592172234.01,3807255226.99,1705637228.39,9818150232.81,7612881793.17,4749277437.44,2014452412.76,8670435596.14,5980702117.78,3497348056.34,1568622461.78,6653166773.11,4635402221.49,2901736117.50,1263367320.55,4572085063.19,3226038020.00,1987132966.21,0,3399340120.47,1530196693.80,2660557231.26,1044019135.23,612238016.05,30575802.70,33505754.50,16365019.91,68526975.86,51750117.44,140722159.63,50286722.83,97246615.33,109363585.28,33877571.74,0.0
2,营业收入,50200740772.09,32718020949.13,15522813886.39,66026916002.87,48089014237.55,31060383452.81,14773537134.06,101525281035.23,78363309171.89,48604713407.01,23373929161.98,75752128778.21,50339374775.85,30706524144.73,11910937095.60,55366237955.37,39916577815.80,25296454453.57,10078344126.66,45638531783.19,34321722367.56,21881183991.44,9418462241.77,45194824224.16,32776997916.66,20387413777.42,8907952960.44,36307699656.48,25503696669.16,16176621644.44,6794051308.88,31318077508.87,23417907366.07,15315085387.97,5952725798.53,21187186225.21,15088108939.96,9772196477.12,4464271124.77,12987577018.22,8891928501.14,5639501603.01,2448557445.84,18188232189.07,15321192601.14,9814667991.78,4212493847.05,13050855695.33,9843882710.35,5962114865.07,2597370872.94,8512413578.07,6581676868.78,3804128985.67,1707544029.08,9810590671.00,7604662719.56,4744818920.33,2013064778.33,8662126026.80,5972895654.06,3490845674.46,1566573229.95,6644487294.08,4628652047.83,2896106996.90,1261671687.54,4568072450.76,3223387662.00,1985541168.65,0,3396217551.67,1528995985.34,2658955063.82,1043519256.28,607220631.90,28349033.42,33437749.44,16317014.85,68725730.52,51750117.44,140234828.62,50286722.83,97242303.57,109405493.06,33899255.40,0.0
3,二、营业总成本,50083396608.53,32710236219.47,15469436224.55,66451272269.43,48278731248.30,31187272077.16,14807559388.89,101843625708.00,78597400826.95,48854016979.40,23309553346.02,75612372030.19,50878551594.78,31147866999.84,12327490998.95,56464960568.04,40932072611.11,25750271847.82,10376844631.04,46601601603.25,34752170533.91,22113856083.12,9560069321.51,45600227010.93,33063772784.47,20649783020.81,8994640094.07,36403717355.49,25609426860.28,16249484767.93,6764185218.75,31387235344.34,23287868064.47,15204606919.05,5904406212.67,21134125096.73,15098036635.74,9802422414.49,4444365366.35,12888822319.84,8834754666.25,5614170378.55,2465179052.62,18414118769.04,15190672420.78,9690060230.52,4178109915.42,12930444515.34,9785434327.01,5930876072.49,2587010359.75,8456391757.98,6496292735.74,3750452217.42,1687680925.03,9777045893.93,7536978876.68,4713729663.12,1996993088.48,8564262872.85,5888465691.29,3448248462.15,1544323602.84,6579685943.71,4595777299.04,2878129474.91,1251096214.36,4510342815.25,3190125089.00,1964192402.22,0,3346869376.80,1518298224.13,2649313255.74,1039015824.55,603705744.20,27555045.67,36434389.34,26720231.96,69884873.85,0,128880660.42,45391159.29,91934685.52,101788378.92,36281654.02,0.0
4,营业成本,49545447956.96,32377049342.67,15309308071.67,65546437912.04,47659191986.38,30782261666.29,14685245709.61,100853076973.51,77850987446.61,48490287769.40,23075869301.42,74003862687.92,49598136781.63,30181614400.91,11822460823.98,54883528272.18,39614875026.98,24910287325.85,10023985927.47,45427575646.71,34105729008.68,21768478033.37,9402685148.80,44816142920.31,32552865178.77,20268700635.62,8777418882.48,35644801429.45,25079039290.95,15901793006.33,6621880577.05,30601867365.20,22779550270.73,14861184878.39,5742432414.20,20526195042.27,14716253615.99,9477499739.82,4281067550.35,12454888128.10,8616775953.21,5493046795.87,2350170301.79,17777591518.32,14808888874.52,9496071564.89,4084444179.32,12546480353.04,9519613782.31,5760153011.68,2515320059.27,8148832113.05,6176805703.22,3554990888.61,1603993708.55,9462668190.17,7258397457.62,4540864722.53,1912002430.02,8200782022.20,5604727410.63,3294799052.57,1480145628.48,6292544935.35,4388746301.71,2736050392.95,1182563745.78,4310537596.23,3042681108.00,1870680375.02,0,3264370454.10,1484211368.94,2576157431.21,1006110662.41,583225911.95,21346166.33,26500276.27,16348603.66,50600380.78,0,100822524.33,33274670.42,68680358.73,74372075.96,29614745.11,0.0
5,营业税金及附加,9272760.05,5722237.54,2977506.56,21312604.12,15491327.44,9797553.96,4250598.53,31784922.51,19606234.71,11637720.40,6116822.26,33447242.58,10642589.55,8400530.01,2234980.37,29746860.20,9454313.65,6674427.09,2470423.97,8379203.05,3064791.13,1959328.14,971118.60,6309078.01,2387529.68,1346887.66,184179.28,9288839.92,4334822.60,2859087.83,2405018.86,10565023.10,953757.97,787424.93,196791.82,1720350.36,762682.60,454460.11,237216.55,5120293.42,1260228.72,633111.41,176365.76,6112101.85,2041185.61,936601.87,96661.46,4013796.50,330767.81,95706.95,31945.46,3539832.41,3495366.20,2127174.21,1065049.85,857693.51,2766120.73,1638747.05,738554.85,3569041.09,2517948.06,1409454.87,628232.90,2025243.42,1486108.21,1040493.71,462217.84,1571223.51,1509703.00,956974.80,0,780682.08,1489.62,156977.37,0,315613.17,93791.96,0,0,0,0,0,3508.96,463.89,70892.31,15377.74,0.0
6,销售费用,347751748.69,224155196.16,114977590.55,487180154.60,348511019.18,212035750.14,58699698.78,666396873.33,520798311.92,293757833.48,89552877.26,981127930.10,895027503.85,647749912.60,410809373.58,1092143433.03,977155761.80,729414385.19,331420045.60,727202596.66,420250835.57,209702436.30,64203057.39,502878257.00,356169399.26,227047970.57,96128455.02,517083089.75,362693548.42,234850332.49,96875304.47,675359339.68,474779608.81,301384105.35,144856890.37,492197455.34,322597116.48,230512514.42,123928350.00,352956139.62,248257218.94,157915616.05,79576409.30,478975099.34,393672245.98,206392760.27,92735222.72,325784171.29,221363409.66,131526185.24,51984669.10,246777789.43,246871507.76,149145937.25,65736239.53,229240238.44,216745004.58,128338528.82,67003327.86,246397983.18,218281398.15,113160261.21,45612644.43,204914371.88,153015222.97,103352739.94,49922353.18,139397217.52,104959048.00,66234004.55,27958797.90,54463011.18,25927492.52,45452060.63,21053002.78,5415701.95,1251073.71,3392751.89,2161766.83,6551201.17,0,10335408.71,5823846.51,8579914.91,21244839.35,7850773.09,0.0
7,管理费用,140540281.18,81123625.07,42570021.19,201741440.52,139922402.56,89253239.55,51607030.80,215561575.14,166691578.38,106024748.18,55625894.89,181258348.18,139209210.64,104291424.27,51869444.22,225861757.44,150783606.41,108861303.28,41862975.28,209939581.98,114875675.64,56597033.08,27329553.92,147042891.55,94025035.24,57133513.11,27388893.97,106031573.03,60455855.60,37674864.77,16344430.81,74384780.09,54712866.26,37923998.74,23644286.42,58550643.25,36059558.52,36892882.20,11636267.11,41631784.60,27637926.93,16185605.07,8939132.67,43716867.43,36723605.26,25569295.29,12906884.90,45663414.99,32725077.83,22933254.36,11230582.23,50510286.37,45729862.05,26602480.95,9339493.72,59015701.39,34917046.87,21277510.18,8240441.05,75390419.33,36658221.85,22449170.30,8603650.97,43832572.46,26492051.02,21196747.53,10817295.60,34406048.20,25969685.00,18035743.67,6655853.33,14568376.21,1850830.36,18269537.70,8026013.89,11932441.31,3705194.43,8409638.98,6213406.63,8750188.81,0,8183420.06,2044519.37,7566857.55,8466711.99,2596433.63,0.0
8,财务费用,40383861.65,22185818.03,5239647.84,118544862.29,104964608.75,72518368.17,-4590797.10,87951851.11,-6633939.56,-22040077.04,22783274.03,331647930.54,194726161.51,122965378.55,33436078.06,218487781.63,188422822.67,4679613.13,-9119616.64,103061958.47,100885230.19,84106169.97,56744359.87,53658920.45,44400654.65,29023533.10,28566442.39,112884038.45,94466094.52,64156889.38,23984623.35,11725864.82,-37125129.55,-11670178.61,-6724170.14,17920995.80,21736822.10,22979732.05,12495982.34,31300619.13,19781049.22,14346960.92,7316843.10,-6551373.57,-7111657.03,-35368158.24,-12073032.98,615312.11,11401289.40,16167914.26,8443103.69,6731736.72,23390296.51,17585736.40,7546433.38,25264070.42,24153246.88,21610154.54,9008334.70,38123407.05,26280712.60,16430523.20,9333446.06,36368820.60,26037615.13,16489100.78,7330601.96,24430729.79,15005545.00,8285304.18,4993876.98,12686853.23,6307042.69,9277248.83,3826145.47,2816075.82,1158819.24,-1868277.80,1996454.84,3983103.09,0,9539307.32,4244614.03,7107090.44,-2366140.69,-3795675.55,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-5636613.26,76055295.86,10649903.99,21405499.05,12347148.27,-11146487.60,45951194.89,-25651015.02,59605176.16,81027890.87,40809347.60,82845353.50,6680298.74,15192463.56,-8618920.40,-9645206.72,-13775124.64,125442616.38,7364992.70,-6986917.74,8136082.93,74194943.61,13924986.87,66530480.75,64953240.93,13628384.89,8437248.19,8150587.13,2695264.21,13332971.45,14996690.25,14996690.25,0,37540609.71,626840.05,34083085.89,15000000.00,2925354.97,-78957710.77,-67957710.77,19000000.00,114274555.67,-3541833.56,-3541833.56,0,7887467.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,-211332662.64,-61856918.13,-35314792.49,137230859.23,199094186.81,189354775.46,97925957.89,-417069845.30,-291915760.45,-397775653.30,-135881406.46,449855041.98,292491128.48,524004281.66,381036747.97,-57761759.60,165927976.12,207676775.72,256076406.45,-144466113.00,-31522000.97,-101619343.11,-88322487.91,101857525.32,54658551.40,95850081.61,59847079.86,-54043463.20,-10599672.00,-634292.00,-1632524.56,7353316.95,34557174.95,8740797.95,-2875195.00,-3389314.95,-51655.00,8704925.00,0,5715301.80,-62558.00,-5446300.00,0,-6881151.80,-5397330.74,-2805207.85,0,-830010.00,3515526.92,6900294.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,164571420.08,99244274.47,-1012407.02,345358784.48,13435201.80,-153693927.08,-133896354.47,888770721.71,642174821.44,715974408.53,109437584.01,82459192.03,986647102.83,552073053.30,519416049.20,1877746511.31,1553096750.43,863243541.67,459853101.02,1818182575.31,825395961.94,442711910.52,256288980.46,505739159.10,352069709.15,279388744.19,86435251.70,183075437.40,170732419.92,122994475.00,7735793.72,110100045.45,15500303.64,37619168.70,50831307.42,132071512.87,64507728.14,78414635.49,39636619.89,-20719977.27,15213836.13,2548328.67,22995349.20,138653154.80,-1370266.24,352759.95,0,20241835.88,14115426.36,5263821.10,2747999.83,-3750293.86,2948270.97,2757445.29,2220698.95,835543.67,654492.72,-244861.32,-293007.14,62968.71,-323568.11,-1477498.22,-1486063.36,1057319.70,658372.82,-128687.89,24200.37,2602477.20,2929272.00,2581095.45,771165.93,660037.92,1615780.09,1413210.65,694068.32,1700206.94,480100.74,3671521.88,0,10790136.41,3780490.87,3360.00,7199.00,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,-728638.19,-399528.39,0,23029.15,0,0,0,0,0,0,0,-8423766.87,-3834953.80,-1305942.72,0,-7932160.18,-1148302.70,0,0,1302424.99,1070290.88,0,0,5015224.45,0,0,0,-225804.62,0,53655.90,0,-943995.48,0,0,0,-40578.97,0,0,-139606.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,144816030.32,98165986.46,31328557.60,147383957.01,106153440.86,-25748155.63,-55804800.53,284227882.64,116167405.93,68895182.84,37931993.51,672070982.03,739961412.38,634734479.85,483898893.82,721262139.04,703529931.24,617102923.14,417429003.09,710646642.25,363425794.62,108420475.73,26359412.81,202193897.65,119953392.74,112869582.41,59595197.93,33014275.19,54402556.80,49497059.51,35969359.29,48295526.93,180096780.19,156838435.57,96275698.28,181743326.40,54528377.36,56893623.12,59542378.31,83750022.91,72325113.02,22433253.13,6373742.42,-94114576.97,123752583.38,122155313.36,34383931.63,139823005.87,76079336.62,43402908.55,13108513.02,79995909.34,111240829.37,70413454.86,29477002.31,58529882.55,92848982.30,50931329.18,27059533.32,121945692.00,94890316.38,50558353.97,23092795.58,96806813.10,52678656.33,30131942.11,14995356.97,88240865.41,55147094.00,33595203.26,13309984.36,63803799.33,19657723.76,15094643.26,11816207.00,13487066.00,3512150.35,2830936.32,-10383315.56,13432238.42,5981153.63,13025228.31,4902762.54,5311929.81,7575206.36,2594917.81,0.0
16,加:营业外收入,17724872.83,10792533.97,7703944.37,14598575.04,8606078.91,7214727.18,1919370.23,52645785.94,216269188.59,195361018.76,79335091.02,206443365.41,172540594.19,164032226.64,19075935.06,129542891.26,76074062.34,41686498.75,3630537.98,68639152.38,30886296.69,26734619.06,9215430.39,22005967.86,15938201.68,4499525.82,3127967.15,58588895.61,38336223.57,35035658.40,9554434.98,43510016.38,26592453.68,9512947.17,435082.46,26411105.65,24949679.96,20572925.78,4957854.33,49379144.03,15209001.11,13926632.89,6244073.72,122044939.35,34450501.94,17094872.89,14973859.38,9998107.43,9532058.15,4723497.34,875312.15,3944669.98,2283551.60,1784730.31,757704.11,1700796.80,1055948.57,466878.41,151476.74,1682214.08,1256041.15,576692.43,327986.87,1449069.16,1069562.34,433194.75,321566.20,1024737.38,529845.00,313739.59,110465.13,1347461.99,468092.21,4891118.71,4664537.26,21014723.94,3921578.46,2208.00,30934.24,202560.93,0,1753782.69,70179.24,1206465.05,1288951.10,55509.94,0.0
