,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1698613796.85,1153160946.51,768163406.09,371978541.49,1560405514.50,1139971447.11,758237692.24,381778948.00,1590888309.25,1166900374.81,788213174.38,370133795.77,1687902571.51,1228778394.02,821737636.63,416532622.59,1788768424.23,1017370910.30,679637719.34,332589477.62,1315685093.55,679671872.70,446692870.57,215464473.20,929999895.88,683520362.73,458943328.01,227848001.10,899921627.10,660727024.20,435431832.40,210067518.95,849541305.82,607168600.31,395256154.60,201511776.60,800254101.67,590858289.11,386784101.56,190448205.25,752837891.04,561729547.34,370812139.47,178879542.16,710643498.06,525049516.94,340999733.80,169763768.21,654460269.90,477693888.64,312362099.35,154115479.16,623990926.88,414938654.86,0.0
2,营业收入,1698613796.85,1153160946.51,768163406.09,371978541.49,1560405514.50,1139971447.11,758237692.24,381778948.00,1590888309.25,1166900374.81,788213174.38,370133795.77,1687902571.51,1228778394.02,821737636.63,416532622.59,1788768424.23,1017370910.30,679637719.34,332589477.62,1315685093.55,679671872.70,446692870.57,215464473.20,929999895.88,683520362.73,458943328.01,227848001.10,899921627.10,660727024.20,435431832.40,210067518.95,849541305.82,607168600.31,395256154.60,201511776.60,800254101.67,590858289.11,386784101.56,190448205.25,752837891.04,561729547.34,370812139.47,178879542.16,710643498.06,525049516.94,340999733.80,169763768.21,654460269.90,477693888.64,312362099.35,154115479.16,623990926.88,414938654.86,0.0
3,二、营业总成本,1552846271.97,1020209839.88,674136254.65,327609060.93,1401541932.90,986102263.29,652739438.31,325688505.87,1350895738.31,979189363.39,654993115.94,317503671.37,1398806627.87,1008260071.80,673566151.32,355436580.50,1509137900.16,837008643.05,547657155.82,274577514.49,1096806586.68,567147596.87,372394142.90,180515488.66,783689187.16,576920375.69,386884445.48,197644862.81,768247077.80,567905873.89,377702744.89,184167382.31,750431681.74,522210248.82,340404638.53,176151229.43,714101356.74,526993403.30,344281526.24,168748598.77,670616015.19,501996011.06,329086708.25,159143529.82,636603406.18,462566787.02,301304138.40,150507460.89,584036334.36,424835245.85,276569512.25,138907709.12,552354770.37,361179769.31,0.0
4,营业成本,1103830294.49,749254202.03,494184932.59,240569960.80,962185246.79,733043736.90,493374344.73,243962240.25,989925357.92,717770975.34,492585888.17,233757842.50,1058904526.69,774814258.21,521447093.16,269900550.69,1182147044.45,661185865.16,436425045.66,215451104.25,830730994.39,403794377.38,267525606.81,127220075.38,550122632.04,408769219.49,270412213.42,137601233.28,542776150.78,399424947.46,265230235.23,128972006.39,532763551.84,373745873.09,246980588.27,127418456.76,536487742.28,399075388.71,260184399.50,128842470.02,502284019.00,375775942.02,244344483.48,118250830.01,484698381.22,357029985.10,231697977.86,116534882.78,436778730.67,321017389.95,210612283.30,102406928.13,403084393.34,249841208.58,0.0
5,营业税金及附加,4638310.75,3131608.22,2055190.64,576175.58,5012341.00,3023250.72,1799540.29,1483694.29,5951372.20,3329772.62,1730207.07,946010.75,8066588.88,3086889.18,2347446.88,1572004.00,10167876.45,5783668.53,3591749.82,1812429.30,19066624.14,9563375.43,7140392.90,3419267.06,24943770.04,20985056.91,15616775.17,8016739.02,32353409.71,23567973.09,15466228.44,7841778.89,31262661.06,22445260.18,14231182.60,7285384.61,26837285.98,19108977.43,12597641.62,5947682.93,25318475.69,18325931.40,12381029.91,6271249.31,12780759.77,9811799.59,5994261.05,2845204.94,12147518.16,7846160.69,5435800.79,2626220.03,10939043.62,12234958.56,0.0
6,销售费用,133259815.53,86029340.35,54914988.72,26547259.38,129113655.49,93873453.40,59732630.32,27028832.98,130001271.04,94375884.78,60242012.75,30909406.65,134965947.75,87960888.97,58433101.94,34771265.57,132818754.18,46776844.97,30612480.09,18883503.46,84271361.73,58592892.11,33606557.51,15649548.63,73709767.75,48849981.63,34985886.05,17380928.85,67572704.41,53248802.60,35033494.30,14838441.11,60363076.70,40041123.89,25017956.74,11077298.25,49039795.26,32396866.18,21928188.12,9189782.68,38031050.50,28400938.06,20342524.90,8483152.02,32441535.93,22484726.17,15294805.85,6309907.25,27468807.36,19481501.86,12216682.83,5678420.69,44127110.39,28621887.96,0.0
7,管理费用,249669511.37,153051537.94,109483770.19,49597542.23,256626251.61,141203366.31,116987027.44,60954678.84,243071298.35,175816687.37,108896726.52,53048925.37,220263888.73,157769749.86,105116714.52,50957160.20,203285925.12,133461826.07,89021260.85,41159634.03,171793731.12,96752921.43,65301346.63,32829733.19,136523025.31,98641850.26,66534799.68,33749693.41,126347396.60,92615501.65,61652501.45,29411026.61,122911342.47,84402665.83,54238481.45,29970003.79,100634591.89,75367183.71,48381773.33,24113946.32,94196158.24,69524925.71,44560398.87,21782695.55,85849765.90,55431774.99,35448649.77,18080911.07,82800280.32,60248500.84,39052918.55,19292898.44,74303190.50,63355346.68,0.0
8,财务费用,-15977238.62,-12078692.35,-9681952.35,-1570463.97,-16887160.59,-32040674.31,-19276232.33,-9439966.07,-21347999.53,-14554230.81,-12390804.09,-2716887.35,-24212745.14,-17539684.24,-14967809.51,-4879792.80,-22728027.45,-13735471.08,-12782071.65,-1674186.72,-10948154.45,-2394607.90,-2051662.24,-569901.11,-4603989.98,-1643346.72,-861751.53,-576366.26,-563826.53,-68125.67,45662.71,2384746.81,959432.48,87166.54,-395271.18,244056.17,814018.40,1556315.74,1319261.82,491325.43,9927867.73,8762419.29,6748327.58,3561256.06,21025911.90,18384845.86,13723242.15,6856304.65,27439512.06,19366970.71,12128654.44,5862711.42,20375588.78,2075736.57,0.0
