,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9727857078.21,6695561915.81,2785995458.46,13907578293.84,8422433976.81,5826007887.20,2468415825.80,14391402457.83,8999132045.60,6270079858.60,2542526203.21,14173821478.37,8900711364.57,5610585573.13,2489336393.25,13337375169.90,8446916513.18,5823365369.33,2774822842.04,14082037080.82,10193875305.89,6526654878.89,2589603699.87,13197639110.42,9172476849.02,5881245221.46,2423664614.47,12603663971.56,8146491088.33,5378271991.93,2031461607.88,11249665334.45,7819557274.18,5084068111.95,2106023706.55,12928305436.19,9023856540.93,6665248125.18,2433873095.61,14031367558.36,8904190607.47,5871235027.14,2280711172.33,13015734498.51,10153533947.61,7088368906.38,0.0
2,营业收入,9572017436.52,6588119207.10,2716462898.15,13689875849.60,8261484852.41,5718853831.73,2412756514.25,14146121886.24,8809937010.67,6146865938.17,2478629500.03,13979887525.73,8753217820.40,5511684698.79,2431609727.47,13104431839.78,8255177129.31,5693245903.39,2705336890.53,13869680058.39,10030510161.55,6408272155.28,2539183674.52,13051734282.19,9083460821.54,5823400045.93,2394994861.84,12480825465.95,8028568497.22,5310480743.05,1982133087.23,11129014386.35,7718376694.76,5012605056.38,2076232202.14,12882529376.02,8989394713.60,6646883684.22,2419591411.86,14001171282.89,8904190607.47,5871235027.14,2179310034.88,13015734498.51,10153533947.61,7088368906.38,0.0
3,二、营业总成本,9469970559.56,6529246302.28,2705109301.39,13546128771.49,8236473748.82,5594539631.06,2320048512.27,13604020590.25,8346526802.99,5662253704.71,2221121070.31,13084974348.83,8170743104.42,5168580476.40,2270620897.25,12470169371.78,7930848870.27,5416291998.31,2604749011.02,13410629422.65,9550603708.02,6185056941.40,2493681109.19,12953069520.47,8975214127.19,5731962094.01,2400524936.82,12527773271.41,8319366178.58,5563316843.07,2212098122.23,11805377465.20,7882252418.48,5023169878.20,2051845644.92,12105299082.18,8276443135.92,6007776409.16,2279816437.04,12683265360.71,8038840768.45,5398753746.75,2200957732.89,11803336237.13,9366471382.20,6631379696.93,0.0
4,营业成本,7575076137.96,5316801187.17,2102840682.47,10329313688.30,6189081853.91,4223645576.02,1684616555.31,10145289728.88,6219567735.83,4213982942.92,1603218129.67,9873482494.25,6189656096.96,3871018488.28,1653798213.25,9629747019.70,6041477798.34,4218412927.34,2024811138.48,10522334947.98,7602265375.80,4942182600.29,1987889019.06,10209044738.77,7159860244.79,4557800595.22,1899534215.73,9987292312.11,6726813084.88,4488994537.97,1715574096.34,9378658139.83,6289486277.60,3965592889.24,1596912755.16,9820701158.48,6747569211.01,4960713066.11,1843593622.37,10496721648.31,6649324532.36,4507820638.30,1704944003.25,9658799385.03,7337436903.51,5297008049.45,0.0
5,营业税金及附加,89085255.37,61311796.37,30872170.41,152551260.07,97498986.87,67513361.15,29461792.14,172423692.61,113686999.28,81162510.21,33795496.99,142527031.26,51130487.07,35346420.90,14582121.97,111936164.88,55879661.58,40167508.97,19612410.61,107404828.83,68238008.91,42615636.59,15154321.78,99663553.76,63888151.83,42815220.36,11979357.98,99202255.75,51518832.71,33425419.65,12274588.57,127680721.63,94002527.58,67683040.40,28241923.36,139063130.74,92539852.20,65707443.54,24803862.99,115090211.43,74539692.35,51949086.12,19211903.03,134342536.95,84371549.72,37679936.54,0.0
6,销售费用,665900914.34,456154627.86,188842320.58,1085005314.40,705846270.49,442678140.86,211225626.17,1077671294.85,665257822.01,443840537.79,196040781.22,1075739503.99,701887887.56,443752485.24,182037715.49,971406252.91,643938937.97,416834503.27,210132508.58,1039971053.95,724790550.87,475890996.18,197751072.32,1034011206.47,744870835.50,460605918.00,197938912.81,1094945612.62,677303355.22,443195391.23,199583559.37,967365675.67,634188385.77,415487533.78,177740509.70,897714838.85,620546408.92,404321389.86,158933781.32,928743027.73,563984815.19,355250799.67,138816761.27,891261139.87,676145304.83,512523922.41,0.0
7,管理费用,831213898.50,530344189.19,286184545.89,1308717555.79,840064111.04,759788843.81,345175666.25,1936394061.60,1183109108.22,775760735.73,362985007.50,1784713828.47,1076452757.88,700289089.96,391238155.19,1563392920.61,1079292751.90,662228842.09,339565103.59,1668799677.60,1090568976.86,682872111.28,304928275.43,1415249445.77,898696269.36,584937014.73,283200974.49,1189624377.62,768751242.53,517904493.99,256660002.63,1138047347.54,781158087.02,508548758.69,234001261.38,1048647838.73,691271558.45,455424325.18,211298959.99,883336877.56,618191764.13,391021243.69,203880410.50,883390524.40,1108380181.50,638692737.50,0.0
8,财务费用,-52745484.47,-31122944.15,7069833.35,32201222.76,15894265.14,25882713.01,47239415.98,83176893.34,79415752.99,59969816.57,14101542.54,8137858.79,18970685.88,4294377.17,4800762.33,8099949.34,1073389.41,3818109.16,-13836218.06,-59616984.27,-40121916.61,-27671559.47,-20277246.41,1997079.05,18510590.56,13312681.29,6714330.06,13658730.03,16447350.09,4380277.27,25670271.05,86288534.97,46355966.21,28714371.42,8165910.54,71680179.22,60249827.73,60193023.17,38837757.88,136856216.96,86107636.16,42393613.25,29436409.56,168715734.90,99679322.64,93758645.63,0.0
9,研发费用,351536476.68,171366224.37,80921210.77,487953569.62,301987750.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
