,报表日期,20191231,20190930,20190630,20181231,20180930,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,
1,一、营业总收入,268078301.10,194503876.80,130940054.34,248272094.99,156580836.57,196117103.15,92868662.45,0.0
2,营业收入,268078301.10,194503876.80,130940054.34,248272094.99,156580836.57,196117103.15,92868662.45,0.0
3,二、营业总成本,210026833.52,150105236.96,91690850.80,193892633.48,117809607.77,132055744.21,88798486.36,0.0
4,营业成本,133186346.08,102016690.17,58276558.29,130407784.46,71905482.97,78659317.00,49852967.75,0.0
5,营业税金及附加,3933918.72,2807414.45,2203586.69,5482045.86,3727682.15,5376589.15,2956175.42,0.0
6,销售费用,12241453.41,8075375.71,5270325.47,11331613.48,7520945.96,7924433.09,6988521.68,0.0
7,管理费用,24351700.40,16802291.48,11901433.26,23806582.69,18086315.38,17606894.13,12771668.98,0.0
8,财务费用,7326516.21,5377730.85,3815630.39,6688110.05,5304436.78,8348535.05,6583450.54,0.0
9,研发费用,28986898.70,15025734.30,10223316.70,16176496.94,11264744.53,11786630.86,7508592.84,0.0
10,资产减值损失,0,0,0,4952013.08,0,2353344.93,2137109.15,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0.0
12,投资收益,56000.00,56000.00,0,56000.00,0,168000.00,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0.0
15,三、营业利润,57418146.77,44993351.67,38768370.89,50644236.17,37540278.34,65190771.85,4083425.32,0.0
16,加:营业外收入,1386340.26,1477955.68,1116704.72,2767586.54,2466027.55,2117458.47,3425041.64,0.0
17,减：营业外支出,185391.33,160085.25,50000.00,203136.52,174820.85,654999.97,5145.92,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0.0
19,四、利润总额,58619095.70,46311222.10,39835075.61,53208686.19,39831485.04,66653230.35,7503321.04,0.0
20,减：所得税费用,6996185.12,7255085.14,5535470.12,6444682.48,5740834.78,10772411.21,1368103.36,0.0
21,五、净利润,51622910.58,39056136.96,34299605.49,46764003.71,34090650.26,55880819.14,6135217.68,0.0
22,归属于母公司所有者的净利润,51622910.58,39056136.96,34299605.49,46761427.28,34109843.32,55921710.37,6135217.68,0.0
23,少数股东损益,0,0,0,2576.43,-19193.06,-40891.23,0,0.0
24,六、每股收益,,,,,,,,
25,基本每股收益(元/股),0.850000,0.680000,0.598800,0.816300,0.600000,1.034900,0.115500,0.0
26,稀释每股收益(元/股),0.850000,0.680000,0.598800,0.816300,0.600000,1.034900,0.115500,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,51622910.58,39056136.96,34299605.49,46764003.71,34090650.26,55880819.14,6135217.68,0.0
29,归属于母公司所有者的综合收益总额,51622910.58,39056136.96,34299605.49,46761427.28,34109843.32,55921710.37,6135217.68,0.0
30,归属于少数股东的综合收益总额,0,0,0,2576.43,-19193.06,-40891.23,0,0.0
