,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,256586688.06,1037732146.09,789065090.07,508002669.05,278263729.23,1035724293.30,857122584.67,596454954.75,301852609.73,1142675131.10,860409670.04,560864227.01,251312681.99,819083849.72,575758631.30,383285918.50,171377513.18,606486797.60,467968244.99,326898537.55,157886137.52,764974767.33,584232475.10,375141917.52,147957775.71,495640696.49,443768218.68,257179269.37,121686467.68,685514776.67,561228607.10,384705997.71,180648274.94,719026310.80,550576337.17,359336293.72,170193365.59,550022840.34,395779212.45,251806591.84,122179860.24,331761672.23,226391086.98,111374575.06,51316409.80,308247702.31,263424896.88,169858709.38,58001573.12,308083438.40,218219250.89,154995226.56,76453248.91,271412191.42,197378067.32,130551429.97,60987664.63,197815466.14,157532976.91,0.0
2,营业收入,256586688.06,1037732146.09,789065090.07,508002669.05,278263729.23,1035724293.30,857122584.67,596454954.75,301852609.73,1142675131.10,860409670.04,560864227.01,251312681.99,819083849.72,575758631.30,383285918.50,171377513.18,606486797.60,467968244.99,326898537.55,157886137.52,764974767.33,584232475.10,375141917.52,147957775.71,495640696.49,443768218.68,257179269.37,121686467.68,685514776.67,561228607.10,384705997.71,180648274.94,719026310.80,550576337.17,359336293.72,170193365.59,550022840.34,395779212.45,251806591.84,122179860.24,331761672.23,226391086.98,111374575.06,51316409.80,308247702.31,263424896.88,169858709.38,58001573.12,308083438.40,218219250.89,154995226.56,76453248.91,271412191.42,197378067.32,130551429.97,60987664.63,197815466.14,157532976.91,0.0
3,二、营业总成本,233477593.03,987813574.43,743534637.47,478934663.85,269986662.15,988556593.22,780410090.72,538267386.96,268641332.57,973963458.86,732651130.07,478361430.17,220537569.48,774271021.87,555721276.67,378140352.68,185361217.80,741653726.21,542710849.04,352745466.21,173782790.26,772255613.02,596097517.16,397090023.64,165538333.35,552792627.30,481228391.93,283879807.09,130570315.37,662247055.45,533424352.81,359682612.40,166802529.31,653311213.91,486394441.12,314464244.27,157591170.80,518354904.39,374001779.02,236828574.12,117272849.68,319057234.93,219924909.22,108216169.13,51068958.52,368048419.33,291272222.26,188463402.93,63322599.39,289454635.27,199212164.95,139539098.08,68162351.82,238855372.09,176393114.94,115094329.17,53738642.05,177043164.25,141918624.83,0.0
4,营业成本,211345550.51,895113202.99,678873884.53,433395577.47,246232370.96,874217334.46,712568958.24,493747319.76,244112689.33,882376340.85,650653845.74,426392764.10,196890413.94,694068170.00,494548516.59,335597916.33,150156956.88,592876158.01,458608228.94,315828138.20,154559646.99,705881282.57,542265528.85,355086707.75,143075104.07,476315886.01,432293850.88,252878184.13,119333138.79,623816446.99,505663815.50,341484928.46,158328117.66,625283703.13,465808316.07,300534490.13,149511137.09,487169656.08,350192523.77,221644197.15,110864810.01,290856125.46,197146284.01,93608240.07,42511323.03,326912292.15,269507860.22,175127328.44,60426965.48,273847437.74,184858103.47,128861679.22,63429564.34,220761284.72,161743193.60,106441173.99,49703967.44,164901464.07,131566682.72,0.0
5,营业税金及附加,1820265.56,9193036.51,6714640.37,4539884.95,2141374.56,8934946.17,7376870.84,5370683.50,2932454.99,13021593.30,10460868.84,7041790.99,3834097.43,7664344.99,3813188.71,2563600.08,1070489.84,1683688.77,976761.23,833618.87,396418.68,679001.73,0,0,0,0,0.00,0.00,0,1051790.34,1051790.34,509655.43,0,2352789.48,1259118.42,1259118.42,1022469.89,2272435.45,1716406.72,955468.38,434279.21,621828.78,325326.87,0,0,301249.79,301249.79,238578.72,0,1559446.10,1040101.37,706004.76,355468.55,1913123.59,1416933.11,911892.53,469051.89,1341486.20,976294.68,0.0
6,销售费用,7546467.19,32467575.28,23326895.54,14220457.70,7081272.47,29641348.79,22616066.14,15039714.56,7207552.32,32796956.94,24804800.74,16815398.58,8693107.21,32624318.71,23070255.01,14910576.04,6882919.31,24580582.79,17696312.13,11590752.44,5572308.89,22174417.65,16818907.94,11717711.04,4519560.87,14279018.98,9738299.79,5759114.40,2455628.32,12535566.49,11083319.96,7760558.94,4345297.90,12286931.92,9858603.12,5980589.34,2949387.06,11102758.95,7876397.23,4675739.18,2022141.31,7638206.09,5930079.26,2927901.75,1375037.30,4726555.40,3793688.08,2534530.89,1182869.76,5088306.07,3923324.80,2873395.80,1283203.83,5540471.12,5254202.35,3882299.19,1632993.88,4114138.41,3936825.73,0.0
7,管理费用,3683825.50,14978465.27,10593761.24,6929331.60,3852730.73,14749109.91,10741385.12,19825407.89,12282518.70,34249462.85,36704607.52,20076384.14,8358004.11,21381532.13,16084385.07,10468620.17,4850834.84,17671428.08,13630159.27,9295329.80,4662024.75,14528602.95,11095890.31,8246247.06,4015742.11,17159710.83,12928024.01,7977342.16,4236900.83,16035133.03,12159139.87,8176400.57,4169485.52,12878202.17,9921876.64,6523615.19,3372638.01,11940307.38,8884510.74,5684205.85,2537260.01,10953082.03,8511608.66,5156344.82,2515663.03,9630107.45,7204985.87,4286293.54,2049579.96,7920075.37,7565567.91,5373241.50,2393195.47,9200379.54,6930368.63,3254307.70,1689940.62,5859185.81,4686840.48,0.0
8,财务费用,-1133177.95,849456.73,356966.33,948849.90,742915.07,1349515.05,790542.58,982858.53,2106117.23,9795769.28,7467848.11,5475933.24,2761946.79,14118834.72,11186314.86,7581023.63,4106830.13,15413161.58,11712035.16,7702120.57,3881924.08,18026764.93,14171334.77,10293502.50,4479489.43,12596498.69,8473748.71,5016554.23,2065616.98,3672317.56,1752508.01,451720.64,-40371.77,-2756943.54,-2211915.08,-803127.41,735538.75,5753468.71,4316445.91,2853468.91,1414359.14,5460748.34,4090426.48,2602498.55,1182425.01,2225654.00,976568.43,146982.12,-336815.81,1059763.90,1680185.05,1579894.45,700919.63,1347492.32,865540.91,421779.42,242688.22,826889.76,751981.22,0.0
