,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,70265143.82,50448375.94,17817936.77,145291979.43,107508480.74,78026352.60,34310437.41,141632336.08,93315964.36,63558535.12,27487220.31,132660683.50,93738913.03,60524516.69,29089144.89,132288814.23,84787944.58,53086490.03,27263904.34,153091832.70,86807557.58,63627896.12,37054846.32,181616224.81,109952443.18,79238901.21,40493614.26,143478412.33,103261677.63,68941637.48,41206162.98,235230075.14,160535689.57,109804281.52,52025073.31,220925331.62,168843499.26,113367854.68,55297686.26,183687917.83,139632951.15,95053594.88,48727389.06,220130193.06,179030501.65,123329414.69,62256809.46,197803427.90,146523079.51,92266281.95,38751633.61,172279289.49,235332077.33,200698947.66,88866353.30,178877949.50,219728443.14,169274027.21,127069374.63,487327626.83,296755189.40,240811654.01,108747240.02,450104451.07,313535199.95,257319972.48,218930615.03,248315206.28,262472564.63,190472679.65,107217368.20,619582977.95,365138313.90,397902126.28,191011480.69,373475057.56,101611256.50,314387392.71,97111748.88,212744846.04,70204033.35,130781243.99,71914330.70,95240005.63,44909800.00,92547100.00,44964609.62,97785725.76,0.0
2,营业收入,70265143.82,50448375.94,17817936.77,145291979.43,107508480.74,78026352.60,34310437.41,141632336.08,93315964.36,63558535.12,27487220.31,132660683.50,93738913.03,60524516.69,29089144.89,132288814.23,84787944.58,53086490.03,27263904.34,153091832.70,86807557.58,63627896.12,37054846.32,181616224.81,109952443.18,79238901.21,40493614.26,143478412.33,103261677.63,68941637.48,41206162.98,235230075.14,160535689.57,109804281.52,52025073.31,220925331.62,168843499.26,113367854.68,55297686.26,183687917.83,139632951.15,95053594.88,48727389.06,220130193.06,179030501.65,123329414.69,62256809.46,197803427.90,146523079.51,92266281.95,38751633.61,171052625.14,141058230.23,106643454.89,38540722.48,177222345.41,127807389.73,78632574.88,36499349.89,317753866.81,235961897.35,190090437.23,62972129.59,401265688.53,264523690.99,208976037.65,217121992.87,243143871.09,239498427.06,186389745.04,105506505.63,615872506.15,364241957.70,377243012.23,171697461.85,339625344.26,101302782.17,310354365.40,95332171.00,186544005.98,68400325.84,126112532.59,70510569.10,92069803.65,43829100.00,91968600.00,44808159.85,97608895.37,0.0
3,二、营业总成本,116210354.08,83281954.69,37182815.48,185245686.73,138478787.48,100543995.13,44003370.20,194073522.10,133523008.18,93585186.58,43059090.96,217502413.93,139691752.52,99175512.37,44336054.49,186792396.34,130051745.02,87719096.96,44454514.99,210106888.06,127972168.81,89905362.39,42788632.19,230685071.47,114431794.99,75127806.03,39275796.32,215454980.39,126081976.38,84761611.51,45105586.69,309793356.22,179311465.07,113981198.61,51105467.82,224475940.81,167123254.02,112005136.77,54653049.23,283596713.27,157299265.19,93391636.90,49135206.37,570079432.89,223160412.50,148984270.62,75891194.72,605170047.93,276947956.12,187372218.42,32826857.55,497681239.91,195329005.78,166282295.40,62447594.55,460095670.82,195569560.94,147394667.38,80928027.89,469050148.67,284957991.16,229037583.74,96868393.40,392240101.21,237274778.65,189842526.57,164677538.08,524932672.78,263390816.36,196358057.07,110954153.08,532473083.86,275634864.22,325816460.30,136895179.45,208906742.96,78754923.83,198850299.99,72297637.51,128366336.98,0,95753997.75,0,77014587.75,0,0,0,79941444.54,0.0
4,营业成本,61207800.54,42578916.47,16435866.23,117232264.14,88547894.30,63950672.71,28390555.84,114433091.99,75661434.71,49337042.22,22183391.48,107849495.86,75205636.49,48118569.57,24876653.93,105183198.05,71278437.34,46548988.33,25130347.71,120577425.41,64733756.54,46691916.60,23366110.54,141492249.09,69399154.48,47478446.37,23292913.69,125586769.97,83094530.16,57539870.40,32675541.50,162897051.75,128295954.30,83812982.91,38307241.35,153674059.15,119290768.76,82098239.97,36106768.44,138243929.69,105696940.52,67317885.60,34206839.77,182028851.45,136540575.19,94254741.48,45598015.48,187283609.29,114431813.23,75790369.93,29484675.66,148140331.35,93710059.48,70018002.72,24844825.10,139341048.90,87671731.03,52671101.61,28245084.82,243928499.77,181568179.36,150059915.43,50734998.14,313688176.63,192732053.07,150725427.48,121282610.97,196007323.45,166678614.77,125424290.70,74973338.61,369796299.63,187726056.46,200054814.37,113703107.00,160844257.50,63801942.24,158995022.80,62168481.80,106708623.12,0,75269259.88,0,57173962.60,0,0,0,61782244.83,0.0
5,营业税金及附加,702005.63,649911.63,17371.55,2187336.39,1281915.64,1113204.80,314703.47,2289669.96,1597917.22,1234652.19,349281.59,1943979.54,835242.10,588757.92,199719.53,899982.64,669888.11,365774.84,225018.05,1441783.49,244332.26,181000.35,85545.85,1708427.94,1170184.25,950773.71,462474.16,2056024.25,1184598.49,822014.31,411396.60,2843005.02,1699123.84,1286227.75,706348.22,2082861.41,1523042.31,1034475.13,540695.08,1669916.82,1245690.77,927623.86,516112.98,1649735.33,1279427.90,814944.49,337292.54,1116012.46,710259.48,411912.11,185641.09,1304544.41,970969.46,748950.93,94324.64,1353917.77,651776.25,339110.40,132272.17,4169039.45,2239551.83,2060843.21,629933.42,8441523.02,6896453.82,6385764.73,8984251.52,1130029.12,1533761.67,1063707.80,427361.10,4872227.39,3258883.07,8033882.47,1337584.85,6182967.48,1281442.86,9801600.02,1143704.24,1721351.54,0,1329064.97,0,693642.95,0,0,0,6100333.28,0.0
6,销售费用,3004450.46,2576710.62,925593.45,3304037.13,2414668.54,1904730.55,878667.40,5842801.48,4153105.67,2810740.14,2076414.59,9197224.90,6722565.16,5229313.89,1882965.24,8850047.09,6715291.54,4448309.03,2422175.38,11380708.69,7024904.22,3890336.94,2668847.46,9988187.49,6262603.70,3944792.20,2780741.84,6461511.76,3958938.90,2236206.20,1150346.57,13212668.30,8296685.76,5007766.51,3039779.82,12996872.63,9556225.81,6482446.43,3373702.27,14588284.82,12325108.85,7632694.89,4485769.75,16521674.38,16560413.77,11786517.88,6303720.05,16025706.15,13500467.37,9283218.02,4096872.01,16644024.86,13063224.55,9279808.72,4757174.43,15116895.91,11176293.57,7656362.43,3371480.48,15359816.78,12668630.23,6979481.63,3220904.86,16243833.57,10689161.38,6429460.85,4473067.31,13937993.69,10633674.87,7541858.61,4231253.63,15221494.03,10855981.67,25648097.73,8089225.32,20520275.22,5344227.77,9773112.54,1172958.52,2959359.53,0,2881202.22,0,1883803.35,0,0,0,684658.78,0.0
7,管理费用,42559805.70,30806108.42,17299938.63,54617628.08,38193466.33,28240975.30,14391529.70,68446335.80,48703441.89,34290804.42,18467252.09,89915584.36,52761210.90,36057606.40,17404672.64,64754153.51,47386292.34,31688455.97,16752488.14,65683375.01,50605791.97,34118190.78,16351978.95,72163311.80,48011180.65,31395764.18,19353009.35,71515321.94,45320779.25,31578513.14,18119205.00,91104465.82,48284825.12,31151460.38,16335421.87,67785334.83,45116602.14,30875637.93,16213981.56,70576791.34,38025809.33,17524719.61,9922356.95,96298884.63,58348282.19,40424872.91,22111996.75,70798096.09,43047437.65,26083749.48,13291713.23,169251746.35,11882833.30,20276809.91,11741920.04,165248617.20,38890322.63,35013008.03,21785969.70,88384021.82,41149270.01,31386546.35,17348996.03,-11316532.58,-33436757.36,-21627105.84,12282165.57,201157806.19,41341310.94,29681681.99,12102973.65,107751258.93,51719836.33,63849036.60,11628989.89,21364842.50,7920525.43,15513096.71,7381953.57,15999099.42,0,15251923.34,0,15236304.19,0,0,0,9773581.11,0.0
8,财务费用,-197892.61,-117647.95,-30848.81,259093.73,149202.39,81044.88,27913.79,20983.43,-74168.30,-58741.69,-17248.79,-290047.61,29168.86,12498.11,-27913.35,-633251.55,-230109.96,-169714.62,-75514.29,3311220.87,632326.53,292860.43,316149.39,4551411.62,-15728707.50,-13959349.84,-6613342.72,4007533.40,-7366870.42,-7304992.54,-7250902.98,4173511.24,-7265123.95,-7277238.94,-7283323.44,-619994.38,-6783600.42,-6905878.11,-2313.54,12977752.93,5715.72,-11287.06,4126.92,5738735.16,1745175.63,1703193.86,1540169.90,139098073.77,103823037.55,74368028.04,-14232044.44,162340592.94,75701918.99,65958723.12,21009350.34,139035191.04,57179437.46,51715084.91,27393220.72,117208770.85,47332359.73,38550797.12,24933560.95,65183100.57,60393867.74,47928979.35,17655442.71,112699520.33,43203454.11,32646517.97,19219226.09,34831803.88,22074106.69,28230629.13,2136272.39,-5599.74,406785.53,4767467.92,430539.38,977903.37,0,1022547.34,0,2026874.66,0,0,0,1600626.54,0.0
