,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20010331,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,180441000000.00,133128000000.00,88256000000.00,43859000000.00,156769000000.00,115652000000.00,75417000000.00,36748000000.00,144281000000.00,105941000000.00,70535000000.00,36229000000.00,155211000000.00,116381000000.00,77951000000.00,40134000000.00,154425000000.00,116170000000.00,76902000000.00,36030000000.00,135469000000.00,99916000000.00,65129000000.00,31231000000.00,115886000000.00,85975000000.00,58289000000.00,28877000000.00,103111000000.00,77663000000.00,51456000000.00,25035000000.00,82368000000.00,60216000000.00,38856000000.00,17157000000.00,54768000000.00,40041000000.00,26086000000.00,12379000000.00,42060000000.00,31349000000.00,21248000000.00,8748000000.00,35017000000.00,27227662000.00,17670391000.00,7706538000.00,25301368000.00,17976602000.00,11289759000.00,4915490000.00,17451670000.00,22992609000.00,14270850000.00,6643577000.00,11287378000.00,9243083000.00,4899254000.00,2323526000.00,7990206000.00,6798071000.00,4370051000.00,1992003000.00,6480373000.00,4352925000.00,2652935000.00,1091332000.00,4123150000.00,2727521000.00,1690943000.00,773020000.00,3038814000.00,2042809694.63,1240843783.00,560390000.00,1687499272.00,460444103.00,644497917.00,546105358.00,312136136.00,0.0
2,利息净收入,97943000000.00,71301000000.00,45523000000.00,22022000000.00,76680000000.00,53822000000.00,33874000000.00,15741000000.00,86552000000.00,62973000000.00,41115000000.00,20680000000.00,94684000000.00,70889000000.00,47438000000.00,24106000000.00,94268000000.00,70489000000.00,46994000000.00,23152000000.00,92136000000.00,67405000000.00,43600000000.00,21195000000.00,83033000000.00,60589000000.00,40564000000.00,20114000000.00,77153000000.00,57318000000.00,37871000000.00,18970000000.00,64821000000.00,46704000000.00,29545000000.00,13404000000.00,45873000000.00,33021000000.00,21165000000.00,10093000000.00,32240000000.00,22690000000.00,13950000000.00,6826000000.00,30380000000.00,22805768000.00,14696024000.00,6598219000.00,22580154000.00,16005325000.00,10076826000.00,4546372000.00,16167912000.00,9316912000.00,5800041000.00,2744029000.00,9684200000.00,7083146000.00,4580899000.00,2124685000.00,6772764000.00,4853835000.00,3071954000.00,1430690000.00,4212920000.00,2812918000.00,1817931000.00,831642000.00,2774995000.00,1876406000.00,1136659000.00,538471000.00,2179713000.00,1468613238.37,883738651.00,399350000.00,1135258469.00,440305259.00,597686968.00,501318935.00,295677877.00,0.0
3,其中：利息收入,250724000000.00,186369000000.00,122868000000.00,61054000000.00,235347000000.00,174490000000.00,114126000000.00,55421000000.00,230910000000.00,170136000000.00,113133000000.00,56626000000.00,203918000000.00,149416000000.00,98050000000.00,49458000000.00,203382000000.00,154521000000.00,102867000000.00,52237000000.00,199052000000.00,145202000000.00,94178000000.00,46819000000.00,182154000000.00,134922000000.00,89018000000.00,43906000000.00,151887000000.00,109498000000.00,72581000000.00,35859000000.00,117281000000.00,84363000000.00,51859000000.00,22972000000.00,70776000000.00,50004000000.00,31688000000.00,15050000000.00,53441000000.00,38743000000.00,24634000000.00,12049000000.00,56311000000.00,42285910000.00,27259357000.00,12420854000.00,40070002000.00,28795014000.00,17213682000.00,8894816000.00,27361138000.00,20218336000.00,12408726000.00,5922582000.00,20717489000.00,15004667000.00,9771249000.00,4284481000.00,15134412000.00,10818192000.00,6910324000.00,3040134000.00,9670642000.00,6499354000.00,3994127000.00,1731496000.00,5843827000.00,3790811000.00,2471811000.00,1116412000.00,4239887000.00,2804625193.41,1683100581.00,728150000.00,2129900885.00,809399917.00,1180071046.00,1095901082.00,794512510.00,0.0
4,减：利息支出,152781000000.00,115068000000.00,77345000000.00,39032000000.00,158667000000.00,120668000000.00,80252000000.00,39680000000.00,144358000000.00,107163000000.00,72018000000.00,35946000000.00,109234000000.00,78527000000.00,50612000000.00,25352000000.00,109114000000.00,84032000000.00,55873000000.00,29085000000.00,106916000000.00,77797000000.00,50578000000.00,25624000000.00,99121000000.00,74333000000.00,48454000000.00,23792000000.00,74734000000.00,52180000000.00,34710000000.00,16889000000.00,52460000000.00,37659000000.00,22314000000.00,9568000000.00,24903000000.00,16983000000.00,10523000000.00,4957000000.00,21201000000.00,16053000000.00,10684000000.00,5223000000.00,25931000000.00,19480142000.00,12563333000.00,5822635000.00,17489848000.00,12789689000.00,7136856000.00,4348444000.00,11193226000.00,10901424000.00,6608685000.00,3178553000.00,11033289000.00,7921521000.00,5190350000.00,2159796000.00,8361648000.00,5964357000.00,3838370000.00,1609444000.00,5457722000.00,3686436000.00,2176196000.00,899854000.00,3068832000.00,1914405000.00,1335152000.00,577941000.00,2060174000.00,1336011955.04,799361930.00,328800000.00,994642416.00,369094658.00,582384078.00,594582147.00,498834633.00,0.0
5,手续费及佣金净收入,52295000000.00,39483000000.00,27282000000.00,13875000000.00,48131000000.00,36167000000.00,24327000000.00,11928000000.00,47742000000.00,36178000000.00,24477000000.00,12681000000.00,52261000000.00,39943000000.00,28059000000.00,14572000000.00,51205000000.00,37952000000.00,25145000000.00,12026000000.00,38239000000.00,27810000000.00,18438000000.00,8714000000.00,29956000000.00,22987000000.00,16222000000.00,7200000000.00,20523000000.00,15681000000.00,10030000000.00,5138000000.00,15101000000.00,11794000000.00,7919000000.00,2951000000.00,8289000000.00,6456000000.00,4509000000.00,2059000000.00,4664000000.00,3552000000.00,2298000000.00,915000000.00,4461000000.00,4281993000.00,3072009000.00,1344834000.00,2391347000.00,1805180000.00,985313000.00,324602000.00,1026406000.00,773141000.00,550924000.00,100870000.00,372332000.00,201146000.00,112022000.00,58078000.00,307505000.00,194463000.00,101180000.00,1519000.00,38375000.00,-20204000.00,-42807000.00,-60631000.00,68119000.00,32515000.00,33582000.00,2932000.00,49125000.00,35145803.71,27075167.00,0,21723384.00,5320025.00,12086139.00,12341746.00,3027974.00,0.0
6,其中:手续费及佣金收入,57024000000.00,42835000000.00,29435000000.00,15083000000.00,52684000000.00,39137000000.00,26191000000.00,13407000000.00,54068000000.00,40869000000.00,27375000000.00,13712000000.00,56266000000.00,42721000000.00,29787000000.00,15526000000.00,55107000000.00,40843000000.00,27022000000.00,12831000000.00,42293000000.00,30661000000.00,20279000000.00,9408000000.00,33061000000.00,25040000000.00,17417000000.00,7693000000.00,22091000000.00,16778000000.00,10708000000.00,5440000000.00,15991000000.00,12245000000.00,8181000000.00,3054000000.00,8753000000.00,6705000000.00,4659000000.00,2143000000.00,5006000000.00,3785000000.00,2442000000.00,989000000.00,4755000000.00,4494692000.00,3211377000.00,1408979000.00,2665457000.00,1987629000.00,1099358000.00,375113000.00,1223710000.00,912640000.00,643827000.00,132526000.00,494049000.00,283127000.00,169276000.00,85034000.00,411382000.00,252309000.00,134643000.00,14592000.00,137394000.00,73009000.00,41740000.00,14311000.00,89814000.00,45332000.00,41093000.00,6127000.00,69965000.00,45052959.68,34140425.00,0,48846497.00,9023565.00,17522098.00,14632595.00,3519993.00,0.0
7,减：手续费及佣金支出,4729000000.00,3352000000.00,2153000000.00,1208000000.00,4553000000.00,2970000000.00,1864000000.00,1479000000.00,6326000000.00,4691000000.00,2898000000.00,1031000000.00,4005000000.00,2778000000.00,1728000000.00,954000000.00,3902000000.00,2891000000.00,1877000000.00,805000000.00,4054000000.00,2851000000.00,1841000000.00,694000000.00,3105000000.00,2053000000.00,1195000000.00,493000000.00,1568000000.00,1097000000.00,678000000.00,302000000.00,890000000.00,451000000.00,262000000.00,103000000.00,464000000.00,249000000.00,150000000.00,84000000.00,342000000.00,233000000.00,144000000.00,74000000.00,294000000.00,212699000.00,139368000.00,64145000.00,274110000.00,182449000.00,114045000.00,50511000.00,197304000.00,139499000.00,92903000.00,31656000.00,121717000.00,81981000.00,57254000.00,26956000.00,103877000.00,57846000.00,33463000.00,13073000.00,99019000.00,93213000.00,84547000.00,74942000.00,21695000.00,12817000.00,7511000.00,3195000.00,20840000.00,9907155.97,7065258.00,0,27123113.00,3703540.00,5435959.00,2290849.00,492019.00,0.0
8,汇兑收益,2651000000.00,2324000000.00,1712000000.00,871000000.00,6300000000.00,-149000000.00,-3728000000.00,-5904000000.00,783000000.00,2710000000.00,-687000000.00,-1932000000.00,5646000000.00,-1829000000.00,-1782000000.00,-1968000000.00,237000000.00,-227000000.00,-325000000.00,-275000000.00,685000000.00,683000000.00,464000000.00,125000000.00,-335000000.00,-531000000.00,-1055000000.00,-82000000.00,119000000.00,598000000.00,-185000000.00,300000000.00,385000000.00,239000000.00,192000000.00,54000000.00,569000000.00,391000000.00,271000000.00,102000000.00,94000000.00,193000000.00,111000000.00,70000000.00,-57000000.00,67000.00,211285000.00,5478000.00,388469000.00,123279000.00,84007000.00,78104000.00,158006000.00,143188000.00,93081000.00,44265000.00,221894000.00,66646000.00,19177000.00,11749000.00,109321000.00,83602000.00,51273000.00,47313000.00,134862000.00,92608000.00,36315000.00,6000.00,64055000.00,14000.00,24126000.00,4000.00,27818000.00,5444789.13,15793628.00,0,18989592.00,1173229.00,15166960.00,12746510.00,7474141.00,0.0
9,投资净收益,20874000000.00,16559000000.00,8565000000.00,4772000000.00,12661000000.00,8124000000.00,7278000000.00,6609000000.00,2715000000.00,2677000000.00,2621000000.00,1161000000.00,1157000000.00,6764000000.00,6007000000.00,4455000000.00,4264000000.00,4818000000.00,3069000000.00,-54000000.00,1737000000.00,1932000000.00,1880000000.00,966000000.00,3193000000.00,2721000000.00,2380000000.00,1370000000.00,4785000000.00,3872000000.00,3287000000.00,545000000.00,2169000000.00,1446000000.00,1198000000.00,743000000.00,-56000000.00,151000000.00,144000000.00,69000000.00,4995000000.00,4919000000.00,4879000000.00,1016000000.00,20000000.00,-273220000.00,-299433000.00,-323432000.00,-143489000.00,60176000.00,54591000.00,1202000.00,46169000.00,1776903000.00,1112169000.00,515827000.00,2366945000.00,1866810000.00,1261373000.00,622211000.00,2210254000.00,1578357000.00,1064912000.00,483640000.00,2042780000.00,1434230000.00,819414000.00,312025000.00,1186343000.00,801577000.00,491841000.00,229688000.00,729162000.00,523720998.77,306242404.00,151060000.00,501612643.00,222511518.00,442626762.00,323930289.00,205573819.00,0.0
10,其中:对联营公司的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动净收益,1437000000.00,38000000.00,2967000000.00,1173000000.00,8357000000.00,14431000000.00,11470000000.00,7318000000.00,1742000000.00,-1403000000.00,1177000000.00,2843000000.00,-2699000000.00,-2203000000.00,-3188000000.00,-1754000000.00,1347000000.00,960000000.00,577000000.00,517000000.00,1258000000.00,1193000000.00,226000000.00,99000000.00,-378000000.00,-117000000.00,12000000.00,174000000.00,12000000.00,-32000000.00,366000000.00,65000000.00,-280000000.00,-40000000.00,-53000000.00,-7000000.00,-4000000.00,6000000.00,-8000000.00,55000000.00,44000000.00,-24000000.00,-8000000.00,-81000000.00,206000000.00,310250000.00,-13035000.00,75824000.00,44213000.00,-917000.00,23708000.00,-38777000.00,41863000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,其他业务收入,4744000000.00,3319000000.00,2134000000.00,1113000000.00,4082000000.00,3160000000.00,2119000000.00,1022000000.00,4117000000.00,2806000000.00,1832000000.00,796000000.00,4162000000.00,2817000000.00,1417000000.00,723000000.00,3104000000.00,2178000000.00,1442000000.00,664000000.00,1414000000.00,893000000.00,521000000.00,132000000.00,417000000.00,326000000.00,166000000.00,101000000.00,519000000.00,226000000.00,87000000.00,17000000.00,172000000.00,73000000.00,55000000.00,12000000.00,97000000.00,16000000.00,5000000.00,1000000.00,23000000.00,19000000.00,18000000.00,2000000.00,7000000.00,102804000.00,3541000.00,5615000.00,40674000.00,-16441000.00,65314000.00,3987000.00,11314000.00,-58458000.00,-29957000.00,17017000.00,0,25335000.00,19779000.00,2160000.00,93410000.00,87814000.00,80732000.00,8625000.00,51436000.00,33373000.00,22082000.00,8290000.00,29638000.00,17009000.00,4735000.00,1925000.00,41831000.00,9884864.65,7993933.00,9980000.00,9915184.00,13645590.00,19557838.00,19698167.00,5956144.00,0.0
13,二、营业支出,115509000000.00,77884000000.00,49797000000.00,24646000000.00,97478000000.00,63738000000.00,39311000000.00,18475000000.00,83432000000.00,57017000000.00,36333000000.00,18666000000.00,95045000000.00,66395000000.00,42769000000.00,22293000000.00,94175000000.00,65565000000.00,41597000000.00,18190000000.00,75990000000.00,50754000000.00,30801000000.00,14258000000.00,59083000000.00,40984000000.00,27357000000.00,13772000000.00,52379000000.00,38578000000.00,25579000000.00,12440000000.00,45083000000.00,31751000000.00,20405000000.00,8911000000.00,31757000000.00,22810000000.00,14417000000.00,6758000000.00,26455000000.00,17944000000.00,11682000000.00,5442000000.00,24605000000.00,15303550000.00,9517744000.00,4446451000.00,16101778000.00,11355794000.00,6740778000.00,3326984000.00,12206357000.00,17988732000.00,10817690000.00,5190996000.00,7047052000.00,6155892000.00,4016090000.00,1394541000.00,6648704000.00,4683292000.00,2842046000.00,1319360000.00,4512702000.00,2878830000.00,1762393000.00,687111000.00,2907751000.00,1844982000.00,1195764000.00,517959000.00,2158030000.00,1370706646.63,799612167.00,347330000.00,1159019474.00,434574963.00,790934603.00,630237464.00,291363711.00,0.0
14,营业税金及附加,1772000000.00,1264000000.00,835000000.00,428000000.00,1919000000.00,1210000000.00,781000000.00,362000000.00,1484000000.00,1102000000.00,753000000.00,353000000.00,4338000000.00,3794000000.00,3494000000.00,2500000000.00,9968000000.00,7534000000.00,5047000000.00,2446000000.00,9005000000.00,6647000000.00,4371000000.00,2121000000.00,8004000000.00,5973000000.00,4012000000.00,1941000000.00,7825000000.00,5831000000.00,3849000000.00,1872000000.00,6116000000.00,4366000000.00,2833000000.00,1259000000.00,3827000000.00,2795000000.00,1814000000.00,850000000.00,2802000000.00,2023000000.00,1266000000.00,594000000.00,2916000000.00,2169584000.00,1412734000.00,673307000.00,2047374000.00,1455060000.00,890346000.00,397686000.00,1391127000.00,975367000.00,620301000.00,268692000.00,1021109000.00,725652000.00,465069000.00,217599000.00,760070000.00,531509000.00,344504000.00,155594000.00,451553000.00,299846000.00,182571000.00,81066000.00,310625000.00,220645000.00,137382000.00,61748000.00,238151000.00,160184555.20,98133334.00,42160000.00,140817906.00,55158977.00,84751991.00,63330725.00,28975020.00,0.0
