,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1679875324.32,1048761269.35,515079949.05,2089148767.22,1178523332.78,795765263.50,303769196.86,2086396395.84,1021457692.69,505705485.04,163770294.78,1204100150.78,721705093.97,507261247.96,170243662.57,1835300990.21,1233635792.19,775422913.75,293829991.09,1767755637.94,993574452.90,640658837.55,267552725.24,1411901028.49,838433138.99,475886706.83,190641207.00,1277185975.00,703558057.93,489269196.78,195277514.62,1373818101.30,864537826.02,523012312.57,198980000.23,1048155849.89,690807277.60,414739658.18,177621637.90,1206420040.28,707141526.76,392751404.17,10977706.77,93986269.06,77924367.78,51303282.01,26874707.25,133264439.01,105810423.01,67960306.59,29014816.15,127169424.69,97109591.42,65740836.40,31911634.95,114193715.53,161924850.92,106874810.72,50725755.42,173783556.60,150355691.04,92225138.03,38761139.59,134084113.37,101673989.94,79712025.90,43371955.05,173487493.15,121869371.09,79427908.91,0,170718981.20,126100184.94,234388694.11,90942851.35,133863439.13,52191772.89,98913884.90,84219318.73,47751192.09,0.0
2,营业收入,1679875324.32,1048761269.35,515079949.05,2089148767.22,1178523332.78,795765263.50,303769196.86,2086396395.84,1021457692.69,505705485.04,163770294.78,1204100150.78,721705093.97,507261247.96,170243662.57,1835300990.21,1233635792.19,775422913.75,293829991.09,1767755637.94,993574452.90,640658837.55,267552725.24,1411901028.49,838433138.99,475886706.83,190641207.00,1277185975.00,703558057.93,489269196.78,195277514.62,1373818101.30,864537826.02,523012312.57,198980000.23,1048155849.89,690807277.60,414739658.18,177621637.90,1206420040.28,707141526.76,392751404.17,10977706.77,93986269.06,77924367.78,51303282.01,26874707.25,133264439.01,105810423.01,67960306.59,29014816.15,125266396.17,95676036.32,64550637.12,31277388.08,110961332.72,160503096.53,106109127.09,50630778.73,173617580.16,150309039.06,92125530.78,38759425.92,134211125.96,101652757.49,79697308.24,43409705.75,173401974.21,121789492.12,79405264.97,0,170709580.75,126042788.46,233542172.45,90617408.55,132711703.37,51955409.59,98738407.85,84186728.64,47649739.93,0.0
3,二、营业总成本,1585418728.41,978892912.36,498852872.75,2077562409.93,1137794627.70,790316832.97,288591834.00,1959474408.25,989939797.07,521517375.84,168839589.36,1397229985.07,787780910.30,542154584.99,188667587.77,1822167377.74,1239562242.21,769347240.02,297767068.60,1778881649.47,1013607007.74,664497734.89,273035524.05,1585304195.63,844499135.30,476821737.78,195827280.14,1256572005.73,690694871.12,480925445.93,189999937.22,1347824477.53,821617315.27,482590013.95,189244837.96,989869253.09,640076924.35,382213811.57,170729735.89,1191940347.90,710912673.29,393007802.71,9085236.48,85910744.69,68545714.11,44790209.48,23075170.59,113017468.83,84448192.51,62751688.96,22358200.41,44005984.14,81225522.60,55668196.34,24130437.34,371219350.81,141661081.82,94245741.98,47134664.84,182259463.93,132706041.49,81023274.15,36143821.68,114094647.87,86196449.69,71037830.47,40566464.85,159547568.54,112502121.26,71923145.40,0,159355725.25,123450196.25,204311939.11,80756571.43,103684621.63,44805660.49,71336140.52,59778644.43,32721325.65,0.0
4,营业成本,1175793584.92,738631816.48,354772761.79,1466082246.55,829608148.88,562494829.51,211306839.39,1478746481.66,756510059.12,380493283.20,122051952.57,992812415.83,534074220.20,375109646.89,112598964.96,1452526961.99,978060004.99,601640725.84,232966661.95,1436378292.03,790304404.28,526802739.72,225063953.71,1201826621.09,708093329.98,393721020.95,155904864.85,1063228074.80,574730582.32,399565606.36,155404487.01,1106405164.17,690722886.19,404905982.17,151309910.80,828305725.48,521588820.67,305517035.89,133241843.33,1000768737.05,596943065.61,334174645.78,6876748.86,62598721.15,54260249.88,36671043.52,20044505.63,82659024.63,60173069.21,42155641.98,15501327.89,61207438.75,49284560.46,33171518.58,13061540.88,72948595.56,112055200.88,73457773.62,36957299.44,123782548.93,113796902.73,70379116.07,30155783.70,96824845.97,74880623.54,64444188.32,36606592.09,137062265.24,95856988.51,62033142.41,0,137399270.41,105784583.62,168607322.50,59604394.24,86197238.51,34770500.17,55371873.31,48748603.61,26214827.62,0.0
5,营业税金及附加,12523633.73,8099861.41,4410052.70,21293647.18,11158649.07,8632458.77,2975247.40,19876005.91,10941625.85,4718602.04,1295371.22,12543860.73,4116989.29,3418492.77,1827526.83,12339275.85,6863514.36,4510650.36,1175882.59,8689727.53,4830840.74,2654527.76,898533.92,8656940.38,4030594.39,2234481.42,1437323.24,16074587.95,9431081.05,4990521.78,2624280.19,15953012.74,8336589.66,6089477.06,2352799.44,13464962.20,9034306.90,6830881.72,2544334.46,12010469.46,7220196.18,1850812.93,150464.78,1223729.54,1117489.90,728046.43,452318.61,1348793.69,976522.47,596598.94,248218.33,1399245.89,1170299.77,858713.40,443112.20,864514.72,615852.56,260326.80,131195.42,435277.58,219532.64,142408.16,55960.24,531272.27,382987.54,230110.92,107773.35,1085298.85,493195.96,286532.11,0,411344.21,346990.18,951540.77,437503.25,612701.67,213471.01,675649.34,532472.70,399506.74,0.0
6,销售费用,40537359.89,25669322.05,13659647.79,59842627.18,35695625.40,21327741.58,10548523.13,56537473.87,40840901.08,28362954.80,10431953.52,50010967.84,36234236.61,25686939.10,10068109.32,59476135.76,36226011.14,21566443.52,8415796.66,61750987.62,45708669.18,26790667.07,7844918.29,40668670.52,19130788.79,11067859.07,5869080.86,26441176.15,19170036.33,12723702.09,7821870.01,36410416.01,27025583.55,16393964.40,8476020.48,41394166.82,32983980.26,21405758.80,8092735.35,42840353.04,38196390.08,16869553.75,150765.85,830621.84,369892.08,155156.72,69672.01,1183243.35,735243.55,566605.07,445064.76,871095.84,624480.36,411564.30,286479.82,996435.89,1636529.30,1096253.41,547485.38,1853136.93,1603097.41,970230.26,412167.21,1472342.47,1288456.59,830097.53,476597.59,6049853.08,4565121.18,3262467.37,1754293.68,5204922.46,2878451.32,8001509.66,4589192.02,7863905.43,3229240.74,3535249.59,2190835.00,1754757.72,0.0
7,管理费用,150351162.62,93834670.71,43941277.28,157045558.57,170531529.18,126543695.26,58265481.36,244720087.38,137028114.02,87881230.73,41659573.65,163760214.32,111422112.67,77077465.10,38378721.58,184451347.17,132300182.46,87401347.35,32220280.98,181093432.34,120711363.47,83247562.73,26242110.65,162932229.07,81717635.30,47358663.30,22992561.02,87552959.12,40808404.12,24756637.24,13726347.44,87815392.10,62980690.81,38740703.22,19167981.03,91791750.71,48952705.91,30172908.94,18904907.48,96483740.78,59454675.63,34502699.95,2278230.58,20359480.51,12162655.69,7408116.93,2845084.32,29662765.59,22315166.37,19220991.76,6176892.31,-21077243.38,23929550.22,15935354.61,9684666.48,287911909.38,21143298.56,14657623.82,6904230.13,47729281.12,12380263.31,7323510.89,4917725.23,14700062.68,10271471.28,6067022.07,3122202.30,17901285.91,12065675.73,7030253.84,3991591.36,17252349.36,12605305.57,28929434.21,15334041.77,10500185.25,6426683.73,8441611.08,6609233.01,3766626.28,0.0
8,财务费用,97924098.36,45574306.51,27197932.07,111063953.38,46046575.93,54853689.23,2814176.29,99459852.34,34791184.94,4702380.16,-10050608.42,138696774.93,92509924.67,53902089.37,20281980.58,103009277.48,77345493.51,49383415.46,22727680.59,92191147.48,64385173.19,33005963.71,13575387.66,54447705.41,45776223.52,37970471.48,23953146.92,63449457.47,48502213.50,41742373.54,9727736.57,52440411.88,24922296.17,8312548.03,2009616.97,42901502.86,34206095.92,27552070.27,12155666.56,7531886.34,2504787.16,-3694285.49,19913.59,854297.58,430643.34,-181475.93,-202762.61,117547.77,675711.87,709664.60,-13302.88,1605447.04,6216631.79,5291045.45,654637.96,8497895.26,6210200.52,4773764.33,2594454.47,8459219.37,4706245.40,2208008.77,602185.30,566124.48,-627089.26,-533588.37,253299.52,-2551134.54,-478860.12,-689250.33,834038.24,-912161.19,1834865.56,-2277868.03,277932.85,-1489409.23,165764.84,3311757.20,1697500.11,585607.29,0.0
