,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2066699868.56,1428404490.52,626897940.29,3010018231.19,2205437161.59,1408936711.52,635181234.13,2904735299.90,2083161900.98,1326458461.21,589148660.12,2821770945.06,2043442932.52,1317387320.42,643018424.85,2401828045.71,1595181892.85,1012973793.72,514441330.37,1887300734.65,1302040932.13,1441305727.55,1012881531.44,868063285.26,0.0
2,营业收入,2066699868.56,1428404490.52,626897940.29,3010018231.19,2205437161.59,1408936711.52,635181234.13,2904735299.90,2083161900.98,1326458461.21,589148660.12,2821770945.06,2043442932.52,1317387320.42,643018424.85,2401828045.71,1595181892.85,1012973793.72,514441330.37,1887300734.65,1302040932.13,1441305727.55,1012881531.44,868063285.26,0.0
3,二、营业总成本,2234260340.64,1505846342.79,691042559.50,2995891977.86,2202923606.29,1422287691.25,665932606.32,2860058836.46,2041686255.05,1301237520.65,582527681.52,2722764852.21,1966654715.43,1264733243.10,609785089.11,2332823948.20,1547601791.04,981421837.97,500962566.93,1818431626.31,1251421073.58,1351206253.41,946961908.50,794106509.59,0.0
4,营业成本,1794007348.30,1222546871.04,535284767.40,2495164221.87,1863966204.33,1209922838.21,546000502.15,2370755453.04,1731870570.74,1110630952.98,499942103.12,2356878645.15,1715821035.94,1105361675.54,537764137.25,2009786171.24,1332269535.85,841907946.00,431705651.59,1570957739.44,1073496849.24,1158709763.12,795791258.41,676807596.89,0.0
5,营业税金及附加,14531621.98,10092046.36,4240570.34,24125472.24,18254957.26,11114609.28,6423508.48,21159314.51,15152151.18,10182854.96,3998736.84,18658183.91,10527695.79,6592227.94,3355048.14,12597824.95,8854552.95,5660891.20,1774742.72,8353094.18,5649137.56,6631772.95,4859893.41,5083034.04,0.0
6,销售费用,116161298.62,75693208.50,36015850.94,127786832.99,86664448.88,50997182.13,24204187.85,131718158.41,107682008.33,65429047.53,25827443.58,78579372.79,51693577.64,29035232.52,11714755.88,71218489.04,44634310.49,27805450.21,14066155.06,56524409.10,40457786.12,41495443.08,33163660.80,28819713.89,0.0
7,管理费用,166921533.68,100979428.50,51153277.71,162296061.22,119576934.85,112315589.47,52394530.15,273005530.81,147503953.59,96611445.34,44492742.25,229306434.03,163856827.35,105193505.00,50587220.33,195027312.67,131497063.94,80924590.47,40031995.86,145174134.03,103608014.56,118434240.34,97667455.37,57513399.02,0.0
8,财务费用,54864563.80,42478727.64,26427717.08,63351169.55,38292096.33,32669655.59,23301421.26,41730791.28,24177168.80,10183018.85,7807101.08,20777614.33,15583416.87,10408452.50,5189711.34,27101402.48,22735580.44,18078361.65,11519035.01,28037278.28,20593207.35,21272095.50,9642262.89,20962372.74,0.0
9,研发费用,87773974.26,54056060.75,25558569.07,116135989.75,72153447.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,12361806.96,7032230.24,4015517.08,5267816.57,13608456.43,21689588.41,15300402.41,8200200.99,459554.65,18564602.00,9172161.84,8142149.60,1174216.17,17092747.82,7610747.37,7044598.44,1864986.69,9384971.28,7616078.75,4662938.42,5837377.62,4920393.01,0.0
11,公允价值变动收益,2957288.04,2503616.59,5946482.36,1557460.67,-774778.07,1370360.07,1058501.64,-3098157.07,-4037934.58,-3045879.19,-579547.38,-107912.76,-384183.20,-435270.50,-349600.80,217580.00,-106315.00,593552.55,-106315.00,106315.00,674679.00,0,0,0,0.0
12,投资收益,762438.92,528625.21,-108920.07,2956137.50,2641903.06,2315879.17,1096690.07,659802.29,150464.21,430105.67,457191.67,269892.97,-73181.10,53878.90,272840.00,1321831.00,1571556.00,2241321.00,0.00,627133.50,-295613.50,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,667297.80,491349.04,181991.70,1617052.89,1098538.76,682607.87,301070.73,497409.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-182024654.34,-86252997.36,-54270461.04,46332863.61,23585451.23,6327494.92,-23504401.33,73825791.47,37588175.56,22605167.04,6498622.89,99168073.06,76330852.79,52272685.72,33156574.94,70543508.51,49045342.82,34386829.30,13372448.44,69602556.84,50998924.05,90099474.14,65919622.94,73956775.67,0.0
16,加:营业外收入,1708397.35,1135106.30,741666.40,882999.70,1109099.19,730282.12,127795.44,1852844.80,25045261.05,18713925.03,5723464.77,20641107.96,8384644.16,4131634.27,707123.73,14914396.91,6795649.94,6059874.41,1657960.51,2942427.54,1989927.33,11649221.44,4930033.40,6828660.58,0.0
17,减：营业外支出,2768510.55,1830598.64,127590.05,3245236.15,1925511.08,1204550.28,507679.45,3106521.41,997451.79,457156.08,91772.02,2336168.47,1038835.58,584480.53,460405.63,1913998.59,422653.14,396520.75,29748.52,1493652.43,1193056.01,1321323.46,401836.22,206730.91,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,322853.52,267025.74,86647.08,1181067.13,436133.18,172205.65,0,955011.36,76266.26,57965.78,0,304312.78,435041.87,888170.50,187963.01,54332.43,0.0
19,四、利润总额,-183084767.54,-86948489.70,-53656384.69,43970627.16,22769039.34,5853226.76,-23884285.34,72572114.86,61635984.82,40861935.99,12130315.64,117473012.55,83676661.37,55819839.46,33403293.04,83543906.83,55418339.62,40050182.96,15000660.43,71051331.95,51795795.37,100427372.12,70447820.12,80578705.34,0.0
20,减：所得税费用,-31161715.10,-16166806.06,-8964625.08,1792398.30,2514404.65,1860275.18,-4965142.19,6984135.20,11583823.69,8681977.20,3087832.29,13547571.77,12978454.75,8671658.40,5025642.64,7714002.67,9034092.99,6159438.11,4454838.69,9279186.91,9059236.15,12163811.67,9790488.59,12182278.29,0.0
21,五、净利润,-151923052.44,-70781683.64,-44691759.61,42178228.86,20254634.69,3992951.58,-18919143.15,65587979.66,50052161.13,32179958.79,9042483.35,103925440.78,70698206.62,47148181.06,28377650.40,75829904.16,46384246.62,33890744.85,10545821.74,61772145.04,42736559.22,88263560.45,60657331.53,68396427.05,0.0
22,归属于母公司所有者的净利润,-149283895.19,-70361625.91,-43043379.65,41662935.93,18625005.93,4325534.59,-16580695.42,64549115.58,48243908.41,30319469.02,8048236.85,99043278.71,67501811.42,45123578.86,27689812.51,76102470.51,44646093.32,33726438.89,10971825.91,61143761.53,42247691.64,89553762.62,60414602.46,63402134.55,0.0
23,少数股东损益,-2639157.25,-420057.73,-1648379.96,515292.93,1629628.76,-332583.01,-2338447.73,1038864.08,1808252.72,1860489.77,994246.50,4882162.07,3196395.20,2024602.20,687837.89,-272566.35,1738153.31,164305.96,-426004.17,628383.51,488867.58,-1290202.17,242729.07,4994292.50,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),-0.390000,-0.180000,-0.110000,0.110000,0.050000,0.010000,-0.040000,0.170000,0.130000,0.080000,0.020000,0.260000,0.280000,0.120000,0.220000,0.800000,0.470000,0.350000,0.120000,0.640000,0.440000,0.940000,0.630000,0.770000,0.0
26,稀释每股收益(元/股),-0.390000,-0.180000,-0.110000,0.110000,0.050000,0.010000,-0.040000,0.170000,0.130000,0.080000,0.020000,0.260000,0.280000,0.120000,0.220000,0.800000,0.470000,0.350000,0.120000,0.640000,0.440000,0.940000,0.630000,0.770000,0.0
27,七、其他综合收益,1601440.73,-487831.88,-809532.27,-2138506.48,-2788854.21,-2157495.12,-2398768.08,-962512.42,-476091.94,-82295.38,-15476.26,695136.69,66783.03,111658.08,-85750.01,26188.13,303638.47,12302.81,24751.00,158573.26,143692.19,-120357.76,0,0,0.0
28,八、综合收益总额,-150321611.71,-71269515.52,-45501291.88,40039722.38,17465780.48,1835456.46,-21317911.23,64625467.24,49576069.19,32097663.41,9027007.09,104620577.47,70764989.65,47259839.14,28291900.39,75856092.29,46687885.09,33903047.66,10570572.74,61930718.30,42880251.41,88143202.69,60657331.53,68396427.05,0.0
29,归属于母公司所有者的综合收益总额,-147886850.34,-70959165.81,-43604854.37,40627752.83,16737298.47,2974190.29,-17925833.40,64159571.08,47933872.19,30254656.67,8035607.36,99680822.17,67553373.49,45192575.13,27622194.30,75932883.77,44812039.09,33721349.21,10996567.24,61289639.85,42363673.92,89466499.07,60414602.46,63402134.55,0.0
30,归属于少数股东的综合收益总额,-2434761.37,-310349.71,-1896437.51,-588030.45,728482.01,-1138733.83,-3392077.83,465896.16,1642197.00,1843006.74,991399.73,4939755.30,3211616.16,2067264.01,669706.09,-76791.48,1875846.00,181698.45,-425994.50,641078.45,516577.49,-1323296.38,242729.07,4994292.50,0.0
