,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,255881660.70,138678456.63,52929383.77,275183249.87,195944075.21,145896473.00,86569035.21,287519905.06,165689687.61,83437199.22,30998637.15,117284385.25,58879636.97,43202206.60,31428850.22,88326691.05,55833710.09,45243015.21,34653835.89,88557915.60,59099246.17,49335435.42,35958158.85,118568746.96,86964024.17,74510789.82,47389615.37,150400718.16,81969923.63,66065805.04,44046448.90,150542216.54,107855310.45,89687828.64,51444341.84,187518589.13,139779144.55,100723224.40,59298525.55,184452196.68,138088692.98,94277312.44,55567556.39,157847269.48,109564026.63,76225504.73,44991210.17,121639061.08,86964196.91,63192999.30,35885687.51,94577072.00,66484388.03,44814920.91,23379638.00,236722831.71,194662298.51,118012809.67,106808356.30,340759013.80,394976757.05,295744154.89,68543256.88,238898594.77,54763256.46,38453626.83,16325589.53,76595842.47,87828993.86,72728186.83,43645831.52,109379938.36,55811698.46,89300836.60,76449796.76,147734196.96,123239285.20,123761794.03,0.0
2,营业收入,255881660.70,138678456.63,52929383.77,275183249.87,195944075.21,145896473.00,86569035.21,287519905.06,165689687.61,83437199.22,30998637.15,117284385.25,58879636.97,43202206.60,31428850.22,88326691.05,55833710.09,45243015.21,34653835.89,88557915.60,59099246.17,49335435.42,35958158.85,118568746.96,86964024.17,74510789.82,47389615.37,150400718.16,81969923.63,66065805.04,44046448.90,150542216.54,107855310.45,89687828.64,51444341.84,187518589.13,139779144.55,100723224.40,59298525.55,184452196.68,138088692.98,94277312.44,55567556.39,157847269.48,109564026.63,76225504.73,44991210.17,121639061.08,86964196.91,63192999.30,35885687.51,90132843.29,62271727.64,43678189.48,22805698.44,224204315.43,188560814.22,112389536.74,102794156.79,328158852.21,391556045.34,289866531.27,64953325.88,237466397.95,53330952.64,37389063.08,15724542.97,75300423.47,86283205.57,71354424.27,42925821.81,108374975.88,55444512.37,87471836.50,75658203.62,145741594.78,120598890.91,120250902.15,0.0
3,二、营业总成本,233826509.11,137995852.58,52903602.75,347352130.76,209474115.04,147427048.01,81190309.01,316921740.90,204409345.86,104533287.69,37206725.72,266122539.59,109447919.83,75049342.92,42096021.84,153588660.98,102484676.37,73068412.55,40926212.15,248565367.20,107712684.09,77107072.73,46219875.98,227407733.00,156386092.91,107220059.87,54570826.96,213205004.00,113707970.82,65378365.66,44056664.53,182363759.54,135559511.53,102177419.71,56374579.52,211136149.80,155541471.49,108856647.84,57157895.16,203151572.77,140866280.06,97221803.82,53313759.28,178048472.97,120985083.96,76152005.63,39105642.64,143468302.13,100857853.28,71063208.37,35403728.33,110295930.78,78830535.49,53316546.11,26047972.80,225149593.60,173201496.04,95497650.15,98694704.07,314091806.90,352334909.43,252113624.23,48625456.21,203470180.92,51296216.25,33978774.96,16241004.27,73900195.59,79203501.02,62985369.87,35888065.58,112412599.46,48879291.30,81134848.27,62270135.85,122673388.88,97811810.95,102153165.38,0.0
4,营业成本,194394297.59,110609855.16,38158484.28,203425209.35,156017001.72,115794639.08,67321068.77,189997246.22,105996148.41,41843111.36,6259640.22,49188280.34,14213380.98,6344045.08,3002664.23,11704716.83,7301038.06,5227426.16,3413020.95,15059999.38,8116114.17,6388067.86,4554778.35,19798153.27,12855273.96,8257063.67,5217312.16,23908700.83,16107614.12,11742078.04,6932407.72,43001389.89,35370581.08,28123916.63,15638716.44,67911479.77,50009220.97,34995162.52,18944619.76,63933769.37,46877833.52,29288106.23,15008684.24,64673415.69,45690671.72,28778465.37,15012752.37,51001452.79,36239279.42,24479812.07,12704323.01,45123051.06,32353282.81,21251578.64,11760356.83,114517537.09,95091898.71,44724300.10,71261364.72,207087344.78,269548133.05,196201941.34,24879076.33,109658006.95,26037155.63,16525856.35,7393224.26,32768376.18,44084488.44,35421414.78,24123673.38,45534122.29,23509000.40,38765589.48,40990078.76,79851984.44,61802826.47,66257643.73,0.0
5,营业税金及附加,642272.26,812299.53,305923.56,846465.03,548001.10,346220.33,181617.20,3737299.11,3275690.63,2214605.19,1236643.07,4639224.86,1946621.53,1919289.50,1685155.97,4884289.38,3029199.58,2455536.18,1889239.44,4889669.20,3215330.62,2691828.41,1937613.08,8539246.54,6151883.45,3494558.70,2559363.07,8049064.70,5475796.52,3933783.76,2347283.88,8475166.17,6558118.02,4808175.75,2439274.06,8731845.93,6348116.70,4592616.72,2706627.11,8347864.84,6188513.27,4377058.49,2641802.46,7052901.09,4776327.09,3211624.09,1906341.27,5340963.57,3832800.64,2851059.46,1655280.43,4243271.68,2643961.90,1883357.03,1005620.60,10168575.54,8291544.34,4946131.19,5176945.70,11656643.00,19991264.40,14676464.46,3118527.71,10469625.84,1173320.64,873410.44,319620.45,1988648.10,1362296.50,1000415.16,472385.14,3585587.22,2393680.29,3864240.24,2741342.87,4472107.43,4105320.01,4024519.41,0.0
6,销售费用,977933.49,589007.57,322341.29,1720725.71,1346120.88,798251.53,434666.97,40950158.41,40233289.13,27548145.88,14280055.21,54203119.32,40759151.09,29292685.14,17157874.84,56304138.33,40441737.23,29061376.67,17432565.77,59320453.83,54881748.06,42857037.86,20525693.42,77240953.59,55932614.03,40148702.43,23293398.24,69932093.25,51160451.00,34497701.92,19784478.15,74862431.08,61109087.50,42381359.28,22352931.24,72799718.31,53943191.04,34929333.09,18150883.85,63190718.23,42676017.29,31747230.94,16866348.52,50195324.20,32046183.04,20272058.18,7850786.24,30996498.55,21916248.72,17375466.93,9259832.83,23159871.02,16313074.81,11366273.44,4975648.90,26306488.35,18287914.24,12366466.61,4894163.20,19049146.82,14443257.83,10052469.13,5090409.09,17348056.05,5300046.50,4380014.54,2237477.91,7193137.64,7033529.10,5246619.42,3332382.84,31553048.44,15795297.87,17222333.65,8959020.64,18115125.49,18397299.56,21318030.99,0.0
7,管理费用,36124016.42,24546938.36,13519496.39,61754832.64,48546396.86,28117166.95,13372039.59,63371075.58,43459546.01,24960393.05,11913513.16,63577799.07,39016069.01,26610166.60,14087877.09,44986048.69,33667561.45,23117757.35,13367319.53,68449834.58,37123056.03,25972744.00,13629909.96,62198413.15,42090515.34,26697999.54,14870797.18,58797755.47,39772988.85,27152071.41,15182065.10,62988445.99,44968049.39,29671924.20,14889098.94,56989852.91,40974562.64,28157357.80,15027094.25,56009971.28,44317830.38,30558443.40,16949708.06,50231670.94,34471883.12,21383353.51,13096899.73,43881878.36,33194982.87,22362740.37,9758212.18,29040666.15,20764956.70,13625166.93,5775025.21,66569925.17,45607657.21,29353515.89,15340586.45,69823956.63,43427405.41,28152571.32,14277778.49,56779399.36,17991238.86,11869794.46,5884071.66,29738234.27,23056687.76,18317636.16,7366923.30,25283648.46,5549874.32,19344862.88,6786493.95,16835169.12,11714668.80,10016101.75,0.0
8,财务费用,1687989.35,1437751.96,598433.80,6523851.98,3660391.82,1245005.72,868033.63,6668505.75,10849281.27,7133635.55,3250330.63,17679628.21,11726981.04,9088935.88,6092522.31,21883843.01,15644099.51,10806015.69,4759069.79,26023186.12,17205294.30,11802058.20,5910079.38,40579602.51,31093622.89,20748745.20,8629956.31,33808805.27,-218697.47,-13180862.43,-189570.32,-7537727.45,-12571578.53,-2933210.22,1054558.84,4840162.27,4181410.02,6097207.59,2328670.19,11119351.55,496085.60,1050964.76,1847216.00,1708302.43,4000018.99,2506504.48,1238863.03,8033298.51,5674541.63,3994129.54,2026079.88,8729070.87,6755259.27,5190170.07,2531321.26,7587067.45,5922481.54,4107236.36,2021644.00,6474715.67,4924848.74,3030177.98,1259664.59,9215092.72,794454.62,329699.17,406609.99,2211799.40,3666499.22,2999284.35,592700.92,6456193.05,1631438.42,1937822.02,2793199.63,3259810.61,1791696.11,186348.80,0.0
