,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,670884346.59,517280656.88,260475442.30,1433234824.78,1010824640.95,610436337.52,360772760.04,1331316885.53,843515304.94,557994388.30,310975841.96,712008151.80,518196223.06,339640494.68,157862578.23,1045218494.06,808607186.37,547933477.15,240883763.26,1027002308.76,684666249.08,419129493.65,172804067.82,743764529.27,474314265.81,238034264.80,91059978.33,1102160493.35,757801674.45,435268433.35,163553263.89,557233763.11,214541916.51,162037724.57,74848728.92,308660509.82,241080075.63,159930042.45,77213168.36,262751221.76,198745388.09,142074883.10,57921814.20,490092009.66,425649404.56,305734655.10,148997253.34,440600886.91,261732254.09,104892901.34,1712303.22,10772707.58,7833330.50,6033019.67,4044478.86,14166167.74,11424781.02,8114415.48,4877237.54,49566062.98,15649592.39,11480957.98,6903825.22,172369738.40,167988074.84,152182187.01,118167267.34,120072927.92,137717002.65,81984412.35,40534378.20,289954935.35,196651938.08,269516083.33,224456094.40,466729104.99,237764409.85,522678395.17,258879393.56,499219509.24,246050771.08,408984913.99,203057192.60,323226294.14,159555572.29,247322470.00,129807177.27,182017600.00,141508600.00,134967700.00,0.0
2,营业收入,670884346.59,517280656.88,260475442.30,1433234824.78,1010824640.95,610436337.52,360772760.04,1331316885.53,843515304.94,557994388.30,310975841.96,712008151.80,518196223.06,339640494.68,157862578.23,1045218494.06,808607186.37,547933477.15,240883763.26,1027002308.76,684666249.08,419129493.65,172804067.82,743764529.27,474314265.81,238034264.80,91059978.33,1102160493.35,757801674.45,435268433.35,163553263.89,557233763.11,214541916.51,162037724.57,74848728.92,308660509.82,241080075.63,159930042.45,77213168.36,262751221.76,198745388.09,142074883.10,57921814.20,490092009.66,425649404.56,305734655.10,148997253.34,440600886.91,261732254.09,104892901.34,1712303.22,6993449.41,5716537.34,4552249.15,4044478.86,12634465.54,9961581.28,7420514.19,4665413.05,48244320.79,15099499.04,11127970.41,5683202.16,171909998.16,167752276.13,152446840.72,118023645.65,116939475.74,134075358.93,79606849.65,39299106.11,269601120.85,194971379.39,267535536.66,222944837.26,463193639.30,236461923.21,519859132.85,256727684.97,497126203.36,245568739.68,407127993.56,202676102.34,321759483.80,159555572.29,247265030.00,130189993.97,180886500.00,140130800.00,135073400.00,0.0
3,二、营业总成本,929492508.10,643479830.02,335162755.51,1422220986.43,1018622947.54,663738860.92,358960790.60,1098466496.70,754417370.12,508370181.57,264046649.39,1000426356.21,708475052.90,468265109.35,223013028.71,1147800435.41,836626749.49,552886591.15,243593747.94,1035885197.33,724703874.42,492308502.28,214267691.48,1043321284.14,736017649.80,475665544.59,218908176.90,1094055534.92,667774641.51,363500173.57,47684562.06,940759183.83,288604380.25,206925092.55,99637807.05,356622010.25,278512815.20,188459822.73,95734121.22,333297225.47,245055190.02,167732079.15,79601589.89,498198125.74,388561564.50,266624623.76,140603289.12,365356411.98,212329055.47,89099261.21,6776910.87,-22246749.47,-32074064.64,-6457142.18,11317824.39,39421136.93,30621564.29,22163761.24,10577987.54,451819389.37,39810544.42,26774229.66,15511436.55,243235771.44,192586440.36,168242549.73,120430150.99,179367976.43,125443557.15,77543549.70,37564618.85,306428433.67,224811223.49,316663491.64,223206706.04,472883806.37,248972931.40,490379083.52,235574624.12,481732817.53,0,361154800.91,0,268409707.48,0,0,0,155135800.00,106732600.00,101075500.00,0.0
4,营业成本,702137216.28,482328902.01,255877268.52,1097556753.17,806460344.56,523637920.88,291926993.57,785495966.17,526950076.73,362723971.48,188296944.22,658936678.67,465394910.51,309659751.15,142657718.01,801512893.86,595328515.07,393729704.80,163637022.64,745388941.58,510561971.24,354690431.81,151838234.58,684444760.75,497441319.37,314496310.76,135703828.70,973565504.94,659383144.67,430862667.42,184295990.93,638772476.84,252651850.08,182814032.40,88354783.04,313024676.57,246802253.59,165910654.42,84830878.77,279319948.60,208140547.64,141401133.57,67312643.70,437054497.68,346227425.41,238102685.61,128168615.57,329566339.11,187665108.96,74381795.50,1504481.26,6428929.00,5447117.85,3929047.53,3446454.64,12102491.72,9409157.71,6938474.50,4280163.97,34120462.12,14765654.96,11037500.69,5399029.98,181659999.07,162373855.87,146231726.03,112162947.64,102405109.95,102621510.21,64969916.08,31113786.59,235353230.65,165975335.39,260044839.72,199114529.51,366918705.89,186863621.16,412192400.66,194684668.47,401872630.35,0,303835555.91,0,220300842.12,0,0,0,155135800.00,106732600.00,101075500.00,0.0
5,营业税金及附加,13624295.27,8658862.17,4736349.75,24793492.35,17296215.85,11275327.35,5741053.10,19265420.89,3888857.39,7357090.91,599649.39,12524798.52,883690.38,599055.39,5190.53,9768951.68,8304453.35,5371295.82,2429771.75,2757960.13,2315064.16,1606605.75,162210.40,511952.28,107380.12,5680.12,0,296568.47,188903.62,87753.43,84244.73,500682.82,353086.99,111907.68,17243.52,133938.36,94492.04,50840.45,18741.83,250717.71,226727.75,57354.21,17844.22,307337.17,291225.04,237358.70,125801.60,476222.52,223728.66,891964.07,1103.34,26405.77,19145.03,14642.99,4553.26,-513981.39,39064.22,39784.69,22311.47,1646996.54,33803.26,20985.02,15850.74,7919112.28,7676739.73,6497196.23,5836261.54,263270.72,199001.48,151796.11,88754.46,184631.27,482426.57,616473.00,501958.84,1221577.99,659219.08,1216274.80,618694.06,1206649.08,0,278452.44,0,329822.98,0,0,0,0,0,0,0.0
6,销售费用,64899342.64,52384468.52,22979797.70,90995628.13,47995574.74,32723514.24,12044866.32,89426147.58,65084759.80,38142843.47,19195028.02,79387280.04,53000037.72,33439336.33,19047282.37,74229142.51,49524983.05,30936072.93,16055520.50,56116578.72,40592765.33,27671782.64,12703093.35,58977117.79,41685162.23,27838137.07,14006353.61,63875077.73,20114914.98,13795713.76,5771901.69,12722308.95,6404985.98,4728728.41,2469604.63,7303142.01,5769784.46,3785790.91,1606634.17,8405832.88,5962607.20,3808876.02,1189251.50,10134352.82,6944389.42,4487197.53,2136638.30,5175375.62,2877726.48,1211878.62,19968.53,2057289.11,1809705.40,1320463.76,638991.07,3892037.18,2480143.08,1920111.06,709500.07,3223678.81,1773469.52,1073223.18,670422.73,8500699.21,2132052.56,1432102.12,733626.80,5966962.66,4770699.03,3642225.77,1540254.69,4668231.06,4982179.57,6400863.47,9278821.10,23238978.34,11189084.98,13167758.44,6042281.38,12643088.30,0,12347598.70,0,13960550.60,0,0,0,0,0,0,0.0
7,管理费用,106011892.06,69650481.56,36596353.16,148885574.23,105652688.26,85866169.69,43245625.73,176309951.09,137367135.17,85568635.31,49135435.92,176465800.43,134421254.44,88288852.62,44544838.37,201548066.13,140084261.53,92955267.01,47845609.19,166190294.14,122622879.97,76108709.46,34361460.06,206575900.51,139657329.63,96233156.49,51638075.00,162389219.36,129186417.87,80342657.29,40201088.38,103004875.18,16829549.73,11014149.92,4958193.94,19274728.51,12632902.70,9120174.76,4284871.23,18371112.02,13227111.05,9127573.36,4367014.69,18328114.89,12544235.39,8527906.99,4025715.73,13951783.60,11405327.57,8981227.57,3737956.45,-42532783.81,-45116295.68,-15677734.35,5198499.14,14908404.89,12991775.79,9489749.52,3794102.12,396612784.71,3287399.49,-864569.54,1530487.91,20874324.73,3721169.83,3547250.99,-2773128.69,53185920.34,6559864.10,3165526.74,1207800.03,41407762.36,36994875.49,22547499.87,4852638.21,53941137.18,35330458.34,48273874.71,26700561.91,48158963.88,0,40510666.92,0,34484527.61,0,0,0,0,0,0,0.0
8,财务费用,11943939.83,7915704.52,3528028.03,18676647.04,14819621.08,10237097.86,6002251.88,27312816.54,21126541.03,14577640.40,6819591.84,63981029.95,54775159.85,36278113.86,16757999.43,58818366.64,43493687.98,30003402.08,13625823.86,65219015.78,48611193.72,32230972.62,15202693.09,77643436.85,57134708.45,37100510.15,17568169.59,86338548.47,64106842.75,43616964.05,22536918.71,59112571.26,12364907.47,8256274.14,3837981.92,16810496.49,13213382.41,9592362.19,4992995.22,21729828.68,17498196.38,13337141.99,6714835.78,29709329.12,22554289.24,15269474.93,6146517.92,16781454.56,10163963.92,3639195.57,1513401.29,11773410.46,5766262.76,3956437.89,2029326.28,9032184.53,5701423.49,3775641.47,1771909.91,16215467.19,19950217.19,15507090.31,7895645.19,24281636.15,16682622.37,10534274.36,4470443.70,17546712.76,11292482.33,5614085.00,3614023.08,24814578.33,16376406.47,26982066.15,9458758.38,29669312.97,14930547.84,14142982.91,7528418.30,13658902.92,0,4182526.94,0,-666035.83,0,0,0,0,0,0,0.0
