9,研发费用,123290619.00,57760342.00,19990187.00,7785573.00,31604457.00,12877568.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,8315318.00,2767798644.00,238508043.00,50937611.00,5490182.00,740038420.00,377460185.00,213227731.00,175022556.00,399679372.00,17505699.00,-32635690.00,-16691673.00,44336486.00,-2287906.00,-10865349.00,-16775870.00,129531931.00,-4938306.00,-17022954.00,-1236103.00,121657687.00,-20815174.00,60186809.00,4042440.00,614537506.00,-87304766.00,-64780009.00,-68145587.00,124830540.00,269317905.00,-5840218.00,0,27701907.00,23417295.00,44470916.00,-279391.00,-37574958.00,-328071008.00,-315471493.00,-149546283.00,403782000.00,70229309.00,-5097049.00,-619206.00,22622289.00,-49316585.00,18549852.00,0,73163872.00,0,6433561.00,0,3265551.00,0,0,10812426.00,0,0,0.0
11,公允价值变动收益,102617.00,2029650.00,5103151.00,-13123702.00,25066310.00,19339064.00,21411109.00,20512079.00,-57560363.00,-51494640.00,-75433590.00,-40124050.00,49149850.00,16537290.00,-12748268.00,13498382.00,-19873547.00,37958549.00,52024797.00,-9849385.00,70279948.00,44233218.00,809157.00,-302134.00,-45590468.00,-18597958.00,17907835.00,7639011.00,-10579123.00,-84747896.00,10830926.00,4412259.00,28948233.00,19530262.00,26730262.00,15917597.00,-14916689.00,13224401.00,114326526.00,47893561.00,-31948186.00,4069839.00,26298.00,2152375.00,13976928.00,0,0,0,66401524.00,36789143.00,48000000.00,0,-66401524.00,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,30156351.00,-105822412.00,-81562233.00,-47557346.00,-930170799.00,-120412728.00,-47304637.00,30086032.00,-167336315.00,-145143840.00,4566693.00,-32152881.00,-74380397.00,-150597128.00,-92001876.00,-52209375.00,-192125724.00,-65876993.00,-50225521.00,14836226.00,117742855.00,-3010800.00,-6299578.00,38239536.00,704774430.00,201297391.00,131159941.00,65602609.00,517815093.00,145593344.00,80087983.00,16017276.00,290375501.00,199316916.00,117996262.00,82167698.00,323571860.00,182382126.00,79025601.00,36647223.00,-104843205.00,-56638621.00,-84986322.00,13693314.00,500488158.00,31455002.00,22323755.00,-1041906.00,25633504.00,-21134756.00,-14643822.00,2551732.26,28533276.00,62984523.66,21188368.00,22126328.20,19773396.00,-933773.95,-1120538.43,28010000.00,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,21273619.00,-103875843.00,-75144682.00,-12807319.00,-920822190.00,-185339816.00,-119353605.00,-26495736.00,-50937861.00,-9284293.00,16382652.00,-16646630.00,26938626.00,-87229961.00,-86818001.00,-32197978.00,-326909823.00,-148320893.00,-87523598.00,-40991909.00,-15849167.00,-50897643.00,-55613366.00,-28087571.00,82107690.00,27350116.00,16939636.00,12924017.00,75444576.00,62558457.00,61988216.00,10553622.00,156467197.00,135924277.00,117101425.00,43261078.00,142594766.00,51007344.00,51007344.00,10214396.00,73412028.00,33233233.00,20854537.00,0,535080.00,22826193.00,13230354.00,0,-369395.00,-6538581.00,-10024912.00,0,-22048357.00,0,-1400680.00,0,19438257.00,0,0,3097281.00,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,1404308436.00,1260779463.00,918529651.00,384004846.00,-2010051485.00,1205422331.00,993962471.00,520788044.00,440256773.00,550511919.00,469097572.00,118530007.00,222424657.00,233634765.00,102247395.00,-83416854.00,165333548.00,117647454.00,108106798.00,-28989382.00,444834684.00,413548640.00,199331158.00,100368054.00,755378637.00,338036933.00,166158814.00,72208154.00,-138336754.00,111125294.00,156807158.00,15683084.00,1108740062.00,967751037.00,819582236.00,285047602.00,1253389550.00,1007824888.00,706989735.00,309709630.00,770106516.00,270267879.00,75566351.00,48673660.00,647714613.00,1301172697.00,919307153.00,258551418.00,2287622356.00,1707231903.00,1073650273.00,455019894.70,2031761090.00,1369084838.98,681257578.00,293896388.40,642671985.00,436710947.53,301888763.98,384799235.00,183634883.31,89789041.26,0.0
16,加:营业外收入,150550011.00,19503054.00,7373326.00,6196447.00,111030717.00,4886162.00,2165108.00,1695672.00,7588155.00,15328596.00,6556453.00,4206965.00,44366419.00,13292027.00,10776615.00,766904.00,90862402.00,4951220.00,4064347.00,288226.00,56512594.00,19799810.00,10943847.00,684770.00,39822722.00,12131924.00,9283350.00,4625658.00,48925536.00,76318327.00,42939906.00,20118365.00,112922182.00,3620798.00,2077557.00,1068550.00,30576799.00,12328731.00,8660363.00,1499304.00,70575577.00,7306542.00,4749451.00,868861.00,11237949.00,1179661.00,309086.00,247290.00,22212244.00,1567990.00,1092983.00,691162.82,13458039.00,2820203.11,2421150.00,2007748.00,298206.00,328626.10,7359.10,866465.00,142920.74,151659.06,0.0
17,减：营业外支出,10935728.00,4461170.00,690311.00,284302.00,37800611.00,9298462.00,3664829.00,365525.00,22944803.00,44592408.00,4185761.00,600047.00,19445152.00,620105.00,190166.00,114069.00,19977614.00,1837470.00,1568263.00,1309576.00,22431192.00,17442665.00,4904762.00,3544384.00,260229436.00,22910277.00,21066805.00,3389845.00,37734182.00,26843790.00,18763660.00,1300416.00,41688351.00,5878585.00,3601814.00,426743.00,90757222.00,30264284.00,18593949.00,375070.00,27825675.00,15977841.00,7743836.00,6774394.00,57684638.00,48638562.00,35658079.00,1497804.00,18730799.00,12911591.00,3230644.00,2915476.47,52851919.00,4914530.13,2239741.00,1226749.75,11703815.00,2827983.54,1496220.59,1029006.00,1177784.30,215966.86,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,5978409.00,0,0,0,10400436.00,0,0,0,8510817.00,0,0,0,236606409.00,0,1297585.00,0,9908349.00,0,7342031.00,0,1933022.00,0,0,0,11876681.00,0,0,0,2186005.00,34020.00,34020.00,0,937995.00,505218.00,505218.00,0,265717.00,0,0,0,36845960.00,0,0,0,6344706.00,0,0,3233.00,0,0,0.0
19,四、利润总额,1543922719.00,1275821347.00,925212666.00,389916991.00,-1936821379.00,1201010031.00,992462750.00,522118191.00,424900125.00,521248107.00,471468264.00,122136925.00,247345924.00,246306687.00,112833844.00,-82764019.00,236218336.00,120761204.00,110602882.00,-30010732.00,478916086.00,415905785.00,205370243.00,97508440.00,534971923.00,327258580.00,154375359.00,73443967.00,-127145400.00,160599831.00,180983404.00,34501033.00,1179973893.00,965493250.00,818057979.00,285689409.00,1193209127.00,989889335.00,697056149.00,310833864.00,812856418.00,261596580.00,72571966.00,42768127.00,601267924.00,1253713796.00,883958160.00,257300904.00,2291103801.00,1695888302.00,1071512612.00,452795581.05,1992367210.00,1366990511.96,681438987.00,294677386.65,631266376.00,434211590.09,300399902.49,384636694.00,182600019.75,89724733.46,0.0
20,减：所得税费用,197407235.00,234732751.00,172781431.00,81104830.00,-122966508.00,292605789.00,245231680.00,108180976.00,172119200.00,144673732.00,144199300.00,62836546.00,145822298.00,90511189.00,54234488.00,10500615.00,128758255.00,83447711.00,58481774.00,19451697.00,138475725.00,73448380.00,50395763.00,28200351.00,155680355.00,85611543.00,38425273.00,30905427.00,90123.00,93734863.00,65181089.00,27617554.00,303520972.00,162791982.00,145768229.00,43891483.00,177746368.00,140245974.00,92308533.00,50102346.00,188478558.00,49344167.00,13835293.00,4120453.00,19941021.00,189247573.00,114680609.00,32384530.00,452782708.00,342190962.00,191079713.00,69300370.13,392625564.00,246785791.26,104664653.00,31559297.41,109622348.00,87510565.63,38792245.81,80500175.00,30075366.35,13391571.64,0.0
21,五、净利润,1346515484.00,1041088596.00,752431235.00,308812161.00,-1813854871.00,908404242.00,747231070.00,413937215.00,252780925.00,376574375.00,327268964.00,59300379.00,101523626.00,155795498.00,58599356.00,-93264634.00,107460081.00,37313493.00,52121108.00,-49462429.00,340440361.00,342457405.00,154974480.00,69308089.00,379291568.00,241647037.00,115950086.00,42538540.00,-127235523.00,66864968.00,115802315.00,6883479.00,876452921.00,802701268.00,672289750.00,241797926.00,1015462759.00,849643361.00,604747616.00,260731518.00,624377860.00,212252413.00,58736673.00,38647674.00,581326903.00,1064466223.00,769277551.00,224916374.00,1838321093.00,1353697340.00,880432899.00,383495210.92,1599741646.00,1120204720.70,576774334.00,263118089.24,521644028.00,346701024.47,261607656.68,304136519.00,152524653.40,76333161.82,0.0
22,归属于母公司所有者的净利润,1007130948.00,811422838.00,587637430.00,242205422.00,-2063093443.00,679872666.00,575222291.00,338100948.00,260647851.00,318164354.00,260040325.00,40017693.00,99800805.00,120475302.00,30693629.00,-98401650.00,30371119.00,12992951.00,41625543.00,-49638001.00,290110997.00,255310802.00,117718853.00,59651428.00,349817219.00,207219661.00,105168591.00,43550150.00,42526400.00,99653001.00,134219702.00,21253942.00,858711709.00,764124293.00,648763770.00,239702363.00,989427083.00,814978457.00,581472637.00,257733718.00,601594773.00,183335296.00,45619130.00,36233106.00,570067808.00,1002955818.00,720154293.00,223328417.00,1725843892.00,1272715210.00,854681683.00,368225296.92,1538866329.00,1110971429.67,552475174.00,253307408.54,524330667.00,346685614.01,259848601.22,307334780.00,154230609.07,76292502.68,0.0
23,少数股东损益,339384536.00,229665758.00,164793805.00,66606739.00,249238572.00,228531576.00,172008779.00,75836267.00,-7866926.00,58410021.00,67228639.00,19282686.00,1722821.00,35320196.00,27905727.00,5137016.00,77088962.00,24320542.00,10495565.00,175572.00,50329364.00,87146603.00,37255627.00,9656661.00,29474349.00,34427376.00,10781495.00,-1011610.00,-169761923.00,-32788033.00,-18417387.00,-14370463.00,17741212.00,38576975.00,23525980.00,2095563.00,26035676.00,34664904.00,23274979.00,2997800.00,22783087.00,28917117.00,13117543.00,2414568.00,11259095.00,61510405.00,49123258.00,1587957.00,112477201.00,80982130.00,25751216.00,15269914.00,60875317.00,9233291.03,24299160.00,9810680.70,-2686639.00,15410.46,1759055.46,-3198261.00,-1705955.67,40659.14,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.420000,0.340000,0.250000,0.100000,-0.870000,0.290000,0.240000,0.140000,0.110000,0.130000,0.110000,0.020000,0.040000,0.050000,0.010000,-0.040000,0.010000,0.010000,0.020000,-0.020000,0.120000,0.110000,0.050000,0.030000,0.150000,0.090000,0.040000,0.020000,0.020000,0.040000,0.060000,0.010000,0.360000,0.320000,0.270000,0.100000,0.420000,0.340000,0.240000,0.110000,0.250000,0.080000,0.020000,0.020000,0.240000,0.420000,0.300000,0.090000,0.800000,0.630000,0.440000,1.200000,0.800000,0,0.290000,0.790000,1.640000,0,0,1.150000,0,0,0.0
26,稀释每股收益(元/股),0.420000,0.340000,0.250000,0.100000,-0.870000,0.290000,0.240000,0.140000,0.110000,0.130000,0.110000,0.020000,0.040000,0.050000,0.010000,-0.040000,0.010000,0.010000,0.020000,-0.020000,0.120000,0,0,0,0.150000,0,0,0,0.020000,0,0,0.010000,0.360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.200000,0,0,0,0.790000,0,0,0,0,0,0,0.0
27,七、其他综合收益,-3778163.00,6838381.00,707896.00,635442.00,6400422.00,6252979.00,-696671.00,1477828.00,-111339080.00,4598578.00,13534202.00,13534202.00,-13256769.00,17097218.00,-1852926.00,6916720.00,116116224.00,10992288.00,3590281.00,4604400.00,12606583.00,7934091.00,-7230102.00,0.00,-5965400.00,-27282895.00,-34379423.00,0,25880815.00,-49553410.00,-11015631.00,0,-40900804.00,0,0,0,12089546.00,8296182.00,8296182.00,0,-47798437.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,1342737321.00,1047926977.00,753139131.00,309447603.00,-1807454449.00,914657221.00,746534399.00,415415043.00,141441845.00,381172953.00,340803166.00,72834581.00,88266857.00,172892716.00,56746430.00,-86347914.00,223576305.00,48305781.00,55711389.00,-44858029.00,353046944.00,350391496.00,147744378.00,69308089.00,373326168.00,214364142.00,81570663.00,42538540.00,-101354708.00,17311558.00,104786684.00,6883479.00,835552117.00,802701268.00,672289750.00,241797926.00,1027552305.00,857939543.00,613043798.00,260731518.00,576579423.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,1003352785.00,818261219.00,588345326.00,242840864.00,-2056693021.00,686125645.00,574525620.00,339578776.00,149308771.00,322762932.00,273574527.00,53551895.00,91231957.00,129928062.00,28840703.00,-91484930.00,142229011.00,23985239.00,45215824.00,-45033601.00,302287991.00,263244893.00,110488751.00,59651428.00,343851819.00,179936766.00,70789168.00,43550150.00,68407215.00,50099591.00,123204071.00,21253942.00,817810905.00,764124293.00,648763770.00,239702363.00,1001516629.00,823274639.00,589768819.00,257733718.00,553796336.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,339384536.00,229665758.00,164793805.00,66606739.00,249238572.00,228531576.00,172008779.00,75836267.00,-7866926.00,58410021.00,67228639.00,19282686.00,-2965100.00,42964654.00,27905727.00,5137016.00,81347294.00,24320542.00,10495565.00,175572.00,50758953.00,87146603.00,37255627.00,9656661.00,29474349.00,34427376.00,10781495.00,-1011610.00,-169761923.00,-32788033.00,-18417387.00,-14370463.00,17741212.00,38576975.00,23525980.00,2095563.00,26035676.00,34664904.00,23274979.00,2997800.00,22783087.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
