9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,21781916.48,-16695152.03,-4272615.58,-6731149.83,-4901028.61,4106055.41,10063415.85,-9257310.01,-7526093.86,59828004.65,28896770.60,24762178.11,13793689.28,73330269.08,65879793.17,51689198.78,35850400.76,68898499.54,27148892.91,22526051.35,-4528.65,37462766.51,11477624.66,14978896.39,-5941.29,28962355.09,9059663.91,7927162.89,638910.00,18736394.90,18846496.52,20731672.38,350365.13,6381861.32,6544179.31,17878860.60,3541405.42,5510683.28,5379618.90,7828606.19,108819.99,12114979.57,8173825.64,12488938.36,669867.75,12394299.68,3535281.48,3204503.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74375.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2695140.00,-2695140.00,-2695140.00,-2501940.00,2695140.00,4868400.00,985800.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,773684.46,-366493.47,230660.58,-322102.76,-9384934.93,-6047723.02,-3782340.25,-621.82,472084.23,471702.09,208592.62,-2303.51,3425716.72,3553283.08,3547530.74,499706.30,3003834.84,3503664.35,2952145.24,1269521.33,4344487.98,1449216.65,2685746.44,1982800.35,2401731.49,4044851.02,4205733.09,1161367.80,48682646.51,17842234.00,8607556.25,4175165.78,7404192.78,2316988.68,171306.83,58605.60,-25241392.52,-24064847.39,-25543367.87,-13803096.80,-9976910.61,0,0,0,-36549.73,0,0,0,0,0,0,0,1900138.20,0,4175435.00,2781435.00,2687370.00,825000.00,2638300.00,0,5203905.56,4800000.00,7859794.32,5632824.60,7593678.64,6238428.00,13571000.00,3390000.00,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200966.80,-744161.05,-743990.70,-322102.76,-8961366.32,-604365.12,-3782340.25,0,-619503.12,30906.41,41809.71,0,-635572.66,0,-513758.64,0,-179891.41,0,368700.51,0,1411305.36,0,676076.19,0,955365.29,0,1652571.59,0,-746639.74,0,878044.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,64730849.98,363729344.66,280314994.48,189519548.02,98038197.21,349865635.19,272229987.11,178660280.51,95908224.63,338818486.70,272075975.28,182223231.68,87840072.31,293074114.83,254146872.24,164370929.84,84837249.07,220095415.05,184593939.62,139595592.71,81707532.63,57640603.16,62964924.44,69860962.03,14658141.97,4431123.19,-79687674.15,-36895235.61,3969792.29,411710257.92,261827459.56,260114629.85,139261245.84,418071973.62,363552259.69,245513433.00,123096424.16,370809780.52,296103948.27,201992773.18,106760798.15,339174619.23,252568026.79,163700841.02,68775841.09,337693129.76,242347082.57,151479315.58,75158017.36,277581440.74,198544264.65,119559244.28,60627786.13,269445928.36,198526769.59,103083033.79,72957246.29,254973438.39,183202430.30,96916909.03,61847108.85,41295518.44,22897910.81,-5243533.22,-6454572.47,26517231.49,24249088.70,5320746.53,-10200106.94,21370647.69,41915967.69,14654404.65,-4095382.37,61352454.73,20615275.23,71607262.21,8619180.83,4830952.07,2702364.46,2505425.34,1898703.14,10135545.36,5941161.67,10717960.66,7228870.24,14928404.01,9114512.67,35810000.00,23473337.00,40000646.00,16883832.00,30204101.00,23161820.00,17821409.00,0.0
16,加:营业外收入,1885.65,330285.53,72308.44,35454.33,2701.22,550200.23,307944.50,3943010.01,141000.80,1448080.48,6001881.40,3600642.30,1953382.02,41429318.09,5606532.18,3363563.07,1623095.75,10295714.88,6138255.39,4769275.22,3196268.32,34795383.29,27869977.00,16198209.37,9662589.75,66049314.61,53086435.07,41510413.72,19025682.24,53228402.21,35875705.05,20369868.72,6895658.15,77005222.13,18912864.05,12146337.50,8599962.92,64934874.55,28096679.09,16448644.16,2337845.89,32862471.24,24803404.65,7357272.34,856719.29,25009809.09,12958158.50,10241692.52,6985546.76,30215831.52,15287641.03,2316468.46,66981.26,352685.72,341295.11,275612.24,80116.68,1050335.55,907334.63,889453.92,850356.66,893957.40,768317.19,749347.99,23170.00,252917.47,180141.19,144731.19,110831.19,317669.29,93896.70,50190.00,26490.00,122769.54,107999.54,622082.87,293660.31,1183.00,1183.00,1776374.45,19280.00,220857.82,0,929079.75,0,453403.46,0,0,1098042.00,413558.00,15197.00,254329.00,298057.00,1465744.00,0.0
17,减：营业外支出,898.88,2794159.85,2461839.03,2467995.24,7483.44,4702636.17,1616968.62,1461815.37,1399601.66,394383.34,465222.16,229604.69,30575.62,31902587.01,1385579.41,1263365.30,368500.46,1010145.12,623414.02,575288.06,375713.98,40490444.58,10232483.49,9411720.43,47420.78,14187532.35,3100338.68,2172821.96,124918.03,4421830.72,1556477.20,862696.72,741534.32,9552891.61,7114229.15,6780724.01,1058107.71,15659484.40,6970378.74,4397104.02,749260.36,11273313.53,2448298.22,1047076.99,422827.03,8653657.86,1869507.46,652747.17,697917.77,3781943.55,1882273.37,404489.68,144421.94,16397957.74,3503335.09,3888504.72,394712.45,3463642.19,4334335.60,2671171.46,5526.49,4296628.81,3540947.19,3471455.14,482751.80,2284780.97,641166.38,411442.44,377248.88,830782.04,210245.17,206253.16,135104.86,7633207.09,1354.42,2105620.99,116769.10,660644.42,242944.45,863599.15,323033.80,358415.98,0,380005.39,0,530275.76,0,0,82012.00,2733532.00,1986822.00,3997423.00,5331127.00,2565631.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,93655.75,49908.77,4410.62,82542.49,22206.75,22206.75,362196.56,449654.44,224396.87,204838.82,0,99553.94,93099.77,90475.67,27144.49,2721937.72,136991.64,175878.13,0,493392.37,9530.59,54495.24,0,2128800.92,609011.16,611358.46,0,7753402.87,2472562.13,2394199.93,0,7148548.77,0,687947.69,0,5410948.14,0,0,0,101636.49,2315.80,1835.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,64731836.75,361265470.34,277925463.89,187087007.11,98033414.99,345713199.25,270920962.99,181141475.15,94649623.77,339872183.84,277612634.52,185594269.29,89762878.71,302600845.91,258367825.01,166471127.61,86091844.36,229380984.81,190108780.99,143789579.87,84528086.97,51945541.87,80602417.95,76647450.97,24273310.94,56292905.45,-29701577.76,2442356.15,22870556.50,460516829.41,296146687.41,279621801.85,145415369.67,485524304.14,375350894.59,250879046.49,130638279.37,420085170.67,317230248.62,214044313.32,108349383.68,360763776.94,274923133.22,170011036.37,69209733.35,354049280.99,253435733.61,161068260.93,81445646.35,304015328.71,211949632.31,121471223.06,60550345.45,253400656.34,195364729.61,99470141.31,72642650.52,252560131.75,179775429.33,95135191.49,62691939.02,37892847.03,20125280.81,-7965640.37,-6914154.27,24485367.99,23788063.51,5054035.28,-10466524.63,20857534.94,41799619.22,14498341.49,-4203997.23,53842017.18,20721920.35,70123724.09,8796072.04,4171490.65,2460603.01,3418200.64,1594949.34,9997987.20,5941161.67,11267035.02,7228870.24,14851531.71,9114512.67,35810000.00,24489367.00,37680672.00,14912207.00,26461007.00,18128750.00,16721522.00,0.0
20,减：所得税费用,16439114.49,93965379.77,68553433.59,46546332.26,24524757.27,87858419.09,68872764.42,46926708.03,25148444.19,85675992.44,69453868.12,46496339.47,23707587.32,78090919.58,64307846.39,40919911.90,22274526.23,96838223.05,59048519.94,45694115.67,27863190.73,25717217.96,26244256.72,20459536.60,11847197.13,64075648.66,37662009.63,36483664.76,16093407.47,107022894.43,69019422.26,53200833.79,28404023.39,97047630.73,69642700.35,46460947.04,26587338.76,80709333.88,55447649.11,33396637.35,19277388.01,67243323.44,44884354.53,25088583.25,9548159.06,73369577.49,51888199.43,34392497.11,18482398.33,32183583.77,31800278.44,18936448.53,10197344.21,38075821.10,32468355.82,16101034.45,7682962.68,52757856.33,39256874.09,23352826.50,14635245.65,-2701170.59,0,0,0,6696555.64,4435007.79,365211.07,0,10745447.42,14732307.87,5658175.15,0,9633764.37,3484554.73,8580604.44,1469655.89,1848897.01,615941.32,2637338.39,251028.33,1578982.72,891174.25,1661018.64,1084330.54,2152980.02,1367176.90,4556000.00,3673405.00,5313371.00,2236831.00,5379507.00,5020059.00,7212958.00,0.0
21,五、净利润,48292722.26,267300090.57,209372030.30,140540674.85,73508657.72,257854780.16,202048198.57,134214767.12,69501179.58,254196191.40,208158766.40,139097929.82,66055291.39,224509926.33,194059978.62,125551215.71,63817318.13,132542761.76,131060261.05,98095464.20,56664896.24,26228323.91,54358161.23,56187914.37,12426113.81,-7782743.21,-67363587.39,-34041308.61,6777149.03,353493934.98,227127265.15,226420968.06,117011346.28,388476673.41,305708194.24,204418099.45,104050940.61,339375836.79,261782599.51,180647675.97,89071995.67,293520453.50,230038778.69,144922453.12,59661574.29,280679703.50,201547534.18,126675763.82,62963248.02,271831744.94,180149353.87,102534774.53,50353001.24,215324835.24,162896373.79,83369106.86,64959687.84,199802275.42,140518555.24,71782364.99,48056693.37,40594017.62,20125280.81,-7965640.37,-6914154.27,17788812.35,19353055.72,4688824.21,-10466524.63,10112087.52,27067311.35,8840166.34,-4203997.23,44208252.81,17237365.62,61543119.65,7326416.15,2322593.64,1844661.69,780862.25,1343921.01,8419004.48,5049987.42,9606016.38,6144539.70,12698551.69,7747335.77,31254000.00,20815962.00,32367301.00,12675376.00,21081500.00,13108691.00,9508564.00,0.0
22,归属于母公司所有者的净利润,48296203.55,267334545.07,209399308.03,140559026.99,73518815.85,257859436.36,202048231.35,134214786.17,69501189.49,254196034.29,208158766.40,139097929.82,66055291.39,224509926.33,194059978.62,125551215.71,63817318.13,138916248.95,137433748.24,104468951.39,63038383.43,39851013.07,67685284.26,67496072.88,18784898.81,6462053.85,-66388607.49,-33551212.10,7180157.12,363973307.69,229554040.28,223449587.94,116595633.18,398595494.53,317541307.30,214879265.70,107994921.64,333817995.96,255729262.54,174985882.29,86453512.11,278786373.67,217979777.98,137871343.28,58106502.27,269281487.02,192597432.01,121385385.68,58843741.99,268085492.27,175716258.57,100991014.31,51184016.80,218245193.68,158756874.99,78519640.86,60025425.41,145126720.10,83309931.80,27884966.28,21037291.62,26692670.30,20125280.81,-7965640.37,-6914154.27,17788812.35,19353055.72,4688824.21,-10466524.63,10112087.52,27067311.35,8840166.34,-4203997.23,44208252.81,17237365.62,61543119.65,7326416.15,2322593.64,1844661.69,780862.25,1343921.01,8419004.48,5049987.42,9606016.38,6144539.70,12698551.69,7747335.77,31254000.00,20815962.00,30414952.00,12675376.00,21081500.00,13108691.00,9508564.00,0.0
23,少数股东损益,-3481.29,-34454.50,-27277.73,-18352.14,-10158.13,-4656.20,-32.78,-19.05,-9.91,157.11,0,0,0,0,0,0,0,-6373487.19,-6373487.19,-6373487.19,-6373487.19,-13622689.16,-13327123.03,-11308158.51,-6358785.00,-14244797.06,-974979.90,-490096.51,-403008.09,-10479372.71,-2426775.13,2971380.12,415713.10,-10118821.12,-11833113.06,-10461166.25,-3943981.03,5557840.83,6053336.97,5661793.68,2618483.56,14734079.83,12059000.71,7051109.84,1555072.02,11398216.48,8950102.17,5290378.14,4119506.03,3746252.67,4433095.30,1543760.22,-831015.56,-2920358.44,4139498.80,4849466.00,4934262.43,54675555.32,57208623.44,43897398.71,27019401.75,13901347.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952349.00,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.083300,0.461000,0.361100,0.242400,0.126800,0.444700,0.348400,0.231400,0.119900,0.438400,0.359000,0.239900,0.113900,0.387200,0.334700,0.216500,0.110100,0.239600,0.237000,0.180200,0.108700,0.068700,0.116700,0.116400,0.032400,0.011100,-0.114500,-0.057900,0.012400,0.627700,0.395900,0.385300,0.201100,0.687400,0.547600,0.370600,0.279400,0.863500,0.661500,0.452600,0.223600,0.721100,0.563800,0.360000,0.150300,0.696600,0.498200,0.314000,0.150000,0.693500,0.454500,0.261200,0.130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0.083300,0.461000,0.361100,0.242400,0.126800,0.444700,0.348400,0.231400,0.119900,0.438400,0.359000,0.239900,0.113900,0.387200,0.334700,0.216500,0.110100,0.239600,0.237000,0.180200,0.108700,0.068700,0.116700,0.116400,0.032400,0.011100,-0.114500,-0.057900,0.012400,0.627700,0.395900,0.385300,0.201100,0.687400,0.547600,0.370600,0.279400,0.863500,0.661500,0.452600,0.223600,0.721100,0.563800,0.360000,0.150300,0.696600,0.498200,0.314000,0.150000,0.693500,0.454500,0.261200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5767272.24,0,1749134.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,0,267300090.57,209372030.30,140540674.85,73508657.72,257854780.16,202048198.57,134214767.12,69501179.58,254196191.40,208158766.40,139097929.82,66055291.39,224509926.33,194059978.62,125551215.71,63817318.13,132542761.76,131060261.05,98095464.20,56664896.24,26228323.91,0,56187914.37,0,-7782743.21,0,-34041308.61,0,353493934.98,0,226420968.06,0,388476673.41,305708194.24,204418099.45,0,339375836.79,0,186414948.21,0,295269587.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,0,267334545.07,209399308.03,140559026.99,73518815.85,257859436.36,202048231.35,134214786.17,69501189.49,254196034.29,208158766.40,139097929.82,66055291.39,224509926.33,194059978.62,125551215.71,63817318.13,138916248.95,137433748.24,104468951.39,63038383.43,0,0,67496072.88,0,6462053.85,0,-33551212.10,0,363973307.69,0,223449587.94,0,398595494.53,317541307.30,214879265.70,0,333817995.96,0,204894713.28,0,290194079.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,0,-34454.50,-27277.73,-18352.14,-10158.13,-4656.20,-32.78,-19.05,-9.91,157.11,0,0,0,0,0,0,0,-6373487.19,-6373487.19,-6373487.19,-6373487.19,0,0,-11308158.51,0,-14244797.06,0,-490096.51,0,-10479372.71,0,2971380.12,0,-10118821.12,-11833113.06,-10461166.25,0,5557840.83,0,-18479765.07,0,5075508.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
