,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,877647623.72,582586865.79,285216615.95,1058854294.31,753404396.51,477133792.48,233962696.47,1061692038.57,776020131.77,510011391.87,260249323.35,978628633.56,689469838.37,460667344.98,252438637.53,835014689.91,570657097.27,329274938.88,133611108.83,545392319.45,355054225.42,204594901.60,70182551.46,443594448.67,302949829.37,194411045.80,68941045.44,434650552.17,296383380.30,181615717.43,71258785.34,374957003.48,277619080.93,171860037.96,76106407.96,327526880.24,227291951.39,143848021.11,58851192.56,314101366.12,211968282.80,127186494.71,46756612.91,313661188.47,232192762.29,150573948.92,58929291.79,279141246.84,194841092.62,124684376.49,45001302.85,255258936.12,176815662.39,108560079.87,29315506.63,206918141.56,144532617.25,97014125.20,34561103.97,261195507.47,181598336.53,111301615.16,44802992.95,212464697.16,141596509.37,86228675.37,29986456.56,173216896.90,117271540.28,77942640.12,204072884.63,167598449.86,124079758.10,0.0
2,营业收入,877647623.72,582586865.79,285216615.95,1058854294.31,753404396.51,477133792.48,233962696.47,1061692038.57,776020131.77,510011391.87,260249323.35,978628633.56,689469838.37,460667344.98,252438637.53,835014689.91,570657097.27,329274938.88,133611108.83,545392319.45,355054225.42,204594901.60,70182551.46,443594448.67,302949829.37,194411045.80,68941045.44,434650552.17,296383380.30,181615717.43,71258785.34,374957003.48,277619080.93,171860037.96,76106407.96,327526880.24,227291951.39,143848021.11,58851192.56,314101366.12,211968282.80,127186494.71,46756612.91,313661188.47,232192762.29,150573948.92,58929291.79,279141246.84,194841092.62,124684376.49,45001302.85,232970196.32,164770714.53,102032699.13,27922906.90,196839997.07,136842466.59,93379764.85,33115277.92,249643020.57,174820372.15,106985426.10,42616715.09,207036201.04,138023422.76,83851063.71,29788251.24,170065343.04,114911926.00,75753795.11,200705798.27,165577419.30,122998004.75,0.0
3,二、营业总成本,790335157.91,526343678.22,261199333.95,992894612.95,691351005.38,440830142.49,218366373.03,1009511496.01,720213674.35,471517646.81,239272294.26,914037444.93,632649662.23,422454523.93,232397227.24,769718563.78,520573748.40,307725001.86,127625704.79,522305802.30,329681663.99,191873497.47,65756153.20,420406101.83,284885017.45,185546711.67,67346413.78,431723224.19,300829358.81,193932337.52,79491827.48,373634551.96,268172570.92,167230894.02,74508962.01,324367126.20,208450007.30,135477997.24,57770370.86,291039364.56,191263484.79,119834946.76,47117074.31,300426407.30,219303606.75,146465974.84,60174607.78,269188824.31,187211236.44,121395849.81,44737676.96,240400482.99,168907820.50,105583087.95,31201760.26,248314130.22,142657479.25,95337119.22,38293655.36,236971381.84,160986025.45,99665671.10,41730762.81,183441393.20,122256680.89,75374706.16,31412275.51,158530257.74,104215788.73,70707776.72,177527929.41,142915607.55,107586864.94,0.0
4,营业成本,693161693.88,466578289.87,230043020.01,863221249.58,615423408.11,388831199.66,199426109.59,879895166.19,642017442.83,419105605.28,214783603.89,799811838.82,570122878.03,381724437.68,211944656.49,665004120.05,456298975.82,265800144.14,111069952.02,430618553.01,278175430.75,160739506.87,53290285.97,344653257.45,242044995.92,157349203.69,57323544.46,352376563.96,254214350.61,161255823.28,66367291.15,314654159.75,231001952.45,140917979.82,59989546.07,250228562.68,168617601.34,107189761.73,43703585.85,217993566.12,147108447.06,91577222.20,35425860.82,236657652.50,181777595.99,120024220.28,47383517.89,204312308.66,147608373.56,96123077.94,32724294.31,176976967.14,126835727.57,80059094.63,22884626.78,141450240.28,97739875.63,65578152.01,25989519.48,162815184.88,109752699.43,67840668.65,26324294.86,121057004.33,77087200.30,46249543.52,16474976.37,92095434.54,64253410.62,44776286.17,110210059.41,88622495.36,65443844.19,0.0
5,营业税金及附加,4742978.19,3763425.09,1722360.44,7434805.46,4536372.99,3760932.35,1221578.27,7847718.33,5157795.83,4036362.80,1260278.12,6840058.63,3179106.74,1879646.54,1049943.51,4964202.38,3409447.86,2240673.90,995236.74,3942181.13,2904509.33,1687177.59,521163.43,3688651.17,1779250.70,1162614.76,97111.81,1896724.26,622855.93,441975.67,173215.81,2191631.11,1198086.05,607922.41,513479.69,1962514.79,1537892.24,995883.31,385613.52,2469873.81,1466432.31,1031971.72,195164.24,2297482.08,1408780.47,835335.40,355474.25,1829268.53,1345719.35,755595.19,222141.30,1957589.41,1431755.40,1064961.04,192277.42,1509699.68,1007365.87,793161.37,118368.76,1782346.20,1291780.49,845109.10,347239.38,1591592.14,1138079.14,658233.24,215385.62,1550955.63,1119251.94,697943.67,2635980.11,2279582.94,1784210.44,0.0
6,销售费用,20364350.29,13408261.68,5062895.73,29784784.84,18450313.97,11526477.71,3646496.81,29854228.62,17728673.45,11804710.19,6063924.98,29656865.31,15845139.97,9876554.73,5120275.13,27524960.50,14647198.59,7430422.72,3664582.10,27346069.70,13148391.72,7519096.14,3857063.20,25156958.07,12380564.00,7211575.75,2997424.58,26992374.76,13579924.07,8036285.71,3950904.35,18214382.13,10427640.85,5536304.83,3335544.64,19368326.52,11225455.49,7786502.24,3455060.49,23996199.19,12699853.64,7911156.16,3360092.71,20050239.44,9937279.00,7466590.19,3656953.38,20399972.99,11529807.03,6999327.55,3720985.19,17051222.78,8152327.97,5565776.08,1347362.21,24410538.78,11299809.69,6863231.11,3662226.00,21199221.90,14561083.35,9836963.16,5930223.54,17965666.13,12259294.95,7757523.06,5689132.38,16199999.13,10903341.88,6440550.79,16704984.45,13421283.41,9333695.11,0.0
7,管理费用,44899478.27,28978554.01,13624781.64,67896808.09,38389119.04,31894312.21,14128999.35,81189114.91,48295429.38,32007217.18,14245737.73,74728413.65,45774267.54,29862134.73,11835809.87,60281228.20,37644519.34,24787391.11,10401658.09,56654804.29,32662058.88,19376564.90,8953222.00,48759690.83,26636463.65,18037288.71,8068214.62,50684997.58,31280097.58,21507688.54,9561086.91,37638132.36,23614888.93,18212509.33,8515905.53,38717566.06,22837782.50,16523125.69,9110567.69,38282538.53,24359091.84,16415690.86,7275925.49,31776964.17,21100252.11,14955909.67,7872589.93,36985497.77,24520390.29,16325863.17,7322465.83,40544643.80,29585342.30,16950750.82,5861275.42,78487360.05,31590622.67,21785249.41,8175444.53,50983700.50,35284994.35,21230553.46,9207985.15,42057625.06,30693095.40,20032758.44,8491661.18,43341288.65,24234166.89,16175318.64,42005384.62,33431653.99,24250163.66,0.0
8,财务费用,453275.93,280237.14,1512415.18,-7094566.45,-6372153.85,-1035293.62,1898555.06,822448.92,233323.87,-568694.79,341268.35,-4077993.03,-1406888.41,-402474.03,1238084.32,148986.92,-252016.21,1324035.43,1494275.84,-1785549.04,-2347190.38,-2587311.72,-865581.40,-5350662.06,-2727782.54,-1469887.11,-1139881.69,-3876313.75,-2562572.60,-877621.92,-560670.74,-519875.00,-138127.42,441974.77,756053.35,4066135.61,3273117.37,2309910.65,1115543.31,3473788.36,2616718.24,1672439.20,822670.92,4734282.73,3317072.69,2101852.27,875205.45,4036253.56,2905838.42,1890878.17,747790.33,3870059.86,2902667.26,1942505.38,916218.43,2456291.43,1019805.39,317325.32,348096.59,190928.36,95467.83,-87623.27,-78980.12,769505.54,1079011.10,676647.90,541119.96,5342579.79,3705617.40,2617677.45,5971520.82,5160591.85,6774951.54,0.0
