,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20151231,20150930,20141231,20131231,20121231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1115526822.12,839062392.21,561683937.33,241470907.85,1069087657.45,832020332.45,539620394.60,227817003.76,831694424.93,622615773.05,401007801.35,178498165.88,691717046.71,480250453.10,288860943.31,375698400.51,303762600.00,389245194.29,237167600.00,94656500.00,0.0
2,营业收入,1115526822.12,839062392.21,561683937.33,241470907.85,1069087657.45,832020332.45,539620394.60,227817003.76,831694424.93,622615773.05,401007801.35,178498165.88,691717046.71,480250453.10,288860943.31,375698400.51,303762600.00,389245194.29,237167600.00,94656500.00,0.0
3,二、营业总成本,808193141.33,590511019.14,394580444.53,193715329.05,788657792.12,575544115.02,375810596.24,174690292.63,681366558.49,491890780.23,309091737.07,149188964.62,550655577.67,391848404.33,243426398.13,347924846.41,245577200.00,339134885.56,194031900.00,81875100.00,0.0
4,营业成本,478451358.96,349659809.85,233203755.42,114718353.06,448595709.90,323293067.02,208306624.15,102177249.51,376836518.79,278246064.81,175257612.54,83035559.09,301464621.99,212039359.67,132422053.14,179732844.05,124685100.00,163887908.24,93888200.00,36671600.00,0.0
5,营业税金及附加,3416398.50,1597062.52,992083.82,401864.85,1769191.63,1184925.73,796455.00,310763.05,2188245.78,1828967.95,634885.36,202980.43,1436514.50,12370.73,11843.83,51957.77,21400.00,31151.11,0,0,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,34380960.01,18492493.48,12398379.89,5244671.77,40068648.96,19559891.39,13194099.20,4966477.37,30462375.71,20210849.94,11431559.85,6658530.26,25838147.30,19135789.53,12975649.33,17801601.37,13629800.00,12618606.28,7125700.00,6607800.00,0.0
8,财务费用,291944423.86,220761653.29,147986225.40,73356487.44,294306674.01,218554287.53,140561474.54,67235802.70,260021274.84,191630891.77,121793673.56,59291894.84,221890765.04,160661349.80,98017317.23,150493177.82,107358200.00,162542019.93,92958000.00,38555700.00,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-6048.07,3917567.62,12951943.35,12951943.35,0,11858143.37,-25994.24,-25994.24,0,25528.84,-465.40,-465.40,-154734.60,-117300.00,55200.00,60000.00,40000.00,0.0
11,公允价值变动收益,282824.76,-184084.96,-233167.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,0,4152.15,4152.15,0,0,0,0,0,0,0,0,0,2982.12,3000.00,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,307176786.71,247754974.19,162702658.91,48354251.34,281209249.46,256480369.58,163809798.36,53126711.13,150454478.37,130724992.82,91916064.28,29309201.26,141061469.04,88402048.77,45434545.18,27776536.22,58188300.00,50110308.73,43135700.00,12781500.00,0.0
16,加:营业外收入,3033317.07,30775.50,0,0,31493.76,9153.00,0,0,20404713.20,662984.43,485416.43,49383.51,2490956.33,2477896.03,7710.75,26750585.27,405300.00,402963.70,1600.00,32000.00,0.0
17,减：营业外支出,5890.64,5453.14,3709.63,140.11,184575.16,184463.63,0,0,227443.67,49875.67,0,0,1625026.96,1000.00,1000.00,297928.64,297900.00,0,270000.00,1050000.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,804.84,0,0,46000.00,45000.00,0,0,0,0.0
19,四、利润总额,310204213.14,247780296.55,162698949.28,48354111.23,281056168.06,256305058.95,163809798.36,53126711.13,170631747.90,131338101.58,92401480.71,29358584.77,141927398.41,90878944.80,45441255.93,54229192.85,58295600.00,50513272.43,42867300.00,11763500.00,0.0
20,减：所得税费用,16994643.75,13096218.75,8098598.52,2952638.34,11744147.79,9551144.23,6380467.30,3704299.40,5669429.20,2863690.06,2250390.30,460400.63,4960562.25,2382915.09,1482431.07,2209817.59,1749300.00,52075.00,-9000.00,-6000.00,0.0
