,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1231000220.55,456496404.63,248323981.23,4592197657.72,1564403188.49,1191874584.06,501735571.75,2749286861.61,970769708.57,681479494.58,354091401.37,7763894111.61,4967688509.31,4049455061.53,614240926.89,3473490212.15,1806729151.08,1373700125.01,737354477.67,2323031034.37,1644929300.07,1379022764.61,125454497.22,2791294799.23,386600538.71,254684915.90,109784613.16,3062585885.98,2673442515.63,1807950923.30,1160017000.68,2637267799.97,431131268.99,276917485.81,114552305.71,373740546.34,280614656.51,157735988.93,130815163.12,519730922.34,391145736.00,260762749.44,117151110.47,534129412.60,418551853.08,285402084.91,143445791.26,554255128.62,360870991.00,232642193.10,109054636.03,503699269.46,372701375.05,251733716.39,106023995.30,163582895.35,60646211.48,87230973.25,34464280.79,101816408.37,59884377.51,54881120.25,31537042.85,138431032.48,85323505.47,50507533.82,29526128.25,189318398.67,133796203.93,90622962.55,32115138.28,282279780.40,160607680.56,316892552.07,97320903.33,136249721.40,50807966.66,91144245.59,58298752.42,85254564.14,42458518.11,71984528.32,61101885.91,60136450.78,0.0
2,营业收入,1231000220.55,456496404.63,248323981.23,4592197657.72,1564403188.49,1191874584.06,501735571.75,2749286861.61,970769708.57,681479494.58,354091401.37,7763894111.61,4967688509.31,4049455061.53,614240926.89,3473490212.15,1806729151.08,1373700125.01,737354477.67,2323031034.37,1644929300.07,1379022764.61,125454497.22,2791294799.23,386600538.71,254684915.90,109784613.16,3062585885.98,2673442515.63,1807950923.30,1160017000.68,2637267799.97,431131268.99,276917485.81,114552305.71,373740546.34,280614656.51,157735988.93,130815163.12,519730922.34,391145736.00,260762749.44,117151110.47,534129412.60,418551853.08,285402084.91,143445791.26,554255128.62,360870991.00,232642193.10,109054636.03,503699269.46,372701375.05,251733716.39,106023995.30,163558207.65,60646211.48,87206285.55,34420175.98,94473288.72,57022709.07,51917593.51,28683344.58,130713667.40,82415791.97,49484348.67,29103636.06,185816530.10,130852751.06,88036248.78,30892862.39,276802140.56,159595986.68,306755138.43,96494606.64,120747317.87,41397943.23,89605856.52,57962819.96,84289563.12,41806886.72,71425917.37,60163062.85,60130440.37,0.0
3,二、营业总成本,1198233245.06,487420993.89,229481788.57,3812859439.92,1287191765.25,973583443.70,424003984.90,2428791415.23,924882154.69,656066959.37,347434004.73,7838298618.44,4773516760.09,3837189959.66,649468904.08,3332094762.02,1767313650.72,1334836898.19,717041599.23,2219781722.28,1592820884.13,1323283417.41,144791862.42,2267786622.58,349017658.90,217975310.28,116499461.05,2446478879.61,2111550488.77,1335494347.56,895828918.36,2189492042.05,437914120.74,273156631.64,111311660.37,352462162.64,297720220.84,172234089.59,135697758.10,553604491.87,411956685.94,274390114.82,116695742.00,561693724.56,417787833.33,284185983.26,138848404.94,538520974.97,351748589.37,224515618.35,105585448.66,490086279.15,359778887.52,239969136.73,101300564.46,161927749.80,52365398.01,84838844.93,34012597.61,94334218.51,65634507.85,59673556.99,35245874.71,141441596.08,93833093.27,59335996.89,32785536.68,236095850.17,142743487.75,94936473.81,41221187.25,273670373.00,145808250.41,277386468.01,95485029.62,104575449.82,34131965.72,72398700.20,40625180.91,65998116.87,0,58768962.21,53607882.44,48843240.49,0.0
4,营业成本,657727266.17,284828521.36,154230129.51,2629587500.80,825191712.87,654706581.69,301276690.81,1836264176.55,713494711.10,552743702.25,278155716.91,6913327839.06,4241830850.58,3391909380.23,522933665.00,2845640915.84,1512994209.20,1140266885.78,624814191.53,1856978680.56,1312890299.74,1115269094.84,82603349.22,1858199046.34,185037084.72,125423254.97,59186579.36,1756619688.14,1559824814.02,918184182.04,555889740.28,1743073346.00,417106653.82,264577393.97,108490723.10,333007990.66,279604208.66,157710415.03,128067377.17,522097968.54,393440753.94,262872725.18,112102760.40,540965666.12,411323665.94,276706250.90,136224303.20,525560476.69,345719319.92,220961852.81,103712272.06,484424722.94,355952548.78,237036953.12,98927449.12,143880266.08,48923831.41,73498913.48,28938822.84,63388975.82,40795749.37,38885148.49,21432306.96,90725573.13,58279760.28,32906971.14,19633212.17,136936720.91,87375931.95,58681915.51,21421482.99,176496066.10,101069877.81,183415880.82,64688937.41,71495586.11,21140989.17,48620677.75,29754509.86,47237294.39,0,41842532.94,37057621.23,32348456.01,0.0
5,营业税金及附加,159387654.54,45899772.87,23784475.04,517299334.82,218845628.88,157233319.53,52958182.45,189729542.61,26527788.90,71670.14,5269985.95,487034358.16,279371751.82,273927797.63,49612161.74,243328771.48,133294447.34,101683643.53,45571196.07,167638035.23,139931030.77,103337617.57,10971694.72,251145713.12,71168535.58,43109833.91,16171684.49,463149526.19,395846808.35,306918711.74,261561463.05,294575407.76,218366.30,184002.25,50006.76,776545.44,11295.45,5037.14,249.82,109425.19,93266.80,67672.02,58698.05,255128.59,186551.59,187977.35,133433.97,281524.00,33833.86,18328.02,12488.27,75563.35,61666.07,62973.76,61839.94,998474.18,552696.46,577268.38,264097.23,980875.44,342094.98,197170.19,34561.20,418447.33,188658.48,145087.43,77011.89,748994.79,528489.53,439770.95,53642.99,2300151.42,1166211.31,1844486.88,506236.21,636539.28,393111.03,613334.43,591028.40,427035.00,0,476906.26,393808.63,465626.60,0.0
6,销售费用,223899942.41,114681507.54,39109518.26,199509732.09,112874850.64,67139348.38,32409173.18,163034345.03,88785452.02,60956069.60,36357216.45,140931986.51,94059897.25,66687168.86,39526312.91,116568444.16,70270302.48,42814514.87,19233926.38,93969286.56,62836096.52,46357937.71,22065517.92,76802036.34,46477267.33,27412869.03,10708074.06,77986306.47,45995228.63,26836282.30,12072781.76,64235502.30,145352.16,99182.80,60461.60,1115284.05,1402159.03,1129844.17,1300430.86,5760580.95,3800827.64,2065391.98,994132.27,4329381.94,1919367.59,2194620.55,971825.93,2754154.43,1228138.72,968313.06,525212.83,889189.16,682468.96,397287.17,127000.39,848841.22,47504.32,655748.75,383644.14,5401865.92,5157019.25,4821764.29,3835432.88,14789393.75,11088903.81,7291429.10,3529057.70,33285128.51,21782935.05,13236064.79,6777140.86,35463585.27,16331579.19,37542846.06,10046617.60,7502319.13,1071768.04,4526283.25,1616403.78,3547566.66,0,4489632.42,5687481.57,5349624.18,0.0
7,管理费用,165758836.20,91558421.25,36761034.58,184984121.05,107856804.68,72842795.22,28578752.16,111652774.58,62236848.33,37051898.44,20698385.32,106528691.16,75944184.33,53757631.97,28213517.58,74657829.90,47409800.14,36712197.21,22337644.00,75523108.33,50161402.20,29082996.71,27937787.88,106981483.51,77103355.54,53811445.95,31848216.22,113828519.19,69733279.44,51925258.77,51612713.42,75066133.78,14213202.76,4241092.91,2722399.38,11848348.03,10079475.53,6677514.87,5823885.75,23452150.74,13840116.39,9043398.18,3415000.72,13134531.34,4289441.35,4760606.48,1196068.07,6884770.64,3139739.67,1727945.57,979538.14,5129392.26,3426970.21,2732338.84,2351552.05,13502755.51,2919646.05,8318983.28,3451245.02,22066018.88,17413923.55,14150662.31,8666216.28,30168498.19,19885685.02,16001037.44,7879058.27,55348296.73,25602027.80,16817037.15,10326264.87,45875806.47,22443324.37,45963609.04,15448334.65,18442015.89,8784217.87,15553984.57,6865522.07,11432321.26,0,9779702.58,8385581.99,8108128.03,0.0
8,财务费用,-8540454.26,-49547229.13,-29368679.78,214328095.34,13651723.15,22170496.89,3833463.69,92297429.35,44388199.90,23878435.57,10741028.02,148073675.89,73774466.44,44070517.39,5508922.81,47285768.26,-4407257.61,4917840.15,2992163.48,18035124.57,13440453.59,24651306.45,860058.93,8849097.35,1319061.69,-2530046.51,887161.41,21155375.02,31544003.58,20870587.44,14698756.04,-3337788.05,-69155.35,-69130.18,-11930.47,422021.42,505394.64,551246.01,505814.50,1311685.67,652864.10,212070.39,-3706.51,517431.71,-33607.64,225951.48,212197.27,2391464.18,1627557.20,839178.89,355937.36,-150233.88,-344766.50,-260416.16,-167277.04,2697412.81,-78280.23,1787931.04,974788.38,2496482.45,1925720.70,1618811.71,1277357.39,5339683.68,4390085.68,2991471.78,1667196.65,9776709.23,7454103.42,5761685.41,2642655.54,13534763.74,4797257.73,8418225.09,4794903.75,6451097.74,2741879.61,3084420.20,1797716.80,3353899.56,0,2180188.01,2083389.02,2571405.67,0.0
