,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,295122306.03,232061610.49,162950223.87,85302017.76,424025302.17,341236122.46,165375394.60,50246599.14,184964514.86,110625308.42,62806705.30,23811716.04,88876689.12,57940429.69,36527332.59,14427055.31,52724174.32,35753336.09,25787896.06,11175991.35,54244825.66,32183311.70,21344737.00,7664806.68,32485007.67,21040901.25,11871288.35,4652229.91,12135839.95,1113985.79,766319.13,341168.37,296235631.92,263872710.19,198008194.76,83621312.57,467374189.27,318523785.71,229811775.42,115291965.04,661004663.69,470349623.27,352833039.57,177438724.83,545629238.46,375207748.81,242477125.00,108367549.74,415267929.20,296261822.39,194087903.24,80048558.58,419772541.16,285747224.82,191339959.70,76671593.24,394418701.53,283614777.67,181284930.32,64490701.27,348972310.28,263687600.03,171988490.18,73302325.65,334931409.28,239246466.46,153302478.10,63010862.87,458092649.40,214447677.73,231116997.08,64950840.96,405674181.54,185382849.63,393389660.23,110402374.55,232617244.72,120109918.90,207732403.92,99284372.84,205618483.52,121248063.57,266893646.84,139877217.32,226899391.69,109569369.63,327920000.00,182431892.71,347651870.12,181555000.00,211928700.00,147233100.00,115405400.00,0.0
2,营业收入,295122306.03,232061610.49,162950223.87,85302017.76,424025302.17,341236122.46,165375394.60,50246599.14,184964514.86,110625308.42,62806705.30,23811716.04,88876689.12,57940429.69,36527332.59,14427055.31,52724174.32,35753336.09,25787896.06,11175991.35,54244825.66,32183311.70,21344737.00,7664806.68,32485007.67,21040901.25,11871288.35,4652229.91,12135839.95,1113985.79,766319.13,341168.37,296235631.92,263872710.19,198008194.76,83621312.57,467374189.27,318523785.71,229811775.42,115291965.04,661004663.69,470349623.27,352833039.57,177438724.83,545629238.46,375207748.81,242477125.00,108367549.74,415267929.20,296261822.39,194087903.24,80048558.58,419143160.94,285284135.34,191169816.31,76580434.93,389829333.78,283664323.13,181408505.12,64463840.47,347347932.76,263247752.19,171683685.76,73106707.37,332386310.00,237837371.90,151924080.75,62001468.08,453492502.36,212820948.38,230079571.69,64611146.12,406186983.81,185306494.61,394055127.68,108646131.21,232982576.72,120794961.15,205339489.24,98145782.59,203438027.62,121273006.47,265975524.26,139833545.34,226540710.23,109552563.98,292161000.00,173849073.76,345741296.39,181555000.00,211928700.00,147233100.00,115405400.00,0.0
3,二、营业总成本,261863065.45,203969501.00,150086302.12,82340711.56,394785406.75,309940077.86,148958702.36,44653477.49,174601604.89,110915150.42,68046578.58,32290952.52,112877287.11,80707165.59,52920779.57,23597497.37,102250382.12,65289681.08,42336362.84,21959947.33,83284498.30,44859843.58,25174913.09,11277331.69,38901510.02,27579386.71,16838294.78,8059560.71,203497382.13,130540434.68,83244531.48,31992025.12,625444405.85,447929805.10,300377763.41,131551244.01,960547399.15,599340670.80,443343448.20,140964617.50,1161406342.40,558596142.04,400095279.76,173522444.07,474081024.56,327959910.09,214056694.59,99705661.57,386468205.96,279257749.01,185570373.50,75875427.25,390232268.19,276890878.18,186277800.42,78975717.89,393098497.03,277014262.66,174923269.01,62086869.04,352500725.05,255901125.23,166873849.02,72878342.51,308377781.94,232088685.33,147292854.14,61491706.48,446363108.71,198051899.84,217756886.28,61954465.68,472783068.66,181304019.08,380815223.57,100617496.83,214788814.17,102860421.97,195007080.97,89866748.02,183427968.89,0,226423937.91,0,201737028.47,0,0,0,184133013.21,17333700.00,18505500.00,13320600.00,10905800.00,0.0
4,营业成本,199122948.89,165835273.40,123948733.03,69446265.16,331479167.62,280766634.57,130589011.31,36854117.41,134770288.98,85606633.64,48894603.06,21541097.59,74733452.13,54269424.08,34283939.36,14800330.02,55637998.78,39600597.97,26173413.28,13004159.78,45541147.24,23545742.64,15042892.91,6386728.04,28085511.68,18462259.31,10973254.19,5335508.25,12539983.23,1245640.60,1226351.65,461997.90,300941156.78,251051198.05,183793268.94,76929843.03,440377639.57,306391505.63,206901965.05,94168836.04,574776662.77,382272296.88,277316652.86,135694483.78,334273881.82,239924913.54,152728434.21,71510635.61,271279809.38,203654938.11,135013517.21,58249257.71,307720341.86,214843653.43,145099533.44,58806330.20,306844287.21,219555579.36,140284810.94,46486414.56,257700436.63,194668300.76,123861051.40,54716388.78,218615356.20,168450203.40,107262835.19,43811579.25,293844910.36,126805562.93,147466484.37,42544974.23,267968023.23,116895409.03,252252770.30,68863932.75,137119796.26,67701022.15,129268768.63,58447555.42,114068014.51,0,150276039.32,0,132403443.66,0,0,0,109267832.25,0,0,0,0,0.0
5,营业税金及附加,14681372.58,8391195.58,5277009.52,2187841.60,13045389.77,9312406.09,5623202.95,2371945.21,8523550.78,4908686.53,3197082.64,1212590.14,6006071.03,665585.09,421221.23,108012.02,644277.48,409507.04,320196.74,130274.00,161096.78,75944.58,61210.68,6944.00,278736.13,233168.37,106160.71,33865.72,264084.44,90948.82,347.20,347.20,1884634.44,1617471.33,921731.72,283020.07,610317.95,19040.00,12440.00,0,3061055.16,1146293.89,1013841.54,617649.45,3105399.32,1979527.20,1419912.27,654773.23,3885811.28,2457184.25,1632177.42,637053.49,3301084.03,1921334.18,1238567.11,416626.99,2975005.91,2149877.09,1257401.60,327648.78,2825910.81,2078423.82,1377649.77,537469.29,2592664.40,1671434.64,1001168.92,391764.39,3429538.28,1709349.67,2086406.89,581984.59,3742342.90,1479583.79,2738673.10,801710.08,1934780.92,886468.80,1622061.12,809483.70,1114444.69,0,2153609.64,0,1628247.96,0,0,0,32519910.80,17333700.00,18505500.00,13320600.00,10905800.00,0.0
6,销售费用,3103540.03,1998745.63,1413204.90,632412.65,2792469.34,2023839.49,1349562.83,571054.69,2035885.43,1253327.14,931949.06,507237.12,1146840.02,619354.62,280444.03,140308.35,516870.85,625598.90,294449.69,180430.51,764196.02,423836.43,261925.63,165223.05,241787.91,59346.53,23249.98,0,585753.58,585753.58,578112.95,532246.17,6075957.98,5161649.26,3664509.99,1557006.83,8684297.69,7702862.86,4991078.20,2610887.81,35130347.48,34407914.81,24035653.55,11023896.02,41690582.95,29104911.32,20161767.40,9267738.38,38111883.13,26543458.79,15515515.42,5639184.79,29839982.75,21235789.22,13921939.03,6656034.32,29530041.25,17113820.70,9468173.75,4332182.10,29458427.45,19317154.16,13704198.46,5627157.06,30165773.87,18907856.09,12175958.37,5431394.70,44328639.71,21206988.93,21489334.72,7468551.06,46706481.19,22891765.37,40715818.66,11910259.49,24919863.43,12879576.22,23127854.37,11225455.76,24601009.09,0,34385475.69,0,28783129.70,0,0,0,25294459.38,0,0,0,0,0.0
7,管理费用,23419307.26,15031551.17,10951096.55,5710525.79,28267220.80,16688642.40,11199385.64,5015429.69,21449033.52,12444776.78,8267852.49,4712631.94,16673181.38,11613079.38,9358567.46,4213628.83,17583498.20,12003435.78,7621758.02,4723007.52,25335016.72,15681685.76,6448408.44,3319817.01,15122834.00,7011247.61,3916400.65,2751521.61,141174198.58,104696448.67,61831068.94,24140139.00,193337684.85,87659010.12,59714082.70,30607737.83,166042169.70,87153506.16,59797585.16,28945820.63,70981523.32,57822057.01,38132905.46,18497068.77,52003665.87,28409363.07,19232475.63,10062413.20,42570287.44,26567380.25,17259589.17,7461095.03,32914286.25,26904496.81,17912529.73,9302231.14,37724715.07,26152139.42,16267069.51,7912761.37,46470129.05,29379045.03,20116755.48,8140595.82,41932772.61,33130905.73,21099984.05,10203907.13,93834872.07,44303737.46,42028739.93,10400840.27,141645346.45,36560127.23,75890298.72,16571058.74,46241646.22,19028093.99,35874497.69,17242626.57,39274113.77,0,35703371.24,0,33748032.80,0,0,0,18669244.44,0,0,0,0,0.0
8,财务费用,21535896.69,12712735.22,8496258.12,4254282.94,19269466.91,1082284.39,387354.53,39581.00,6888846.13,6731022.77,6664646.50,4233757.87,17359259.20,13000025.64,8496062.53,4142555.36,16437834.51,12261187.43,8085072.53,4035728.04,8964202.17,5445914.86,3579158.07,1754884.52,1021900.75,-82909.22,-77044.86,-61334.87,18259067.66,18783871.40,15377066.16,6994244.81,98460875.85,92502709.29,46914442.75,23149467.54,85339805.07,60227767.58,33794391.22,15239073.02,63456792.96,42995184.58,28184580.02,7689346.05,28162174.91,20339895.60,12598372.69,6610101.15,24700826.82,15381414.06,9104142.25,3888836.23,16456573.30,11985604.54,8105231.11,3794495.24,16024447.59,12042846.09,7645813.21,3027862.23,16045821.11,10458201.46,7814193.91,3856731.56,15071214.86,9928285.47,5752907.61,1653061.01,10925148.29,4026260.85,4685920.37,958115.53,12720874.89,3477133.66,9623283.82,2470535.77,4385142.24,2365260.81,5113899.16,2141626.57,4370386.83,0,3905442.02,0,5174174.35,0,0,0,-1618433.66,0,0,0,0,0.0
