,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,8905847238.32,5716745014.15,2610958669.84,14551285132.73,10876591720.34,7109975615.18,2959582128.62,12013553185.42,8729576790.77,5640666497.84,2420414721.90,10213134291.73,7542151931.46,4926942439.88,2104858386.93,8627411561.61,312199051.44,198397030.26,99966012.52,396648398.93,281754737.50,175363835.91,81525990.85,1417780745.37,1161932069.86,813874664.13,310743711.72,1337336901.84,866513594.86,528389662.85,250510817.47,1272419549.86,947381266.90,600392354.57,277189383.08,1643931452.85,1011159566.19,648947153.86,385730747.57,1971694603.91,1388507309.17,845620329.45,388078906.45,2039477561.94,1717468065.68,1199905969.83,635865194.02,3030653165.70,2416981881.03,1585973488.62,788607812.81,3371882797.96,2506278600.59,1734187662.86,730235916.93,2400252075.04,1580218861.61,949388606.26,495017425.51,1812396274.74,1347700301.41,897342746.25,401139384.74,1745557040.23,1305144739.56,840741572.47,1165583547.68,851527829.56,0.0
2,营业收入,8905847238.32,5716745014.15,2610958669.84,14551285132.73,10876591720.34,7109975615.18,2959582128.62,12013553185.42,8729576790.77,5640666497.84,2420414721.90,10213134291.73,7542151931.46,4926942439.88,2104858386.93,8627411561.61,312199051.44,198397030.26,99966012.52,396648398.93,281754737.50,175363835.91,81525990.85,1417780745.37,1161932069.86,813874664.13,310743711.72,1337336901.84,866513594.86,528389662.85,250510817.47,1272419549.86,947381266.90,600392354.57,277189383.08,1643931452.85,1011159566.19,648947153.86,385730747.57,1971694603.91,1388507309.17,845620329.45,388078906.45,2039477561.94,1717468065.68,1199905969.83,635865194.02,3030653165.70,2416981881.03,1585973488.62,788607812.81,3371882797.96,2506278600.59,1734187662.86,730235916.93,2396329161.32,1577037210.75,947516037.94,494065358.43,1809919818.02,1346147274.69,896018235.45,400916867.38,1743730012.07,1303176539.09,839866550.18,1164501565.37,850395170.53,0.0
3,二、营业总成本,7340832003.16,4888776161.72,2485034322.08,8626935536.11,5836091350.90,3717658001.24,1675170778.71,6251124475.21,4613833030.06,3079251335.10,1415708728.40,5910744473.92,4596973306.74,3044636563.44,1355644575.85,5129152063.37,314390008.78,198996067.36,100459658.55,397683557.58,285837189.77,177236494.71,82817972.12,1541940834.46,1214737563.05,844769113.73,319588157.15,1332675358.35,867829240.26,544004891.26,259600881.06,1335392229.56,941843709.87,597657243.82,276870047.38,1634771096.97,1009682281.33,646559494.36,386563483.33,2058526783.11,1390126168.03,847854325.19,391030389.62,2059660297.27,1723985040.22,1191498613.70,629595154.78,3023175980.02,2412128507.24,1579502756.76,778162794.33,3300102379.07,2456684234.64,1688305026.20,696817224.46,2306630195.48,1509013865.37,907117899.18,465180313.02,1749063032.94,1296251841.51,862568353.79,384386213.44,1679098562.23,1258029457.45,808706339.55,1113935045.89,828034682.15,0.0
4,营业成本,4982762375.72,3314994820.29,1656869284.94,4916492040.02,3345620105.07,2003923116.59,919258485.72,3276730966.20,2419529031.52,1646610224.08,784242692.43,3019106728.34,2255739316.80,1502161868.99,729367040.43,2539763220.91,277110837.17,179197788.18,89308643.44,356067642.95,259651925.74,161878366.45,74870225.11,1396161035.48,1103610502.32,778546178.02,287435212.70,1231335282.17,789829470.49,492284441.64,236159649.57,1181777489.22,869044584.20,542163292.08,252292675.60,1529915520.29,940924395.46,606087041.89,365155389.35,1917228702.37,1329606985.14,808222655.13,373078526.09,1933364159.88,1629230504.21,1143273731.20,601061296.58,2842526135.13,2279564256.31,1493201404.56,733784523.74,3172463931.66,2369021407.66,1632607184.39,672123301.93,2218559769.26,1453671762.03,871051563.00,453394226.78,1678157406.64,1244621440.53,830042953.84,369938566.84,1604896191.47,1201402003.07,774139353.14,1065069171.77,783395998.01,0.0
5,营业税金及附加,225817296.65,172447595.30,80134551.29,431918450.07,311786122.10,217611483.88,101077809.38,398232001.35,285751518.82,182302780.00,80070862.96,359170361.47,236878271.39,162605919.49,68380554.23,310465362.11,1446644.42,609253.23,228303.91,1085256.75,684498.68,490818.93,231951.14,1421605.41,1311263.08,1189329.17,1017175.48,1566317.42,826133.65,692854.56,352497.67,5125817.07,2900949.54,2478782.84,600336.50,2470577.30,1380277.05,1165282.94,731094.94,2968311.80,2365998.39,2041359.63,1744965.11,1614103.50,1015547.28,805376.27,558971.64,3078161.05,1860963.94,1189236.47,500641.87,3209683.84,2031919.31,1821828.55,644836.03,1482172.70,1179587.74,927898.83,661980.54,2569216.39,1538105.37,1038851.96,534682.45,2175066.07,1406555.69,974497.03,1486915.36,1230356.04,0.0
6,销售费用,1636123520.60,1057172318.61,486078688.65,2331004250.64,1696830021.90,1196167824.17,518097824.73,1997531387.85,1522898612.85,1015211973.87,434543082.32,1944385090.40,1540226422.89,1003109360.52,429309056.06,1729332379.20,6067427.91,3623413.68,1604151.64,8397244.05,1827943.56,1354359.97,1164728.09,60715080.02,43095253.33,24724330.91,12376806.12,47338144.54,30863259.65,23657713.89,10534029.31,63374244.88,34799722.48,24662058.00,11420840.49,43644569.43,31140493.51,16666296.89,8755942.72,54099203.07,27933044.56,14857777.59,6315710.12,67182472.94,67366806.61,31536630.70,12734327.70,85911888.13,61540075.71,43533438.12,24452168.93,67827938.34,44628383.82,25497539.43,8777311.93,39706364.29,20958539.84,17619793.51,4179913.23,44905391.81,30688447.54,20074206.75,10802267.06,48340611.55,38213603.59,21876031.95,33072415.20,33940520.00,0.0
7,管理费用,396184254.33,268631811.34,130650751.02,412197245.38,322093626.69,293382896.63,138264100.50,525970044.69,391244385.84,243595069.63,118936281.39,469217823.34,340095051.03,216098283.04,94631511.43,436324004.60,28314961.67,15176620.33,8626851.19,29840154.52,22524508.73,12742307.15,5909930.64,64587319.71,53043141.49,28159210.42,16871723.08,68455065.33,43315135.16,24218258.56,12395516.45,72747383.07,34945634.69,26938259.31,12359289.57,52330129.49,31848080.96,18697850.43,10367458.29,68534132.01,29626224.70,16912261.31,7894673.03,46819183.55,35591129.37,17867814.75,10637326.64,58797910.54,49119257.25,30696942.90,18094660.09,49886847.37,37291477.48,26710538.84,13920923.54,45740992.62,32208184.58,16973033.79,7142006.85,22610396.23,17983418.36,10312954.50,2544217.11,22099100.13,15694839.86,10947800.62,13652890.06,9824512.41,0.0
8,财务费用,-20539466.19,-4902301.80,-792271.43,-93655308.74,-80478112.05,-55938982.88,-28411152.91,-128343374.78,-148505530.93,-112817911.45,-48884817.47,-142063223.63,-101583594.19,-75840233.78,-29060537.23,-129330393.90,263375.53,261003.50,203231.39,781739.62,599490.92,180055.20,428285.57,3782859.92,2994333.87,2709754.80,1676636.51,98673.65,1528046.18,1300414.80,159188.06,-2072050.11,-1062347.62,-484430.47,-653018.38,908575.93,1361804.51,1656192.05,841884.23,1368584.75,922886.54,2185086.13,1421272.68,-7783136.97,-12616703.45,-6684771.17,2806459.00,10717975.46,6846254.37,3516580.32,1330799.70,5148633.03,3711046.37,1667934.99,1350851.03,1140896.61,995791.18,545610.05,-197814.38,820621.87,1420429.71,1099386.74,566479.98,1587593.01,1312455.24,768656.81,653653.50,-356704.31,0.0
