,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,11947247197.48,7858442037.64,3257833146.08,14335310468.85,10073192531.17,6436340296.03,2712347424.22,14635458223.54,9904500872.36,5868811676.29,2711223638.20,9183466307.67,5975568477.91,3692111698.69,1780588203.46,11572197772.35,8286198354.67,4779744824.51,2003541211.32,11451694093.45,8511235439.08,5398262391.50,2451825172.37,11786336488.86,8550761603.70,5686941438.17,2803809082.95,10972922380.31,8038746329.90,5504141477.60,2598441834.83,10873866112.77,7583439530.67,4649053996.96,1817668496.74,8053707360.89,6103666077.53,4053302602.25,1624176849.48,6347707430.43,4309221195.50,2341204139.14,916347556.75,5835868479.78,4620519760.37,3042445145.53,1284409572.26,4891602003.91,3506298440.00,2176476821.81,882480440.85,3739654661.95,2644669857.28,1491398937.12,593172663.86,1172676669.49,535482243.76,416156630.42,0.0
2,营业收入,11947247197.48,7858442037.64,3257833146.08,14335310468.85,10073192531.17,6436340296.03,2712347424.22,14635458223.54,9904500872.36,5868811676.29,2711223638.20,9183466307.67,5975568477.91,3692111698.69,1780588203.46,11572197772.35,8286198354.67,4779744824.51,2003541211.32,11451694093.45,8511235439.08,5398262391.50,2451825172.37,11786336488.86,8550761603.70,5686941438.17,2803809082.95,10972922380.31,8038746329.90,5504141477.60,2598441834.83,10873866112.77,7583439530.67,4649053996.96,1817668496.74,8053707360.89,6103666077.53,4053302602.25,1624176849.48,6347707430.43,4309221195.50,2341204139.14,916347556.75,5835868479.78,4620519760.37,3042445145.53,1284409572.26,4891602003.91,3506298440.00,2176476821.81,882480440.85,3738956348.66,2644955320.57,1491388146.94,593172663.86,1172649901.60,535416473.80,416032556.41,0.0
3,二、营业总成本,11800942816.06,7768777421.40,3239905291.94,14202233515.46,9982274149.23,6379706393.70,2697603386.23,14557862452.24,9844153130.36,5835187225.51,2704124547.94,9110223649.75,5913506004.72,3649692034.04,1771345189.27,11492910363.43,8204284284.80,4723330225.86,1992455228.08,11319293837.55,8416954756.98,5332832668.90,2428550063.58,11647277503.13,8459785537.28,5624369887.74,2785555201.47,10862916426.22,7959376347.29,5444300599.78,2577463704.68,10673618030.99,7419425838.54,4536009229.54,1776486185.01,7859946675.53,5969369496.53,3971810729.77,1594745163.25,6195929842.98,4206332609.82,2287120420.03,903865555.44,5740204193.40,4539447457.50,2991944120.10,1268491426.63,4805015407.88,3451159891.80,2143042163.32,871878218.60,3682435542.51,2608330355.41,1470366306.50,590329182.40,1143962645.17,492103793.05,385433526.18,0.0
4,营业成本,11484980201.72,7562252458.56,3132775684.21,13813032803.57,9730404287.09,6228823792.48,2637378613.49,14409089851.16,9758678793.99,5788620559.90,2678146617.69,9008636435.78,5834869410.84,3597536363.26,1743237275.76,11389324393.82,8123117464.93,4673558588.22,1967794568.68,11179925953.20,8310409207.99,5270971260.99,2401815413.22,11513556594.94,8361693633.46,5562101076.03,2750108910.20,10732618557.06,7867742135.75,5387753369.33,2547182194.51,10546195892.25,7328723324.10,4480205295.36,1742837516.39,7735521213.95,5884854049.32,3918520067.96,1565090525.15,6085243311.18,4129254939.22,2240758149.88,881867582.66,5639987519.27,4465545599.00,2944754172.22,1243113496.51,4737730839.28,3396600896.48,2109393895.16,856879462.69,3616821137.64,2565741328.18,1444791837.53,577612076.81,1101805198.94,468693074.01,369535236.76,0.0
5,营业税金及附加,9043630.81,6194228.35,1866699.30,13768624.23,7619233.26,5572902.08,1879813.47,11171601.03,4506183.04,2978875.31,1015547.31,10904437.31,4656764.68,2265509.49,1133575.97,4286696.34,2961049.45,2368255.76,1283125.30,5549765.02,3027198.90,1942843.54,1222652.17,7368487.32,5314962.94,3653589.11,1306264.28,5967106.03,3769521.30,2824714.00,1100262.04,6129633.37,3857734.15,2946051.01,1968160.73,5798313.86,4157993.64,2526866.86,1270512.26,6210148.47,4390595.33,3157862.89,1543591.79,4802384.27,3447269.61,2246186.48,1217027.14,2473368.75,1757392.87,1009469.59,413817.94,1892395.69,1263146.20,855571.38,256524.90,1562919.52,1387713.06,1121373.94,0.0
6,销售费用,63863457.79,39630948.60,21591193.57,70648760.45,55941706.09,40789570.79,13124446.89,30987399.87,22233835.50,12988551.06,5489936.28,31320238.09,20283977.99,13548805.20,5559808.69,34010750.08,24930536.74,16256584.55,4856342.59,72548758.24,50536260.20,29850413.90,8124946.52,58524274.37,31014880.00,16499152.09,6947471.97,35090742.89,23947293.39,14649049.82,7269272.53,40632734.43,28383675.01,18544013.87,7801094.05,36809253.04,26594948.00,16978222.52,8074737.78,34087773.68,24583709.14,14587302.44,6075186.86,25329352.54,16788909.33,10339729.98,4174680.85,18871409.55,12778405.40,8097573.52,3107941.83,12998227.73,7663675.91,4053291.68,1772627.49,8002100.59,4467847.09,2962460.95,0.0
7,管理费用,119402497.48,86125519.16,44726899.29,173865836.67,97901288.92,94657021.12,41860417.29,108175074.76,55590667.03,30454485.46,15348571.55,58562780.81,49212805.36,33707471.03,16774928.74,62715988.84,46291847.66,28363017.80,13120533.71,61375332.95,47043849.31,28843560.20,13231943.13,60031100.70,43396490.09,28091700.99,13130110.11,65487209.10,40593028.32,25822291.48,10660210.60,64584415.68,38584846.68,24744714.23,14858559.71,74909768.06,41838933.49,28138062.03,12256880.84,63898608.75,38430772.43,23423584.52,10218954.66,46392783.41,33440399.64,21960715.31,10420579.57,26343821.00,22640043.77,15197377.06,6357858.10,31436384.31,19422205.83,12123352.87,5386399.87,20076507.00,9752908.09,6610531.38,0.0
8,财务费用,32786726.57,18408719.52,10008850.97,25663911.90,14796817.61,6980846.63,2986279.42,-2878771.25,-2099484.06,-1212512.40,-648219.47,-2289219.34,-1243611.38,-689681.21,-342592.00,-979642.27,-826113.38,-717301.08,-422836.74,-429090.19,457998.37,-71360.12,-300877.92,8738914.82,8974508.42,6853431.47,3420732.94,18478577.08,14734571.66,10126016.84,4880521.99,15705366.31,11440436.55,6867355.29,2598307.28,5648801.35,3893039.53,2664673.59,1455697.33,5602589.31,4426929.46,3282913.39,1692007.27,20735860.44,16377581.51,11885587.31,5991100.19,18842750.61,13907612.67,8205392.99,3415683.30,19287397.14,14239999.29,8542253.04,4314429.30,12515919.12,7802250.80,5203923.15,0.0
