,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20111231,20101231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,138407834.47,102032627.31,55086162.53,4888577746.03,4889988816.43,2716459854.56,1161781256.88,6921865325.77,4855446152.32,2739527252.59,950142135.88,3088035957.18,2045171785.39,1308204359.49,648495892.08,1768478866.99,1178023772.79,765056080.67,324601519.70,1774439598.49,1035720142.84,633469042.18,177976263.62,616606499.83,449524800.00,302632362.69,123273598.31,624772165.69,421770800.00,487730167.13,309337208.58,0.0
2,营业收入,138407834.47,102032627.31,55086162.53,4888577746.03,4889988816.43,2716459854.56,1161781256.88,6921865325.77,4855446152.32,2739527252.59,950142135.88,3088035957.18,2045171785.39,1308204359.49,648495892.08,1768478866.99,1178023772.79,765056080.67,324601519.70,1774439598.49,1035720142.84,633469042.18,177976263.62,616606499.83,449524800.00,302632362.69,123273598.31,624772165.69,421770800.00,487730167.13,309337208.58,0.0
3,二、营业总成本,223400282.80,169775884.55,78282433.31,6935837187.71,4790196652.76,2632848429.66,1111485831.96,6614977007.49,4613863576.46,2591780339.25,887486288.44,2758502145.41,1806462941.97,1142741644.79,569531277.35,1553053337.72,1056518361.48,679497569.05,290663329.52,1650129562.50,951475224.38,568075344.65,148163608.52,490905683.64,320419300.00,239954205.55,92729836.32,498013620.56,297616600.00,390051628.09,225613637.94,0.0
4,营业成本,128185584.61,97295403.71,52759581.37,4682748331.28,4662734331.94,2546517495.14,1071441234.40,6424317190.56,4499713480.10,2519313064.72,860749099.93,2596096530.05,1707569789.45,1077917755.51,538095319.92,1479470589.90,999830438.41,647241110.38,273930236.57,1576218481.79,901465894.62,536632602.93,132822179.11,432006066.01,317881000.00,215204320.17,80618507.44,435870836.67,291460800.00,336713251.70,185719183.69,0.0
5,营业税金及附加,3911496.43,2884933.52,1419199.96,12803476.36,9457674.18,6218020.35,2924131.17,19890915.30,13112269.40,7538948.74,2608029.82,15702370.78,7142264.20,4991625.12,2799852.70,7703930.68,4708296.59,2648860.74,926806.40,4015854.04,2888850.64,1983119.95,1044441.93,3936668.26,2538300.00,1385082.39,244951.46,8222211.65,6155800.00,7987943.08,6036501.53,0.0
6,销售费用,9312768.53,7212213.93,3607475.05,21602825.52,16064001.15,9570768.97,4841623.25,18981872.47,12597683.18,8131931.63,3829482.70,17389404.98,12241978.30,8314781.51,3703123.52,13307911.81,8277763.03,5244145.69,2290844.99,8256307.03,5294090.44,3143817.56,1295591.21,1394648.92,0,208526.88,110522.02,925011.19,0,1290848.80,1387276.77,0.0
7,管理费用,51906206.62,42220687.88,7898603.64,55232082.85,42769358.33,34889079.30,16611877.82,76571179.89,50929799.74,32715918.48,14712239.02,75946741.32,57115567.53,37996077.75,16999373.59,45199281.09,30120717.19,19795309.42,9384839.52,39815386.77,27081082.04,16786342.37,7924700.05,30985734.44,0,11494624.05,6100379.24,29210700.79,0,22363616.84,17805452.78,0.0
8,财务费用,28615521.97,18732509.58,9475946.94,52323469.01,37892280.26,25967104.14,11565158.39,50276488.17,33536157.07,21301682.32,8232598.10,31607580.60,17341752.31,10828251.04,6232890.57,7578930.22,8167503.32,3753820.89,4465700.68,20005802.79,14750813.72,9497918.46,5076696.22,22076543.42,0,11252104.40,5655476.16,23682942.15,0,21814614.86,14693178.90,0.0
9,研发费用,1468704.64,1430135.93,1218210.15,15397999.14,11183065.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
