,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,290514554553.00,217120523302.00,144953716109.00,73146794654.00,290876776866.00,219711544759.00,149105188927.00,74935058630.00,274828946271.00,205777579767.00,138159931116.00,69005162761.00,274196782481.00,207138956834.00,140254525072.00,70339823699.00,277048529129.00,211912604520.00,144684664319.00,74303485578.00,288570874374.00,219228835448.00,153459500615.00,78816926081.00,303727203182.00,226645962147.00,148606145022.00,72700529873.00,256264749435.00,190639400839.00,125292803978.00,62984181231.00,215518511458.00,160610234935.00,104463981157.00,50528702752.00,176168361570.00,128607804450.00,84418584880.00,41544795022.00,158368819533.00,118218406612.00,78492368185.00,38999165802.00,152764263901.00,53674463722.00,35938113017.00,25950384351.00,100467608937.00,74802609975.00,49629084025.00,24199068992.00,80178886042.00,60041865513.00,40092523096.00,19897752745.00,75841432792.00,56883586948.00,37742686960.00,18268436835.00,70281633364.00,52945497257.00,35199959163.00,17473286312.00,59742343143.00,44199011326.00,28824020244.00,14278652329.00,36255063921.00,16054002892.00,28922977247.00,21782444068.00,14609937513.00,0.0
2,营业收入,290514554553.00,217120523302.00,144953716109.00,73146794654.00,290876776866.00,219711544759.00,149105188927.00,74935058630.00,274828946271.00,205777579767.00,138159931116.00,69005162761.00,274196782481.00,207138956834.00,140254525072.00,70339823699.00,277048529129.00,211912604520.00,144684664319.00,74303485578.00,288570874374.00,219228835448.00,153459500615.00,78816926081.00,303727203182.00,226645962147.00,148606145022.00,72700529873.00,256264749435.00,190639400839.00,125292803978.00,62984181231.00,215518511458.00,160610234935.00,104463981157.00,50528702752.00,176168361570.00,128607804450.00,84418584880.00,41544795022.00,158368819533.00,118218406612.00,78492368185.00,38999165802.00,152764263901.00,53674463722.00,35938113017.00,25950384351.00,100467608937.00,74802609975.00,49629084025.00,24199068992.00,80480038192.00,60312384143.00,40248106357.00,19944256275.00,76108790469.00,57147426094.00,37917012287.00,18414598673.00,70738590468.00,53170459499.00,35357679562.00,17605996869.00,59798476195.00,44302162984.00,28933730151.00,14430658675.00,36247968692.00,16178104433.00,29027806604.00,22550549788.00,14936910295.00,0.0
3,二、营业总成本,277991433186.00,204126730604.00,137964730323.00,69004904589.00,277669099110.00,207538404401.00,140590594109.00,71201386082.00,271716995686.00,200658997570.00,134875584390.00,68010552145.00,275200357375.00,205221417660.00,138217359992.00,69947564831.00,270977135993.00,200982077150.00,135698886457.00,69869396814.00,273033483843.00,205867680284.00,145162469080.00,74525208226.00,291007732968.00,215880950722.00,141694919744.00,70264763680.00,248685955980.00,184166008077.00,121364730968.00,61725116598.00,211730376165.00,155685881458.00,101587902985.00,50388872869.00,172739359100.00,124903823502.00,81553128640.00,40090822458.00,148464575968.00,107340615911.00,70237725032.00,34486260282.00,147351479686.00,46258950181.00,30623865899.00,23101656270.00,89550467495.00,66121201011.00,43871759659.00,21526492735.00,71472433246.00,53788729903.00,36160396970.00,17969716480.00,69178909634.00,51643182083.00,34521052195.00,16869674808.00,64163418332.00,47330979636.00,31243390052.00,15478830801.00,52717552514.00,38515814824.00,25030472116.00,12272413225.00,30017064934.00,12973007955.00,23062049428.00,16402975613.00,12852453475.00,0.0
4,营业成本,214133057016.00,157401331733.00,104084508373.00,52191924569.00,213585637513.00,160406700911.00,109126879469.00,55116324450.00,206976717931.00,152870615144.00,103141307746.00,51772918779.00,211584006516.00,158399813329.00,106898738218.00,54219429735.00,207704323608.00,154487343608.00,105434633644.00,54536227388.00,199936890360.00,148842384573.00,103033797548.00,52828355482.00,211657042435.00,157570065980.00,103797866990.00,51155919425.00,179108178878.00,132986472704.00,88124787214.00,45414685022.00,154414023686.00,114387498224.00,74170550230.00,36623566724.00,123734874682.00,89205144141.00,58020667497.00,28407503819.00,105653764889.00,76761522724.00,50341208089.00,24770392433.00,96190604309.00,32513731087.00,21677780138.00,15618080719.00,61478303917.00,45754284655.00,30409016933.00,14804243715.00,43397359605.00,32382570215.00,21385841942.00,10648849556.00,39629245782.00,29635456662.00,19477218842.00,9681432433.00,34818192830.00,25498140388.00,16590359247.00,8202163316.00,27903961149.00,20609474211.00,13498272621.00,6742115435.00,17840418113.00,8142191885.00,15497670795.00,11376084681.00,8393194843.00,0.0
5,营业税金及附加,1236265104.00,895849944.00,617879152.00,294555104.00,1389470984.00,1064327679.00,739143516.00,308310507.00,1282026506.00,925309713.00,643125317.00,298338263.00,1064088991.00,429527078.00,334775271.00,189109183.00,884716802.00,739795274.00,505815024.00,277953828.00,4721258591.00,4351199823.00,4030894527.00,2345526191.00,8689393669.00,6475824038.00,4299620021.00,2100551863.00,7338782346.00,5447543809.00,3603261325.00,1791345764.00,6351628168.00,4677591256.00,3064030321.00,1502508228.00,4870685998.00,3498782328.00,2305458052.00,1130001589.00,4487042060.00,3338180109.00,2205314733.00,1077696838.00,4163756705.00,1425052029.00,955640123.00,606740814.00,2368541746.00,1753386119.00,1170397031.00,576219933.00,2185144297.00,1648560756.00,1104639824.00,542349534.00,2040721964.00,1540077403.00,1019453453.00,497233142.00,1945596787.00,1470789734.00,979382509.00,494964770.00,1678856256.00,1314136656.00,862855136.00,445535406.00,1144386248.00,498849469.00,871982558.00,705563341.00,505546532.00,0.0
6,销售费用,33544986730.00,25705168116.00,17458149232.00,9045118751.00,35169715460.00,25287696144.00,16485305511.00,8623392470.00,34085464556.00,24400397965.00,16096134574.00,8307100837.00,34646227426.00,25433630276.00,17130614430.00,8675743499.00,31965064268.00,22247367113.00,14633104239.00,7495293728.00,40193368746.00,31789951553.00,23824261440.00,12149754001.00,42991498574.00,31885825435.00,20385385330.00,10008649719.00,35037103692.00,25376718604.00,16375661191.00,8150313483.00,28750690843.00,20634131408.00,13595846257.00,6785586269.00,23732607298.00,17110215652.00,11340011719.00,5687534823.00,20956737441.00,14835380713.00,9631304123.00,4647506410.00,17078772839.00,7966160609.00,5204073421.00,4939902354.00,18241052266.00,13073963206.00,8608303715.00,4225306085.00,17702717735.00,13495628550.00,9449867187.00,4775436214.00,19417336065.00,14697598928.00,10055598562.00,4649510443.00,18944347886.00,13897266255.00,9344654726.00,4593850225.00,15156835207.00,10600268462.00,6737894939.00,3205232320.00,5997020240.00,2106148328.00,3612890127.00,2513016178.00,1544126564.00,0.0
7,管理费用,22977013828.00,19055950561.00,12708740492.00,5791007247.00,22925119665.00,17062210829.00,11659170074.00,5764261779.00,21333649695.00,15369208413.00,10110966201.00,5250622651.00,19873904197.00,14746344052.00,9757360805.00,4795198615.00,19839818604.00,14478252703.00,9614391017.00,4783492267.00,19825119469.00,14457305154.00,9609715484.00,4714109265.00,20373057592.00,14832752433.00,9733123372.00,4927632922.00,20491250373.00,14952408098.00,9638688873.00,4682772640.00,18199737712.00,12949742246.00,8476137877.00,4235314059.00,16112717598.00,11690286982.00,7651552204.00,3734408698.00,14047876509.00,9962181282.00,6452769404.00,3175164830.00,12558257527.00,3467328837.00,2234664360.00,1468071279.00,5786615801.00,4140193866.00,2709855841.00,1359365312.00,7264087889.00,5420772547.00,3551520936.00,1660503837.00,6433302148.00,4523218728.00,3011564431.00,1534754430.00,6212892325.00,4696200896.00,3125357406.00,1574459672.00,5609180388.00,4189071697.00,2716623563.00,1244444018.00,3593362814.00,1516130325.00,2806098594.00,2009344282.00,1686716328.00,0.0
8,财务费用,717430307.00,580494812.00,467550223.00,265202800.00,-137779791.00,106025913.00,187899063.00,245302317.00,4079005515.00,3551531038.00,2389271334.00,1250593324.00,3854988501.00,3052563678.00,2027071445.00,1097020856.00,6493424929.00,5546574732.00,3068863078.00,1563708386.00,4333087838.00,3573494804.00,2572519071.00,1551161906.00,2949207468.00,2299262675.00,1401750998.00,944230014.00,3416514137.00,2801313294.00,1920643787.00,904419543.00,1243082687.00,826149782.00,772624008.00,476763284.00,1624542243.00,1244129085.00,823138443.00,445433440.00,943518133.00,523115276.00,311495826.00,149767251.00,2169287089.00,-230468567.00,-180494985.00,-87389974.00,-214322732.00,-108327869.00,-63493940.00,44855473.00,923123720.00,841197835.00,668527081.00,342577339.00,1658303675.00,1246830362.00,957216907.00,506744360.00,2242388504.00,1768582363.00,1203636164.00,613392818.00,2368719514.00,1802863798.00,1214825857.00,635086046.00,1441877519.00,709687948.00,273407354.00,-201032869.00,722869208.00,0.0
