,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,977571710.96,4140123441.85,3124424984.78,2138505230.08,1101274503.78,3863095492.53,2851443313.22,1901348345.58,890354032.51,2814626707.79,1989614989.19,1229402795.78,575823092.87,2338540787.41,1735362192.73,1151910745.97,547331644.95,2793734998.63,2168460947.60,1479431913.86,702912161.69,2611009066.55,1940109836.76,1300093441.54,635814750.05,2432474181.14,1765887864.81,1161492442.21,566030087.51,2145694194.59,1568042473.35,1036996560.62,497756523.98,2020548329.18,1453849858.84,950961585.02,457757859.72,1592143341.18,1150710108.77,730212924.72,335455622.86,1095842372.69,751446815.25,465464527.03,228031935.29,1045002452.23,784726280.23,505489617.76,220697131.68,804029210.38,558642851.28,371527606.32,603220830.51,498783126.02,395963957.26,0.0
2,营业收入,977571710.96,4140123441.85,3124424984.78,2138505230.08,1101274503.78,3863095492.53,2851443313.22,1901348345.58,890354032.51,2814626707.79,1989614989.19,1229402795.78,575823092.87,2338540787.41,1735362192.73,1151910745.97,547331644.95,2793734998.63,2168460947.60,1479431913.86,702912161.69,2611009066.55,1940109836.76,1300093441.54,635814750.05,2432474181.14,1765887864.81,1161492442.21,566030087.51,2145694194.59,1568042473.35,1036996560.62,497756523.98,2020548329.18,1453849858.84,950961585.02,457757859.72,1592143341.18,1150710108.77,730212924.72,335455622.86,1095842372.69,751446815.25,465464527.03,228031935.29,1045002452.23,784726280.23,505489617.76,220697131.68,804029210.38,558642851.28,371527606.32,603220830.51,498783126.02,395963957.26,0.0
3,二、营业总成本,868805453.69,3813761810.83,2834148909.59,1963093459.28,1048243108.90,3606418944.87,2636332378.22,1715974542.55,826810080.40,2796917051.78,1937545791.84,1162467623.87,537537607.33,2515839440.95,1658770587.85,1092471144.36,514405405.32,2702877169.59,2029258110.01,1370550334.72,650368798.21,2421483780.90,1796764156.75,1195119938.61,587427094.56,2294856450.28,1666227321.16,1091139245.30,529829016.76,2037236985.43,1488071689.00,979093195.06,471708078.03,1877920046.33,1350189314.83,869881422.50,412969044.12,1415551656.20,1023423780.89,647725931.35,294070402.59,938200612.50,642768105.89,400451888.47,195558795.89,929047057.17,694790490.43,446802324.01,194170245.91,701970759.91,484461003.80,319418469.52,509167228.90,426948475.93,350791647.30,0.0
4,营业成本,697414722.97,2918964714.14,2199881887.88,1531708178.14,801570112.39,2734385268.48,2003532492.48,1352253054.41,639575695.86,1978822380.31,1393045088.40,832377325.97,387553196.64,1637570160.69,1203093186.89,804452594.91,380201411.54,1960535770.28,1509840394.35,1033154152.50,488928813.71,1811542144.50,1352274062.60,905935090.33,449229352.42,1726356866.43,1266949562.54,833264052.65,412078493.05,1530000895.73,1128415076.03,745772488.21,358757912.36,1417936691.67,1016567247.37,652366973.05,305949919.37,1042163842.22,742438061.64,469007261.26,207557260.06,671789919.75,462763946.05,286541381.93,137751346.60,664082276.65,488974531.56,308482386.25,125652089.38,476482759.87,331745403.80,225593075.91,348494201.06,298655726.52,256143137.79,0.0
5,营业税金及附加,7659874.71,35188585.75,26553765.13,18420104.90,9561976.99,32371301.24,24018398.94,15926472.39,6814975.48,25604596.51,19068260.37,12097307.89,5232136.94,23238657.43,13735317.64,9746767.56,4538651.99,19481324.07,15144334.10,10573793.95,4291277.17,16801305.75,13410003.70,9322864.09,4542264.09,16075011.23,13219377.57,8798119.13,3956145.49,13691008.74,9752718.23,6699241.64,3069436.95,13171915.71,9258570.26,5912724.90,2444821.06,10754649.39,8070738.56,5113807.57,2214859.98,9057038.31,6248906.39,4462971.08,2172633.68,8708752.25,6024605.05,4045538.95,1608790.59,6466080.76,4637144.15,3171557.30,4124196.23,4412739.80,1675678.63,0.0
6,销售费用,77923182.17,403546863.40,281891338.99,187765567.24,90393859.44,338850924.35,236950914.27,156039003.29,74670493.45,297800468.25,197941640.30,125068039.12,59575826.17,254688214.61,167495479.06,113523088.86,50222145.26,307181778.06,227195580.64,141803958.85,71135860.74,262804759.02,193822959.58,124043518.33,60504881.25,247470209.42,176006751.86,116350378.64,57068368.70,225375750.82,165118616.90,104481788.08,49423922.46,198648497.05,145875838.03,97118315.61,47879530.77,184886607.81,145451141.74,98782540.75,46150062.78,130902767.24,89131493.15,53870518.15,29928520.72,126250937.41,96350920.20,63804178.23,32239578.31,104798823.03,72729038.69,45752485.80,85143622.73,74552579.45,57313069.55,0.0
7,管理费用,49392905.46,233782811.44,162149333.91,105330057.98,49961449.85,190752958.30,131916006.66,86191369.97,75967172.20,293920468.98,218132972.60,134010058.32,63373954.11,272984773.21,204969936.24,123549169.74,55346368.11,295307773.32,208153513.81,127948459.70,58356049.51,254718727.02,176747804.26,117352871.81,53164932.88,232255533.22,159876724.72,97653558.22,40254637.49,193793189.91,133503627.46,86245467.54,42822806.34,182762889.76,134951502.78,86960575.25,44175248.93,145504467.53,103697438.84,59116017.29,28201165.14,106018502.39,71165160.59,46130154.98,20768881.11,100016836.72,78237155.49,53294302.76,27175844.60,90000551.79,60183672.20,33777316.25,54263253.03,35340319.95,26088486.72,0.0
8,财务费用,54526.49,29477339.74,13174241.35,19839007.68,20337889.66,18911710.87,11041402.59,24323177.26,36710405.93,91776372.25,66811138.29,40907400.86,15177522.49,17067002.15,22440076.43,13431615.86,11904843.68,26858956.70,23244390.54,24646609.91,11687718.40,49181183.23,33515791.21,21634701.74,10714899.83,56094293.97,42206700.57,29122714.99,13265196.71,56487089.61,43895961.74,31191997.71,13961854.31,49450561.62,31975223.38,17431305.30,6686145.79,27316663.51,19684728.65,11706780.14,5590366.41,17689002.87,8934265.45,6009024.61,3405001.91,20106201.18,16652711.90,12830107.28,6588604.02,17290122.48,10714410.01,6903281.93,9956025.67,8908314.83,6537389.30,0.0
