,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1186674091.12,881775177.12,606417872.92,286475145.39,1244728370.00,894617792.56,587567458.78,285056113.69,1472115742.58,1077478914.51,719235621.93,356546308.60,1561837699.85,1137614110.08,817161217.66,323200616.12,1353192521.77,1010793532.20,649051127.64,292382800.78,1186989185.02,851234683.96,560449851.66,266439630.54,1183550089.82,873018353.84,588514210.12,272285296.30,1227615498.31,843124945.45,546144378.24,256643914.56,1115283524.66,824249924.92,546486159.52,264300632.16,936393649.73,675583063.61,436084882.59,211616501.23,712994548.84,510752139.95,328123084.25,151274559.61,565887412.82,388392736.80,240729173.33,101644105.02,429697785.69,301908655.94,204620022.10,100777747.21,405913864.04,283444920.28,172040808.85,83479338.22,539178517.83,541686340.42,356278626.47,179696141.75,572307925.37,359606778.38,227222925.04,117411293.28,589937921.00,224767413.13,114780697.51,580794558.04,525871466.17,415133982.49,0.0
2,营业收入,1186674091.12,881775177.12,606417872.92,286475145.39,1244728370.00,894617792.56,587567458.78,285056113.69,1472115742.58,1077478914.51,719235621.93,356546308.60,1561837699.85,1137614110.08,817161217.66,323200616.12,1353192521.77,1010793532.20,649051127.64,292382800.78,1186989185.02,851234683.96,560449851.66,266439630.54,1183550089.82,873018353.84,588514210.12,272285296.30,1227615498.31,843124945.45,546144378.24,256643914.56,1115283524.66,824249924.92,546486159.52,264300632.16,936393649.73,675583063.61,436084882.59,211616501.23,712994548.84,510752139.95,328123084.25,151274559.61,565887412.82,388392736.80,240729173.33,101644105.02,429697785.69,301908655.94,204620022.10,100777747.21,403808855.14,281602206.97,171617052.71,83082387.24,536927396.27,540387726.86,355312082.13,179135931.29,568924724.55,356972334.82,225590995.07,116472522.70,585906094.10,222977283.53,113894653.92,574185883.08,521460999.41,410993571.44,0.0
3,二、营业总成本,1302917262.47,951607012.63,638214249.63,302231411.71,1334526214.72,931911653.39,605909829.35,292620744.62,1654635486.39,1161854046.66,784600996.17,369559397.01,1778639871.32,1289259671.93,919938301.74,377202098.57,1599438423.03,1185808474.51,776693561.08,366120959.08,1463877621.41,1018015873.25,658610635.20,317693479.37,1336205681.78,949736133.25,636242936.64,296457838.82,1345407460.33,931084595.80,606423504.60,298391197.88,1301801919.07,937512248.98,614738766.07,299119567.62,1082508841.26,771036420.46,489236777.18,244089690.70,847718310.86,589284289.10,371030625.26,180330232.02,655029011.46,450518702.72,292525669.66,116771027.29,586744200.47,376178438.61,255149166.35,117115086.70,518964688.94,284898753.74,173530671.99,80893229.15,534153847.68,533167713.92,347537711.18,171443494.66,557093984.78,340281502.21,212006826.57,106509602.08,537568789.26,207647192.89,104820993.05,531603426.04,481019034.47,371954506.93,0.0
4,营业成本,975924274.01,728620962.97,494935707.94,234264499.25,989424813.60,719683916.45,471152756.62,229920860.04,1182599409.37,859350704.82,564166292.07,277834654.54,1335715600.05,996368314.85,723367674.49,285045280.86,1175030174.78,887659428.83,571711855.54,259796572.79,1048171953.10,744714107.85,486655685.64,231868510.84,937410356.40,675747605.68,450025604.27,209164025.06,991708474.13,686381460.84,443718897.85,212896540.91,961485138.74,709746968.05,464149125.87,226152180.09,785286537.68,563915806.31,355598233.73,172520282.18,572083657.19,413376976.14,266234923.96,120727819.60,446096313.68,309260010.90,194356052.40,82638789.01,337823896.29,233076226.89,159357226.00,78514092.85,296349566.96,206015485.36,124867944.87,58424043.47,430659312.85,460600308.77,301471611.85,147816939.32,440049273.06,259420026.59,154807129.11,78566306.35,419486373.17,156481660.38,78538684.33,408977927.98,363944875.86,281514160.47,0.0
5,营业税金及附加,12004079.00,9107561.10,6964898.93,2871753.75,12155951.57,9217482.70,6508233.89,2807376.24,19310239.02,12536312.18,9067358.42,3970793.02,26751461.00,16635797.04,14822071.55,1559632.33,7789615.27,5132453.00,3017469.38,1333967.86,6380586.14,4342543.02,2346593.90,1215606.03,5097685.93,3400570.63,2694256.30,1072889.21,8058927.85,3144192.65,1971309.96,799629.86,3063774.13,2333635.45,1627131.69,835139.91,2634870.99,1877705.74,1323904.08,500271.97,2433393.34,1448004.74,684687.65,353550.60,1888630.00,1454213.19,867189.84,443118.09,2559078.79,1633469.04,1025202.53,483429.75,1720945.02,980740.86,417921.37,216281.32,1646105.30,1250888.31,874695.83,450729.61,1591936.66,1116079.91,828533.42,515743.48,3233463.26,1179430.22,513083.69,1991865.02,1675938.97,1304057.95,0.0
6,销售费用,169990357.37,113872016.16,71034694.88,32537254.80,165218634.92,105324597.50,63140965.95,28616823.70,200668049.37,135798319.18,84388491.23,37465919.86,192333137.64,120065474.43,80832195.56,40592453.94,200319341.24,144620024.49,100335537.67,51279191.12,163463263.38,110814885.65,71064359.09,35409305.05,139897543.81,104036092.33,66708307.70,27802943.34,138997384.95,100769693.26,66398613.77,35591931.52,146074356.54,100589363.01,68105470.73,31791006.07,137602407.71,97794794.47,61758050.85,32724222.21,117266457.99,76254351.47,48437619.65,25514608.88,105865228.06,73176655.54,49666172.94,17968243.94,127132887.78,90386407.31,59765426.09,23607285.51,118657894.93,44546319.26,26791844.20,12641134.72,58159446.76,40548500.76,25629051.87,12693752.60,73245573.83,52338434.72,36866117.27,17250607.92,70653050.23,29171852.73,14355192.34,80602669.23,74998069.21,45796886.76,0.0
7,管理费用,109484019.47,76000006.58,50750988.99,25451055.39,99088096.38,70776201.11,50877410.81,25992623.55,155758532.64,116508412.53,79020986.55,37989579.91,159864637.10,120936659.13,79589670.81,39801157.14,163864406.90,120457911.42,79338620.66,42276724.86,183239518.41,129848943.46,82301961.25,42322442.17,187358158.28,143619159.79,100643509.51,52207127.14,172378294.04,123004752.12,81850343.05,43505329.57,151532877.05,108799594.73,71504627.82,37026702.01,138049846.41,99551020.84,66509629.00,36981015.92,140665674.67,94894618.52,53999835.47,33232602.68,99291129.76,62047373.16,42139620.42,20011607.90,102765544.15,50599184.98,32978831.16,14171697.28,100969392.19,33694956.44,21346049.30,10408173.21,43486738.38,31008237.62,20002598.87,10233498.49,43081325.05,28759416.99,20591270.46,10196924.82,37672486.38,17603454.96,9886023.83,32920396.53,31398159.07,32219660.31,0.0
8,财务费用,21262130.54,16313444.45,9488982.63,4657580.01,22499532.76,17067671.61,11027110.74,5283061.09,41898162.30,36834438.36,23108144.15,12298449.68,42323333.56,32037574.21,19673937.06,10353044.43,33842677.73,26581197.27,20932618.33,11434502.45,41013187.44,25860375.52,13807017.57,6877615.28,27281695.07,20954016.41,14192570.45,6210854.07,22448808.47,15421572.66,10721415.70,5597766.02,22060162.09,15498373.00,8808095.22,3314539.54,12756255.77,7731352.41,3851630.72,1363898.42,3478017.28,2940975.00,1304195.30,501650.26,-6476534.34,-4203313.61,-3287129.48,-2011665.99,-4639500.14,-1949615.25,-410285.07,338581.31,1266889.84,-338748.18,106912.25,-796403.57,202244.39,-240221.54,-440247.24,248574.64,-874123.82,-1352456.00,-1086223.69,-19980.49,6523416.22,3210794.60,1528008.86,7110567.28,9001991.36,11119741.44,0.0
