,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1406523306.22,1044012526.12,645343116.86,328563995.77,1402025480.83,978538570.49,663305990.02,262841706.96,1154800320.98,814360548.11,502629118.41,175329568.47,817939813.49,526445116.97,375191462.71,194711602.33,987583895.11,782358960.33,475846899.07,222892909.34,1067148781.13,752092306.66,479442650.52,233594477.76,901167343.13,640008572.51,403656107.59,221403128.91,776526461.34,524249655.47,304159802.41,150255049.35,722942002.21,524262298.33,335777343.01,148565662.83,569412998.71,385055440.21,230493199.14,103789257.24,407597821.05,295557806.84,182633905.37,83285962.15,366396201.60,267924369.88,175517972.06,79943368.00,315698755.94,222994371.69,146672676.17,68078782.32,262571800.96,190016038.52,123439886.75,61061860.21,251659399.58,184787561.75,118728500.13,58197495.24,222039234.66,162660544.69,102262540.04,52058905.88,182629840.64,144930744.63,162625841.67,134017521.22,0.0
2,营业收入,1406523306.22,1044012526.12,645343116.86,328563995.77,1402025480.83,978538570.49,663305990.02,262841706.96,1154800320.98,814360548.11,502629118.41,175329568.47,817939813.49,526445116.97,375191462.71,194711602.33,987583895.11,782358960.33,475846899.07,222892909.34,1067148781.13,752092306.66,479442650.52,233594477.76,901167343.13,640008572.51,403656107.59,221403128.91,776526461.34,524249655.47,304159802.41,150255049.35,722942002.21,524262298.33,335777343.01,148565662.83,569412998.71,385055440.21,230493199.14,103789257.24,407597821.05,295557806.84,182633905.37,83285962.15,366396201.60,267924369.88,175517972.06,79943368.00,315698755.94,222994371.69,146672676.17,68078782.32,262571800.96,190016038.52,123439886.75,61061860.21,250709399.58,184787561.75,118728500.13,58197495.24,222039234.66,162660544.69,102262540.04,52058905.88,182629840.64,144930744.63,162625841.67,134017521.22,0.0
3,二、营业总成本,1309304967.12,939110078.20,582962085.35,304124791.10,1295831224.18,869047718.05,587498973.43,236137557.11,1070581027.64,752836945.70,458866386.95,159836156.64,820903805.76,517837492.33,368862887.13,185823192.14,857348132.29,670134199.79,405766685.69,170655026.05,902214344.74,625405919.92,393939544.57,187629260.07,715833892.93,512142621.59,326198779.01,178663245.40,662877687.51,437794728.02,263512670.37,125171575.06,578829162.47,434589112.28,279349239.89,123692378.68,463039036.91,312656126.90,191593345.01,84398513.18,339433927.73,245486119.15,157059126.77,73453155.31,318868474.45,230178122.58,146404029.61,66567153.01,250203142.14,174268725.17,115011295.75,53712757.29,196524501.78,146415356.45,94689824.67,47909608.46,197144708.05,147404895.13,93961729.51,44833246.30,166809402.47,124153619.20,78312237.29,40281250.79,139150658.29,107179801.88,120752552.26,89876742.39,0.0
4,营业成本,957392940.06,679124805.35,415935768.53,219889687.43,921151315.22,606032312.91,417938545.95,156970929.20,735046526.14,527131087.56,308637649.04,98250921.58,590960649.85,372249106.12,271830994.30,139287538.79,700943098.46,549971072.06,332611618.22,153696330.19,694004539.04,485782943.76,310459052.52,150872736.44,568303663.95,400894557.77,254031806.72,138379295.44,490745349.52,322439108.21,185800261.91,90166619.82,434094025.25,330187117.15,215462025.05,95719078.58,361410356.60,243465621.68,144709523.77,63110356.17,255752413.36,187616981.52,117763973.26,54304545.49,231573741.91,168994787.42,106505252.16,47975123.40,178409418.50,123954819.96,81430996.14,38381280.05,144063993.23,105046649.80,68818878.29,35152856.67,144276910.90,103946988.58,66817878.54,33020661.08,123740049.99,91544238.01,57745728.19,30117579.00,101542662.40,80788184.15,95793903.79,67183877.49,0.0
5,营业税金及附加,16998385.11,8218294.56,5983759.31,3663501.69,17431049.36,5260527.49,3493727.76,1265395.07,16115985.59,5455055.52,4291167.29,1625966.99,10451156.57,3451258.91,3299359.15,1549362.21,8697458.48,6548667.78,2429448.80,1071760.06,7866983.11,4380264.21,3001941.82,1361310.87,5683304.39,4390891.43,3340631.96,1428277.21,6344455.34,4126693.85,2405002.17,676379.14,2822845.30,1875584.60,747230.42,212695.61,3749228.46,1939616.61,1360774.57,676869.31,2985067.27,2416764.16,1034801.06,480422.25,2855329.15,1956228.88,1382202.85,487598.02,2506894.14,1858729.01,1055975.98,505994.59,2167000.16,1603533.84,1074179.41,477294.87,2107558.22,1500788.50,945165.76,366473.12,1589499.50,1170102.97,719978.33,302873.38,1348385.95,932330.54,691369.16,1179761.69,0.0
6,销售费用,55671910.00,38820093.63,24898867.52,12176160.12,53906765.95,39074102.17,23543400.71,12492475.19,39903166.53,28808558.11,17153476.66,6323036.80,24039078.71,13863814.97,10097937.12,6003058.27,15941456.82,12180365.91,7389644.32,4184962.04,22721798.65,15929066.95,10933785.25,5149385.94,13918402.31,11398857.08,7117441.28,3979816.12,13069072.65,9247297.26,5858443.43,2803781.30,14116102.14,10914251.14,7611506.38,2762096.75,10406111.63,7932453.76,5210187.87,2810077.90,7488916.28,5625693.30,3929120.51,1869133.25,6007742.01,4660764.72,3067231.40,1137380.87,6528337.03,5017882.74,3505426.05,1800628.84,6777871.59,5319198.38,3065021.28,1441402.05,5838433.41,4455959.85,3030702.45,1627835.89,7161636.36,4948705.43,3217789.83,1339586.99,5856394.83,4184155.44,5861047.20,3786230.50,0.0
7,管理费用,112968907.82,85127030.05,55136640.40,28095513.49,109487190.61,78362679.20,76133556.71,35276397.57,148745559.52,111482392.94,76298606.08,36528861.41,115223852.18,82244711.81,52525830.25,23074950.00,103758745.44,75523566.72,50345334.90,20328135.39,94039582.86,69052450.51,38037008.33,16060361.96,77051826.10,56932900.00,35957935.77,17426172.60,75343542.75,46716464.47,28414527.79,12828266.83,64024488.23,48430629.27,28278898.74,13329916.62,55877945.61,37312555.05,26022126.90,12984393.64,49991300.26,31522349.72,20152463.62,9979828.21,46834902.19,30431333.69,18605647.86,9319291.01,39217955.65,28617560.14,19000549.88,8693539.70,33225122.97,23834758.23,14918327.55,7514074.25,38385821.36,30488690.48,19007042.13,7776278.74,26069282.71,20151372.15,12355296.43,6481703.05,22314752.21,15014187.40,13939351.58,11528314.97,0.0
8,财务费用,88163196.69,68798338.61,48847374.58,26514552.96,115044725.67,87482598.16,55801882.32,30132360.08,99911050.17,71322460.08,43543242.02,17107369.86,57295830.78,46156327.53,31236493.32,15908282.87,25660165.17,14420896.79,1506722.80,-8626161.63,66856898.34,45162598.48,26409160.64,14185464.86,43942449.18,34081035.72,21306583.69,17449684.03,67904146.71,50411314.01,36180584.85,18669467.80,60678477.07,41040263.05,25108312.23,11668591.12,29651869.93,20064196.06,12349048.16,4816816.16,22248532.97,18159452.83,14033890.70,6819226.11,30648886.50,23462318.46,16171005.93,7647759.71,22199159.03,14381206.74,9579821.12,4331314.11,10290513.83,10611216.20,6813418.14,3323980.62,6535984.16,7012467.72,4160940.63,2041997.47,8248933.91,6339200.64,4273444.51,2039508.37,8088462.90,6260944.35,4466880.53,6198557.74,0.0
