,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2441690184.38,1447621047.59,633343984.21,3213703263.21,2529024517.54,1501799640.23,508595947.47,2064424476.58,1446216219.23,903301658.14,343398116.06,1658449526.72,963659464.53,573937695.47,278348873.16,1024098645.28,781810293.78,557200390.58,245178936.16,1348972672.16,1037786710.09,701708471.59,214936452.35,1349728384.43,868663510.27,597640959.03,192080083.20,1142006863.52,813971389.14,581503183.37,162818588.07,953359393.19,625251111.41,412463494.19,149084311.14,523073274.19,367304699.81,240806981.46,111125883.45,336969115.60,225900920.13,143093529.22,55249835.99,273450969.56,210547844.75,188121016.21,119130467.00,0.0
2,营业收入,2441690184.38,1447621047.59,633343984.21,3213703263.21,2529024517.54,1501799640.23,508595947.47,2064424476.58,1446216219.23,903301658.14,343398116.06,1658449526.72,963659464.53,573937695.47,278348873.16,1024098645.28,781810293.78,557200390.58,245178936.16,1348972672.16,1037786710.09,701708471.59,214936452.35,1349728384.43,868663510.27,597640959.03,192080083.20,1142006863.52,813971389.14,581503183.37,162818588.07,953359393.19,625251111.41,412463494.19,149084311.14,523073274.19,367304699.81,240806981.46,111125883.45,336969115.60,225900920.13,143093529.22,55249835.99,273450969.56,210547844.75,188121016.21,119130467.00,0.0
3,二、营业总成本,2426984435.11,1476699061.42,650176929.01,2961309488.96,2218386784.88,1346510181.80,466847172.27,1947906768.82,1340530449.89,839808970.44,328389040.64,1672016058.63,934432190.16,535076120.48,259871265.20,1134291562.77,778807054.00,528116250.19,238762643.36,1243929880.19,937327317.62,614070278.49,196968277.80,1224008623.70,758961359.22,521284473.11,174849336.44,1034996405.75,722737832.53,511420542.30,143105899.86,859632085.89,554790111.98,367849951.98,130223935.27,470341002.91,327156011.79,212487921.50,96985688.63,297408579.46,199986225.99,123641174.95,49414346.96,240629010.59,184779619.12,154197994.74,106175655.82,0.0
4,营业成本,1964235489.55,1174474307.93,499543547.97,2368548102.52,1798785909.95,1089363495.83,359092053.12,1499099898.47,1046150049.75,667088720.63,235412317.09,1249582489.46,677856551.85,388992864.62,185864636.00,758391796.38,544977920.17,384888788.39,173387537.83,909542976.32,712793347.70,468792054.89,141566791.18,970472316.31,608387066.75,423212308.04,136766060.93,824839894.15,583058513.63,416291550.84,116140388.75,711071388.39,465149917.11,310529125.43,108102601.67,392898451.54,275551978.05,178148066.41,83168968.51,252032980.63,168289629.72,104467343.21,40980095.20,201195044.35,155526759.08,131709833.75,89383489.26,0.0
5,营业税金及附加,20744473.54,11695113.42,5874153.92,26893616.70,18415607.04,13086541.02,3796334.92,23637741.70,13321570.87,8767081.08,2402649.82,15653270.52,4335769.22,4048898.17,3751866.14,12539446.08,9729377.33,7158843.64,2767955.01,14742255.04,12322430.94,8715410.09,1842301.83,17471491.15,9509009.13,7758349.48,949036.17,18849482.06,8516971.59,7403408.78,1243770.68,16020886.23,5983919.23,4281059.48,1992478.24,6755646.52,4580444.17,3017800.24,718176.72,4301619.12,2670706.13,1794036.22,828953.88,2925028.53,1720443.11,1270791.46,340220.54,0.0
6,销售费用,105382726.45,69044559.55,31460836.96,117320472.91,81332241.80,52178618.54,24234249.28,108010378.63,77492402.10,48589571.63,25568837.74,100305631.24,68380644.37,46802123.34,21899918.37,101116713.83,70998744.00,47003673.32,23607265.41,107394214.09,73021787.37,44983581.56,21516003.59,91593837.58,53118206.82,35134878.17,16206671.89,58865534.81,43429879.38,26948238.42,9442976.61,55342799.07,38230057.71,22594188.93,9147949.77,31022961.39,21854971.22,13207642.36,6174642.52,18453376.44,13109643.85,7998013.91,3820829.54,15025385.24,12854289.71,9093448.53,7168510.61,0.0
7,管理费用,134715921.70,87661971.74,39968772.77,186106289.32,132106759.40,111692975.57,51549596.98,203530072.91,134658202.19,87490327.64,45896765.38,190964322.05,126636407.98,77429631.25,35536065.45,163486814.10,108955829.89,72300692.54,35062080.06,123030004.39,83253303.98,56067021.35,24500126.75,81401872.16,54152652.89,33148362.82,14908483.38,75546248.79,46044322.18,29066819.73,9021781.22,44914438.23,26417420.65,17472597.99,8094187.38,28745258.16,17150302.62,10966928.44,4928105.94,14735156.65,10437375.97,6106720.66,3096440.42,16202604.79,11137246.23,8842860.40,8880721.15,0.0
8,财务费用,132925864.93,86029018.58,45822047.70,121317583.87,97836044.52,66368223.64,31642961.49,108597975.41,81357820.62,50236519.39,25924483.52,90358041.28,51268068.56,22892851.36,11712739.29,59777384.29,46352193.05,31205944.93,17078827.02,66060714.11,50856167.23,31764727.05,12512036.62,44536982.36,30647874.35,18169551.23,7241793.53,34975629.21,23313012.06,15462013.49,6782068.99,17849659.78,12371363.47,6298814.42,2384204.75,6130152.27,4340689.23,2911721.57,1995794.94,6049139.58,4558423.25,2351917.50,688027.92,4967738.03,3540880.99,1828933.08,162964.27,0.0
9,研发费用,68979958.94,47794090.20,25184030.64,80432843.96,45602396.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
