,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,477348705.52,312003154.83,124064596.59,647991537.74,494611300.80,315868623.82,138999191.07,566755591.64,469606095.90,274329617.37,119036682.51,418487398.82,349465338.13,175552661.74,83968679.93,251263522.27,226051364.55,124353597.74,62483583.60,205175963.93,165842140.18,108312141.42,186575133.77,175258918.40,155969189.30,0.0
2,营业收入,477348705.52,312003154.83,124064596.59,647991537.74,494611300.80,315868623.82,138999191.07,566755591.64,469606095.90,274329617.37,119036682.51,418487398.82,349465338.13,175552661.74,83968679.93,251263522.27,226051364.55,124353597.74,62483583.60,205175963.93,165842140.18,108312141.42,186575133.77,175258918.40,155969189.30,0.0
3,二、营业总成本,366115615.98,230546651.89,103198699.38,1043878549.73,355474495.66,251545049.70,108426222.68,439523404.48,343543042.82,209998993.14,88519775.54,323603210.92,250359265.00,121894992.21,59115176.46,182161723.79,161852447.48,88759429.56,42210693.01,151532038.85,118233988.34,77839207.74,139107558.40,129368210.83,113105911.84,0.0
4,营业成本,234126470.32,142532416.81,56157986.46,322908604.72,218029701.03,157334642.74,67408417.84,268572115.15,218003818.11,132824524.94,54571138.71,204398977.48,153183443.92,73346381.17,37493056.58,102958331.33,96115556.86,52390594.12,24582517.36,86606945.15,68483716.38,44275999.36,84027879.09,77887100.91,68675537.73,0.0
5,营业税金及附加,4672878.30,3129928.99,445166.36,6124210.56,5280925.82,3294542.50,356407.10,5414835.65,3651985.99,1835665.07,964530.19,3321031.23,2987752.33,1135105.78,485686.73,2270580.13,2270580.13,1172074.58,590107.45,2202146.24,2075599.90,1254999.74,2327516.33,1857890.67,1604269.01,0.0
6,销售费用,24681489.98,17704171.33,8049818.33,40305532.59,22982584.56,15922580.53,7297653.19,34281240.44,27074863.15,16685885.06,6051292.60,29506291.77,25719979.73,13812827.51,4908200.55,23282316.21,18612379.48,10577798.89,4834581.14,18684670.06,13561044.24,9734799.80,15369819.60,14429728.98,13099904.75,0.0
7,管理费用,50360445.83,34253763.65,15758343.60,68490462.44,46840612.26,53957391.55,25924325.33,118101042.03,77264744.70,49179107.65,22249011.75,78453364.46,57978315.91,28691038.29,13174599.63,53294670.36,39328042.84,20889811.38,9946109.57,42636755.43,29498301.84,19507627.30,34511523.54,30632530.10,27316316.89,0.0
8,财务费用,2853907.48,2225908.48,937744.48,3892491.74,3398662.08,1757811.13,339776.65,5279800.40,1578791.28,1072311.00,400842.05,-419417.96,-1328419.61,-1257750.38,-308983.11,-919234.03,-679539.12,-333755.84,-56121.59,-249341.98,-225516.22,-176943.91,1146033.07,2448541.85,1693560.02,0.0
