,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,23690034551.14,17684284006.64,11538354259.18,5828390368.04,22578777856.69,16530350703.21,10861216918.13,5661851818.27,18844317471.65,13732837159.78,8634822223.42,4461156286.18,16046441686.27,11772360857.33,7547626044.19,4195695862.97,17006343897.76,12703039645.42,8314490167.40,4306446284.91,16101966797.82,11094044795.78,7561172170.31,3758849223.74,15131582742.62,11152965308.37,7353749929.29,3850493556.24,15044339577.39,10808110322.09,7142298482.14,4042144531.97,17376288190.06,13356122204.41,8915827247.30,4652566303.40,15791358619.68,11775766828.45,7507885517.16,3642072645.10,11104054068.71,7785051703.56,3700122276.64,1956738106.53,9260871057.96,6774325561.12,4209971453.05,2209191294.17,7787263386.17,5815760608.87,3940165798.09,2040093508.77,9058463075.30,6626743628.41,4147174628.16,2106289999.81,7506366210.95,5741078678.00,3816679076.03,1906872901.90,6196597143.63,4534674896.05,2783086804.64,1423984893.20,5477092423.79,4322371439.45,2738008972.04,1445941080.20,5373231371.26,5055279462.46,4527240010.80,0.0
2,营业收入,23690034551.14,17684284006.64,11538354259.18,5828390368.04,22578777856.69,16530350703.21,10861216918.13,5661851818.27,18844317471.65,13732837159.78,8634822223.42,4461156286.18,16046441686.27,11772360857.33,7547626044.19,4195695862.97,17006343897.76,12703039645.42,8314490167.40,4306446284.91,16101966797.82,11094044795.78,7561172170.31,3758849223.74,15131582742.62,11152965308.37,7353749929.29,3850493556.24,15044339577.39,10808110322.09,7142298482.14,4042144531.97,17376288190.06,13356122204.41,8915827247.30,4652566303.40,15791358619.68,11775766828.45,7507885517.16,3642072645.10,11104054068.71,7785051703.56,3700122276.64,1956738106.53,9260871057.96,6774325561.12,4209971453.05,2209191294.17,7787263386.17,5815760608.87,3940165798.09,2040093508.77,9006368427.25,6616267411.26,4140438811.96,2102672719.91,7479772242.07,5728961711.91,3805951855.89,1904167251.92,6190236598.84,4521223588.86,2769869268.14,1418299009.68,5447630498.23,4305802509.69,2729056432.51,1435120119.55,5348004027.01,5026828046.31,4507005672.96,0.0
3,二、营业总成本,22079163076.66,16180185459.58,10593233684.92,5584331733.82,21453148516.97,15320640185.14,10226468405.08,5421640915.68,18089517409.79,13274086679.04,8399928327.02,4342373168.36,14733039115.59,10451383124.56,6575143120.83,3514326937.73,15191461527.52,11072088784.02,7249211727.61,3812353226.21,15076833713.57,10247365184.61,6946114643.11,3463448731.54,13788149385.49,10146987473.39,6802625336.38,3586757063.70,14392353097.84,10555468315.60,7064877016.10,3958971520.26,17431749054.29,13305785568.46,8808473524.50,4529926837.17,15773273494.84,11779708834.70,7502520389.38,3690529743.24,11240399604.08,7897798467.26,3890569970.58,2069082716.12,10995001462.31,8056515363.93,4815020594.14,2428968326.99,7597036676.81,5740718847.77,3849639835.73,1989496341.10,8463452910.95,6240523380.03,3917744872.69,2026564423.43,6969357097.85,5369766718.37,3548138022.75,1847780847.83,5703548859.56,4133504097.95,2528020546.92,1245807298.59,4941829152.31,3696577158.15,2381119542.56,1214773378.71,4682520262.47,4379454285.55,3929810955.54,0.0
4,营业成本,17851078386.57,13169350777.87,8664612063.68,4648066938.23,17736868448.82,13085919992.50,8622900110.37,4659276720.54,15144844801.17,11575507038.01,7280136088.52,3839511251.79,12387419602.22,8803965987.01,5448786286.35,3031899366.92,12599175584.30,9368209319.29,6064921037.09,3229478988.26,12601359360.98,8527137370.36,5877015406.47,2962499674.94,11826510122.12,8777987665.87,5914545566.93,3128149714.85,12427572104.33,9271732189.36,6202858871.07,3525831808.33,15617470098.22,12236174945.17,8093194220.77,4198813177.83,14309100463.03,10792715957.57,6838241874.00,3403803769.40,9983404619.39,7015738789.93,3299260289.33,1734219734.66,9768837425.14,7248427029.17,4292811736.39,2113193904.00,6754241589.28,5149735796.35,3435440244.41,1774805539.36,7654471452.95,5617622506.91,3516875984.76,1821697887.11,6414672537.52,4970181249.78,3288923978.64,1706443723.50,5205374151.15,3750923134.83,2296536841.41,1139127928.04,4413695700.83,3356566548.23,2158916668.33,1093190086.18,4238984205.96,3964739193.66,3614789154.30,0.0
5,营业税金及附加,203958696.25,143877854.33,106726590.94,66685435.43,186104980.00,134959621.05,96165570.58,58055163.97,138354489.24,89625151.31,56556034.59,31050255.88,132536686.78,71958885.86,45113883.49,27413607.48,93083409.80,70409898.37,50843207.11,29534678.53,93366504.79,67555288.69,47513672.30,26240461.64,99043588.68,71669977.58,51341539.31,23281255.54,61182668.00,42646576.80,29068719.03,12581246.53,71813872.63,50647994.85,32363140.09,15921772.74,45877365.98,32666993.56,24388339.22,16004787.46,38128516.27,28199135.15,14163536.47,8653815.26,26843873.94,17391798.91,15484843.82,11026720.79,31138720.56,24531783.70,18593282.10,10792260.22,49433126.83,48154988.48,33710219.54,17178308.15,62100996.86,46628616.43,30744567.04,15593258.52,54317153.19,40147161.45,24408842.28,13357635.71,54480450.32,44155518.67,27040748.93,14789632.73,55392461.54,53466012.89,41654137.65,0.0
6,销售费用,996599.54,581986.95,500974.86,17788.55,392020.02,256620.94,160906.29,44879.95,715548.17,421970.35,400717.67,245041.25,468870.07,374804.13,122426.78,34523.00,225621.72,111073.72,96983.72,20854.72,68806.00,62999.00,52002.00,6090.00,36243.00,30531.00,13800.00,2900.00,57146.00,34435.00,0,0,21000.00,31500.00,21000.00,10500.00,131500.00,121000.00,114000.00,33000.00,132000.00,99000.00,66000.00,1086243.30,88000.00,3559667.69,1196049.63,0,4312276.95,3607539.72,2555247.95,1258656.95,5404325.42,3997766.08,2813357.23,1242059.46,6317818.15,4896257.75,3481685.10,1627952.73,7392380.53,5237777.78,3418561.20,1492637.76,8587218.61,5435724.55,3784778.03,1633492.97,8729277.89,8842331.85,7016391.15,0.0
7,管理费用,1352705590.54,942637814.76,583487458.09,236081182.93,1279178978.61,689865566.73,509178697.89,225758001.10,1144683636.28,588000537.96,409185433.55,186537069.50,1010614592.97,607908534.26,424976181.89,182922323.42,980289556.85,635993973.52,447257526.26,193321250.86,967046448.46,613235791.22,365200625.26,167928256.00,756233316.27,494456721.16,317602425.63,175343564.23,697086584.93,369200946.60,251489287.66,127939071.44,579612247.87,294577909.66,212756367.43,98082540.28,499426554.37,309636869.37,238056163.43,96665545.22,516367359.89,288186465.47,179974569.81,111711261.58,422529276.15,276566789.80,185657015.47,132258749.63,476524766.10,320322181.20,223886101.40,113137926.66,476288884.68,359001670.63,221234133.29,121223875.20,433458942.50,318258079.12,209818038.55,113617668.11,342104794.88,287453890.38,178320149.36,71551137.59,273285076.84,142348730.59,89902095.40,60484954.24,118412983.21,129068465.68,74921429.46,0.0
8,财务费用,2515511731.24,1916534057.23,1233327940.88,631410123.66,2149699212.49,1417588921.57,1016288263.87,483237835.36,1651151450.64,1031502051.67,661725088.45,285029549.94,1150275005.57,967397473.64,656366902.66,272145392.45,1436543332.77,981862422.15,686081941.76,359997453.84,1408838777.84,1045110421.47,657261859.35,306774248.96,1105090968.66,801513517.06,519349099.87,259891547.09,1162960137.46,876823202.70,586285958.76,292557657.67,985793348.44,728368194.51,472835613.12,217099669.10,835503968.05,645189372.73,402301196.83,174117822.12,711269709.56,568275848.63,399141324.04,212275925.36,795317074.87,530377909.53,341818506.49,161306986.81,332933221.68,245026946.61,161706107.78,89501957.91,277855121.07,211746447.93,143111177.87,65222293.51,52806802.82,29802515.29,15169753.42,10498244.97,94360379.81,49742133.51,25336152.67,20277959.49,191780705.71,148070636.11,101475251.87,44675212.59,261001333.87,223338281.47,191429842.98,0.0
9,研发费用,154912072.52,7202968.44,4578656.47,1964440.02,19454581.19,7326650.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,81450295.84,-15277187.92,-18225143.92,-4731685.24,9767484.29,-10970070.26,-8075035.76,0,51724357.98,-222560.34,-222560.34,-88275.54,82144022.08,15502096.97,11031.67,0,6153815.50,-5736686.13,-928922.27,0,1235146.76,1329060.72,-227095.36,88081.99,43494457.12,-4969034.86,-4825820.42,61736.29,177038487.13,-4014975.73,-2696816.91,-822.78,83233643.41,-621358.53,-581184.10,-95180.96,-8902601.03,-2700771.92,-2035749.07,1135735.96,-18614187.79,-19807831.17,-21947557.66,11181965.76,-2113897.76,-2505399.81,7458852.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,-308028.89,-41043.46,-2427.33,53940498.91,440083.97,504875.79,1417897.00,489221.11,-826000.80,-13894.87,85167.40,-204782.60,204782.60,-62559.98,134308.70,-108107015.39,0,0.00,0.00,0,0,0,0,0,0,0,0,0,-1750646.00,505992.00,505992.00,1026337.79,-203603.19,2550129.60,2270129.08,2265901.81,473178.93,890580.04,-17154.74,22280.01,-2641526.48,73547.90,24174.14,-19450.85,4122596.74,0,0,0,0,10642715.00,3655685.19,5186670.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,664626485.71,564155931.27,433562064.79,242909331.60,2736555183.00,447003773.37,247830066.45,103008057.39,1021447815.95,454770539.35,271776195.15,155619894.27,726832890.85,512242464.76,316254996.66,171906456.90,841694022.58,582000194.77,444497837.03,147265003.35,816841294.38,438705771.47,375553049.39,198370336.68,840667925.96,620658873.35,339264839.72,189813727.31,702720658.49,523738108.24,384045377.46,227459747.38,387286322.75,330018698.77,256257911.55,156023319.59,432993531.17,258062348.18,192875945.50,94491309.40,661487509.22,522911163.07,309722157.13,148039628.03,-212973206.13,-181036952.38,-16934460.24,87920001.11,404122625.88,401145382.73,252524843.58,114190631.31,149237761.64,117667656.77,60852622.20,51585209.26,187074094.16,129386745.11,86212101.37,60440386.43,212542934.53,190519922.02,130078975.40,67230856.39,215608274.45,214270386.80,138980831.53,83739391.33,-15907010.89,15460509.45,4531222.51,0.0
13,其中:对联营企业和合营企业的投资收益,546267800.62,411096074.05,273887980.49,125134829.29,635555693.42,427732510.59,244065661.52,102391819.53,549235336.10,424674334.39,249570026.39,155619894.27,697045814.80,396073083.97,311984102.60,169281540.10,620128837.25,424335806.83,271288056.11,127800784.40,610060691.91,422640979.33,356544166.59,195977339.79,821859313.16,601084634.37,334421739.72,188943043.06,659370343.76,488691552.79,357198127.98,216196888.90,348959082.72,304115897.27,240014320.55,155364119.59,304807757.19,226412207.98,182004993.30,89313700.64,535258586.19,447117485.05,275206943.03,135729428.76,-219950345.04,-194178451.79,-32332974.33,90417015.76,409307852.07,401145382.73,252524843.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0.00,-11121687.69,0,0.00,0.00,0,0,0.00,0.00,0.00,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,2488430727.45,2109826511.50,1415262539.39,556747061.51,3949972933.58,1684070314.89,880433735.25,335421810.77,1833540156.95,927392301.06,516136781.71,274198229.49,2040440244.13,1833157637.55,1288872228.72,745168366.75,2656576392.82,2212951056.17,1509776276.82,641358062.05,1841974378.63,1285385382.64,990610576.59,493770828.88,2184101283.09,1626636708.33,890389432.63,453550219.85,1352956492.04,776886106.73,461972835.50,311659096.88,331621855.33,382905464.32,365881763.43,280928687.63,451551834.94,255010921.97,198223918.54,46056491.27,522500447.37,410237947.27,119298637.33,35675567.59,-1942981013.74,-1463226755.19,-621983601.33,-131857031.71,594349335.24,486829858.83,346706491.13,169974469.51,744247925.99,503887905.15,290282377.67,131310785.64,724083207.26,500698704.74,354753154.65,119532440.50,705591218.60,591690720.12,385145233.12,245408451.00,750871545.93,840064668.10,504870261.01,314907092.82,674804097.90,691285686.36,601960277.77,0.0
16,加:营业外收入,107571059.00,96021274.16,43774556.17,32757069.96,108532755.82,78364208.70,52671776.06,24057853.16,57031715.59,100998450.57,78286218.92,17120381.87,147392321.98,65471752.69,35641949.45,20192123.64,248890929.21,58538387.02,33047417.99,20478645.05,691819966.16,92199955.65,63696386.52,20163864.90,76949744.60,45090363.01,35691220.04,21100789.06,77480394.17,22548518.70,14789186.48,5305217.29,529352424.55,109420877.17,14497190.90,6124235.12,141075199.59,18686151.54,8304924.81,447630.10,24496806.72,9902709.55,4274364.36,2989970.71,131526218.01,10492336.85,3437188.44,915236.86,175445513.18,29158804.70,3417722.53,2266598.47,7796310.51,1522019.50,749860.80,35653.69,2132366.87,2080525.06,1571585.42,293135.42,1174410.13,582382.73,177136.00,67811.00,2514771.93,638116.39,610620.62,261840.41,2341783.70,9250164.89,415590.84,0.0
17,减：营业外支出,62781989.19,18075408.03,13424246.10,3657063.71,55530713.45,14457950.91,2279800.43,1626547.50,14545372.04,16778100.08,9735967.87,5821164.02,24346314.04,9039960.88,6087139.14,765605.62,60063306.86,10057468.34,4523044.86,1267793.01,35912485.94,9766868.74,6776207.20,2821752.48,165208214.73,36008117.15,13968559.07,1633016.85,75520084.95,33625429.43,24575497.46,16023993.44,37521139.53,8977353.97,6247617.70,3840452.02,77340933.88,19774880.04,19335667.51,16941288.67,26689579.43,41014136.00,16832752.26,8356310.43,76528097.06,63512447.78,34488966.47,870331.32,5479006.13,5253960.94,2098941.01,934142.69,9501838.03,5706772.72,2659705.68,292144.65,14982137.40,5375765.41,2532439.04,185049.68,10882050.85,1311947.64,438148.96,281864.67,66075008.38,50829354.93,49136740.67,1141975.71,67480342.97,43632263.74,38782943.31,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,10484941.04,6633474.03,5413943.79,17122160.11,4969019.43,4312264.83,107479.92,54833457.29,5119884.47,3307179.61,99652.40,30810013.45,7390120.15,5645101.08,2167461.28,162618789.87,34422964.62,13268034.20,1236202.13,72163712.34,31055836.81,22823740.56,15936945.03,32761225.33,7185510.75,5933976.51,3656205.77,19530303.83,19569686.13,19259947.03,16902769.79,24790718.78,16297184.41,1874850.34,992184.09,47578182.45,37277880.36,33706436.63,370331.32,5419006.13,5127483.44,2088941.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,2533219797.26,2187772377.63,1445612849.46,585847067.76,4002974975.95,1747976572.68,930825710.88,357853116.43,1876026500.50,1011612651.55,584687032.76,285497447.34,2163486252.07,1889589429.36,1318427039.03,764594884.77,2845404015.17,2261431974.85,1538300649.95,660568914.09,2497881858.85,1367818469.55,1047530755.91,511112941.30,2095842812.96,1635718954.19,912112093.60,473017992.06,1354916801.26,765809196.00,452186524.52,300940320.73,823453140.35,483348987.52,374131336.63,283212470.73,515286100.65,253922193.47,187193175.84,29562832.70,520307674.66,379126520.82,106740249.43,30309227.87,-1887982892.79,-1516246866.12,-653035379.36,-131812126.17,764315842.29,510734702.59,348025272.65,171306925.29,742542398.47,499703151.93,288372532.79,131054294.68,711233436.73,497403464.39,353792301.03,119640526.24,695883577.88,590961155.21,384884220.16,245194397.33,687311309.48,789873429.56,456344140.96,314026957.52,609665538.63,656903587.51,563592925.30,0.0
