,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1855435275.95,1099597120.74,522758320.57,2720235569.39,1697209274.68,1013186455.88,418189044.75,1992176981.00,1054686812.85,598624455.36,202567069.42,1320802031.31,742331333.32,433810899.36,173560362.71,716679345.55,316920881.52,158604804.30,49290961.26,326678547.40,164307457.18,96372436.53,34127981.14,289545451.00,146030443.32,73204355.04,26620877.69,247321193.27,112382465.94,45345513.93,15314232.95,241258375.38,120133460.41,76555173.51,29720603.84,188959111.18,83162077.99,51252517.83,16325252.24,123013085.93,56903427.86,40163114.69,10971165.83,130197234.86,54288069.67,127722971.71,77521922.12,49756051.05,42593970.96,0.0
2,营业收入,1855435275.95,1099597120.74,522758320.57,2720235569.39,1697209274.68,1013186455.88,418189044.75,1992176981.00,1054686812.85,598624455.36,202567069.42,1320802031.31,742331333.32,433810899.36,173560362.71,716679345.55,316920881.52,158604804.30,49290961.26,326678547.40,164307457.18,96372436.53,34127981.14,289545451.00,146030443.32,73204355.04,26620877.69,247321193.27,112382465.94,45345513.93,15314232.95,241258375.38,120133460.41,76555173.51,29720603.84,188959111.18,83162077.99,51252517.83,16325252.24,123013085.93,56903427.86,40163114.69,10971165.83,130197234.86,54288069.67,127722971.71,77521922.12,49756051.05,42593970.96,0.0
3,二、营业总成本,1879556758.96,1202879571.71,588718800.26,3581300340.14,1523718409.20,922736324.36,403721878.50,1689063849.80,916740273.05,539584281.00,200465967.35,1116427286.00,678443417.37,424103604.22,180787119.72,593452326.57,287714338.41,160356182.41,70143708.24,279945879.11,167858648.26,108903601.61,52315951.13,236958371.95,146778519.26,96010564.62,46582691.90,238353086.64,152626348.87,97056646.03,46677733.00,184061447.06,116228033.43,74237766.32,36923548.43,150085443.96,86095220.61,52052997.30,26507958.45,91211971.19,61000099.08,41452640.79,22306586.48,90849497.77,60504007.77,99018203.05,52568448.52,41457851.18,35585837.93,0.0
4,营业成本,1278466594.33,818833838.03,397088773.60,1560423380.98,1002173826.61,598650213.79,250010224.41,1006756375.92,489383205.83,270456525.39,80795272.99,554147783.44,320871691.83,198722191.71,74927114.38,244317870.92,91881571.24,36460384.88,11067287.20,16379457.86,9738749.34,7803445.08,1844530.63,7834873.69,3134249.22,2212396.34,426150.10,9125865.63,5703476.16,2922214.52,2255950.34,7685471.45,3698710.69,1562781.81,621205.15,10715024.70,5390399.46,4304733.65,2539939.18,9261639.00,3552288.57,2696944.30,889494.17,10149347.79,6163251.03,48313136.60,18425786.58,10778019.10,12122960.72,0.0
5,营业税金及附加,7757822.05,4642631.62,2051889.62,14885450.52,8810418.66,5345135.71,1951142.12,15575070.21,11037318.61,4565040.88,2165607.49,7736128.06,3607891.28,2311701.53,1013978.32,3068385.15,1573277.65,923349.98,312129.42,2019064.37,906318.15,490145.47,171004.30,2075704.38,795403.25,473606.96,191287.00,3181832.55,2190876.51,1210577.13,325798.23,6244499.70,3285173.32,2396424.49,768532.74,6290172.85,2471420.75,1456601.58,372126.87,2501049.77,1067303.50,816862.48,185940.44,2985471.50,1300990.27,1608668.28,1080540.31,780422.86,603141.47,0.0
6,销售费用,63787725.92,39196425.89,19540424.07,111128496.71,74540418.78,47974902.44,22074739.08,85972578.20,54731500.21,38573778.82,17516073.94,84277031.09,53917541.91,32918986.92,15517660.17,53066812.82,27401146.69,16601063.26,7696883.24,23979631.66,12408180.44,7972046.32,3860344.51,22057660.82,12522978.59,7948434.54,4306446.20,23553136.22,14303128.65,9369406.93,4319036.61,15691861.38,9198889.27,6354165.67,3419567.33,14586983.14,7070682.08,4428063.94,2363398.78,5368719.18,2539691.93,1692229.97,659408.36,1465244.57,793192.12,1215881.75,1507330.29,1335641.16,1432576.29,0.0
7,管理费用,263837653.73,168979508.20,87774561.00,402278571.92,230235691.34,260501294.36,120737633.81,557498979.03,346775562.24,218422324.89,99245149.35,466546309.09,295836466.77,186876402.56,86470860.49,295905386.49,168940302.73,107388475.99,53121402.59,237804919.02,145265614.44,92393842.40,46821882.46,204184074.84,131633769.16,85816453.75,42276779.36,205666721.72,133255845.19,86152972.17,41245758.71,160154158.65,105603992.06,68030360.85,34049669.61,123450840.09,72975119.96,43248352.38,22750518.20,72947567.37,52625539.90,35098227.06,20073601.36,74353549.31,50708200.00,47343130.76,32361610.43,28777629.41,21492645.46,0.0
8,财务费用,36832873.00,25321206.13,9025747.43,40791170.98,15615365.22,6764205.52,8165066.50,17794165.40,11276992.49,2791119.82,-461019.46,-1104984.71,1305938.57,720337.74,1765137.27,-3684950.69,-3377657.97,-2088934.35,-801104.66,-3067595.72,-2209761.23,-1408990.99,-784079.03,-3226552.73,-2772050.58,-1858296.22,-1058715.29,-5870785.57,-4753936.32,-3310831.67,-1710978.69,-7518841.98,-5977630.27,-4457582.76,-1934259.70,-5973535.11,-1929471.31,-1654998.33,-1399797.59,197569.71,608842.33,591915.37,310704.64,1487842.71,1132850.08,353470.76,-302310.89,-213861.35,-65486.01,0.0
9,研发费用,228874089.93,145905961.84,70761069.61,272619937.55,188476451.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,2476334.93,1179173331.48,3866237.49,3500572.54,783072.58,5466681.04,3535693.67,4775491.20,1204883.04,4825019.03,2903887.01,2553983.76,1092369.09,778821.88,1295698.07,1071842.65,-1252889.55,2830401.92,1749547.12,1653113.33,402268.26,4032610.95,1464169.62,1417969.25,440744.53,2696316.09,1926958.68,712306.95,242167.80,1804297.86,418898.36,351616.26,-1166.70,1015958.29,117069.67,270244.08,-118226.99,935426.16,606432.85,556461.61,187437.51,408041.89,405524.27,183914.90,-504508.20,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133539.88,18823.70,118053.88,11530.41,-124929.82,601886.47,585849.61,102583.41,-166956.17,53267.13,-433968.48,685791.77,138408.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,7068805.93,4291761.10,698355.65,23891437.56,7021208.12,5285011.24,4665200.11,4933511.44,1316402.97,482499.82,-1233144.73,2882722.35,1616432.91,209862.85,-1517316.80,13824542.24,9606601.00,7632800.33,5102949.42,18803768.33,5853480.69,2319792.09,215030.39,4480808.63,3020721.87,-1448955.76,-589565.20,-1709109.97,-3966057.54,-3937612.36,-2982706.98,2991964.77,-1813042.05,-762524.77,0,696313.80,-272195.62,-272195.62,0,1151327.41,0,0,0,0,0,844800.00,576000.00,526463.82,279588.02,0.0
13,其中:对联营企业和合营企业的投资收益,-1679365.23,-985561.62,-900145.73,1374034.36,-1168421.51,-1139943.28,-1711786.19,4162658.65,1316402.97,482499.82,-1233144.73,2882722.35,1616432.91,209862.85,-1517316.80,1572147.20,-1499222.39,-631655.12,-631655.12,1453558.98,-2104740.50,-2415604.76,-1906043.58,-1786676.19,-903182.13,-4081609.08,-2314981.65,0,-3987793.16,-3937612.36,-2982706.98,2991964.77,-1813042.05,-762524.77,0,696313.80,0,-272195.62,0,1151327.41,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
