,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2085129258.09,1419027700.68,920741105.74,405821028.09,2065970260.05,1445167687.40,973629741.57,349809189.08,1494046925.81,371931592.65,238062698.54,90070578.84,426950745.77,316625744.63,206845401.74,81953105.62,424396030.35,313909918.21,188987876.52,70618921.44,512625946.15,367245730.82,267967098.66,100815246.36,651107108.35,466753082.30,317327315.88,132661581.38,660863911.67,444999367.70,308778425.32,153818638.34,616155474.26,428168705.05,293300791.31,137838325.45,521711346.84,363541061.83,231637831.20,87681142.05,362331517.62,270411310.96,165476265.97,68122311.42,281170677.56,219854360.83,141135570.39,51539049.27,224693229.43,167527197.74,102462049.61,43302921.31,192304072.70,138706448.87,87792118.02,43361218.84,166266447.77,119206709.49,78451976.84,35526310.17,127755521.20,100723678.76,67563540.05,106218584.41,84941102.99,0.0
2,营业收入,2085129258.09,1419027700.68,920741105.74,405821028.09,2065970260.05,1445167687.40,973629741.57,349809189.08,1494046925.81,371931592.65,238062698.54,90070578.84,426950745.77,316625744.63,206845401.74,81953105.62,424396030.35,313909918.21,188987876.52,70618921.44,512625946.15,367245730.82,267967098.66,100815246.36,651107108.35,466753082.30,317327315.88,132661581.38,660863911.67,444999367.70,308778425.32,153818638.34,616155474.26,428168705.05,293300791.31,137838325.45,521711346.84,363541061.83,231637831.20,87681142.05,362331517.62,270411310.96,165476265.97,68122311.42,281170677.56,219854360.83,141135570.39,51539049.27,224693229.43,167527197.74,102462049.61,43302921.31,192155064.69,138574281.02,87705127.93,43301832.55,166228726.99,119178066.76,78431248.21,35511320.40,127669397.99,100515089.37,67560183.39,105888416.21,84464707.86,0.0
3,二、营业总成本,1999859537.93,1356789859.25,883303160.71,386156429.36,1999173030.00,1387332593.35,929265155.14,335207289.00,1499613972.53,382730263.36,240763162.47,101938363.87,531001715.52,365114153.06,241967792.03,97846001.12,637041317.64,351502512.71,218888693.24,84862569.19,507571625.08,363944768.78,260536739.77,108753424.92,647197833.55,460688536.29,311236340.35,143929090.84,618624511.76,413609748.88,286273678.75,143473376.12,557588879.91,392028136.68,269717501.77,128139865.53,476522678.92,328245994.16,208581036.44,82517130.59,322404360.20,237018598.52,143375322.67,60556389.15,242716366.67,187082417.90,120003638.48,44225938.91,190079810.92,139413314.25,84912959.18,36153969.78,161403240.13,114294661.02,73281816.54,36808062.48,140033419.76,99005248.78,65058267.57,29882325.26,106673992.37,85617681.73,56678967.11,87766565.95,69599662.35,0.0
4,营业成本,1570035545.31,1058662216.13,691423504.26,295354369.14,1563256275.21,1103241416.08,748253318.67,260136306.10,1044320596.09,284981640.11,181379238.70,74901373.30,313319392.73,255809255.70,176864646.77,70686537.28,363142943.24,257878986.79,158775600.11,58904982.93,377489540.44,278263821.90,195134306.87,77436705.40,504110634.21,358351133.87,243204774.03,110619368.00,504213964.50,331291101.84,231377254.11,114593593.18,471765557.90,329960557.33,228246828.82,106503685.06,401959784.10,278116165.50,174797103.49,66882627.38,263001576.04,194705529.67,123110006.56,49466274.86,197286535.25,155571668.97,100642121.17,33667220.46,151626116.45,112542566.71,67727211.21,28408288.98,123802284.61,90528298.20,56792702.74,30360188.39,111058585.48,79620435.99,51874330.61,25427171.80,87277385.04,71845701.66,47999750.56,71691323.74,54324798.78,0.0
5,营业税金及附加,21678641.80,18780458.78,12570504.89,6927066.79,24990501.26,18295626.00,11931382.35,4027410.87,27636001.59,7564815.16,4687067.74,2070400.61,9827505.68,2630513.52,2291393.11,998185.39,2194149.52,1835860.13,1244516.47,369606.53,2629204.86,1628539.26,1316028.55,132285.42,3403393.99,2767830.37,2380948.27,611285.97,4328141.76,2947818.28,1958391.61,865649.90,3744444.36,2420422.57,1571373.50,688101.89,2931415.79,2101178.31,1474714.51,543202.92,2428934.21,1486911.95,593745.47,175020.14,1322116.65,987408.61,729927.16,348827.51,1587000.00,1196702.54,789873.23,297535.97,1379703.62,1010911.54,708767.04,391983.32,-23722.06,680713.13,598769.97,355614.50,1018375.64,699210.36,414682.33,717728.30,911190.95,0.0
6,销售费用,68919674.09,45064942.97,30314496.47,12724692.22,69166965.68,46423177.27,27797046.76,13091649.79,60933431.40,14119703.48,9581789.97,4826057.00,20670684.41,14369460.12,9421350.30,4559775.89,24825795.20,17905897.49,11672443.29,4843047.36,27309710.12,20163108.73,12990555.61,6527222.16,31999318.42,22907379.68,15914786.13,8087658.83,31529470.83,19439341.32,13242519.45,5057279.91,21647133.02,15278111.55,10422162.57,4841705.22,14921152.60,9432259.05,5803329.75,2567893.08,10501052.11,6390845.79,3869172.01,1864013.87,11712082.69,7581704.12,4338940.03,2065239.66,9986714.88,6432353.11,3733855.47,1690939.59,8589679.81,5260455.41,3344279.98,1432445.52,6462932.37,3362112.47,2297548.52,862448.97,4535658.55,3215935.16,2065580.83,3422061.60,1688161.96,0.0
7,管理费用,212959347.84,146139633.16,94245691.03,46453121.80,197237073.24,142746042.59,115185605.56,52717389.24,218409800.14,55371850.37,32794348.60,16488952.25,100299164.61,64805506.37,36660072.64,16510728.21,105244084.03,52612836.95,32537349.79,17659433.63,72768573.99,50290396.59,36310541.31,16028610.90,78945973.12,55656474.66,36449489.99,17165435.69,62303918.07,42159914.84,26541029.81,14709768.27,47373126.21,33548084.11,22925949.81,12988011.29,52278006.89,34535573.79,23407042.43,11276870.31,43634276.00,31596287.98,14712884.48,8718090.78,31565363.90,22053693.91,13729481.28,7138843.84,27025068.67,18434493.68,12637445.53,5836057.11,29748082.60,18999487.71,13288477.59,5070352.34,23489580.54,15963948.06,10478619.96,3290288.32,14358957.88,10457963.64,6737591.21,11690292.19,12451288.39,0.0
8,财务费用,32294670.48,20072944.13,16057973.88,9206454.07,27309191.60,16598627.79,13887513.42,7972929.83,44364699.84,15369763.43,10433874.86,3372115.39,20301979.55,14199143.31,8438566.97,3683336.79,17658943.73,12160824.43,8570907.98,3382701.35,15472284.34,12356143.37,8664865.21,4520517.45,18074918.52,15000011.34,7903948.21,2516842.12,12523091.08,7859516.24,5273000.59,2697344.56,7835624.06,4698649.49,2235178.54,450739.47,775286.77,179578.66,135270.40,-19070.98,302437.37,227087.36,-327218.61,-158497.59,-838868.33,-949845.02,-660900.10,-342820.07,-1678136.81,-1178914.61,-826810.48,-453302.84,-2116510.51,-1504491.84,-852410.81,-446907.09,-953956.57,-621960.87,-191001.49,-53198.33,-516384.74,-601129.09,-538637.82,245160.12,224222.27,0.0
