,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20141231,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,475029867.49,288973365.02,145808459.55,630201602.73,347861304.99,193881414.07,76835348.11,344015777.79,232014336.98,155864653.15,64852243.25,290277826.32,187879465.04,122889354.76,61058104.48,274130050.40,183608408.81,124670118.11,239008155.84,235518710.82,204317491.07,166933317.79,0.0
2,营业收入,475029867.49,288973365.02,145808459.55,630201602.73,347861304.99,193881414.07,76835348.11,344015777.79,232014336.98,155864653.15,64852243.25,290277826.32,187879465.04,122889354.76,61058104.48,274130050.40,183608408.81,124670118.11,239008155.84,235518710.82,204317491.07,166933317.79,0.0
3,二、营业总成本,412613156.48,266612451.29,137513957.10,553362561.13,311928525.01,185874071.05,73739368.55,278661627.97,180572945.30,123074922.85,51099401.91,226154365.85,142180490.68,91474806.20,45945682.76,211766454.12,138870316.10,93872547.24,182118854.59,176045923.39,148315874.29,120721129.69,0.0
4,营业成本,305281777.24,195846572.66,103944524.77,370173397.37,204726686.13,117478143.64,45108074.72,200829090.55,131117290.80,90972916.89,38385750.02,164043078.43,109648481.46,72325346.37,33101449.24,150638219.41,100557150.05,68445839.96,135347365.92,131787674.33,108488304.99,87101273.47,0.0
5,营业税金及附加,3363788.47,2195719.63,1202464.30,4563208.69,2781534.41,1681734.55,703700.11,2589582.23,1782016.49,940960.75,477370.25,5248285.31,-4545561.58,-4985179.88,2513451.34,10702971.37,7435092.12,4984806.06,10176220.23,10605317.10,11236770.22,10143551.76,0.0
6,销售费用,10830537.90,6882197.90,3061569.86,14932678.20,8729527.23,4807090.87,1912958.80,8990441.77,5666788.59,3391395.38,1375119.49,5666031.72,3782025.04,2537595.64,1113374.88,4368484.74,2904809.63,1940653.06,4795223.04,4037123.05,3376740.91,2929322.11,0.0
7,管理费用,65413970.39,43937369.61,22046326.79,99195558.09,64838909.61,50799889.59,22804905.58,47905152.52,31730827.10,21070376.84,9674529.15,39931916.54,25901918.41,16370761.46,7614469.87,36581387.96,22289050.33,14796998.32,26224761.52,26845216.16,23924385.50,17206939.89,0.0
8,财务费用,9281185.23,6159088.28,2983705.03,8068002.32,5192840.40,1952310.93,-137809.61,-928501.93,-836949.05,-304295.53,-183003.82,-283917.79,22455.37,-66401.31,-61197.45,452494.75,413273.45,364227.42,139326.88,15101.76,698356.48,156381.93,0.0
9,研发费用,18441897.25,11591503.21,5349923.15,19356880.77,11391784.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-1074556.80,37072835.69,14267243.12,9154901.47,3347538.95,19275862.83,11112971.37,7003568.52,1369636.82,11548971.64,7371171.98,5292683.92,1664134.88,9022895.89,5270940.52,3340022.42,5435957.00,2755490.99,591316.19,3183660.53,0.0
11,公允价值变动收益,0,119145.21,409600.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,934584.92,705878.07,32912.32,2386841.11,2083657.54,1899076.72,373545.21,3711301.37,2689246.58,1735616.44,0,288767.13,0,0,0,0,0,0,0,0,0,119423.63,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,51761894.66,18654782.28,8960825.91,83317187.57,40851419.74,11864582.63,3723474.30,71082973.65,54130638.26,34525346.74,13752841.34,64412227.60,45698974.36,31414548.56,15112421.72,62363596.28,44738092.71,30797570.87,56889301.25,59472787.43,56001616.78,46331611.73,0.0
